,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,16.0%,19.3%,15.5%,18.1%,16.8%,16.2%,16.0%,16.1%,,,13.8%,13.3%,22.6%,13.4%,16.0%,12.7%,22.1%,14.4%,20.1%,14.5%
Depreciation & Amortisation,299.8,309.0,365.7,469.5,491.2,530.1,548.8,550.4,,,139.3,141.5,132.1,138.7,139.6,141.9,137.6,136.2,153.8,176.7
Tax Rate,39.3%,24.1%,19.1%,20.1%,20.9%,19.5%,20.3%,20.5%,,,20.3%,20.3%,20.1%,20.3%,20.5%,20.7%,20.6%,20.4%,21.0%,20.6%
Current Ratio,1.58,2.01,2.34,2.48,2.77,5.66,2.37,2.98,,,3.52,3.29,2.37,3.01,2.48,2.37,2.98,3.52,3.07,2.79
Quick Ratio,0.39,0.52,0.55,0.64,0.66,0.57,0.49,0.65,,,0.49,0.54,0.49,0.60,0.54,0.53,0.65,0.65,0.65,0.56
Days Inventory Outstanding,6.58,7.22,7.30,7.59,7.03,7.12,7.52,8.07,,,7.78,7.88,7.77,7.12,7.23,7.70,8.12,9.51,11.4,16.4
Days Sale Outstanding,33.7,44.5,35.6,37.1,37.1,36.6,35.4,36.4,,,31.7,32.5,35.4,37.1,33.2,34.5,36.4,35.3,30.9,32.9
Days Payable Outstanding,42.3,27.5,20.8,16.1,13.9,14.2,14.4,14.6,,,10.2,10.4,12.7,12.3,11.4,11.8,13.1,13.3,11.3,12.1
Cash Conversion Cycle,12.6,21.0,25.1,30.5,28.2,28.0,29.3,28.4,,,31.6,29.4,27.8,33.4,30.0,30.6,28.6,34.4,33.3,36.1
Debt to Asset Ratio,0.48,0.42,0.39,0.37,0.34,0.39,0.39,0.52,,,0.39,0.38,0.39,0.42,0.47,0.51,0.52,0.52,0.54,0.55
Debt to Equity Ratio,0.97,0.76,0.66,0.61,0.53,0.79,0.78,1.30,,,0.79,0.75,0.78,0.87,1.10,1.25,1.30,1.28,1.46,1.46
Interest Coverage Ratio,8.81,7.92,11.7,10.8,16.2,11.1,9.05,11.0,,,9.06,10.6,5.64,13.4,10.4,12.7,7.61,15.3,6.55,6.17
Cash and Short Term Investments,789.9,914.5,"1,266","1,156","1,411","4,277","1,633","1,722",,,"2,658","2,223","1,633","1,944","1,477","1,520","1,722","1,974","1,525","1,490"
"Total Receivables, Net",222.7,289.4,297.8,307.2,341.4,357.8,353.1,380.1,,,313.7,323.1,353.1,372.5,337.3,356.0,380.1,373.3,328.8,351.9
Total Inventory,19.5,18.1,29.4,28.1,27.8,32.5,33.7,39.6,,,34.5,34.7,33.7,29.5,34.9,34.2,39.6,47.3,61.0,100.1
Total Current Assets,"1,172","1,380","1,769","1,654","1,938","4,837","2,556","2,737",,,"3,187","2,736","2,556","2,938","2,513","2,594","2,737","3,054","2,558","2,615"
"Property/Plant/Equipment, Total - Net","4,487","4,484","3,959","4,305","4,402","4,892","7,204","11,354",,,"6,142","6,619","7,204","8,119","9,332","10,592","11,354","11,759","12,106","12,345"
Total Assets,"7,355","7,391","8,106","8,235","8,541","12,158","12,414","16,290",,,"12,000","11,963","12,414","13,621","14,261","15,513","16,290","16,968","16,790","17,094"
Accounts Payable,76.4,66.7,68.5,53.4,57.4,63.2,63.4,69.5,,,43.5,47.9,63.4,45.8,56.0,49.8,69.5,52.3,55.8,63.2
Accrued Expenses,39.2,9.99,34.0,36.5,35.5,68.9,35.0,42.0,,,14.2,14.3,35.0,29.9,12.8,12.2,42.0,30.6,15.4,15.9
Debt Due,452.7,451.0,472.6,377.8,398.3,506.2,512.3,340.2,,,500.6,495.4,512.3,435.8,362.4,350.2,340.2,396.3,477.2,478.5
Total Current Liabilities,740.7,688.2,754.4,667.6,700.7,854.9,"1,078",919.9,,,904.4,831.5,"1,078",976.1,"1,015","1,093",919.9,868.2,832.4,936.8
Long Term Debt,"2,290","1,850","1,481","1,405","1,126","2,960","2,667","6,315",,,"2,784","2,675","2,667","3,596","4,529","5,577","6,315","6,757","7,079","7,168"
Total Liabilities,"3,535","3,103","3,128","3,023","2,876","4,787","4,845","8,437",,,"4,712","4,539","4,845","5,725","6,755","7,843","8,437","8,767","9,133","9,337"
Common Stock,510.0,510.0,510.0,510.0,637.5,637.5,637.5,637.5,,,637.5,637.5,637.5,637.5,637.5,637.5,637.5,637.5,637.5,637.5
Additional Paid-In Capital,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,,,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0
Retained Earnings (Accumulated Deficit),"2,700","3,155","3,802","4,025","4,338","4,574","4,747","4,994",,,"4,473","4,605","4,747","5,070","4,655","4,813","4,994","5,342","4,792","4,901"
Shareholders' Equity,"3,645","4,100","4,747","4,970","5,410","6,057","6,230","6,477",,,"5,956","6,088","6,230","6,552","6,138","6,296","6,477","6,825","6,274","6,383"
Cash from Operating Activities,934.4,"1,216","1,410","1,384","1,522","1,604","1,732","1,838",,,451.1,441.1,382.2,519.7,202.5,889.0,430.2,550.8,69.4,466.2
Cash from Investing Activities,-849.7,-157.2,-184.4,-689.3,-469.0,"-1,215","-3,190","-4,217",,,-854.4,-585.8,-993.0,"-1,055",-809.4,"-1,684",-871.5,-704.2,-109.9,-313.9
Cash from Financing Activities,-204.9,-934.3,-924.7,-804.7,-800.6,"2,469","-1,237","2,429",,,-788.9,-290.9,-30.4,815.4,141.9,818.7,653.5,430.2,-424.8,-147.5
Net Change in Cash,-120.2,124.0,300.8,-110.4,252.1,"2,859","-2,695",50.8,,,"-1,192",-435.7,-641.2,279.9,-464.9,23.6,212.2,276.8,-465.3,4.77
Free Cashflows,843.8,948.4,"1,106",693.2,"1,039",354.1,"-1,033","-2,319",,,-413.4,-149.1,-161.6,-481.3,-532.2,-753.2,-552.4,-92.4,-52.1,202.8
Free Cashflow per Share,1.32,1.49,1.74,1.09,1.63,0.56,-1.62,-3.64,,,-0.65,-0.23,-0.25,-0.75,-0.83,-1.18,-0.87,-0.15,-0.082,0.32
