,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,672.1,730.7,"1,371","1,082","1,188","1,439","1,487","1,459",,,354.5,399.0,370.9,384.6,380.2,358.8,335.9,445.3,416.4,385.1
"Selling/General/Administrative Expenses, Total",492.2,625.7,"1,022","1,025","1,100","1,099","1,128","1,198",,,316.6,285.8,225.0,296.8,305.5,308.3,287.0,312.2,336.3,332.6
Operating Income,200.6,136.7,349.0,236.8,147.5,339.7,359.2,261.9,,,37.9,113.3,146.0,87.9,74.7,50.5,48.8,133.1,80.1,52.5
Net Income,143.9,"1,057",177.9,342.9,155.1,284.8,222.5,283.7,,,-55.3,103.6,110.9,91.7,86.0,59.8,46.2,164.0,95.2,75.5
EBITDA,290.4,172.8,613.5,491.7,391.6,588.1,577.0,493.1,,,105.5,175.5,164.8,146.4,133.5,109.1,104.1,192.4,140.6,113.2
Gross Profit Margin,4.7%,4.6%,5.8%,4.4%,6.1%,7.4%,6.4%,5.2%,,,6.3%,7.1%,6.0%,5.7%,5.3%,5.0%,4.7%,6.5%,5.7%,5.7%
Operating Margin,1.4%,0.9%,1.5%,1.0%,0.8%,1.8%,1.5%,0.9%,,,0.7%,2.0%,2.4%,1.3%,1.0%,0.7%,0.7%,1.9%,1.1%,0.8%
Net Profit Margin,1.0%,6.6%,0.8%,1.4%,0.8%,1.5%,1.0%,1.0%,,,-1.0%,1.8%,1.8%,1.4%,1.2%,0.8%,0.7%,2.4%,1.3%,1.1%
Return on Assets,7.0%,24.9%,3.0%,6.1%,2.9%,5.4%,4.0%,4.9%,,,2.2%,3.1%,3.9%,4.4%,6.8%,5.7%,4.7%,6.1%,6.2%,6.5%
Return on Equity,10.3%,44.8%,6.6%,11.6%,5.0%,8.5%,6.2%,7.9%,,,-1.6%,3.0%,3.1%,2.6%,2.4%,1.7%,1.3%,4.4%,2.6%,2.1%
Return on Total Capital,8.1%,27.6%,4.5%,8.5%,4.4%,8.3%,5.9%,7.9%,,,3.4%,4.6%,5.9%,6.8%,10.8%,9.8%,7.9%,9.5%,9.5%,10.1%
SG&A to Sale,3.4%,3.9%,4.3%,4.1%,5.7%,5.7%,4.8%,4.3%,,,5.6%,5.1%,3.7%,4.4%,4.3%,4.3%,4.0%,4.6%,4.6%,5.0%
Depreciation & Amortisation,89.8,36.1,264.6,254.9,244.1,248.4,217.8,231.1,,,67.6,62.2,18.8,58.5,58.8,58.6,55.2,59.3,60.5,60.7
Tax Rate,28.9%,1.7%,23.1%,11.8%,9.4%,9.8%,44.3%,18.7%,,,189.1%,19.9%,18.8%,19.2%,19.5%,18.3%,16.8%,20.3%,19.3%,20.2%
Current Ratio,1.55,1.14,1.20,1.60,1.19,1.01,1.11,1.05,,,1.10,1.11,1.11,1.16,1.11,1.03,1.05,1.15,1.22,1.21
Quick Ratio,0.61,0.36,0.43,0.63,0.36,0.43,0.49,0.51,,,0.51,0.46,0.49,0.50,0.49,0.49,0.51,0.56,0.55,0.59
Days Inventory Outstanding,9.97,12.9,13.1,12.3,12.0,10.6,9.97,8.09,,,9.71,8.93,9.74,10.1,9.69,9.50,8.29,7.54,7.42,7.78
Days Sale Outstanding,7.83,16.3,11.5,11.5,9.74,15.0,13.8,13.8,,,13.4,12.2,13.8,13.5,14.6,16.2,13.8,13.6,12.7,13.7
Days Payable Outstanding,6.84,15.4,8.09,5.47,14.6,17.7,17.3,16.0,,,17.6,16.3,17.6,18.0,19.6,22.2,19.9,18.8,19.7,18.6
Cash Conversion Cycle,9.08,1.22,24.6,12.7,9.25,3.00,4.87,3.78,,,7.26,3.80,4.29,5.26,1.24,0.80,6.06,0.55,1.65,3.15
Debt to Asset Ratio,0.39,0.62,0.54,0.45,0.40,0.39,0.38,0.39,,,0.37,0.37,0.38,0.37,0.40,0.43,0.39,0.36,0.38,0.38
Debt to Equity Ratio,0.64,1.63,1.17,0.83,0.66,0.63,0.61,0.64,,,0.58,0.59,0.61,0.60,0.68,0.75,0.64,0.57,0.61,0.61
Interest Coverage Ratio,7.13,2.89,2.97,2.61,2.40,8.79,13.9,12.9,,,6.38,16.7,24.2,15.2,14.3,10.6,10.9,37.5,27.5,13.1
Cash and Short Term Investments,95.0,455.0,331.4,334.0,612.8,412.7,389.7,453.0,,,344.6,427.8,389.7,466.5,479.4,442.1,453.0,464.0,549.7,396.6
"Total Receivables, Net",306.7,715.9,746.8,780.6,519.3,794.4,885.6,"1,061",,,783.1,749.2,885.6,889.8,"1,029","1,207","1,061","1,057",991.3,"1,054"
Total Inventory,370.1,715.8,877.0,721.1,476.9,557.5,637.0,545.7,,,497.0,529.9,637.0,609.5,671.5,665.6,545.7,560.4,534.4,592.9
Total Current Assets,781.3,"2,273","2,067","1,967","1,706","1,856","2,014","2,167",,,"1,687","1,821","2,014","2,073","2,316","2,545","2,167","2,186","2,190","2,150"
"Property/Plant/Equipment, Total - Net",615.5,"1,291","1,204","1,252","1,325","1,472","1,462","1,571",,,"1,429","1,438","1,462","1,451","1,458","1,528","1,571","1,564","1,577","1,570"
Total Assets,"2,296","6,209","5,834","5,426","5,161","5,471","5,786","5,868",,,"5,356","5,548","5,786","5,702","5,898","6,229","5,868","5,882","5,881","5,783"
Accounts Payable,301.9,985.8,,710.7,753.8,980.2,"1,093","1,240",,,868.3,"1,012","1,093","1,131","1,462","1,670","1,240","1,516","1,395","1,302"
Accrued Expenses,32.7,51.7,,105.2,104.5,202.9,163.6,147.4,,,6.70,4.46,163.6,7.95,7.22,6.92,147.4,6.07,8.40,4.56
Debt Due,116.1,650.5,421.1,362.5,499.9,555.2,412.2,531.8,,,388.1,385.3,412.2,369.3,362.3,567.1,531.8,102.8,102.0,222.3
Total Current Liabilities,504.9,"1,998","1,723","1,232","1,438","1,845","1,808","2,070",,,"1,531","1,642","1,808","1,794","2,087","2,472","2,070","1,895","1,789","1,781"
Long Term Debt,374.0,"1,464","1,287","1,052",437.1,83.7,152.3,1.99,,,202.7,177.9,152.3,127.8,102.4,2.37,1.99,4.46,204.1,178.9
Total Liabilities,898.0,"3,846","3,151","2,465","2,057","2,120","2,194","2,292",,,"1,959","2,050","2,194","2,129","2,384","2,680","2,292","2,127","2,234","2,196"
Common Stock,"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100",,,"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
Additional Paid-In Capital,85.1,85.1,289.5,289.5,289.5,289.5,289.5,289.5,,,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5,289.5
Retained Earnings (Accumulated Deficit),234.9,"1,213","1,250","1,490","1,564","1,739","1,873","2,003",,,"1,681","1,763","1,873","1,965","1,952","1,957","2,003","2,167","2,174","2,165"
Shareholders' Equity,"1,398","2,362","2,683","2,961","3,104","3,351","3,592","3,576",,,"3,397","3,497","3,592","3,574","3,514","3,550","3,576","3,755","3,647","3,588"
Cash from Operating Activities,274.6,404.9,481.3,287.3,"1,059",421.9,377.0,558.8,,,-40.2,199.0,56.5,196.7,203.2,19.6,139.4,423.9,122.5,-97.7
Cash from Investing Activities,-437.4,"-1,493",-157.6,229.0,-176.0,-173.0,-211.9,-291.0,,,-21.0,-60.9,-87.6,-46.4,-54.6,-106.9,-83.2,20.3,-16.1,-44.3
Cash from Financing Activities,221.2,"1,448",-447.2,-513.7,-604.6,-449.1,-187.9,-204.6,,,8.92,-54.8,-7.01,-73.6,-135.7,50.1,-45.3,-433.2,-20.7,-11.1
Net Change in Cash,40.0,360.0,-123.6,2.59,278.8,-200.2,-22.9,63.3,,,-52.3,83.3,-38.1,76.7,12.9,-37.2,10.9,11.0,85.7,-153.1
Free Cashflows,-62.2,259.0,429.6,41.0,882.3,252.5,267.7,331.2,,,-57.9,169.3,6.08,183.2,165.1,-69.5,52.5,367.9,93.1,-143.2
Free Cashflow per Share,-0.059,0.24,0.39,0.037,0.80,0.23,0.24,0.30,,,-0.053,0.15,0.006,0.17,0.15,-0.063,0.048,0.34,0.088,-0.14
