,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,0.0%,29.0%,26.6%,19.6%,19.9%,19.4%,14.0%,27.8%,,,18.9%,20.1%,-107.9%,-72.7%,55.5%,21.7%,25.1%,22.5%,23.9%,27.9%
Current Ratio,0.76,0.99,0.99,0.98,1.13,0.95,0.91,0.76,,,0.85,0.87,0.91,0.91,0.79,0.79,0.76,0.75,0.72,0.67
Quick Ratio,0.41,0.48,0.43,0.46,0.58,0.41,0.37,0.33,,,0.35,0.37,0.37,0.36,0.30,0.29,0.33,0.40,0.41,0.36
Days Inventory Outstanding,68.7,48.1,70.9,88.2,76.0,64.6,83.0,88.6,,,70.9,83.1,91.4,87.0,84.1,92.1,86.8,70.2,56.0,54.8
Days Sale Outstanding,62.5,42.0,43.5,61.6,61.7,41.7,52.6,55.2,,,41.3,52.4,52.6,56.8,49.3,47.7,55.2,66.1,69.9,63.7
Days Payable Outstanding,136.3,75.0,65.6,49.2,43.3,32.4,34.4,39.4,,,34.7,39.3,41.3,34.7,34.5,35.7,33.3,37.3,36.8,37.7
Cash Conversion Cycle,-12.9,17.9,74.8,95.6,88.8,84.6,91.8,108.3,,,81.5,88.4,103.3,114.7,96.9,112.9,101.7,93.9,88.6,82.9
Debt to Asset Ratio,0.76,0.63,0.65,0.66,0.59,0.57,0.63,0.74,,,0.58,0.62,0.63,0.67,0.69,0.71,0.74,0.74,0.75,0.77
Debt to Equity Ratio,3.14,1.71,1.89,1.95,1.43,1.31,1.72,2.91,,,1.39,1.63,1.72,2.03,2.25,2.49,2.91,3.10,3.32,3.76
Interest Coverage Ratio,7.91,49.1,23.2,11.4,12.5,31.1,16.1,,,,15.5,18.7,4.74,1.49,,,,,,
Cash and Short Term Investments,25.9,58.4,67.7,50.5,75.2,92.3,100.5,122.1,,,72.0,37.2,100.5,426.4,133.9,107.5,122.1,126.9,103.2,82.2
"Total Receivables, Net",638.2,722.4,619.4,815.2,919.0,750.8,860.3,815.2,,,701.9,852.3,860.3,904.0,779.6,715.7,815.2,964.6,"1,002",913.8
Total Inventory,500.2,682.4,729.9,799.8,740.3,830.3,"1,088",933.4,,,848.0,"1,022","1,088",912.9,"1,024","1,048",933.4,688.5,626.8,669.9
Total Current Assets,"1,193","1,484","1,431","1,740","1,785","1,731","2,106","1,909",,,"1,705","2,013","2,106","2,315","2,029","1,948","1,909","1,814","1,759","1,687"
"Property/Plant/Equipment, Total - Net","1,004","1,150",864.0,"1,133","1,133","1,781","2,071","2,089",,,"1,941","2,005","2,071","2,034","2,183","2,136","2,089","2,091","2,041","1,973"
Total Assets,"2,264","2,744","2,405","2,992","3,042","3,640","4,390","4,523",,,"3,808","4,170","4,390","4,562","4,677","4,567","4,523","4,609","4,489","4,399"
Accounts Payable,977.7,867.1,440.9,411.7,465.1,322.8,472.7,427.1,,,402.4,482.3,472.7,324.2,471.1,332.6,427.1,435.8,429.0,462.9
Accrued Expenses,232.9,252.9,210.1,107.1,154.8,287.9,258.6,266.2,,,237.5,242.8,258.6,244.5,195.0,208.5,266.2,247.1,254.6,199.8
Debt Due,301.7,265.7,679.6,"1,050",777.8,"1,087","1,495","1,735",,,"1,242","1,499","1,495","1,892","1,861","1,840","1,735","1,633","1,644","1,665"
Total Current Liabilities,"1,563","1,496","1,442","1,777","1,582","1,826","2,309","2,500",,,"2,014","2,326","2,309","2,531","2,574","2,455","2,500","2,408","2,435","2,515"
Long Term Debt,7.52,5.93,4.90,83.0,74.2,97.1,331.7,656.4,,,75.2,132.7,331.7,366.4,478.6,615.0,656.4,705.7,650.4,619.7
Total Liabilities,"1,717","1,732","1,572","1,976","1,788","2,061","2,778","3,332",,,"2,217","2,587","2,778","3,046","3,206","3,226","3,332","3,393","3,359","3,391"
Common Stock,700.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,,,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
Additional Paid-In Capital,347.5,,,,5.85,5.85,5.85,5.85,,,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Retained Earnings (Accumulated Deficit),"-1,019",494.4,574.8,736.9,902.4,"1,229","1,270",924.8,,,"1,248","1,242","1,270","1,276","1,192","1,068",924.8,865.8,802.7,689.3
Shareholders' Equity,546.7,"1,012",832.4,"1,012","1,250","1,575","1,612","1,145",,,"1,591","1,583","1,612","1,503","1,422","1,295","1,145","1,093","1,013",901.2
Cash from Operating Activities,292.5,384.8,-62.6,56.1,463.5,743.2,155.8,151.2,,,134.2,-161.3,7.59,23.6,179.7,-131.9,80.3,117.6,38.4,86.5
Cash from Investing Activities,-58.1,-226.3,-102.2,-207.4,-25.2,-707.9,-467.8,-360.3,,,-154.3,-106.7,-60.0,-13.3,-370.3,-15.5,13.8,-31.0,-18.0,-53.7
Cash from Financing Activities,-222.7,-126.0,174.1,134.1,-413.6,-18.2,320.2,230.7,,,-2.82,233.2,115.6,315.6,-105.6,100.8,-80.1,-74.6,-56.4,-28.0
Net Change in Cash,11.7,32.5,9.32,-17.2,24.7,17.1,8.19,21.6,,,-22.8,-34.7,63.2,326.0,-292.5,-50.9,14.6,4.78,-23.7,-2.08
Free Cashflows,231.5,156.8,-205.4,-124.2,395.5,78.8,-269.5,59.3,,,-4.03,-269.3,-2.61,-12.4,126.7,-127.6,73.2,88.2,18.1,52.7
Free Cashflow per Share,0.83,0.56,-0.74,-0.45,1.41,0.28,-0.96,0.21,,,-0.014,-0.96,-0.009,-0.045,0.46,-0.46,0.27,0.32,0.065,0.19
