,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash and Short Term Investments,128.5,45.0,198.9,48.5,74.4,41.1,19.2,23.2,,,66.4,20.5,19.2,17.8,22.5,23.8,23.2,16.8,18.7,24.5
"Total Receivables, Net",896.0,"1,329",480.6,94.4,419.8,400.7,464.9,228.8,,,360.4,435.1,464.9,568.8,681.1,299.5,228.8,253.2,188.1,199.7
Total Inventory,110.4,103.3,118.9,503.6,921.6,846.6,666.1,286.1,,,722.7,666.8,666.1,510.0,388.6,366.2,286.1,220.4,185.6,130.6
Total Current Assets,"1,417","1,661",856.7,796.7,"1,467","1,344","1,187",599.3,,,"1,265","1,155","1,187","1,112","1,121",726.6,599.3,546.7,437.0,389.6
"Property/Plant/Equipment, Total - Net",251.8,601.8,"1,203","1,231","1,866","2,498","2,312","2,197",,,"2,418","2,360","2,312","2,274","2,235","2,206","2,197","2,161","2,120","2,072"
Total Assets,"1,858","2,408","2,183","2,189","3,501","4,012","3,736","2,974",,,"3,905","3,762","3,736","3,645","3,604","3,158","2,974","2,885","2,736","2,624"
Accounts Payable,155.0,345.2,314.9,131.8,201.1,218.5,486.4,189.6,,,152.8,165.3,486.4,419.4,441.2,177.3,189.6,148.0,138.1,154.5
Accrued Expenses,3.17,7.47,6.65,14.5,10.9,13.6,19.9,36.0,,,20.0,24.0,19.9,24.9,32.1,43.6,36.0,47.4,48.4,55.1
Debt Due,92.9,186.3,174.5,208.9,867.8,"1,525",838.5,867.0,,,"1,350","1,328",838.5,944.5,"1,009",953.8,867.0,872.1,441.1,447.3
Total Current Liabilities,858.6,"1,160",656.4,369.5,"1,243","1,821","1,415","1,157",,,"1,556","1,554","1,415","1,449","1,548","1,244","1,157","1,156",692.7,707.6
Long Term Debt,16.1,6.77,8.35,311.6,227.9,210.7,465.8,322.3,,,504.8,463.4,465.8,400.6,347.8,328.5,322.3,315.1,727.0,714.8
Total Liabilities,879.1,"1,173",675.1,692.4,"1,485","2,047","1,900","1,496",,,"2,080","2,037","1,900","1,871","1,918","1,589","1,496","1,534","1,487","1,491"
Common Stock,398.2,449.7,494.6,494.6,544.1,544.1,544.1,544.1,,,544.1,544.1,544.1,544.1,544.1,544.1,544.1,544.1,544.1,544.1
Additional Paid-In Capital,505.6,540.9,676.2,676.2,"1,219","1,219","1,219","1,219",,,"1,219","1,219","1,219","1,219","1,219","1,219","1,219","1,219","1,219","1,219"
Retained Earnings (Accumulated Deficit),40.2,218.4,314.2,325.6,252.7,202.2,-216.7,-601.1,,,62.6,-38.3,-216.7,-304.6,-393.4,-510.6,-601.1,-726.1,-832.8,-949.2
Shareholders' Equity,978.4,"1,234","1,508","1,496","2,016","1,965","1,774","1,398",,,"1,826","1,725","1,774","1,695","1,606","1,489","1,398","1,273","1,167","1,050"
Cash from Operating Activities,-111.2,-60.8,371.9,-176.7,-657.2,131.5,178.6,74.9,,,51.9,11.6,196.6,-56.8,-35.0,93.3,73.5,-2.46,30.3,12.0
Cash from Investing Activities,3.11,-186.0,-374.5,-267.8,-480.1,-798.0,-29.6,28.0,,,-4.39,7.82,0.54,-7.71,30.4,-16.8,22.2,0.27,-5.52,-0.73
Cash from Financing Activities,226.6,163.3,139.4,311.2,"1,163",633.3,-170.9,-98.9,,,15.7,-65.3,-198.5,63.1,9.42,-75.2,-96.2,-4.25,-22.9,-5.49
Net Change in Cash,118.6,-83.5,136.8,-133.3,25.9,-33.3,-21.9,4.05,,,63.2,-45.9,-1.36,-1.41,4.73,1.32,-0.60,-6.44,1.89,5.79
Free Cashflows,-113.1,-167.5,-8.20,-441.6,"-1,252",-682.7,153.8,17.0,,,48.9,20.9,196.8,-59.9,-38.3,77.5,37.6,-2.55,21.5,9.50
Free Cashflow per Share,-0.28,-0.37,-0.017,-0.89,-2.30,-1.25,0.28,0.031,,,0.090,0.038,0.36,-0.11,-0.070,0.14,0.069,-0.005,0.040,0.017
