,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Profit Margin,6.4%,7.0%,5.4%,4.5%,1.7%,2.2%,2.4%,2.9%,,,0.8%,1.8%,4.0%,3.2%,2.3%,2.3%,3.5%,4.9%,-0.1%,-3.3%
Return on Assets,7.1%,7.5%,5.6%,4.5%,1.7%,2.3%,2.2%,2.6%,,,1.9%,2.0%,2.2%,2.4%,2.7%,2.8%,2.6%,2.8%,2.3%,1.1%
Return on Equity,13.7%,13.3%,10.4%,7.7%,3.0%,3.7%,3.5%,4.3%,,,0.3%,0.7%,1.7%,1.2%,0.8%,0.9%,1.4%,1.7%,0.0%,-1.1%
Return on Total Capital,13.7%,13.3%,10.4%,7.7%,3.0%,3.7%,3.5%,4.3%,,,3.2%,3.2%,3.5%,3.8%,4.3%,4.5%,4.3%,4.7%,4.0%,2.0%
SG&A to Sale,26.6%,27.1%,29.6%,31.6%,33.1%,32.1%,31.8%,30.2%,,,34.0%,31.2%,30.1%,28.8%,33.7%,29.7%,29.2%,31.7%,38.0%,35.3%
Depreciation & Amortisation,4.97,4.49,4.92,5.76,5.96,5.80,6.05,5.95,,,1.51,1.51,1.55,1.50,1.42,1.51,1.52,1.46,1.50,1.58
Tax Rate,30.3%,19.8%,12.2%,16.4%,10.0%,10.0%,3.1%,7.5%,,,-689.8%,13.3%,9.2%,17.1%,-35.0%,11.0%,11.0%,18.6%,89.8%,22.5%
Current Ratio,1.37,1.45,1.63,1.85,1.95,1.92,1.87,1.87,,,1.89,1.89,1.87,1.97,2.01,1.92,1.87,1.87,1.78,1.76
Quick Ratio,0.46,0.47,0.57,0.62,0.64,0.70,0.67,0.62,,,0.54,0.60,0.67,0.68,0.59,0.61,0.62,0.54,0.51,0.49
Days Inventory Outstanding,218.0,219.0,221.4,238.2,235.4,218.8,228.3,233.0,,,241.0,240.8,236.4,223.3,226.9,229.9,239.2,268.3,289.0,307.9
Days Sale Outstanding,79.3,74.7,79.2,79.3,76.3,83.4,88.1,84.8,,,67.3,75.0,88.1,80.5,66.1,74.7,84.8,77.1,79.7,80.1
Days Payable Outstanding,85.7,78.7,81.4,88.8,82.5,73.8,70.6,67.4,,,71.1,64.4,67.3,68.0,69.8,68.4,68.8,69.2,63.4,62.3
Cash Conversion Cycle,207.1,215.6,212.9,237.0,231.7,226.8,247.0,248.6,,,248.8,247.3,250.0,237.5,231.0,231.8,249.6,284.8,306.1,327.6
Debt to Asset Ratio,0.50,0.48,0.45,0.41,0.40,0.39,0.39,0.40,,,0.40,0.39,0.39,0.37,0.36,0.38,0.40,0.40,0.44,0.44
Debt to Equity Ratio,1.01,0.91,0.83,0.70,0.67,0.65,0.64,0.67,,,0.66,0.64,0.64,0.59,0.57,0.61,0.67,0.67,0.77,0.78
Interest Coverage Ratio,8.81,6.94,5.33,6.33,4.13,3.36,2.60,4.60,,,,3.54,7.98,10.4,,6.13,7.85,9.76,,
Cash and Short Term Investments,0.76,1.22,1.18,0.56,0.55,0.74,0.53,0.46,,,3.33,0.48,0.53,0.48,4.18,0.55,0.46,0.54,4.46,0.77
"Total Receivables, Net",134.2,137.9,147.3,138.5,132.6,151.4,155.4,155.6,,,120.0,133.5,155.4,145.7,119.1,136.8,155.6,138.6,145.9,142.7
Total Inventory,252.7,277.6,263.3,268.4,263.9,265.9,274.5,308.6,,,292.0,285.1,274.5,270.9,281.0,289.9,308.6,337.7,361.3,363.1
Total Current Assets,395.0,424.0,420.5,414.9,405.2,418.5,431.1,465.2,,,417.1,420.7,431.1,419.0,406.7,428.4,465.2,478.4,512.8,507.7
"Property/Plant/Equipment, Total - Net",25.1,26.6,26.1,27.1,28.3,28.5,28.5,27.9,,,28.7,28.9,28.5,28.3,28.3,28.2,27.9,28.7,28.5,29.3
Total Assets,584.4,678.5,642.7,635.9,610.9,651.6,722.0,745.5,,,666.1,685.2,722.0,706.3,693.1,720.2,745.5,758.0,791.8,796.8
Accounts Payable,96.5,94.1,104.7,93.6,93.1,85.7,81.4,87.2,,,76.3,78.0,81.4,84.8,84.9,84.9,87.2,79.4,73.9,72.7
Accrued Expenses,0.51,0.24,0.12,0.15,0.14,0.11,0.086,0.086,,,0.11,0.086,0.086,0.080,0.086,0.086,0.086,0.086,0.086,0.086
Debt Due,152.5,155.1,115.0,100.9,89.5,82.1,102.2,90.4,,,96.4,104.4,102.2,87.8,76.3,87.4,90.4,114.4,149.8,170.0
Total Current Liabilities,289.4,291.6,257.3,223.9,208.0,217.7,230.4,249.1,,,220.3,222.1,230.4,213.0,202.6,223.1,249.1,255.2,287.5,289.2
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,294.3,323.6,290.6,261.4,244.9,257.4,281.0,298.9,,,263.7,268.1,281.0,263.1,252.9,274.2,298.9,304.9,344.8,348.8
Common Stock,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,,,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),60.2,110.9,136.4,158.5,163.3,176.3,186.4,201.0,,,176.6,179.5,186.4,191.9,190.7,194.6,201.0,208.8,203.4,198.5
Shareholders' Equity,290.1,354.9,352.1,374.6,366.0,394.2,441.0,446.6,,,402.4,417.1,441.0,443.2,440.2,446.0,446.6,453.2,447.0,448.0
Cash from Operating Activities,17.4,16.5,45.3,16.1,23.4,14.6,-12.7,10.8,,,-8.27,-8.70,2.17,15.9,15.3,-13.1,-7.36,-21.0,-28.5,-20.5
Cash from Investing Activities,3.18,-0.25,12.0,8.50,-3.02,-1.69,-1.46,7.81,,,0.37,-1.40,0.74,-0.97,5.10,-1.16,4.84,-1.99,3.47,-2.04
Cash from Financing Activities,-20.7,-15.8,-57.3,-25.2,-20.4,-12.7,13.9,-18.6,,,10.6,7.25,-2.86,-15.0,-16.7,10.6,2.44,23.1,28.9,18.8
Net Change in Cash,-0.16,0.47,-0.039,-0.62,-0.011,0.19,-0.21,-0.064,,,2.74,-2.85,0.047,-0.042,3.70,-3.63,-0.088,0.083,3.92,-3.69
Free Cashflows,14.7,11.4,41.2,7.79,17.0,9.34,-17.4,6.42,,,-9.60,-10.1,1.34,14.9,14.1,-14.2,-8.36,-23.0,-29.5,-22.5
Free Cashflow per Share,0.98,0.76,2.75,0.52,1.14,0.62,-1.17,0.43,,,-0.64,-0.68,0.090,1.00,0.94,-0.95,-0.56,-1.54,-1.97,-1.51
