,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash Conversion Cycle,0.00,2.13,3.20,3.23,5.73,6.30,11.0,13.8,,,0.00,0.00,8.27,8.21,4.20,16.0,17.7,5.82,8.93,20.5
Debt to Asset Ratio,0.63,0.52,0.49,0.38,0.34,0.34,0.30,0.29,,,0.32,0.31,0.30,0.31,0.29,0.31,0.29,0.30,0.35,0.36
Debt to Equity Ratio,1.69,1.10,0.97,0.62,0.52,0.51,0.44,0.42,,,0.47,0.45,0.44,0.45,0.41,0.44,0.42,0.43,0.54,0.57
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"1,486",643.3,"1,687","1,369","1,065","1,417","1,496","1,498",,,"1,325","1,438","1,496","1,592","1,661","1,648","1,498","2,017","2,397","7,186"
"Total Receivables, Net",212.9,263.4,269.3,326.0,329.3,244.0,317.7,333.9,,,210.3,219.2,317.7,229.6,281.8,355.2,333.9,243.3,823.7,849.5
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"6,978","4,530","4,263","1,727","2,609","2,798","2,777","3,031",,,"2,992","2,663","2,777","2,879","3,074","3,186","3,031","3,586","6,324","11,543"
"Property/Plant/Equipment, Total - Net",65.2,57.4,56.0,55.1,75.3,60.5,53.2,39.8,,,53.8,56.6,53.2,49.0,44.8,42.8,39.8,36.7,62.2,58.0
Total Assets,"12,667","9,984","9,817","11,001","10,661","10,617","11,055","13,146",,,"10,675","11,050","11,055","11,029","12,556","12,992","13,146","14,105","24,741","29,085"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,88.2,113.3,146.8,174.2,153.7,158.6,131.8,177.8,,,74.1,85.4,131.8,84.3,92.2,163.2,177.8,144.9,466.7,500.6
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"7,589","4,451","3,894","3,040","3,534","3,482","3,244","3,766",,,"3,295","3,273","3,244","3,274","3,451","3,830","3,766","4,072","8,427","9,019"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"7,967","5,233","4,839","4,225","3,632","3,574","3,361","3,878",,,"3,437","3,443","3,361","3,446","3,620","3,973","3,878","4,234","8,636","10,534"
Common Stock,250.0,250.0,250.0,250.0,250.0,250.0,250.0,296.4,,,250.0,250.0,250.0,250.0,293.9,293.9,296.4,296.4,384.9,384.9
Additional Paid-In Capital,"3,512","3,512","3,512","3,512","3,512","3,512","3,512","5,276",,,"3,512","3,512","3,512","3,512","5,181","5,181","5,276","5,276","9,906","9,906"
Retained Earnings (Accumulated Deficit),872.5,862.2,"1,181","2,516","2,569","2,680","2,701","3,229",,,"2,702","2,634","2,701","2,856","3,010","2,966","3,229","3,400","3,668","3,338"
Shareholders' Equity,"4,700","4,751","4,978","6,777","7,030","7,042","7,694","9,268",,,"7,238","7,607","7,694","7,583","8,937","9,019","9,268","9,871","16,105","18,552"
Cash from Operating Activities,241.0,"-1,071","1,218",352.7,371.3,862.0,437.9,"-1,645",,,286.2,308.6,-33.5,13.5,"-1,614",185.8,-230.1,517.9,-573.7,"5,252"
Cash from Investing Activities,"1,165",353.1,96.2,-146.0,-50.0,-10.2,-15.6,-5.43,,,-2.31,-7.89,-2.41,-1.37,-0.88,-2.85,-0.33,-1.96,-851.1,-7.70
Cash from Financing Activities,-300.0,-125.0,-270.0,-525.0,-625.0,-500.0,-437.5,"1,590",,,-250.0,-187.5,0.00,,"1,712",-220.4,98.0,,749.6,-288.7
Net Change in Cash,"1,106",-842.9,"1,044",-318.3,-303.7,351.8,-15.2,-60.6,,,-166.0,113.3,-35.9,12.2,97.3,-37.5,-132.5,515.9,372.2,"4,956"
Free Cashflows,214.1,"-1,087","1,199",328.5,324.0,844.8,424.6,"-1,651",,,284.7,300.4,-35.3,12.6,"-1,615",182.5,-231.3,516.1,-575.9,"5,252"
Free Cashflow per Share,0.86,-4.35,4.80,1.31,1.30,3.38,1.70,-5.57,,,1.14,1.20,-0.14,0.050,-5.49,0.62,-0.78,1.74,-1.50,13.6
