,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Sale Outstanding,159.2,138.7,176.9,179.9,201.6,196.0,182.0,193.8,,,198.9,188.8,182.0,186.2,191.9,194.7,193.8,215.8,230.3,232.5
Days Payable Outstanding,97.0,75.6,95.3,85.4,64.2,64.8,63.6,58.1,,,76.1,77.3,69.8,66.1,68.1,68.7,63.9,57.6,51.7,51.6
Cash Conversion Cycle,118.5,72.8,124.3,192.7,219.3,230.2,221.7,226.1,,,238.3,232.6,233.1,208.1,216.2,221.6,239.8,255.0,304.6,306.0
Debt to Asset Ratio,0.77,0.74,0.66,0.59,0.68,0.70,0.71,0.70,,,0.71,0.72,0.71,0.72,0.72,0.70,0.70,0.69,0.71,0.71
Debt to Equity Ratio,3.43,2.83,2.00,1.45,2.13,2.39,2.51,2.33,,,2.44,2.56,2.51,2.58,2.57,2.34,2.33,2.25,2.44,2.55
Interest Coverage Ratio,,4.19,1.33,0.87,,1.25,0.32,2.53,,,0.99,0.18,,0.99,1.28,5.56,2.45,0.67,,0.41
Cash and Short Term Investments,216.8,416.8,298.6,"1,370","1,253","1,112",603.9,"1,252",,,429.5,800.6,603.9,802.5,421.0,787.6,"1,252",412.9,398.8,772.2
"Total Receivables, Net","1,800","2,582","3,299","3,391","4,230","4,483","4,653","5,306",,,"4,843","4,824","4,653","4,982","5,273","5,361","5,306","5,724","5,626","5,318"
Total Inventory,722.8,872.5,"1,375","1,729","2,111","2,534","2,479","2,467",,,"2,815","2,759","2,479","2,407","2,497","2,513","2,467","2,522","2,522","2,625"
Total Current Assets,"3,112","4,322","5,517","7,050","8,291","8,644","8,222","9,288",,,"8,689","8,854","8,222","8,690","8,745","9,039","9,288","8,943","8,864","9,093"
"Property/Plant/Equipment, Total - Net","2,464","2,628","2,706","1,552","2,147","2,730","2,718","2,430",,,"2,725","2,750","2,718","2,690","2,626","2,515","2,430","2,433","2,423","2,430"
Total Assets,"6,197","7,653","8,988","9,445","11,435","12,577","12,251","13,043",,,"12,778","12,959","12,251","12,654","12,596","12,828","13,043","12,622","12,443","12,686"
Accounts Payable,980.1,"1,587","1,738","1,306","1,214","1,507","1,512","1,393",,,"1,820","1,802","1,512","1,770","1,718","1,799","1,393","1,386",935.8,"1,214"
Accrued Expenses,67.8,85.5,91.3,103.8,95.7,99.9,146.9,185.4,,,84.7,189.1,146.9,116.6,110.7,114.8,185.4,163.8,380.7,388.4
Debt Due,968.1,"1,270","1,388",681.4,599.0,"2,052","2,637","2,075",,,"2,461","2,452","2,637","2,752","2,425","1,944","2,075","1,726","2,249","3,855"
Total Current Liabilities,"3,624","4,454","4,721","3,261","3,604","5,885","6,208","6,325",,,"5,954","6,243","6,208","6,329","6,314","5,702","6,325","5,972","6,026","8,052"
Long Term Debt,"1,020",984.9,997.8,"1,976","3,750","2,499","2,230","2,571",,,"2,635","2,507","2,230","2,213","2,158","2,671","2,571","2,520","2,503",754.7
Total Liabilities,"4,768","5,626","5,960","5,571","7,752","8,831","8,720","9,086",,,"9,027","9,280","8,720","9,079","9,030","8,942","9,086","8,687","8,780","9,061"
Common Stock,"1,553","1,553","1,975","2,585","2,585","2,585","2,585","2,585",,,"2,585","2,585","2,585","2,585","2,585","2,585","2,585","2,585","2,585","2,585"
Additional Paid-In Capital,,,738.4,968.9,968.9,968.9,968.9,968.9,,,968.9,968.9,968.9,968.9,968.9,968.9,968.9,968.9,968.9,968.9
Retained Earnings (Accumulated Deficit),-156.0,437.0,288.7,281.3,88.2,140.2,-77.8,340.3,,,148.6,74.0,-77.8,-36.6,-41.8,271.6,340.3,312.6,35.1,-3.99
Shareholders' Equity,"1,391","1,985","2,985","3,837","3,644","3,700","3,477","3,895",,,"3,701","3,627","3,477","3,520","3,511","3,828","3,895","3,869","3,595","3,554"
Cash from Operating Activities,187.6,412.1,-676.8,-756.1,-896.9,632.0,-444.3,903.0,,,-213.8,618.8,-60.6,161.7,43.0,305.2,393.1,-373.0,-335.8,633.0
Cash from Investing Activities,-350.1,-555.5,-202.9,"-1,037",-570.9,-633.9,172.6,14.5,,,-75.6,-79.3,-26.6,-24.5,-29.6,29.0,39.7,-33.8,-58.3,-66.8
Cash from Financing Activities,229.0,196.7,919.8,"2,163","1,453",17.2,211.3,-270.3,,,284.7,-168.4,-111.9,59.3,-391.0,28.8,32.6,-434.7,377.0,-193.3
Net Change in Cash,81.4,54.0,27.8,368.9,-15.2,15.2,-57.8,648.4,,,-4.41,371.1,-197.1,198.6,-381.7,366.5,465.0,-840.1,-14.3,373.2
Free Cashflows,-104.9,412.1,-676.8,-756.1,"-1,568",-72.1,-750.3,742.9,,,-295.2,515.2,-117.2,94.7,11.0,256.9,380.3,-443.0,-401.1,560.6
Free Cashflow per Share,-0.068,0.27,-0.34,-0.38,-0.61,-0.028,-0.29,0.29,,,-0.11,0.20,-0.045,0.037,0.004,0.099,0.15,-0.17,-0.16,0.22
