,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,35.6,53.0,49.5,75.5,90.2,105.7,105.7,102.2,,,31.2,29.8,21.8,27.6,24.9,25.0,24.7,26.6,28.4,28.2
EBITDA,69.4,72.1,82.1,97.0,93.8,116.5,133.0,138.1,,,36.2,36.5,33.6,35.6,34.6,33.1,34.1,36.5,37.8,37.8
Gross Profit Margin,18.8%,15.6%,18.2%,17.1%,19.9%,22.7%,25.5%,24.7%,,,27.0%,25.8%,26.4%,25.9%,26.1%,22.9%,24.8%,27.5%,30.2%,28.6%
Operating Margin,12.4%,10.0%,11.4%,11.0%,11.9%,14.2%,16.3%,16.2%,,,18.1%,17.3%,16.8%,16.6%,16.9%,14.8%,16.3%,18.5%,19.9%,18.7%
Net Profit Margin,7.1%,8.2%,7.4%,9.3%,12.5%,14.1%,14.0%,12.9%,,,16.7%,15.2%,11.8%,13.9%,13.1%,12.1%,12.7%,14.5%,15.9%,14.9%
Return on Assets,8.4%,10.3%,9.0%,11.7%,12.7%,13.4%,11.8%,10.2%,,,12.5%,12.5%,11.7%,11.2%,9.8%,9.2%,9.7%,9.7%,10.4%,10.8%
Return on Equity,14.9%,19.1%,15.6%,19.9%,19.3%,18.9%,15.5%,13.2%,,,5.3%,4.9%,3.2%,3.9%,3.2%,3.1%,3.2%,3.3%,3.7%,3.6%
Return on Total Capital,14.9%,19.1%,15.6%,19.8%,19.3%,18.8%,15.5%,13.2%,,,18.3%,17.8%,15.5%,15.7%,13.4%,12.5%,13.2%,12.6%,13.8%,13.8%
SG&A to Sale,6.5%,5.5%,6.9%,6.2%,8.1%,8.5%,9.2%,8.5%,,,8.9%,8.5%,9.7%,9.2%,9.2%,8.0%,8.5%,9.0%,10.3%,9.9%
Depreciation & Amortisation,7.46,6.99,6.38,7.40,8.26,9.44,9.97,9.97,,,2.40,2.55,2.59,2.51,2.51,2.47,2.49,2.39,2.34,2.35
Tax Rate,25.5%,23.7%,20.4%,20.5%,20.9%,20.4%,19.5%,19.7%,,,20.1%,18.7%,18.2%,18.6%,19.5%,20.6%,20.2%,19.9%,20.1%,20.0%
Current Ratio,1.52,1.79,1.75,1.72,2.11,2.24,2.60,2.83,,,2.12,2.40,2.60,2.41,2.71,3.02,2.83,3.06,3.10,3.00
Quick Ratio,0.46,0.66,0.62,0.76,0.76,0.65,0.89,0.73,,,0.72,0.95,0.89,0.61,0.64,0.86,0.73,0.81,0.88,0.78
Days Inventory Outstanding,163.4,118.1,81.4,68.6,80.8,79.8,83.9,94.6,,,85.5,82.9,83.2,93.7,110.9,111.8,108.0,105.2,97.6,101.2
Days Sale Outstanding,95.3,85.4,93.9,103.7,97.7,86.9,109.6,93.4,,,98.7,114.9,109.6,92.2,93.9,101.7,93.4,89.0,85.4,87.9
Days Payable Outstanding,42.2,29.2,38.7,37.0,34.1,28.2,28.3,33.1,,,29.1,32.3,32.9,37.7,39.9,27.6,32.1,35.3,31.3,32.7
Cash Conversion Cycle,202.8,170.6,120.4,124.7,160.1,141.6,155.5,153.9,,,157.2,151.0,168.6,145.9,172.7,185.6,165.2,169.0,153.5,158.5
Debt to Asset Ratio,0.54,0.46,0.47,0.45,0.35,0.34,0.28,0.27,,,0.33,0.29,0.28,0.32,0.29,0.25,0.27,0.23,0.22,0.23
Debt to Equity Ratio,1.19,0.84,0.87,0.82,0.56,0.51,0.38,0.36,,,0.49,0.42,0.38,0.46,0.41,0.33,0.36,0.30,0.28,0.30
Interest Coverage Ratio,13.9,14.2,22.0,18.2,19.1,24.1,31.1,29.7,,,32.7,33.1,33.9,32.7,27.4,24.9,35.1,31.7,42.4,45.8
Cash and Short Term Investments,60.6,144.6,184.9,162.0,212.5,299.4,298.3,393.3,,,253.0,226.9,298.3,393.5,444.6,367.6,393.3,370.7,300.6,349.8
"Total Receivables, Net",130.7,152.1,171.2,232.1,193.0,179.1,226.1,202.2,,,199.6,235.0,226.1,193.7,198.3,217.5,202.2,189.0,178.7,180.0
Total Inventory,236.7,118.5,124.4,129.8,125.9,128.5,129.1,178.9,,,128.6,126.7,129.1,161.2,185.2,172.3,178.9,155.2,146.4,153.0
Total Current Assets,428.7,416.3,481.8,527.4,533.0,613.4,657.3,780.8,,,584.5,592.4,657.3,763.1,837.8,763.7,780.8,716.5,630.0,687.2
"Property/Plant/Equipment, Total - Net",92.6,90.4,89.6,108.0,119.1,114.2,188.4,182.7,,,187.5,189.3,188.4,187.0,184.9,184.1,182.7,180.8,178.5,177.1
Total Assets,521.8,509.4,594.2,695.8,729.5,845.1,939.1,"1,056",,,869.6,870.8,939.1,"1,024","1,092","1,055","1,056","1,042",974.2,"1,024"
Accounts Payable,46.4,41.3,74.0,63.1,44.7,45.3,41.8,66.0,,,40.0,59.5,41.8,74.9,49.7,38.6,66.0,46.2,50.7,46.2
Accrued Expenses,5.45,6.44,6.81,7.72,8.84,10.6,10.7,8.84,,,7.43,8.77,10.7,5.74,7.26,9.02,8.84,5.17,5.41,8.13
Debt Due,225.2,173.1,188.5,216.9,183.2,194.8,185.9,183.9,,,204.2,169.8,185.9,214.3,233.7,192.3,183.9,159.9,127.4,163.5
Total Current Liabilities,282.1,232.0,275.5,306.0,253.0,273.4,253.2,275.6,,,276.3,247.3,253.2,316.6,309.0,252.7,275.6,234.2,203.2,229.4
Long Term Debt,1.12,0.088,0.83,0.51,0.96,1.46,0.84,0.19,,,1.15,1.00,0.84,0.68,0.52,0.35,0.19,0.084,,
Total Liabilities,283.3,232.2,276.5,310.7,258.7,285.4,259.4,282.3,,,285.6,256.7,259.4,322.9,315.4,259.2,282.3,241.1,212.1,238.7
Common Stock,130.0,130.0,212.3,302.7,302.7,302.7,341.7,412.8,,,320.1,320.1,341.7,341.7,412.8,412.8,412.8,412.8,412.8,412.8
Additional Paid-In Capital,41.7,41.7,41.7,41.7,41.7,41.7,80.7,151.8,,,59.1,59.1,80.7,80.7,151.8,151.8,151.8,151.8,151.8,151.8
Retained Earnings (Accumulated Deficit),66.7,105.5,63.3,26.2,115.4,198.0,265.5,282.7,,,211.2,241.0,265.5,293.1,233.0,258.0,282.7,309.3,257.6,285.8
Shareholders' Equity,238.5,277.2,317.7,380.4,466.0,559.7,679.6,773.6,,,584.0,614.1,679.6,701.2,776.2,795.7,773.6,800.4,761.8,784.9
Cash from Operating Activities,-96.7,153.6,69.5,15.1,95.3,103.1,47.8,103.6,,,20.4,23.0,2.76,53.1,-23.7,6.67,67.5,53.4,40.9,13.4
Cash from Investing Activities,1.17,-4.44,-24.6,-46.9,-14.9,-0.038,-76.7,-10.3,,,-16.6,-14.4,9.36,13.5,-0.58,-23.6,0.39,-50.9,1.81,-0.42
Cash from Financing Activities,153.2,-65.1,-4.70,8.91,-29.9,-16.1,27.7,1.74,,,13.9,-34.7,59.3,28.6,75.4,-60.1,-42.2,-25.1,-112.7,36.1
Net Change in Cash,57.7,84.0,40.3,-22.8,50.5,87.0,-1.16,95.1,,,17.8,-26.1,71.4,95.3,51.1,-77.0,25.7,-22.6,-70.1,49.1
Free Cashflows,-97.4,148.8,65.0,-10.7,77.4,98.4,-35.9,99.3,,,9.35,18.8,1.12,52.3,-24.1,5.55,65.6,53.0,40.9,12.6
Free Cashflow per Share,-0.32,0.49,0.21,-0.035,0.26,0.33,-0.11,0.25,,,0.029,0.059,0.003,0.15,-0.058,0.014,0.16,0.13,0.10,0.031
