,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total","1,181","1,066","1,662","1,801","1,345","1,002",633.8,378.5,,,159.1,143.8,113.4,103.3,102.3,96.2,74.7,67.5,73.2,52.1
Operating Income,209.5,273.7,886.4,911.8,218.4,-706.7,"-2,196","-1,142",,,-553.1,-163.2,"-1,290",-126.3,-174.7,-286.5,-546.6,-32.1,-5.55,-1.74
Net Income,83.7,160.8,806.5,710.3,37.2,-719.6,"-1,925","-1,597",,,-479.5,-161.6,"-1,084",-146.0,-195.1,-316.0,-939.4,-72.5,-71.7,-67.8
EBITDA,422.7,471.8,"1,060","1,086",427.3,-519.3,"-1,992",-922.8,,,-501.6,-111.8,"-1,239",-70.7,-119.2,-233.8,-491.1,19.9,44.7,39.6
Gross Profit Margin,20.0%,19.9%,25.2%,21.8%,20.3%,10.4%,-0.4%,4.3%,,,-8.1%,-0.2%,-7.8%,3.4%,15.5%,7.2%,-11.2%,16.0%,25.4%,19.9%
Operating Margin,3.0%,3.9%,8.6%,7.3%,2.8%,-20.7%,-161.2%,-150.6%,,,-164.3%,-49.0%,-475.7%,-73.3%,-77.5%,-134.4%,-351.3%,-14.3%,-2.1%,-0.6%
Net Profit Margin,1.2%,2.3%,7.8%,5.7%,0.5%,-21.1%,-141.3%,-210.6%,,,-142.4%,-48.5%,-399.9%,-84.7%,-86.5%,-148.2%,-603.8%,-32.2%,-26.7%,-24.0%
Return on Assets,1.5%,2.9%,12.6%,7.9%,0.4%,-8.0%,-26.8%,-25.9%,,,-17.7%,-18.0%,-28.7%,-29.9%,-24.2%,-25.2%,-25.0%,-25.9%,-24.1%,-20.4%
Return on Equity,3.5%,6.3%,25.6%,21.3%,1.2%,-30.0%,-419.6%,-172.5%,,,-28.2%,-10.5%,-236.4%,-47.3%,-8.9%,-17.0%,-101.5%,-8.5%,-9.2%,-9.5%
Return on Total Capital,3.5%,6.3%,25.5%,21.1%,1.2%,-27.2%,-208.4%,-100.0%,,,-67.3%,-71.6%,-208.4%,-181.7%,-49.0%,-60.2%,-100.0%,-102.1%,-100.7%,-80.8%
SG&A to Sale,16.9%,15.2%,16.2%,14.5%,17.3%,29.4%,46.5%,49.9%,,,47.3%,43.2%,41.8%,59.9%,45.4%,45.1%,48.0%,29.9%,27.3%,18.4%
Depreciation & Amortisation,213.1,198.2,173.5,174.3,208.9,187.5,203.9,219.4,,,51.5,51.4,50.9,55.7,55.5,52.7,55.5,52.0,50.2,41.4
Tax Rate,7.0%,7.9%,0.6%,10.4%,-16.4%,15.1%,19.2%,-16.5%,,,20.2%,19.7%,19.9%,18.8%,15.8%,8.2%,-52.4%,19.4%,-11.8%,-9.9%
Current Ratio,1.49,1.59,1.54,1.31,1.30,1.31,0.80,0.63,,,1.17,1.10,0.80,0.76,1.15,0.93,0.63,0.54,0.53,0.54
Quick Ratio,1.06,1.17,0.96,0.87,1.11,1.15,0.60,0.40,,,1.03,0.96,0.60,0.60,0.71,0.57,0.40,0.38,0.37,0.35
Days Inventory Outstanding,52.1,45.6,55.8,78.4,102.0,85.1,83.5,38.8,,,61.3,63.6,51.5,40.4,42.2,39.5,20.9,42.7,94.3,116.8
Days Sale Outstanding,181.3,174.2,138.1,182.3,350.2,638.4,857.2,816.2,,,980.7,"1,192",857.6,976.3,923.0,910.1,807.3,712.8,663.3,551.1
Days Payable Outstanding,32.8,46.8,50.9,47.1,49.3,36.5,26.8,27.1,,,14.1,18.8,21.1,21.0,18.2,17.5,11.9,19.4,36.9,39.3
Cash Conversion Cycle,184.2,172.6,121.2,183.7,395.3,798.1,"1,313","1,231",,,"1,096","1,292","1,135","1,069","1,053","1,047",967.7,771.5,743.2,676.2
Debt to Asset Ratio,0.58,0.53,0.56,0.68,0.68,0.68,0.91,0.83,,,0.74,0.77,0.91,0.93,0.67,0.71,0.83,0.84,0.85,0.85
Debt to Equity Ratio,1.39,1.13,1.30,2.17,2.17,2.28,12.7,5.30,,,3.10,3.48,12.7,18.6,2.14,2.63,5.30,5.75,6.30,6.62
Interest Coverage Ratio,2.12,2.51,16.1,7.64,1.11,,,,,,,,,,,,,,,
Cash and Short Term Investments,333.4,314.8,420.2,151.4,151.6,121.2,243.3,375.4,,,100.5,167.8,243.3,142.0,951.4,746.9,375.4,118.1,73.9,118.9
"Total Receivables, Net","3,472","3,349","3,893","6,224","7,443","5,957","3,200","1,696",,,"5,121","4,886","3,200","2,978","2,534","2,200","1,696","1,601","1,567","1,407"
Total Inventory,721.8,681.7,"1,670","2,516",938.4,484.2,141.6,12.8,,,324.6,244.4,141.6,114.6,112.7,70.5,12.8,162.6,230.1,274.9
Total Current Assets,"4,864","4,550","6,232","9,337","8,736","6,756","4,246","2,648",,,"5,827","5,614","4,246","3,774","4,124","3,558","2,648","2,287","2,262","2,148"
"Property/Plant/Equipment, Total - Net",546.9,602.0,615.4,759.8,780.4,700.0,"1,154","2,558",,,609.2,682.4,"1,154","1,359","1,791","2,242","2,558","2,810","2,783","2,624"
Total Assets,"5,699","5,488","7,283","10,638","9,994","7,974","6,385","5,927",,,"7,082","7,016","6,385","6,146","6,961","6,863","5,927","5,827","5,767","5,542"
Accounts Payable,636.1,805.5,"1,342","1,173",496.7,112.7,88.5,19.4,,,98.2,70.0,88.5,44.6,53.4,28.0,19.4,60.5,93.0,77.0
Accrued Expenses,29.5,15.7,13.1,31.2,60.1,40.1,3.63,1.74,,,39.1,43.4,3.63,56.7,18.8,17.2,1.74,3.21,12.8,1.23
Debt Due,"2,370","1,800","2,362","5,602","5,677","4,642","4,915","3,297",,,"4,561","4,657","4,915","4,635","2,945","2,950","3,297","3,263","3,227","3,063"
Total Current Liabilities,"3,262","2,860","4,055","7,146","6,712","5,170","5,336","4,214",,,"4,995","5,096","5,336","4,991","3,592","3,839","4,214","4,218","4,249","3,981"
Long Term Debt,16.7,14.0,11.3,40.5,6.26,250.3,465.1,671.1,,,232.5,230.1,465.1,721.3,"1,053","1,031",671.1,641.9,612.5,710.1
Total Liabilities,"3,296","2,896","4,095","7,218","6,764","5,458","5,835","4,909",,,"5,267","5,368","5,835","5,747","4,680","4,905","4,909","4,884","4,893","4,727"
Common Stock,430.1,430.4,437.3,440.0,440.0,440.0,440.0,"1,132",,,440.0,440.0,440.0,440.0,"1,132","1,132","1,132","1,132","1,132","1,132"
Additional Paid-In Capital,"1,072","1,076","1,188","1,230","1,230","1,230","1,230","2,615",,,"1,230","1,230","1,230","1,230","2,615","2,615","2,615","2,615","2,615","2,615"
Retained Earnings (Accumulated Deficit),874.7,"1,042","1,522","1,703","1,535",817.5,"-1,101","-2,690",,,138.0,-23.6,"-1,101","-1,246","-1,442","-1,758","-2,690","-2,762","-2,834","-2,904"
Shareholders' Equity,"2,371","2,556","3,148","3,328","3,119","2,396",458.7,925.5,,,"1,699","1,541",458.7,308.8,"2,189","1,863",925.5,850.0,777.2,714.5
Cash from Operating Activities,295.4,762.7,-90.0,"-2,586",230.0,759.2,336.6,487.5,,,0.55,106.1,116.9,195.4,270.2,40.3,-18.4,499.9,-70.7,162.5
Cash from Investing Activities,-40.5,-193.7,-162.2,-324.5,-79.8,5.14,-399.5,"-1,003",,,-47.4,-123.4,-241.1,-268.1,-174.2,-223.3,-337.2,-690.0,96.7,-46.8
Cash from Financing Activities,-62.4,-614.1,350.4,"2,631",-159.7,-786.7,186.4,646.8,,,2.21,84.0,201.2,-28.3,713.5,-21.8,-16.6,-66.7,-69.8,-70.7
Net Change in Cash,185.1,-26.3,104.8,-271.4,9.70,-30.3,123.3,131.4,,,-44.7,66.7,76.9,-101.0,809.5,-204.8,-372.2,-257.3,-43.7,45.1
Free Cashflows,208.4,574.4,-271.1,"-2,686",110.2,588.3,-45.1,-520.4,,,-47.7,21.4,-124.1,-73.3,95.7,-187.7,-355.1,-191.7,25.9,125.0
Free Cashflow per Share,0.048,0.13,-0.062,-0.61,0.025,0.13,-0.010,-0.046,,,-0.011,0.005,-0.028,-0.017,0.008,-0.017,-0.031,-0.017,0.002,0.011
