,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,24.9,26.9,28.2,30.0,29.8,27.0,27.0,26.7,,,23.4,28.0,29.0,25.6,24.9,25.5,25.9,24.0,22.4,24.0
Days Sale Outstanding,12.2,13.2,12.9,13.8,14.1,13.1,14.9,15.4,,,7.81,12.3,14.9,12.2,11.7,13.0,15.4,9.41,11.5,11.0
Days Payable Outstanding,41.2,41.1,39.5,41.3,42.4,39.7,41.3,41.8,,,35.2,41.7,44.2,41.1,41.0,43.3,43.3,39.2,36.2,36.9
Cash Conversion Cycle,-5.47,-2.97,0.14,-0.096,1.10,0.47,-1.32,0.61,,,-4.78,-8.26,0.32,-0.77,-5.58,-6.77,-1.18,-0.67,-2.31,-3.03
Debt to Asset Ratio,0.37,0.36,0.35,0.36,0.34,0.35,0.34,0.36,,,0.34,0.35,0.34,0.34,0.36,0.37,0.36,0.32,0.36,0.35
Debt to Equity Ratio,0.61,0.59,0.57,0.58,0.54,0.55,0.53,0.58,,,0.52,0.57,0.53,0.53,0.59,0.60,0.58,0.49,0.56,0.56
Interest Coverage Ratio,163.8,174.4,163.4,187.6,298.7,240.0,157.8,47.8,,,122.9,274.3,118.0,108.0,15.0,70.4,43.8,27.0,,70.3
Cash and Short Term Investments,"1,049","1,275",986.1,891.8,968.6,776.6,972.5,988.1,,,521.0,648.0,972.5,"1,020",685.0,880.2,988.1,"1,065",738.4,946.0
"Total Receivables, Net",196.0,236.6,246.5,274.1,292.0,279.4,317.8,320.8,,,166.6,261.7,317.8,258.9,247.7,276.3,320.8,194.6,236.7,223.1
Total Inventory,239.5,270.8,318.0,328.8,324.0,311.7,317.5,307.0,,,288.9,359.6,317.5,278.0,307.6,298.8,307.0,255.4,270.1,289.5
Total Current Assets,"1,530","1,822","1,595","1,545","1,635","1,447","1,670","1,665",,,"1,086","1,351","1,670","1,638","1,328","1,581","1,665","1,579","1,328","1,514"
"Property/Plant/Equipment, Total - Net","1,162","1,222","1,490","1,606","1,580","1,674","1,529","1,616",,,"1,651","1,624","1,529","1,680","1,655","1,627","1,616","1,595","1,559","1,528"
Total Assets,"3,039","3,448","3,539","3,625","3,807","3,714","3,970","4,040",,,"3,364","3,620","3,970","4,078","3,730","3,952","4,040","3,931","3,643","3,800"
Accounts Payable,382.0,398.2,424.2,465.6,464.2,470.3,493.3,484.5,,,429.2,537.0,493.3,464.7,498.7,530.1,484.5,435.2,412.9,447.2
Accrued Expenses,256.0,321.2,282.8,359.7,345.8,319.2,309.1,310.9,,,124.4,200.3,309.1,139.3,145.5,201.4,310.9,132.7,203.8,224.0
Debt Due,34.3,38.5,26.4,22.6,16.6,23.8,20.7,42.0,,,24.2,24.0,20.7,47.3,43.8,40.7,42.0,39.1,37.2,34.3
Total Current Liabilities,957.7,"1,073","1,082","1,124","1,104","1,046","1,061","1,048",,,869.8,"1,023","1,061",920.1,922.5,"1,038","1,048",868.7,889.0,932.8
Long Term Debt,92.6,81.5,41.5,33.5,18.1,33.0,19.1,162.7,,,31.6,25.7,19.1,186.3,177.1,168.0,162.7,149.1,141.6,133.0
Total Liabilities,"1,129","1,255","1,248","1,306","1,308","1,293","1,346","1,450",,,"1,128","1,280","1,346","1,379","1,341","1,452","1,450","1,265","1,298","1,346"
Common Stock,523.4,523.4,490.4,490.4,490.4,490.4,490.4,490.4,,,490.4,490.4,490.4,490.4,490.4,490.4,490.4,490.4,490.4,490.4
Additional Paid-In Capital,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,,,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0
Retained Earnings (Accumulated Deficit),915.8,"1,198","1,043","1,088","1,253","1,199","1,305","1,289",,,"1,018","1,127","1,305","1,387","1,052","1,175","1,289","1,362","1,043","1,164"
Shareholders' Equity,"1,841","2,127","2,203","2,235","2,410","2,331","2,517","2,521",,,"2,152","2,261","2,517","2,600","2,291","2,408","2,521","2,598","2,297","2,407"
Cash from Operating Activities,741.5,944.7,839.9,866.3,943.5,705.6,781.7,794.8,,,186.2,267.8,232.3,126.0,110.3,373.0,185.5,142.8,65.6,301.3
Cash from Investing Activities,-506.9,-730.9,-128.1,-364.9,-410.5,-341.7,-163.1,-534.7,,,191.3,-102.0,-55.1,-433.5,270.4,-143.0,-228.6,-163.3,248.2,-263.1
Cash from Financing Activities,-289.3,-434.2,-606.1,-482.3,-463.9,-473.7,-397.4,-255.1,,,-349.0,-38.2,-12.0,193.8,-405.0,-35.2,-8.72,-11.1,-342.1,-32.1
Net Change in Cash,-69.4,-229.3,103.4,23.5,80.6,-99.1,244.5,-13.4,,,24.4,126.9,174.1,-114.2,-21.9,175.1,-52.5,-23.8,-47.1,7.45
Free Cashflows,406.7,653.0,328.3,383.7,602.7,140.8,411.4,294.1,,,96.2,153.9,155.7,-143.6,42.9,279.1,115.7,79.1,29.1,237.9
Free Cashflow per Share,0.83,1.33,0.67,0.78,1.23,0.29,0.84,0.60,,,0.20,0.31,0.32,-0.29,0.087,0.57,0.24,0.16,0.059,0.49
