,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,41.9%,48.0%,49.1%,46.5%,41.9%,37.4%,36.6%,36.5%,,,33.9%,36.1%,38.4%,36.9%,36.3%,38.4%,34.3%,39.6%,36.9%,40.3%
Net Profit Margin,26.9%,40.7%,43.3%,41.2%,38.8%,35.3%,36.6%,35.5%,,,36.0%,36.7%,35.2%,37.2%,37.2%,37.3%,30.8%,38.3%,36.5%,38.0%
Return on Assets,0.9%,1.4%,1.4%,1.4%,1.2%,1.1%,1.1%,1.1%,,,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%,1.1%
Return on Equity,7.7%,11.7%,12.1%,11.2%,9.4%,8.4%,8.2%,8.6%,,,2.1%,2.1%,2.1%,2.2%,2.3%,2.2%,2.0%,2.1%,2.2%,2.2%
Return on Total Capital,6.5%,8.5%,8.3%,8.1%,6.8%,6.2%,6.9%,6.7%,,,6.3%,6.3%,6.9%,6.8%,7.3%,6.7%,6.7%,6.6%,6.7%,6.2%
SG&A to Sale,22.1%,22.3%,22.9%,23.1%,23.7%,24.0%,22.8%,23.8%,,,22.5%,22.7%,23.1%,21.3%,20.8%,22.1%,31.5%,23.0%,21.6%,22.1%
Depreciation & Amortisation,"3,361","3,308","3,332","3,316","3,226","3,078","3,065","3,033",,,855.6,841.9,528.7,833.5,823.6,844.1,532.1,"1,058",711.6,"1,361"
Tax Rate,44.3%,22.2%,19.8%,19.1%,20.1%,19.1%,19.0%,19.3%,,,14.6%,19.8%,22.3%,21.7%,18.0%,19.6%,17.7%,19.6%,17.9%,21.7%
Current Ratio,0.055,0.059,0.049,0.061,0.061,0.062,0.052,0.048,,,0.050,0.053,0.052,0.057,0.048,0.052,0.048,0.052,0.055,0.057
Quick Ratio,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.001,,,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.00,0.00,0.00
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,0.74,0.013,0.027,0.24,0.095,12.2,17.2,10.7,,,13.1,15.1,17.2,12.3,8.29,8.02,10.7,,,
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,0.37,0.36,0.019,0.13,0.16,6.16,14.4,13.3,,,14.4,14.0,16.1,14.4,10.1,8.12,9.34,5.47,0.00,0.00
Debt to Asset Ratio,0.88,0.89,0.89,0.88,0.87,0.87,0.87,0.87,,,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.86,0.87,0.87
Debt to Equity Ratio,7.58,7.90,7.77,7.53,6.84,6.77,6.66,6.55,,,6.91,6.82,6.66,6.83,6.94,6.63,6.55,6.40,6.43,6.50
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"67,285","89,987","75,248","112,544","115,861","123,957","107,945","98,560",,,"99,938","101,940","107,945","113,385","107,387","101,711","98,560","105,496","121,984","120,740"
"Total Receivables, Net",165.8,2.93,6.81,64.8,26.7,"3,549","5,301","3,550",,,"3,936","4,596","5,301","3,944","2,726","2,660","3,550",,,
Total Inventory,"25,457","21,262","18,901","16,451","13,514","12,197","11,350","10,551",,,"11,233",,"11,350",,"10,305",,"10,551",,"10,288",
Total Current Assets,"97,881","116,780","101,537","136,829","136,845","145,549","131,769","120,330",,,"121,018","124,197","131,769","134,299","127,612","121,723","120,330","123,552","139,435","136,663"
"Property/Plant/Equipment, Total - Net","35,240","33,577","32,275","31,455","46,108","45,231","43,834","42,567",,,"44,366","44,053","43,834","43,409","43,255","42,726","42,567","42,077","41,810","41,208"
Total Assets,2.109M,2.421M,2.597M,2.760M,2.836M,2.944M,3.076M,3.117M,,,3.041M,3.074M,3.076M,3.174M,3.175M,3.087M,3.117M,3.149M,3.146M,3.228M
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,,31.0,61.0,30.0,22.0,18.0,"17,371","16,494",,,36.0,48.0,"17,371",51.0,"18,112",,"16,494",42.0,"20,495",58.0
Debt Due,"86,497","15,236","22,593","31,343","34,296","26,995","50,644","22,488",,,"19,790","20,188","50,644","26,507","49,237","24,759","22,488","22,917","33,620","39,473"
Total Current Liabilities,1.772M,1.979M,2.085M,2.235M,2.250M,2.332M,2.524M,2.517M,,,2.430M,2.335M,2.524M,2.377M,2.635M,2.331M,2.517M,2.373M,2.547M,2.409M
Long Term Debt,"45,628","100,664","139,265","127,354","138,257","137,534","77,548","116,198",,,"131,335","129,482","77,548","89,751","79,010","132,520","116,198","114,164","110,138","147,367"
Total Liabilities,1.862M,2.149M,2.300M,2.436M,2.474M,2.565M,2.674M,2.704M,,,2.656M,2.680M,2.674M,2.768M,2.775M,2.682M,2.704M,2.723M,2.723M,2.798M
Common Stock,"19,088","19,088","19,088","19,088","19,088","19,088","19,088","19,088",,,"19,088","19,088","19,088","19,088","19,088","19,088","19,088","19,088","19,088","19,088"
Additional Paid-In Capital,"56,346","56,346","56,346","56,346","56,346","56,346","56,346","56,346",,,"56,346","56,346","56,346","56,346","56,346","56,346","56,346","56,346","56,346","56,346"
Retained Earnings (Accumulated Deficit),"136,913","156,556","180,664","204,920","227,474","248,342","270,006","294,537",,,"256,816","261,505","270,006","279,244","280,323","285,875","294,537","303,800","305,011","310,964"
Shareholders' Equity,"245,785","272,025","295,936","323,491","361,832","379,016","401,724","412,814",,,"384,532","393,019","401,724","405,462","399,850","404,574","412,814","425,256","423,161","430,178"
Cash from Operating Activities,"-162,815","-279,617","-137,623","-141,554","114,026","-85,414","-59,788","-39,582",,,"-60,472","-22,564","124,712","-87,742","55,839","34,016","-41,457","-5,407",668.5,"-16,883"
Cash from Investing Activities,"-15,112","-10,705","27,670","36,443","-116,874","15,314","-44,926","23,120",,,"8,594","26,742","-104,182","69,734","-65,585","-15,902","34,873","-12,584","-7,578","-29,346"
Cash from Financing Activities,"182,697","292,001","119,121","110,896","5,324","74,903","100,430","13,222",,,"45,608",-763.0,"-10,197","10,719","7,483","-17,220","12,241","14,552","3,191","42,934"
Net Change in Cash,"4,857","1,641","9,255","5,634","2,582","4,753","-4,370","-3,291",,,"-6,259","3,399","10,303","-7,344","-2,205",846.3,"5,651","-3,476","-3,767","-3,326"
Free Cashflows,"-164,458","-281,356","-139,871","-144,157","112,295","-87,594","-61,264","-41,269",,,"-60,789","-22,982","124,202","-88,100","55,427","33,635","-41,991","-5,890",-12.1,"-17,164"
Free Cashflow per Share,-86.2,-147.4,-73.3,-75.5,58.8,-45.9,-32.1,-21.6,,,-31.8,-12.0,65.1,-46.2,29.0,17.6,-22.0,-3.09,-0.006,-8.99
