,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Cost of Revenue, Total",,,503.4,674.2,677.3,844.7,"1,103","1,159",,,253.4,282.1,285.6,272.1,277.7,304.8,304.9,291.8,290.5,300.8
Gross Profit,,,130.8,156.2,163.6,235.8,242.4,398.4,,,52.3,62.1,73.3,102.6,90.9,106.9,98.0,101.3,92.8,86.5
"Selling/General/Administrative Expenses, Total",,,85.6,96.0,117.5,155.8,173.1,226.3,,,40.0,44.1,47.4,56.0,54.3,56.3,59.6,52.7,59.6,62.3
Operating Income,,,27.1,60.2,59.1,97.1,88.6,193.5,,,15.7,21.9,31.4,52.8,40.3,53.7,46.8,51.5,36.7,43.5
Net Income,,,17.4,36.3,26.7,79.8,61.7,136.9,,,6.40,17.6,22.6,35.6,26.0,38.4,36.9,36.1,20.6,26.6
EBITDA,,,79.6,118.5,120.7,173.6,185.8,307.4,,,42.5,45.5,53.6,79.2,68.2,83.7,76.3,82.5,68.9,76.6
Gross Profit Margin,,,20.6%,18.8%,19.5%,21.8%,18.0%,25.6%,,,17.1%,18.0%,20.4%,27.4%,24.7%,26.0%,24.3%,25.8%,24.2%,22.3%
Operating Margin,,,4.3%,7.2%,7.0%,9.0%,6.6%,12.4%,,,5.1%,6.4%,8.8%,14.1%,10.9%,13.0%,11.6%,13.1%,9.6%,11.2%
Net Profit Margin,,,2.7%,4.4%,3.2%,7.4%,4.6%,8.8%,,,2.1%,5.1%,6.3%,9.5%,7.0%,9.3%,9.2%,9.2%,5.4%,6.9%
Return on Assets,,,2.8%,5.0%,2.7%,5.6%,3.1%,5.3%,,,7.2%,3.3%,2.8%,3.3%,3.8%,4.4%,4.9%,4.9%,4.7%,4.3%
Return on Equity,,,12.4%,21.0%,13.4%,27.9%,7.1%,13.9%,,,2.1%,5.4%,2.6%,3.9%,2.9%,4.1%,3.8%,3.5%,1.5%,1.9%
Return on Total Capital,,,6.6%,6.8%,4.2%,9.5%,4.7%,7.3%,,,6.7%,6.0%,4.7%,5.2%,5.8%,6.7%,7.3%,7.3%,6.1%,5.6%
SG&A to Sale,,,13.5%,11.6%,14.0%,14.4%,12.9%,14.5%,,,13.1%,12.8%,13.2%,15.0%,14.7%,13.7%,14.8%,13.4%,15.6%,16.1%
Depreciation & Amortisation,,,52.5,58.3,61.6,76.5,97.2,113.9,,,26.8,23.5,22.2,26.4,27.9,30.0,29.5,30.9,32.2,33.1
Tax Rate,,,35.8%,8.4%,24.4%,-10.5%,11.1%,4.2%,,,71.4%,-25.8%,12.9%,9.1%,-4.0%,2.4%,5.9%,9.4%,0.7%,8.1%
Current Ratio,,,0.31,0.68,0.47,0.40,0.54,0.61,,,0.29,0.28,0.54,0.53,0.58,0.58,0.61,0.54,0.85,0.98
Quick Ratio,,,0.27,0.52,0.30,0.31,0.22,0.44,,,0.19,0.22,0.22,0.34,0.36,0.38,0.44,0.42,0.65,0.84
Days Inventory Outstanding,,,4.39,4.12,4.27,2.09,1.43,1.75,,,0.22,0.81,1.52,1.97,1.83,1.64,1.68,1.89,2.02,1.90
Days Sale Outstanding,,,49.6,58.5,60.2,70.7,54.2,73.9,,,40.4,53.7,54.2,81.0,70.8,68.2,73.9,77.6,77.4,100.9
Days Payable Outstanding,,,109.7,55.0,32.0,36.9,31.6,32.3,,,14.9,39.4,39.1,36.4,37.5,32.2,34.7,34.3,33.2,31.7
Cash Conversion Cycle,,,-55.7,24.3,27.2,16.0,28.1,25.0,,,-9.33,-3.99,26.0,25.1,43.9,36.6,34.7,45.0,44.5,63.1
Debt to Asset Ratio,,,0.78,0.79,0.80,0.78,0.61,0.62,,,0.79,0.81,0.61,0.64,0.64,0.63,0.62,0.61,0.49,0.48
Debt to Equity Ratio,,,3.46,3.74,4.74,4.49,1.63,1.78,,,4.69,5.19,1.63,1.89,1.92,1.87,1.78,1.71,1.03,0.97
Interest Coverage Ratio,,,,2.35,2.24,3.22,2.01,4.66,,,1.50,1.75,2.49,4.57,3.34,4.41,8.10,4.51,2.76,4.05
Cash and Short Term Investments,,,5.53,22.0,63.7,37.4,245.2,70.8,,,21.2,20.5,245.2,86.8,106.7,94.4,70.8,44.9,61.5,40.2
"Total Receivables, Net",,,86.1,133.2,138.7,209.3,199.7,315.5,,,137.7,193.4,199.7,307.1,280.7,282.9,315.5,335.1,337.2,433.1
Total Inventory,,,6.06,9.18,6.69,3.00,5.65,5.48,,,1.21,3.56,5.65,6.13,5.08,5.17,5.48,6.77,6.39,5.99
Total Current Assets,,,106.1,174.5,220.1,268.9,486.2,436.1,,,209.0,251.4,486.2,473.5,450.3,432.8,436.1,435.2,442.2,505.9
"Property/Plant/Equipment, Total - Net",,,493.5,590.5,867.4,"1,282","1,753","2,042",,,"1,423","1,722","1,753","1,860","1,952","2,042","2,042","2,049","2,026","1,903"
Total Assets,,,626.3,820.4,"1,187","1,650","2,340","2,810",,,"1,816","2,073","2,340","2,665","2,729","2,793","2,810","2,842","2,833","2,812"
Accounts Payable,,,151.3,51.8,66.9,103.9,87.2,117.8,,,81.8,148.9,87.2,131.0,98.3,102.9,117.8,104.0,113.2,92.9
Accrued Expenses,,,27.6,27.7,40.1,56.6,42.5,60.1,,,48.6,61.9,42.5,58.8,54.3,63.4,60.1,60.8,56.4,62.6
Debt Due,,,131.9,97.8,195.8,222.8,613.7,369.9,,,263.3,391.2,613.7,378.2,380.9,357.6,369.9,419.8,198.9,241.7
Total Current Liabilities,,,338.0,255.4,464.3,678.6,894.1,720.8,,,726.5,883.6,894.1,901.7,775.3,749.4,720.8,799.4,519.1,516.6
Long Term Debt,,,123.8,357.6,442.7,554.7,457.8,896.5,,,664.7,751.7,457.8,673.0,835.0,889.5,896.5,876.0,804.5,759.2
Total Liabilities,,,485.9,647.1,946.6,"1,286","1,418","1,746",,,"1,442","1,688","1,418","1,710","1,744","1,767","1,746","1,742","1,392","1,344"
Common Stock,,,120.0,120.0,170.0,170.0,230.0,230.0,,,170.0,170.0,230.0,230.0,230.0,230.0,230.0,230.0,276.0,276.0
Additional Paid-In Capital,,,,,,,460.3,460.3,,,,,460.3,460.3,460.3,460.3,460.3,460.3,778.3,778.3
Retained Earnings (Accumulated Deficit),,,20.4,53.3,29.5,116.1,177.9,291.8,,,137.6,155.2,177.9,213.5,216.4,254.9,291.8,328.0,302.5,326.6
Shareholders' Equity,,,140.4,173.3,199.5,286.1,868.2,982.1,,,307.6,325.2,868.2,903.8,906.8,945.2,982.1,"1,018","1,357","1,381"
Cash from Operating Activities,,,108.8,24.1,128.5,186.0,24.3,191.6,,,16.5,80.4,-177.9,45.9,17.8,76.3,51.6,69.7,23.2,27.6
Cash from Investing Activities,,,-37.8,-208.1,-305.5,-279.0,-601.0,-509.2,,,-143.8,-292.7,-44.7,-182.7,-144.8,-92.6,-89.1,-125.0,-28.8,-46.4
Cash from Financing Activities,,,-69.7,200.4,218.8,66.8,784.5,143.2,,,49.3,211.6,447.4,-21.7,147.0,3.93,13.9,29.5,22.1,-2.44
Net Change in Cash,,,1.24,16.5,41.7,-26.3,207.8,-174.4,,,-78.0,-0.73,224.7,-158.4,19.9,-12.3,-23.6,-25.8,16.5,-21.2
Free Cashflows,,,77.1,-174.9,-203.1,-69.8,-563.6,-189.7,,,-126.2,-187.0,-236.1,-38.0,-124.4,-11.4,-15.9,42.2,-0.50,20.3
Free Cashflow per Share,,,0.15,-0.35,-0.40,-0.14,-1.11,-0.37,,,-0.25,-0.37,-0.47,-0.075,-0.25,-0.023,-0.032,0.083,-0.001,0.033
