,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,4.8%,6.2%,6.9%,4.0%,6.3%,7.7%,7.4%,-0.8%,,,7.8%,8.7%,5.8%,4.1%,7.0%,1.5%,-17.9%,2.1%,8.9%,6.4%
Operating Margin,3.0%,3.6%,4.0%,0.0%,1.2%,3.0%,3.7%,-3.5%,,,4.6%,4.8%,3.6%,4.4%,3.6%,-2.5%,-22.3%,-1.1%,5.4%,3.1%
Net Profit Margin,0.7%,0.9%,-0.8%,-9.6%,5.5%,2.1%,0.6%,-2.0%,,,0.7%,1.2%,-1.9%,1.2%,0.7%,13.2%,-22.6%,-4.1%,1.5%,0.3%
Return on Assets,1.1%,1.1%,-0.8%,-6.6%,3.8%,2.1%,0.7%,-1.8%,,,-0.5%,-0.5%,0.7%,0.4%,0.4%,3.1%,-1.3%,-2.4%,-2.4%,-5.2%
Return on Equity,5.7%,6.9%,-5.0%,-38.7%,17.6%,7.3%,2.3%,-8.0%,,,0.6%,1.1%,-1.4%,1.2%,0.7%,10.2%,-21.3%,-3.6%,1.2%,0.2%
Return on Total Capital,3.0%,6.6%,-4.9%,-38.3%,14.5%,6.9%,1.7%,-5.1%,,,-1.7%,-1.5%,1.7%,1.4%,1.5%,7.4%,-4.0%,-6.1%,-5.6%,-12.2%
SG&A to Sale,2.0%,2.6%,2.9%,4.0%,5.1%,4.7%,3.8%,3.4%,,,4.2%,3.7%,2.0%,3.0%,3.4%,4.0%,3.8%,3.2%,3.9%,3.4%
Depreciation & Amortisation,75.7,180.6,197.8,206.6,208.2,214.3,285.5,370.9,,,57.9,83.4,69.2,71.3,75.0,106.6,118.1,102.4,85.0,77.5
Tax Rate,12.3%,-36.5%,4.2%,0.0%,12.9%,2.7%,-8.2%,-4.1%,,,-1.3%,-4.2%,-8.3%,-0.9%,12.2%,17.3%,10.3%,1.2%,-3.4%,-17.5%
Current Ratio,0.82,0.67,0.64,0.73,0.64,0.65,0.80,0.64,,,0.64,0.68,0.80,0.69,0.70,0.70,0.64,0.67,0.68,0.65
Quick Ratio,0.22,0.30,0.20,0.12,0.22,0.20,0.13,0.19,,,0.12,0.12,0.13,0.15,0.13,0.15,0.19,0.25,0.19,0.21
Days Inventory Outstanding,66.9,68.7,73.9,88.7,83.0,71.8,104.3,105.2,,,85.5,84.6,110.7,121.7,115.6,117.6,102.1,89.3,87.2,93.9
Days Sale Outstanding,38.4,68.7,53.3,51.7,78.5,42.6,27.3,51.5,,,24.4,27.3,27.3,36.4,32.2,39.1,51.5,60.2,46.2,53.3
Days Payable Outstanding,8.06,15.0,28.7,32.0,19.0,16.5,15.0,20.3,,,32.3,29.5,22.9,15.1,24.9,35.8,33.6,30.2,30.0,29.1
Cash Conversion Cycle,95.7,101.9,106.5,131.2,122.2,99.5,127.2,113.9,,,92.4,77.0,126.8,135.1,117.9,113.2,116.6,117.6,111.3,118.8
Debt to Asset Ratio,0.74,0.76,0.75,0.73,0.70,0.67,0.70,0.77,,,0.66,0.68,0.70,0.68,0.69,0.72,0.77,0.78,0.75,0.74
Debt to Equity Ratio,4.55,5.16,4.56,4.65,3.46,2.23,2.49,3.67,,,2.10,2.26,2.49,2.32,2.40,2.71,3.67,3.43,2.96,2.88
Interest Coverage Ratio,1.39,1.07,0.87,,0.23,0.95,1.13,,,,1.41,1.48,0.92,1.36,1.03,,,,1.19,0.65
Cash and Short Term Investments,307.0,50.8,320.4,223.8,468.7,526.6,553.5,297.0,,,517.7,684.9,553.5,599.7,458.2,630.2,297.0,436.3,432.1,488.0
"Total Receivables, Net","1,575","3,099","2,017","1,470","2,653","2,245","1,469","2,868",,,"1,320","1,512","1,469","1,941","1,753","2,110","2,868","3,185","2,357","2,578"
Total Inventory,"3,182","2,632","2,573","2,263","2,995","3,985","6,398","5,413",,,"4,092","4,624","6,398","5,733","6,056","6,053","5,413","4,190","4,838","4,287"
Total Current Assets,"5,892","7,005","6,518","8,646","7,839","7,401","9,193","9,461",,,"7,189","8,355","9,193","9,088","9,536","9,636","9,461","8,702","8,421","7,905"
"Property/Plant/Equipment, Total - Net","6,175","6,779","7,253","7,614","10,556","9,189","9,036","10,504",,,"9,120","9,084","9,036","9,103","9,213","10,579","10,504","10,499","10,575","10,593"
Total Assets,"12,198","13,892","13,858","16,487","19,236","17,851","19,442","23,589",,,"17,509","18,620","19,442","19,812","20,113","23,723","23,589","22,809","22,491","22,047"
Accounts Payable,480.2,788.4,"1,231",514.0,691.7,914.3,578.0,"1,698",,,"1,333","1,707",578.0,927.5,"1,614","2,071","1,698","1,551","1,561","1,268"
Accrued Expenses,1.68,23.5,11.9,4.16,12.7,127.1,103.6,174.9,,,,,103.6,87.9,109.3,210.3,174.9,,,
Debt Due,"5,836","9,066","8,518","9,920","10,784","8,850","8,853","11,603",,,"9,005","9,515","8,853","9,640","9,420","10,058","11,603","9,594","9,486","9,401"
Total Current Liabilities,"7,179","10,408","10,145","11,830","12,301","11,403","11,494","14,823",,,"11,309","12,365","11,494","13,254","13,554","13,684","14,823","12,998","12,396","12,076"
Long Term Debt,"1,795",97.2,65.9,30.4,845.0,354.5,"1,824","2,851",,,2.43,1.97,"1,824",21.4,19.2,"2,825","2,851","4,107","3,991","3,855"
Total Liabilities,"8,984","10,599","10,346","11,985","13,418","12,027","13,565","18,273",,,"11,568","12,621","13,565","13,547","13,907","17,073","18,273","17,703","16,853","16,395"
Common Stock,626.6,627.5,672.8,"1,246","1,366","1,545","1,545","1,733",,,"1,545","1,545","1,545","1,625","1,733","1,733","1,733","1,810","1,810","1,810"
Additional Paid-In Capital,731.6,734.9,734.9,"1,736","2,036","3,360","3,360","3,577",,,"3,360","3,360","3,360","3,577","3,577","3,577","3,577","3,890","3,890","3,890"
Retained Earnings (Accumulated Deficit),527.7,563.4,378.7,-715.4,-44.7,138.4,289.5,-270.1,,,284.5,343.5,289.5,323.1,143.6,770.0,-270.1,-476.5,54.5,66.8
Shareholders' Equity,"1,974","2,052","2,271","2,580","3,883","5,399","5,458","4,985",,,"5,516","5,574","5,458","5,847","5,787","6,298","4,985","5,167","5,691","5,702"
Cash from Operating Activities,214.2,41.2,"1,651",945.9,"-2,065",314.7,"1,136","-1,847",,,141.4,63.0,568.6,-171.6,693.0,"-1,675",-694.0,488.6,502.5,255.5
Cash from Investing Activities,"-2,570","-1,063",-329.3,"-3,710",-590.6,220.1,-340.3,596.5,,,-39.1,-147.4,-123.7,-376.7,-368.0,"1,412",-70.8,-18.0,18.3,161.7
Cash from Financing Activities,"2,473",770.1,"-1,052","2,677","2,929",-321.5,-695.4,995.4,,,-136.0,341.0,-568.5,588.3,-460.6,437.0,430.7,-332.4,-530.4,-361.4
Net Change in Cash,117.1,-256.2,269.6,-96.6,244.9,169.1,99.7,-256.4,,,-48.0,256.3,-112.6,41.1,-136.3,172.0,-333.1,139.2,-4.20,55.9
Free Cashflows,"-2,271",-792.8,"1,133","-1,559","-2,891",-225.2,991.0,"-2,160",,,108.7,14.9,526.2,-240.6,513.8,"-1,691",-741.4,444.1,405.8,193.7
Free Cashflow per Share,-1.31,-0.46,0.61,-0.47,-0.79,-0.055,0.24,-0.52,,,0.026,0.004,0.13,-0.056,0.12,-0.40,-0.18,0.11,0.094,0.045
