,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Assets,,,,"1,820","2,026","2,294","2,857","4,424",,,,,"2,857",,"2,534","2,699","4,424","4,566","4,522","4,670"
Accounts Payable,,,,115.2,95.8,108.7,109.2,111.9,,,,,109.2,,99.1,114.9,111.9,106.9,102.8,114.2
Accrued Expenses,,,,87.3,91.0,107.1,103.0,121.2,,,,,103.0,,125.1,124.0,121.2,126.9,147.2,172.7
Debt Due,,,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,,,,243.8,296.7,318.4,654.5,448.8,,,,,654.5,,719.5,793.1,448.8,504.9,500.6,554.5
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,,,,261.8,318.2,413.0,761.6,551.0,,,,,761.6,,842.3,919.6,551.0,604.8,632.1,689.0
Common Stock,,,,600.0,600.0,600.0,600.0,786.3,,,,,600.0,,600.0,600.0,786.3,786.3,786.3,786.3
Additional Paid-In Capital,,,,10.3,10.3,10.3,10.3,"1,934",,,,,10.3,,10.3,10.3,"1,934","1,934","1,934","1,934"
Retained Earnings (Accumulated Deficit),,,,943.4,"1,095","1,314","1,483","1,152",,,,,"1,483",,"1,081","1,169","1,152","1,238","1,164","1,252"
Shareholders' Equity,,,,"1,558","1,708","1,927","2,095","3,873",,,,,"2,095",,"1,692","1,779","3,873","3,961","3,890","3,981"
Cash from Operating Activities,,,,,,388.0,440.4,479.6,,,101.5,176.6,60.9,117.0,96.3,153.4,112.9,151.9,92.7,162.2
Cash from Investing Activities,,,,,,-311.0,-364.2,"-1,988",,,-49.4,-159.9,-105.6,99.9,166.2,-101.9,"-2,152",-149.2,307.1,-215.8
Cash from Financing Activities,,,,,,-47.2,-47.1,"1,494",,,-24.0,0.00,0.90,-0.48,-504.2,-0.38,"1,999",-0.64,-108.7,-2.03
Net Change in Cash,,,,,,29.8,29.1,-14.3,,,28.1,16.7,-43.8,216.5,-241.8,51.1,-40.1,2.03,291.1,-55.7
Free Cashflows,,,,,,67.9,-90.6,-332.1,,,-26.3,23.0,-61.0,31.8,-12.2,51.8,-403.5,7.12,-154.2,-52.7
Free Cashflow per Share,,,,,,0.086,-0.12,-0.42,,,,,-0.078,,-0.015,0.066,-0.51,0.009,-0.20,-0.067
