,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",753.7,849.4,927.1,976.9,"1,022",844.6,"1,039","1,154",,,736.4,844.7,"1,039","1,274",978.8,935.9,"1,154","1,024",989.9,938.8
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"1,538","1,739","1,646","1,800","1,829","1,676","1,802","2,323",,,"1,448","1,642","1,802","2,794","1,816","1,994","2,323","2,581","1,931","2,301"
"Property/Plant/Equipment, Total - Net",279.8,334.4,481.2,517.3,596.8,559.0,540.1,531.0,,,538.9,533.6,540.1,533.5,526.8,533.2,531.0,523.0,530.0,528.8
Total Assets,"10,014","11,349","12,278","13,709","14,323","14,072","14,485","15,287",,,"13,609","13,852","14,485","15,073","14,628","15,103","15,287","15,807","15,820","16,341"
Accounts Payable,46.7,55.4,49.6,52.6,58.5,54.5,66.5,65.6,,,52.7,63.3,66.5,69.2,72.0,75.2,65.6,87.9,87.0,103.5
Accrued Expenses,290.5,346.9,355.3,393.3,440.7,379.8,351.1,359.0,,,326.0,360.5,351.1,310.6,307.0,356.0,359.0,291.9,314.2,348.5
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"4,146","4,948","5,407","9,275","9,492","8,562","8,116","8,721",,,"7,975","7,774","8,116","8,459","8,394","8,532","8,721","8,841","8,825","9,010"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"7,779","8,450","9,018","9,684","9,943","8,953","8,573","9,263",,,"8,373","8,224","8,573","9,011","8,869","8,978","9,263","9,409","9,443","9,762"
Common Stock,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Additional Paid-In Capital,427.5,427.5,427.5,427.5,427.5,427.5,427.5,427.5,,,427.5,427.5,427.5,427.5,427.5,427.5,427.5,427.5,427.5,427.5
Retained Earnings (Accumulated Deficit),"1,610","2,057","2,707","3,386","3,938","4,430","4,972","5,316",,,"4,556","4,791","4,972","5,182","4,986","5,196","5,316","5,466","5,222","5,391"
Shareholders' Equity,"2,235","2,899","3,260","4,025","4,380","5,118","5,913","6,024",,,"5,236","5,628","5,913","6,062","5,758","6,124","6,024","6,398","6,378","6,579"
Cash from Operating Activities,"1,020","1,086","1,335","1,420",424.1,414.1,292.0,879.6,,,332.3,70.0,-39.3,751.0,-201.6,98.6,231.6,394.3,-135.2,326.6
Cash from Investing Activities,"-1,086",-751.3,"-1,194","-1,085",-112.9,-11.1,-30.0,-14.6,,,-2.79,-6.95,-17.5,-5.14,-4.85,-2.85,-1.76,-1.06,-21.5,-8.62
Cash from Financing Activities,-160.3,-180.0,-220.0,-295.0,-340.6,-345.6,-359.6,-406.0,,,-359.6,0.00,0.00,,-406.0,0.00,0.00,,-406.0,0.00
Net Change in Cash,-226.4,154.9,-78.4,40.0,-29.4,57.5,-97.6,459.0,,,-30.1,63.0,-56.8,745.9,-612.4,95.8,229.8,393.2,-562.8,317.9
Free Cashflows,992.6,971.9,"1,147","1,340",308.1,395.6,261.5,820.0,,,329.1,62.9,-56.8,745.6,-206.5,74.4,206.4,390.4,-157.0,314.4
Free Cashflow per Share,4.96,4.86,5.74,6.70,1.54,1.98,1.31,4.10,,,1.65,0.31,-0.28,3.73,-1.03,0.37,1.03,1.95,-0.78,1.57
