,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Revenue,"12,351","13,357","14,388","12,945","16,662","14,629","9,643","11,283",,,"2,044","2,355","2,770","2,502","2,290","2,300","4,180","2,817","1,702","1,413"
"Cost of Revenue, Total","8,237","9,008","9,657","8,704","11,476","10,041","6,835","7,773",,,"1,413","1,745","1,963","1,758","1,610","1,553","2,853","1,839","1,127",928.2
Gross Profit,"4,114","4,349","4,732","4,240","5,186","4,588","2,807","3,509",,,631.2,609.5,807.7,743.8,679.9,747.0,"1,327",977.8,574.8,485.0
"Selling/General/Administrative Expenses, Total","1,457","1,547","1,779","1,679","2,066","1,867","1,458","1,783",,,314.3,346.2,443.8,373.6,362.1,373.5,673.9,528.3,361.0,342.5
Operating Income,"2,657","2,802","2,953","2,561","3,120","2,721","1,349","1,726",,,316.9,263.2,363.9,370.2,317.7,373.5,653.2,449.4,213.8,142.4
Net Income,"1,917","2,229","2,329","2,021","2,413","2,176","1,062","1,367",,,248.8,202.7,295.6,298.3,249.1,292.4,527.4,350.0,176.7,115.7
EBITDA,"2,690","2,837","2,986","2,596","3,159","2,765","1,407","1,791",,,331.5,277.8,378.3,384.4,333.0,390.5,672.2,467.3,232.3,162.6
Gross Profit Margin,33.3%,32.6%,32.9%,32.8%,31.1%,31.4%,29.1%,31.1%,,,30.9%,25.9%,29.2%,29.7%,29.7%,32.5%,31.8%,34.7%,33.8%,34.3%
Operating Margin,21.5%,21.0%,20.5%,19.8%,18.7%,18.6%,14.0%,15.3%,,,15.5%,11.2%,13.1%,14.8%,13.9%,16.2%,15.6%,16.0%,12.6%,10.1%
Net Profit Margin,15.5%,16.7%,16.2%,15.6%,14.5%,14.9%,11.0%,12.1%,,,12.2%,8.6%,10.7%,11.9%,10.9%,12.7%,12.6%,12.4%,10.4%,8.2%
Return on Assets,19.2%,18.9%,14.8%,10.9%,12.2%,11.4%,5.4%,6.5%,,,5.7%,5.1%,5.1%,4.9%,4.8%,5.2%,6.3%,6.7%,6.2%,5.1%
Return on Equity,26.9%,26.3%,24.2%,19.4%,20.8%,17.5%,8.6%,10.6%,,,2.1%,1.7%,2.4%,2.5%,2.0%,2.4%,4.1%,2.8%,1.4%,0.9%
Return on Total Capital,26.9%,23.5%,23.8%,16.9%,17.5%,16.1%,7.6%,9.2%,,,8.5%,7.8%,7.6%,7.8%,7.7%,8.0%,9.2%,9.7%,8.5%,7.4%
SG&A to Sale,11.8%,11.6%,12.4%,13.0%,12.4%,12.8%,15.1%,15.8%,,,15.4%,14.7%,16.0%,14.9%,15.8%,16.2%,16.1%,18.8%,21.2%,24.2%
Depreciation & Amortisation,32.9,34.8,32.9,35.1,38.7,44.6,58.0,65.4,,,14.6,14.6,14.4,14.2,15.2,17.0,19.0,17.8,18.5,20.2
Tax Rate,30.2%,23.6%,21.2%,20.9%,22.7%,20.5%,22.1%,21.2%,,,22.3%,23.1%,21.2%,21.9%,22.0%,20.6%,20.8%,21.6%,19.2%,18.4%
Current Ratio,3.38,2.79,2.14,2.35,3.07,3.53,2.83,3.13,,,2.57,2.63,2.83,2.41,2.49,2.54,3.13,2.95,3.55,2.69
Quick Ratio,0.023,0.012,0.010,0.026,0.014,0.022,0.044,0.031,,,0.017,0.017,0.044,0.025,0.016,0.018,0.031,0.027,0.037,0.026
Days Inventory Outstanding,325.8,370.9,483.9,653.8,521.1,571.6,857.6,795.7,,,889.9,905.9,887.5,913.9,887.5,924.1,818.3,791.1,854.2,"1,004"
Days Sale Outstanding,1.56,1.49,1.93,3.72,1.73,1.74,6.49,4.55,,,2.95,4.08,6.49,6.62,4.24,4.84,4.56,5.32,6.40,7.11
Days Payable Outstanding,25.9,17.8,23.3,21.2,18.8,24.4,28.7,30.3,,,42.3,40.7,33.8,42.1,48.2,41.4,35.4,35.1,36.6,50.4
Cash Conversion Cycle,315.1,347.7,461.9,640.5,498.2,553.6,833.9,765.1,,,851.5,868.8,864.4,864.3,850.9,889.0,787.0,761.2,824.2,949.5
Debt to Asset Ratio,0.26,0.40,0.45,0.47,0.41,0.33,0.41,0.39,,,0.42,0.41,0.41,0.44,0.43,0.44,0.39,0.41,0.41,0.48
Debt to Equity Ratio,0.35,0.65,0.81,0.90,0.69,0.50,0.69,0.64,,,0.73,0.69,0.69,0.79,0.75,0.79,0.64,0.70,0.71,0.91
Interest Coverage Ratio,960.9,276.7,254.7,123.5,277.3,474.7,493.4,629.5,,,251.8,256.5,,629.3,467.9,702.5,692.7,492.3,465.9,383.4
Cash and Short Term Investments,295.0,"1,168","1,192","1,113",758.2,621.5,466.0,421.8,,,973.7,634.3,466.0,856.9,936.3,401.3,421.8,613.5,414.4,411.0
"Total Receivables, Net",52.9,54.6,76.1,131.9,78.8,69.8,171.5,140.8,,,77.2,105.4,171.5,175.4,115.1,130.6,140.8,168.8,192.9,197.0
Total Inventory,"7,408","10,899","14,703","16,478","16,293","15,156","16,965","16,928",,,"16,671","16,275","16,965","17,477","16,928","17,925","16,928","17,120","17,387","19,723"
Total Current Assets,"7,902","12,289","16,025","17,824","17,191","16,003","17,960","17,786",,,"18,015","17,411","17,960","18,821","18,415","18,766","17,786","18,186","18,501","20,567"
"Property/Plant/Equipment, Total - Net",623.3,644.2,775.2,"1,184","1,439","1,482","1,507","1,883",,,"1,489","1,515","1,507","1,489","1,729","1,853","1,883","1,902","2,011","2,213"
Total Assets,"9,593","14,021","17,420","19,784","19,625","18,558","21,007","21,250",,,"20,987","20,458","21,007","21,846","21,708","22,219","21,250","21,417","21,812","24,064"
Accounts Payable,268.0,608.9,625.6,386.5,795.3,545.4,529.7,759.7,,,743.9,737.7,529.7,"1,057",813.2,747.8,759.7,750.2,728.6,"1,133"
Accrued Expenses,,,,,,,,,,,,,,,,,,,,
Debt Due,600.2,"1,837","5,148","4,986","2,934","3,183","4,469","3,246",,,"4,797","4,293","4,469","4,842","5,033","4,981","3,246","3,540","3,315","5,446"
Total Current Liabilities,"2,335","4,401","7,480","7,598","5,602","4,540","6,340","5,688",,,"7,015","6,610","6,340","7,807","7,397","7,374","5,688","6,164","5,211","7,643"
Long Term Debt,10.8,"1,008",140.4,"1,583","2,209","1,126","1,654","2,004",,,"1,534","1,420","1,654","1,233","1,249","1,772","2,004","1,999","3,165","3,165"
Total Liabilities,"2,465","5,539","7,794","9,375","8,044","6,147","8,593","8,316",,,"8,851","8,340","8,593","9,650","9,264","9,772","8,316","8,816","9,042","11,482"
Common Stock,"1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476",,,"1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476"
Additional Paid-In Capital,480.9,480.9,480.9,480.9,480.9,480.9,480.9,480.9,,,480.9,480.9,480.9,480.9,480.9,480.9,480.9,480.9,480.9,480.9
Retained Earnings (Accumulated Deficit),"5,172","6,525","7,669","8,451","9,625","10,452","10,407","10,963",,,"10,130","10,112","10,407","10,189","10,438","10,435","10,963","10,726","10,903","10,728"
Shareholders' Equity,"7,128","8,482","9,626","10,408","11,581","12,411","12,386","12,901",,,"12,106","12,089","12,386","12,168","12,415","12,414","12,901","12,569","12,734","12,553"
Cash from Operating Activities,"1,277",-689.4,"-1,238",-65.7,"2,650","2,210",-787.9,"1,676",,,-358.9,-135.6,-530.8,410.6,371.9,-660.8,"1,554",49.2,-554.3,"-1,815"
Cash from Investing Activities,-76.5,319.9,-11.9,-118.4,-255.7,-211.7,-196.7,93.4,,,39.1,-37.0,-147.4,118.5,53.2,-51.3,-27.0,-10.9,10.3,-25.4
Cash from Financing Activities,"-2,027","1,242","1,274",39.9,"-2,684","-2,165",749.9,"-1,738",,,263.0,-136.3,410.4,-51.8,-322.6,177.1,"-1,541",187.4,344.9,"1,839"
Net Change in Cash,-827.3,872.7,23.9,-144.2,-289.1,-167.0,-234.8,31.3,,,-56.8,-308.9,-267.8,477.3,102.5,-535.0,-13.6,225.8,-199.1,-1.38
Free Cashflows,"1,213",-704.7,"-1,255",-73.1,"2,628","2,203",-793.0,"1,661",,,-359.5,-135.9,-533.9,407.4,366.4,-665.0,"1,552",45.1,-556.8,"-1,840"
Free Cashflow per Share,0.82,-0.48,-0.85,-0.050,1.78,1.49,-0.54,1.13,,,-0.24,-0.092,-0.36,0.28,0.25,-0.45,1.06,0.031,-0.38,-1.27
