,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accrued Expenses,,17.9,,,15.9,23.4,23.1,31.4,,,21.2,29.1,23.1,14.5,21.9,28.6,31.4,15.0,19.3,25.6
Debt Due,82.4,83.6,138.3,132.2,125.8,89.4,180.1,176.6,,,96.8,159.4,180.1,183.2,196.4,196.1,176.6,173.9,181.5,181.7
Total Current Liabilities,162.3,158.5,238.0,228.7,224.9,235.7,357.6,306.3,,,300.9,422.7,357.6,296.1,315.6,317.5,306.3,297.9,332.0,314.3
Long Term Debt,31.5,19.1,5.57,11.3,15.6,2.77,114.4,112.8,,,13.7,50.9,114.4,165.2,152.8,133.8,112.8,93.2,74.6,76.3
Total Liabilities,201.3,201.1,257.6,258.5,259.0,253.3,491.7,436.9,,,329.4,488.7,491.7,476.7,484.3,467.5,436.9,409.2,428.0,412.3
Common Stock,240.0,256.2,260.8,260.8,260.8,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,45.5,84.4,94.6,94.6,94.6,215.0,215.0,215.0,,,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
Retained Earnings (Accumulated Deficit),173.1,208.6,235.2,279.4,316.2,402.9,485.2,590.5,,,450.3,458.4,485.2,527.3,542.0,556.5,590.5,603.8,575.0,586.0
Shareholders' Equity,455.6,550.0,589.6,633.0,676.4,918.6,986.4,"1,084",,,957.3,961.8,986.4,"1,018","1,039","1,046","1,084","1,094","1,060","1,069"
Cash from Operating Activities,113.1,130.7,82.6,130.2,156.4,172.4,222.8,292.7,,,35.6,62.0,82.5,50.5,69.5,103.8,,63.5,87.5,59.0
Cash from Investing Activities,-144.1,-99.3,-78.7,-99.4,-77.7,-109.1,-458.1,-137.7,,,-97.1,-152.8,-142.9,-80.2,-28.7,-22.2,,-9.10,-61.4,-42.0
Cash from Financing Activities,34.0,-57.6,40.0,-40.5,-36.9,73.2,122.3,-80.5,,,-32.8,61.0,84.7,55.4,-31.2,-64.7,,-22.3,-55.9,-14.6
Net Change in Cash,2.91,-17.3,43.9,-9.73,42.2,134.3,-127.1,65.7,,,-96.1,-29.8,10.6,13.9,15.6,8.94,,28.7,-35.9,0.23
Free Cashflows,-35.0,26.0,51.4,12.9,77.7,61.2,-234.6,153.8,,,-61.5,-91.1,-61.2,-29.6,39.9,81.1,,54.4,27.3,9.04
Free Cashflow per Share,-0.15,0.10,0.20,0.050,0.30,0.20,-0.78,0.51,,,-0.20,-0.30,-0.20,-0.099,0.13,0.27,,0.18,0.091,0.030
