,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,30.0%,24.4%,20.2%,18.1%,19.8%,19.5%,20.1%,19.2%,,,21.6%,20.5%,17.4%,19.5%,20.0%,18.6%,19.5%,19.3%,23.3%,19.1%
Current Ratio,0.68,0.67,0.75,0.95,0.55,0.75,0.80,0.91,,,0.63,0.90,0.80,0.78,0.82,0.92,0.91,1.03,0.83,0.98
Quick Ratio,0.43,0.50,0.53,0.52,0.41,0.52,0.54,0.57,,,0.46,0.63,0.54,0.54,0.54,0.63,0.57,0.55,0.55,0.61
Days Inventory Outstanding,18.4,17.6,14.5,14.2,15.3,16.0,15.6,15.7,,,16.9,16.0,16.2,16.1,15.8,15.4,15.5,16.3,16.4,16.7
Days Sale Outstanding,35.8,49.3,44.4,55.2,51.9,58.1,45.1,46.9,,,52.8,49.9,45.1,47.9,46.2,52.5,46.9,48.3,50.5,58.8
Days Payable Outstanding,25.1,23.8,22.6,22.8,23.6,25.4,23.7,21.9,,,25.3,25.1,24.5,22.7,22.2,22.5,22.1,21.7,20.8,21.5
Cash Conversion Cycle,25.1,36.4,36.2,37.4,43.2,35.8,37.4,38.3,,,43.4,39.5,39.7,40.4,40.1,41.9,43.0,42.2,45.5,48.2
Debt to Asset Ratio,0.33,0.38,0.33,0.38,0.45,0.34,0.34,0.32,,,0.35,0.34,0.34,0.33,0.34,0.33,0.32,0.33,0.34,0.35
Debt to Equity Ratio,0.49,0.60,0.49,0.61,0.81,0.53,0.51,0.47,,,0.54,0.52,0.51,0.50,0.52,0.49,0.47,0.49,0.51,0.54
Interest Coverage Ratio,10.3,8.89,8.96,12.9,5.33,3.53,3.77,5.99,,,2.25,4.62,5.33,4.96,3.96,9.07,6.00,7.87,3.38,9.69
Cash and Short Term Investments,17.6,14.7,32.0,172.4,22.1,57.7,67.4,141.8,,,23.4,40.9,67.4,55.7,99.1,100.7,141.8,272.5,110.2,205.7
"Total Receivables, Net",142.8,212.3,207.4,284.0,288.1,391.5,392.9,445.9,,,412.9,419.1,392.9,425.8,418.3,486.3,445.9,470.0,499.9,594.8
Total Inventory,57.6,46.6,45.1,57.5,62.8,91.8,104.7,108.6,,,94.2,99.9,104.7,102.5,102.7,101.5,108.6,115.5,113.7,124.9
Total Current Assets,225.2,285.6,296.8,525.9,384.9,561.5,586.7,710.8,,,573.0,599.5,586.7,608.6,644.8,708.0,710.8,878.8,752.5,957.2
"Property/Plant/Equipment, Total - Net","1,291","1,396","1,575","2,068","2,894","4,267","4,325","4,390",,,"4,244","4,244","4,325","4,336","4,346","4,340","4,390","4,426","4,439","4,491"
Total Assets,"1,586","1,781","2,012","2,780","3,456","5,287","5,350","5,532",,,"5,257","5,279","5,350","5,386","5,428","5,481","5,532","5,737","5,634","5,890"
Accounts Payable,72.6,67.7,75.1,90.3,95.1,150.4,148.5,148.6,,,143.0,160.8,148.5,142.5,147.0,151.2,148.6,148.9,142.5,165.2
Accrued Expenses,,,,,,,,,,,,,,,,,,,,
Debt Due,124.8,226.2,164.9,271.5,378.5,374.6,378.3,355.7,,,553.0,311.0,378.3,424.6,424.9,366.2,355.7,438.9,514.2,517.5
Total Current Liabilities,329.9,426.6,393.9,551.5,705.7,751.2,733.5,779.4,,,905.3,664.6,733.5,783.2,781.6,770.5,779.4,852.3,907.7,977.5
Long Term Debt,176.2,186.1,225.9,450.0,711.0,892.8,886.6,822.8,,,749.0,938.0,886.6,826.7,872.9,834.9,822.8,880.2,813.4,895.2
Total Liabilities,525.0,668.5,664.9,"1,055","1,543","1,811","1,794","1,751",,,"1,825","1,774","1,794","1,785","1,832","1,784","1,751","1,883","1,892","2,044"
Common Stock,650.0,650.0,650.0,780.0,780.0,981.6,981.6,999.7,,,981.6,981.6,981.6,981.6,999.7,999.7,999.7,999.7,999.7,999.7
Additional Paid-In Capital,7.11,11.8,112.2,282.2,282.2,"1,462","1,462","1,526",,,"1,462","1,462","1,462","1,462","1,526","1,526","1,526","1,526","1,526","1,526"
Retained Earnings (Accumulated Deficit),302.9,384.5,468.4,554.9,555.6,676.6,761.8,935.8,,,635.6,709.8,761.8,808.0,749.5,850.9,935.8,"1,009",898.2,"1,002"
Shareholders' Equity,"1,061","1,112","1,347","1,725","1,914","3,411","3,490","3,734",,,"3,367","3,440","3,490","3,535","3,550","3,651","3,734","3,807","3,695","3,799"
Cash from Operating Activities,224.8,187.8,330.4,210.5,333.4,412.9,533.1,645.2,,,92.7,193.5,182.1,107.9,137.0,183.5,216.7,120.8,84.5,165.6
Cash from Investing Activities,-206.6,-215.8,-341.3,-536.1,-532.8,-237.6,-317.8,-310.1,,,-34.0,-82.8,-145.0,-89.3,-103.1,-41.8,-75.8,-109.5,-101.5,-138.5
Cash from Financing Activities,-60.6,24.0,28.2,467.2,49.2,-156.0,-205.3,-260.6,,,-64.7,-93.2,-11.1,-30.2,9.46,-140.1,-99.7,119.4,-144.8,68.4
Net Change in Cash,-42.5,-4.03,17.3,141.5,-150.3,35.6,10.0,74.5,,,-6.02,17.5,26.0,-11.6,43.4,1.58,41.2,130.7,-161.8,95.5
Free Cashflows,3.84,-4.18,-13.5,-293.5,-184.0,178.4,215.2,370.1,,,62.1,111.0,35.3,25.0,59.7,136.3,149.0,14.1,-8.87,32.4
Free Cashflow per Share,0.003,-0.003,-0.010,-0.19,-0.12,0.091,0.11,0.19,,,0.032,0.057,0.018,0.013,0.030,0.068,0.075,0.007,-0.004,0.016
