,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net","12,259","12,415","21,973","22,917","22,524","22,773","14,735","14,869","15,405",,"14,662","14,627","14,587","14,869","14,792","14,732","14,643","15,405","15,343","15,262"
Total Assets,"39,092","39,143","50,802","55,220","64,234","62,983","65,773","65,675","64,237",,"65,687","64,263","64,405","65,675","64,073","61,790","61,890","64,237","64,279","62,649"
Accounts Payable,52.0,,,,,,381.0,290.0,261.0,,449.0,304.0,257.0,290.0,238.0,210.0,285.0,261.0,172.0,181.0
Accrued Expenses,"1,623",915.7,872.1,453.7,438.4,83.0,393.0,312.0,219.0,,356.0,322.0,210.0,312.0,245.0,238.0,232.0,219.0,152.0,169.0
Debt Due,"3,165","3,076","3,002","2,754","2,527",4.65,4.75,4.75,"2,005",,4.75,4.75,4.75,4.75,4.75,"2,005","2,005","2,005","2,005",4.75
Total Current Liabilities,"7,177","6,717","6,441","4,958","5,730","1,898","2,746","2,258","4,038",,"2,421","2,073","1,812","2,258","2,139","3,828","3,651","4,038","3,922","1,801"
Long Term Debt,,,"1,850",,"3,900","3,895","3,891","3,886","1,881",,"3,890","3,888","3,887","3,886","3,885","1,884","1,882","1,881","1,880","3,879"
Total Liabilities,"7,734","7,030","10,370","7,390","11,197","7,528","9,367","9,178","9,322",,"9,062","8,716","8,513","9,178","9,084","8,792","8,634","9,322","9,282","9,175"
Common Stock,"17,794","17,794","17,795","20,644","20,662","20,662","20,662","18,596","18,597",,"20,662","20,662","20,662","18,596","18,596","18,597","18,597","18,597","18,597","18,597"
Additional Paid-In Capital,"1,550","1,550","1,550","4,114","1,995","1,995","1,995","1,995","1,996",,"1,995","1,995","1,995","1,995","1,995","1,996","1,996","1,996","1,996","1,996"
Retained Earnings (Accumulated Deficit),"8,935","9,556","11,538","13,015","12,736","15,203","15,760","13,828","14,080",,"15,952","14,870","15,212","13,828","13,730","12,351","12,587","14,080","14,177","12,673"
Shareholders' Equity,"26,172","26,793","40,432","47,830","45,034","47,400","48,394","48,440","46,822",,"48,567","47,465","47,787","48,440","46,624","44,594","44,809","46,822","46,899","45,375"
Cash from Operating Activities,906.4,"1,027",779.8,"1,389",-353.9,"1,040","1,953","3,589","5,776",,"1,040",613.6,256.9,"1,678",758.7,"1,507","2,759",750.9,12.6,416.6
Cash from Investing Activities,-881.0,-290.5,"-3,084","-3,510","-7,195","1,477","2,837",-846.2,-452.5,,"-1,140",443.1,-388.0,238.6,-310.8,"1,315",-763.4,-693.2,138.0,-949.0
Cash from Financing Activities,-231.9,-71.8,"2,080","1,940","7,575","-1,728","-3,569","-2,201","-4,673",,-151.4,"-1,665",-188.2,-196.0,"-1,738","-2,515",-202.0,-218.1,-180.3,"-1,751"
Net Change in Cash,-206.4,664.2,-224.0,-180.5,25.7,789.4,"1,220",542.0,650.2,,-251.2,-608.6,-319.4,"1,721","-1,290",306.8,"1,794",-160.4,-29.7,"-2,284"
Free Cashflows,-384.9,107.6,266.3,"1,008","-1,171",112.8,949.5,"3,289","5,005",,963.6,517.6,136.3,"1,672",714.1,"1,451","2,672",167.8,-3.37,396.2
Free Cashflow per Share,-0.022,0.006,0.015,0.049,-0.060,0.006,0.051,0.18,0.29,,0.052,0.028,0.007,0.090,0.040,0.084,0.15,0.010,0.000,0.023
