,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,31.0%,28.8%,29.5%,29.6%,27.1%,29.6%,32.1%,35.1%,,,37.5%,33.2%,32.7%,31.1%,34.9%,36.1%,43.9%,34.5%,52.1%,50.9%
Depreciation & Amortisation,383.3,518.2,595.5,647.0,673.8,688.8,616.5,484.6,,,153.6,154.6,149.0,131.9,120.7,118.1,113.9,105.6,103.4,137.2
Tax Rate,84.0%,4.3%,11.0%,62.6%,13.5%,-8.2%,19.2%,19.7%,,,18.6%,-32.0%,17.9%,18.0%,62.7%,3.4%,15.6%,39.6%,531.2%,22.8%
Current Ratio,0.72,0.79,0.84,0.82,0.95,1.13,1.28,1.35,,,1.04,0.96,1.28,0.99,0.89,1.35,1.35,1.06,0.70,1.06
Quick Ratio,0.19,0.24,0.27,0.26,0.41,0.45,0.52,0.59,,,0.47,0.49,0.52,0.46,0.43,0.50,0.59,0.37,0.25,0.21
Days Inventory Outstanding,11.1,10.2,11.0,11.0,10.3,9.81,9.67,9.87,,,9.05,8.79,8.90,8.92,8.64,8.73,9.49,10.1,9.84,9.83
Days Sale Outstanding,37.3,29.6,28.7,27.5,26.8,27.2,32.8,47.2,,,23.9,26.3,32.8,29.0,24.2,26.9,48.8,36.7,30.4,32.7
Days Payable Outstanding,23.6,24.3,27.9,24.0,19.7,18.3,18.2,20.8,,,0.00,0.00,8.96,9.01,0.00,0.00,11.6,11.9,0.00,0.00
Cash Conversion Cycle,26.8,10.7,12.9,20.9,19.2,20.1,23.9,28.7,,,34.7,35.3,22.0,41.5,36.9,35.7,24.9,53.8,43.7,42.0
Debt to Asset Ratio,0.45,0.44,0.43,0.42,0.42,0.41,0.41,0.47,,,0.43,0.42,0.41,0.40,0.40,0.47,0.47,0.50,0.54,0.55
Debt to Equity Ratio,0.97,0.92,0.88,0.86,0.87,0.80,0.85,1.11,,,0.94,0.90,0.85,0.80,0.81,1.07,1.11,1.22,1.44,1.56
Interest Coverage Ratio,,,2.53,0.11,5.35,2.23,1.63,0.98,,,,0.74,4.00,9.31,,,,3.62,,
Cash and Short Term Investments,590.2,862.0,"1,002","1,017","1,109","1,237","1,477","1,590",,,"1,115",981.5,"1,477","1,203","1,049","1,537","1,590","1,787","1,472","3,512"
"Total Receivables, Net",366.4,390.3,418.9,382.4,389.2,400.8,466.3,659.1,,,336.4,371.2,466.3,415.2,346.3,375.9,659.1,484.7,399.8,424.0
Total Inventory,74.2,88.0,90.0,84.8,79.6,77.0,71.5,77.0,,,69.2,65.2,71.5,64.6,66.7,65.8,77.0,71.3,71.7,67.3
Total Current Assets,"1,364","1,513","1,718","1,681","1,817","1,913","2,278","2,617",,,"1,779","1,650","2,278","1,897","1,681","2,296","2,617","2,717","2,379","4,412"
"Property/Plant/Equipment, Total - Net","4,315","5,067","5,077","4,877","5,108","4,690","4,322","4,300",,,"4,418","4,373","4,322","4,173","4,260","4,235","4,300","4,365","4,448","3,176"
Total Assets,"8,341","9,080","9,271","9,012","9,388","9,033","9,980","11,573",,,"9,750","9,632","9,980","10,231","10,052","11,290","11,573","12,190","12,770","13,786"
Accounts Payable,153.1,234.3,219.2,162.5,151.3,141.7,137.5,175.1,,,,,137.5,,,,175.1,,,
Accrued Expenses,286.0,308.5,319.9,381.9,400.2,396.7,406.3,490.0,,,,,406.3,,,,490.0,,,
Debt Due,849.5,781.2,861.8,885.6,868.6,625.1,762.7,413.5,,,826.3,825.0,762.7,884.7,"1,050",405.5,413.5,"1,253","2,083","2,686"
Total Current Liabilities,"1,890","1,926","2,039","2,051","1,913","1,694","1,774","1,935",,,"1,713","1,723","1,774","1,908","1,889","1,702","1,935","2,567","3,379","4,171"
Long Term Debt,"1,017","1,226","1,092",904.4,"1,180","1,054",919.9,"1,598",,,"1,023",946.3,919.9,776.8,747.7,"1,602","1,598","1,516","1,459","1,428"
Total Liabilities,"3,769","4,035","4,003","3,800","3,984","3,679","4,099","5,495",,,"4,214","4,079","4,099","4,067","4,019","5,273","5,495","6,054","6,837","7,578"
Common Stock,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,,,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0
Additional Paid-In Capital,"1,661","1,661","1,661","1,661","1,661","1,661","1,661","1,661",,,"1,661","1,661","1,661","1,661","1,661","1,661","1,661","1,661","1,661","1,661"
Retained Earnings (Accumulated Deficit),"1,260","1,783","1,860","1,759","1,861","1,858","2,054","2,208",,,"1,805","1,750","2,054","2,275","2,143","2,083","2,208","2,208","2,042","2,147"
Shareholders' Equity,"3,877","4,374","4,530","4,443","4,593","4,589","4,824","4,971",,,"4,503","4,526","4,824","5,076","4,939","4,930","4,971","4,942","4,751","4,866"
Cash from Operating Activities,402.8,664.6,870.2,863.2,863.2,"1,020",588.4,789.5,,,-25.8,192.1,215.8,339.7,-64.4,245.9,268.6,169.4,-38.6,101.4
Cash from Investing Activities,"-2,059",-599.4,-480.9,-521.3,"-1,025",-344.5,-673.1,-840.5,,,-624.1,-248.9,381.2,-657.1,-27.5,34.8,-191.0,-695.1,-880.0,"1,511"
Cash from Financing Activities,"1,865",2.60,-299.8,-334.2,15.2,-510.4,249.8,153.2,,,509.6,-69.6,-90.0,41.8,-74.8,213.1,-26.9,746.6,602.7,470.7
Net Change in Cash,212.8,72.0,97.5,12.1,-145.5,156.1,150.5,91.5,,,-137.6,-131.7,505.8,-288.5,-156.3,489.2,47.1,209.1,-306.8,"2,034"
Free Cashflows,"-1,626",-112.5,324.6,351.7,187.9,674.6,-103.1,262.4,,,-118.3,39.5,-130.5,222.1,-148.6,108.4,80.9,-42.9,-436.3,-197.5
Free Cashflow per Share,-1.92,-0.13,0.38,0.42,0.22,0.80,-0.12,0.31,,,-0.14,0.047,-0.15,0.26,-0.18,0.13,0.096,-0.051,-0.52,-0.23
