,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,70.7,95.2,77.8,46.3,116.6,54.6,58.1,74.4,,,17.9,14.5,5.71,2.63,25.3,21.5,24.9,6.91,13.4,11.8
EBITDA,111.1,129.2,102.9,62.1,59.9,73.0,78.9,101.8,,,22.9,18.4,11.3,8.30,33.4,27.6,32.5,10.4,19.8,17.1
Gross Profit Margin,48.8%,53.7%,55.9%,51.3%,53.2%,51.8%,45.6%,56.9%,,,55.9%,47.2%,48.3%,52.2%,53.6%,52.6%,68.9%,53.0%,61.9%,61.6%
Operating Margin,18.8%,23.5%,23.9%,15.4%,14.1%,16.4%,13.8%,19.6%,,,19.4%,13.1%,8.7%,6.9%,23.1%,19.1%,25.5%,8.4%,17.6%,14.6%
Net Profit Margin,12.8%,18.2%,19.1%,12.7%,30.4%,13.5%,11.3%,15.7%,,,16.5%,11.5%,5.4%,3.0%,18.7%,16.3%,21.2%,7.7%,14.2%,12.3%
Return on Assets,6.7%,8.4%,6.4%,4.1%,10.3%,4.5%,4.6%,5.7%,,,4.0%,4.4%,4.4%,3.2%,3.8%,4.3%,5.8%,6.1%,5.2%,4.5%
Return on Equity,9.1%,11.3%,9.1%,6.0%,14.0%,6.4%,6.4%,8.1%,,,2.0%,1.6%,0.6%,0.3%,2.9%,2.4%,2.7%,0.7%,1.5%,1.3%
Return on Total Capital,9.1%,11.3%,9.1%,6.0%,14.0%,6.4%,6.4%,8.1%,,,6.1%,6.6%,6.4%,4.5%,5.4%,6.0%,8.1%,8.5%,7.5%,6.4%
SG&A to Sale,30.0%,30.2%,32.1%,35.9%,39.0%,35.4%,31.8%,37.3%,,,36.5%,34.2%,39.7%,45.3%,30.5%,33.5%,43.3%,44.5%,44.2%,47.0%
Depreciation & Amortisation,7.51,6.19,5.74,5.70,5.59,6.60,7.93,9.17,,,1.91,1.99,2.19,2.27,2.25,2.28,2.37,2.82,3.07,3.11
Tax Rate,31.9%,22.9%,20.1%,19.7%,26.9%,18.9%,20.4%,19.8%,,,19.3%,18.7%,29.1%,45.9%,16.2%,19.4%,19.6%,18.2%,18.3%,9.1%
Current Ratio,2.66,2.28,2.57,2.54,2.33,2.40,2.49,2.70,,,2.19,2.35,2.49,2.63,2.41,2.56,2.70,2.69,2.76,2.50
Quick Ratio,1.54,1.28,1.32,1.10,1.04,0.81,1.06,1.42,,,1.02,1.03,1.06,0.94,1.34,1.54,1.42,1.09,1.45,1.23
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,208.7,280.8,280.0,244.9,283.0,200.0,231.8,305.4,,,334.0,280.5,231.8,224.6,338.3,364.5,305.4,227.5,296.5,326.7
Days Payable Outstanding,232.9,295.5,416.2,332.0,329.7,324.2,250.6,346.2,,,455.3,379.6,288.2,339.2,323.2,341.7,339.1,318.3,350.6,455.2
Cash Conversion Cycle,26.0,-100.3,3.52,-26.7,-72.3,-76.5,-61.9,-19.3,,,-75.8,-34.8,-9.59,-45.5,-50.1,52.2,35.8,-31.1,-42.7,-152.0
Debt to Asset Ratio,0.26,0.31,0.28,0.28,0.30,0.30,0.30,0.28,,,0.34,0.32,0.30,0.28,0.30,0.28,0.28,0.28,0.28,0.31
Debt to Equity Ratio,0.35,0.44,0.40,0.38,0.44,0.43,0.43,0.40,,,0.52,0.47,0.43,0.40,0.43,0.40,0.40,0.40,0.40,0.44
Interest Coverage Ratio,"18,441",,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,289.9,350.3,438.6,380.9,452.1,526.0,496.8,421.4,,,493.9,512.5,496.8,557.2,373.5,340.5,421.4,518.2,420.9,460.3
"Total Receivables, Net",315.9,402.7,312.2,245.1,297.7,221.1,327.3,395.6,,,390.9,359.2,327.3,262.1,420.0,459.1,395.6,296.5,353.6,356.7
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,633.7,774.4,770.4,656.1,772.1,789.6,874.8,842.9,,,935.7,915.1,874.8,858.9,833.6,834.5,842.9,850.2,814.9,845.2
"Property/Plant/Equipment, Total - Net",101.6,96.6,93.8,91.7,92.9,97.3,99.3,104.7,,,95.8,96.9,99.3,97.2,95.0,100.5,104.7,107.6,104.8,102.0
Total Assets,"1,047","1,217","1,199","1,065","1,198","1,216","1,301","1,289",,,"1,350","1,332","1,301","1,276","1,270","1,278","1,289","1,303","1,242","1,282"
Accounts Payable,149.5,243.1,165.8,157.7,167.3,178.2,207.0,179.8,,,275.6,236.1,207.0,183.2,215.3,199.1,179.8,177.2,164.8,214.3
Accrued Expenses,23.1,23.4,24.1,20.4,18.6,10.6,13.3,9.54,,,18.6,20.0,13.3,6.79,9.13,11.0,9.54,6.83,7.73,8.17
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,238.6,339.0,300.3,258.3,331.3,329.5,351.4,312.1,,,427.1,389.9,351.4,326.1,345.6,326.4,312.1,315.7,295.3,337.9
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,268.3,373.6,339.8,294.8,364.5,365.5,387.7,366.6,,,463.2,426.4,387.7,361.5,381.7,362.6,366.6,370.8,350.8,391.5
Common Stock,60.0,60.0,60.0,60.0,60.0,55.0,60.5,60.5,,,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5
Additional Paid-In Capital,193.6,193.6,193.6,193.6,193.6,193.6,193.6,193.6,,,193.6,193.6,193.6,193.6,193.6,193.6,193.6,193.6,193.6,193.6
Retained Earnings (Accumulated Deficit),542.3,599.1,620.3,614.6,687.9,622.5,669.4,685.6,,,649.4,663.9,669.4,672.1,649.0,670.5,685.6,692.6,651.6,663.4
Shareholders' Equity,776.9,842.3,857.4,769.1,832.3,849.0,911.0,919.3,,,885.0,903.9,911.0,912.8,886.2,912.8,919.3,929.2,888.0,889.5
Cash from Operating Activities,6.44,102.5,115.4,12.6,-44.7,48.1,25.1,111.0,,,107.3,-20.9,-12.9,44.1,-40.8,93.7,14.0,4.53,42.9,53.7
Cash from Investing Activities,50.3,-68.2,7.07,65.6,83.4,6.76,12.1,-55.4,,,-3.96,1.63,-6.51,15.5,-42.0,-32.4,3.51,15.0,-22.4,0.39
Cash from Financing Activities,-32.7,-42.4,-56.6,-133.7,-43.4,-42.3,-5.50,-48.4,,,-5.50,0.00,0.00,,-48.4,0.00,0.00,,-54.4,0.00
Net Change in Cash,24.1,-8.10,66.0,-55.5,-4.67,12.4,31.6,6.96,,,97.9,-19.2,-19.6,59.5,-131.1,61.1,17.5,19.5,-34.2,55.0
Free Cashflows,-3.07,100.4,112.8,8.65,-51.5,37.0,15.1,96.0,,,106.4,-24.0,-17.5,44.0,-40.9,85.5,7.44,-1.25,42.7,52.3
Free Cashflow per Share,-0.047,1.52,1.71,0.15,-0.86,0.61,0.25,1.59,,,1.76,-0.40,-0.29,0.73,-0.68,1.41,0.12,-0.021,0.71,0.87
