,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,15.5%,12.4%,9.1%,9.4%,9.0%,4.7%,12.3%,6.1%,,,17.4%,-6.6%,-8.2%,18.3%,8.0%,-6.7%,-1.6%,12.6%,3.1%,-5.2%
Net Profit Margin,9.3%,8.8%,5.2%,6.0%,6.4%,2.5%,9.1%,4.9%,,,13.5%,-8.3%,-8.9%,12.4%,5.8%,-10.9%,5.9%,6.4%,-3.7%,-5.8%
Return on Assets,13.5%,12.2%,5.9%,5.1%,4.5%,1.6%,6.4%,2.8%,,,7.1%,4.9%,5.7%,2.9%,1.4%,1.4%,2.7%,1.6%,0.1%,0.0%
Return on Equity,0.0%,77.4%,32.4%,11.9%,12.8%,5.4%,21.2%,10.9%,,,9.7%,-3.2%,-2.3%,6.1%,5.0%,-3.7%,3.0%,2.6%,-1.8%,-4.5%
Return on Total Capital,39.6%,26.8%,15.3%,9.6%,6.2%,3.7%,7.9%,4.4%,,,14.3%,6.2%,7.9%,4.3%,2.3%,2.2%,4.4%,2.9%,0.1%,-0.1%
SG&A to Sale,9.5%,9.2%,10.2%,11.8%,12.4%,12.0%,10.5%,12.8%,,,6.9%,12.1%,24.8%,16.5%,10.2%,16.1%,11.2%,18.8%,16.3%,9.8%
Depreciation & Amortisation,152.7,29.1,65.5,93.1,159.4,216.0,256.8,287.4,,,63.4,67.7,65.3,69.3,71.5,73.3,73.3,79.0,83.5,88.6
Tax Rate,29.6%,21.0%,24.0%,17.5%,16.5%,20.5%,14.1%,12.9%,,,18.1%,11.4%,40.4%,15.3%,10.4%,14.7%,14.0%,15.1%,2.5%,-6.0%
Current Ratio,0.94,0.95,0.74,0.73,0.85,0.51,1.04,0.73,,,0.80,1.30,1.04,1.07,0.98,0.89,0.73,0.78,0.77,0.65
Quick Ratio,0.32,0.53,0.44,0.35,0.41,0.32,0.49,0.33,,,0.43,0.66,0.49,0.40,0.38,0.39,0.33,0.21,0.24,0.30
Days Inventory Outstanding,93.1,91.1,73.4,75.4,72.8,62.0,67.7,97.1,,,131.0,74.6,70.1,165.9,196.6,163.3,114.5,175.1,290.4,163.7
Days Sale Outstanding,58.8,88.6,101.6,93.4,82.3,104.1,79.0,87.0,,,109.2,83.0,79.0,119.2,99.7,105.8,87.0,78.6,113.8,84.5
Days Payable Outstanding,127.6,91.5,58.7,53.1,32.1,23.6,21.5,18.9,,,43.7,20.5,19.7,31.2,21.3,11.5,9.09,12.0,15.5,9.87
Cash Conversion Cycle,-3.03,111.3,97.4,140.3,124.1,133.8,121.4,170.4,,,189.5,160.1,125.4,241.4,289.7,259.3,194.0,247.5,380.5,244.7
Debt to Asset Ratio,1.01,0.86,0.84,0.63,0.69,0.71,0.73,0.76,,,0.68,0.72,0.73,0.76,0.75,0.76,0.76,0.78,0.80,0.77
Debt to Equity Ratio,-175.5,5.94,5.14,1.71,2.18,2.45,2.74,3.11,,,2.08,2.57,2.74,3.10,3.08,3.14,3.11,3.52,3.91,3.44
Interest Coverage Ratio,,5.19,3.73,3.16,3.05,1.21,2.49,0.87,,,6.22,,,2.46,1.70,,,1.38,0.34,
Cash and Short Term Investments,63.8,66.6,34.4,348.5,213.9,85.3,229.1,179.1,,,172.4,562.3,229.1,218.4,161.2,195.1,179.1,113.8,83.3,41.1
"Total Receivables, Net",550.4,943.3,"1,107","1,003",952.6,"1,306","1,243","1,324",,,"1,802","1,357","1,243","1,597","1,389","1,430","1,324","1,139","1,332","1,214"
Total Inventory,895.8,626.5,666.1,610.5,715.2,581.6,"1,061","1,338",,,"1,309",640.8,"1,061","2,390","2,000","1,491","1,338","2,855","2,755","1,274"
Total Current Assets,"1,588","1,680","1,858","2,106","1,997","2,096","2,655","2,971",,,"3,331","2,671","2,655","4,278","3,591","3,233","2,971","4,227","4,298","2,673"
"Property/Plant/Equipment, Total - Net",662.4,"1,127","1,800","3,052","4,265","4,685","4,811","5,432",,,"4,754","4,763","4,811","4,796","4,932","5,068","5,432","5,499","5,679","5,696"
Total Assets,"2,513","3,056","3,898","5,386","6,764","7,227","9,233","10,276",,,"8,440","9,049","9,233","10,804","10,257","10,032","10,276","11,613","11,796","10,203"
Accounts Payable,"1,113",416.6,617.0,282.3,302.0,190.8,331.8,135.5,,,389.4,145.9,331.8,317.2,157.8,89.0,135.5,150.8,149.1,93.9
Accrued Expenses,,241.0,49.9,60.3,71.7,38.9,153.2,195.8,,,79.6,153.2,153.2,126.0,123.4,107.7,195.8,211.0,173.9,130.6
Debt Due,423.1,961.1,"1,615","2,379","1,790","3,501","1,770","3,216",,,"3,427","1,606","1,770","3,311","3,281","3,358","3,216","4,668","5,040","3,680"
Total Current Liabilities,"1,694","1,765","2,523","2,904","2,349","4,133","2,549","4,062",,,"4,144","2,060","2,549","3,984","3,674","3,652","4,062","5,388","5,567","4,094"
Long Term Debt,818.1,829.0,707.4,462.6,"2,254",976.7,"4,177","3,676",,,"1,523","4,417","4,177","4,150","4,029","3,916","3,676","3,618","3,780","3,762"
Total Liabilities,"2,527","2,615","3,263","3,397","4,638","5,134","6,760","7,776",,,"5,699","6,511","6,760","8,170","7,740","7,605","7,776","9,046","9,393","7,904"
Common Stock,200.0,320.0,507.6,676.8,676.8,676.8,812.1,812.1,,,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1
Additional Paid-In Capital,0.00,,11.5,954.7,954.7,954.7,954.7,954.7,,,954.7,954.7,954.7,954.7,954.7,954.7,954.7,954.7,954.7,954.7
Retained Earnings (Accumulated Deficit),-214.0,"1,498",116.0,357.1,494.6,460.5,704.3,732.3,,,973.2,769.8,704.3,866.1,748.5,658.0,732.3,799.3,635.0,530.8
Shareholders' Equity,-14.4,440.4,634.7,"1,988","2,126","2,092","2,471","2,499",,,"2,740","2,537","2,471","2,633","2,515","2,425","2,499","2,566","2,402","2,298"
Cash from Operating Activities,204.2,-177.3,177.4,43.1,77.3,397.5,470.3,-120.8,,,372.1,601.8,-30.6,"-1,645",442.5,237.0,844.4,"-1,407",-291.0,"1,381"
Cash from Investing Activities,-545.9,-488.8,-714.0,"-1,355","-1,272",-798.2,"-1,648",-620.9,,,-140.5,"-1,161",-221.1,124.1,-101.7,-165.9,-477.5,-47.5,-151.1,-45.8
Cash from Financing Activities,362.6,668.9,504.4,"1,626","1,060",272.2,"1,321",691.7,,,-264.7,949.0,-81.5,"1,510",-398.0,-37.3,-382.9,"1,389",411.6,"-1,377"
Net Change in Cash,20.8,2.84,-32.2,314.1,-134.6,-128.6,143.7,-49.9,,,-33.0,389.9,-333.2,-10.7,-57.2,33.9,-15.9,-65.3,-30.5,-42.2
Free Cashflows,-342.0,-671.2,-543.2,"-1,316","-1,297",-277.8,67.6,"-1,040",,,264.8,519.2,-158.1,"-1,705",237.4,31.0,396.7,"-1,550",-568.5,"1,274"
Free Cashflow per Share,-0.42,-0.83,-0.67,-1.62,-1.60,-0.34,0.083,-1.28,,,0.33,0.64,-0.19,-2.10,0.29,0.038,0.49,-1.91,-0.70,1.57
