,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,31.4%,32.3%,34.9%,34.3%,31.8%,32.5%,30.6%,29.0%,,,28.2%,25.5%,35.4%,26.7%,22.4%,35.5%,25.1%,18.5%,23.6%,24.3%
Operating Margin,11.0%,13.2%,15.3%,14.7%,12.7%,14.0%,10.6%,12.2%,,,9.4%,4.4%,18.6%,3.0%,-1.4%,23.4%,8.9%,5.8%,13.5%,0.6%
Net Profit Margin,0.9%,4.7%,8.8%,8.7%,8.1%,8.2%,4.6%,5.9%,,,3.4%,-0.6%,12.3%,-5.5%,-11.0%,17.9%,4.1%,1.6%,9.4%,-6.5%
Return on Assets,0.2%,1.4%,3.2%,2.9%,3.3%,2.7%,1.5%,2.0%,,,-0.3%,0.0%,1.5%,1.2%,0.4%,2.7%,1.8%,2.3%,5.2%,2.7%
Return on Equity,0.4%,2.5%,4.7%,4.4%,5.3%,4.6%,2.4%,3.5%,,,0.4%,-0.1%,2.2%,-0.5%,-0.9%,4.1%,0.8%,0.3%,3.9%,-0.7%
Return on Total Capital,0.3%,1.8%,3.7%,3.6%,4.6%,3.8%,1.9%,2.6%,,,-0.5%,-0.1%,1.9%,1.6%,0.5%,3.5%,2.6%,3.4%,7.2%,3.5%
SG&A to Sale,20.4%,19.1%,19.6%,19.6%,19.1%,18.5%,20.0%,16.8%,,,18.9%,21.1%,16.8%,23.7%,23.8%,12.1%,16.3%,12.7%,11.5%,23.6%
Depreciation & Amortisation,17.0,38.3,40.2,46.6,46.5,46.4,45.6,49.5,,,11.2,11.4,11.6,12.0,13.0,13.0,11.6,12.5,13.1,12.6
Tax Rate,88.1%,29.8%,26.6%,20.7%,21.9%,21.6%,24.7%,21.6%,,,30.5%,-105.8%,18.7%,-28.5%,-8.5%,12.1%,21.8%,32.8%,21.2%,1.8%
Current Ratio,3.78,3.90,5.55,2.91,1.61,2.05,3.33,2.27,,,2.60,2.56,3.33,3.44,3.42,2.15,2.27,2.53,3.99,3.87
Quick Ratio,0.055,0.058,0.21,0.088,0.25,0.057,0.088,0.036,,,0.036,0.037,0.088,0.046,0.042,0.058,0.036,0.058,0.15,0.051
Days Inventory Outstanding,"1,571","1,118",818.4,751.2,485.3,722.6,980.6,909.2,,,"1,128",990.9,950.9,"1,031","1,104",915.8,882.1,776.3,493.7,472.9
Days Sale Outstanding,15.9,11.5,7.27,8.85,6.86,8.87,8.89,8.31,,,11.6,10.6,8.89,10.1,10.2,7.89,8.31,7.08,4.32,5.41
Days Payable Outstanding,1.12,13.9,21.8,30.3,24.3,28.3,28.4,25.9,,,36.9,32.7,26.9,25.3,28.2,33.2,34.9,21.6,11.4,9.69
Cash Conversion Cycle,"1,580","1,104",804.8,721.2,471.8,699.7,964.5,886.9,,,"1,104",969.4,934.8,"1,015","1,086",881.9,859.8,764.0,488.5,469.3
Debt to Asset Ratio,0.42,0.40,0.32,0.34,0.37,0.41,0.39,0.46,,,0.41,0.41,0.39,0.39,0.44,0.47,0.46,0.44,0.34,0.33
Debt to Equity Ratio,0.76,0.69,0.48,0.54,0.60,0.71,0.64,0.88,,,0.71,0.70,0.64,0.64,0.77,0.90,0.88,0.82,0.55,0.53
Interest Coverage Ratio,1.68,1.86,3.97,4.23,5.42,4.81,2.39,2.60,,,2.10,0.94,5.44,0.41,,7.54,2.47,1.40,7.71,0.093
Cash and Short Term Investments,18.3,57.5,135.4,43.2,223.2,59.1,83.3,51.8,,,32.5,32.6,83.3,42.8,12.1,75.9,51.8,113.6,327.3,33.7
"Total Receivables, Net",30.9,29.8,23.5,27.9,28.4,30.3,29.5,31.8,,,30.4,30.2,29.5,33.5,31.0,29.4,31.8,33.1,29.8,33.1
Total Inventory,"2,047","1,861","1,591","1,521","1,215","2,116","2,404","2,526",,,"2,074","1,979","2,404","2,375","2,377","2,257","2,526","2,840","2,242","2,224"
Total Current Assets,"2,117","1,998","1,759","1,678","1,476","2,235","2,551","2,757",,,"2,169","2,078","2,551","2,496","2,548","2,383","2,757","3,147","2,655","2,510"
"Property/Plant/Equipment, Total - Net",115.9,112.8,101.5,89.3,74.0,73.1,68.5,45.0,,,69.5,69.8,68.5,68.7,58.1,56.9,45.0,42.7,41.6,40.5
Total Assets,"3,216","3,148","3,331","3,552","3,749","3,848","3,797","4,545",,,"3,855","3,829","3,797","3,770","3,980","4,488","4,545","4,405","3,910","3,826"
Accounts Payable,2.97,45.5,46.2,79.3,57.5,72.9,57.9,82.6,,,67.9,65.9,57.9,59.6,61.6,106.5,82.6,66.8,50.5,41.0
Accrued Expenses,9.42,16.8,22.9,27.3,25.9,27.1,14.1,23.8,,,22.6,25.6,14.1,26.3,10.9,14.5,23.8,17.8,18.1,15.8
Debt Due,402.1,277.6,123.7,303.6,658.2,859.1,555.7,931.1,,,619.4,593.3,555.7,508.1,531.0,774.2,931.1,816.3,386.1,414.3
Total Current Liabilities,560.4,512.4,317.2,576.9,915.4,"1,090",765.6,"1,216",,,835.1,813.2,765.6,725.4,745.9,"1,109","1,216","1,242",664.8,648.0
Long Term Debt,679.4,641.0,619.9,526.6,370.0,437.9,667.4,825.3,,,703.6,701.9,667.4,687.5,931.7,941.4,825.3,654.8,626.5,569.6
Total Liabilities,"1,352","1,252","1,053","1,212","1,374","1,593","1,488","2,086",,,"1,600","1,576","1,488","1,472","1,735","2,098","2,086","1,940","1,341","1,276"
Common Stock,450.0,450.0,589.4,589.4,589.4,589.4,641.8,641.8,,,641.8,641.8,641.8,641.8,641.8,641.8,641.8,641.8,641.8,641.8
Additional Paid-In Capital,469.0,469.0,636.3,636.3,636.3,636.3,636.3,636.3,,,636.3,636.3,636.3,636.3,636.3,636.3,636.3,636.3,636.3,636.3
Retained Earnings (Accumulated Deficit),853.2,888.8,968.8,"1,027","1,061","1,029","1,031","1,083",,,977.0,975.2,"1,031","1,019",966.3,"1,063","1,083","1,091","1,141","1,124"
Shareholders' Equity,"1,772","1,808","2,194","2,253","2,286","2,254","2,309","2,361",,,"2,255","2,253","2,309","2,297","2,244","2,341","2,361","2,369","2,419","2,402"
Cash from Operating Activities,-25.6,250.0,21.0,54.2,94.9,-155.7,153.3,-333.8,,,-14.5,35.3,143.7,-3.38,-145.6,-90.4,-94.5,361.0,836.1,-247.0
Cash from Investing Activities,-70.7,-38.8,-93.5,0.78,-196.0,-24.6,-34.9,-257.0,,,36.6,-2.29,-54.3,32.3,-116.4,-179.1,6.25,-37.1,-78.5,57.0
Cash from Financing Activities,113.5,-171.9,108.3,-128.1,103.7,184.5,-100.2,585.0,,,-24.4,-32.9,-76.8,-31.4,231.3,298.3,86.6,-288.6,-576.0,-32.6
Net Change in Cash,17.1,39.3,35.8,-73.1,2.64,4.24,18.1,-5.90,,,-2.30,0.095,12.6,-2.48,-30.7,28.8,-1.57,35.2,181.7,-222.6
Free Cashflows,-49.7,244.8,-29.7,41.6,77.1,-177.7,140.0,-341.2,,,-17.0,30.4,140.4,-8.20,-146.4,-93.3,-93.3,359.9,833.9,-249.1
Free Cashflow per Share,-0.10,0.50,-0.046,0.065,0.12,-0.28,0.22,-0.53,,,-0.026,0.047,0.22,-0.013,-0.23,-0.15,-0.15,0.56,1.30,-0.39
