,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net",96.5,84.7,79.2,39.0,35.6,37.7,41.3,40.8,,,36.6,37.6,41.3,41.6,41.3,41.5,40.8,39.6,38.8,38.0
Total Assets,996.2,"1,394","1,852","1,587","1,975","1,656","2,046","2,888",,,"1,567","2,060","2,046","2,108","2,825","2,855","2,888","2,984","3,614","3,847"
Accounts Payable,97.2,168.1,153.7,88.8,75.9,57.2,32.9,231.9,,,38.9,35.6,32.9,25.1,231.7,228.3,231.9,208.0,,
Accrued Expenses,37.2,39.8,45.8,99.4,142.9,50.6,17.3,28.0,,,24.1,26.3,17.3,20.9,20.8,18.4,28.0,28.9,,
Debt Due,254.0,180.2,370.9,365.9,409.4,419.1,163.4,681.5,,,442.4,197.6,163.4,257.5,591.8,623.8,681.5,"1,700","2,363","2,597"
Total Current Liabilities,723.3,963.7,"1,296","1,353","1,070",689.1,442.0,"1,289",,,655.0,374.1,442.0,462.4,"1,015","1,113","1,289","2,273","3,003","3,391"
Long Term Debt,132.2,143.5,371.3,100.0,391.7,43.8,786.8,882.2,,,17.9,784.2,786.8,852.0,896.1,904.7,882.2,73.2,46.4,16.5
Total Liabilities,862.8,"1,118","1,681","1,469","1,577",836.5,"1,341","2,287",,,784.9,"1,301","1,341","1,436","2,036","2,140","2,287","2,466","3,173","3,524"
Common Stock,"1,072","2,144","2,144","2,144","2,500","3,000","1,500","2,000",,,"3,000","3,000","1,500","1,500","2,000","2,000","2,000","2,000","2,000","2,000"
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),-938.4,-995.8,"-1,101","-1,154","-1,090","-1,026",-794.8,"-1,099",,,"-1,064","-1,087",-794.8,-828.3,-909.9,-984.9,"-1,099","-1,182","-1,258","-1,377"
Shareholders' Equity,133.4,276.4,171.2,118.1,398.1,819.6,705.1,600.7,,,782.1,758.8,705.1,671.6,789.6,714.6,600.7,517.2,441.8,322.8
Cash from Operating Activities,-217.7,-149.4,-369.5,302.4,-466.7,227.2,-321.5,-795.6,,,-19.1,21.2,-290.5,-175.6,-559.7,-30.0,-30.2,-127.5,-662.3,-161.0
Cash from Investing Activities,11.2,0.81,-40.5,-1.20,-12.9,-72.5,-164.5,-6.99,,,-6.59,-112.9,-38.6,-40.9,39.9,-0.64,-5.38,-6.00,34.1,101.2
Cash from Financing Activities,90.5,128.8,404.2,-252.4,475.1,-120.3,482.9,733.6,,,-2.70,520.5,-34.9,150.9,562.5,15.4,4.88,180.3,631.9,182.4
Net Change in Cash,-116.0,-19.8,-5.81,48.8,-4.59,34.4,-3.14,-68.9,,,-28.4,428.8,-364.0,-65.6,42.6,-15.2,-30.7,46.8,3.67,122.6
Free Cashflows,-222.7,-157.4,-371.6,301.2,-467.5,225.8,-328.3,-799.7,,,-19.3,19.4,-295.1,-176.5,-560.5,-31.3,-31.4,-127.6,-669.4,-160.5
Free Cashflow per Share,-0.21,-0.073,-0.17,0.14,-0.19,0.075,-0.11,-0.20,,,-0.006,0.006,-0.098,-0.059,-0.14,-0.008,-0.008,-0.032,-0.17,-0.040
