,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,53.4,44.1,41.9,38.1,43.0,52.1,52.8,40.4,,,52.3,48.1,52.2,48.5,46.6,46.9,42.5,41.8,44.3,42.3
Days Sale Outstanding,17.6,20.4,28.8,20.0,17.0,21.6,24.5,19.4,,,23.6,26.3,24.5,21.8,23.9,25.2,19.4,19.8,20.0,20.4
Days Payable Outstanding,18.9,20.7,32.9,39.4,47.5,50.4,43.3,36.0,,,34.0,44.5,48.3,44.9,45.6,43.3,38.3,37.6,41.2,38.7
Cash Conversion Cycle,44.3,42.2,20.4,30.4,17.2,29.0,25.2,23.2,,,29.2,22.6,27.7,23.9,21.3,28.0,28.4,23.0,21.1,30.6
Debt to Asset Ratio,0.43,0.47,0.54,0.58,0.53,0.53,0.53,0.52,,,0.55,0.54,0.53,0.50,0.53,0.53,0.52,0.53,0.53,0.52
Debt to Equity Ratio,0.74,0.89,1.15,1.40,1.15,1.13,1.11,1.09,,,1.21,1.19,1.11,1.02,1.11,1.15,1.09,1.12,1.13,1.10
Interest Coverage Ratio,3.88,,0.95,,12.4,9.34,7.14,4.79,,,4.00,10.5,10.2,7.08,9.48,6.15,,0.58,,
Cash and Short Term Investments,"3,994","6,524","5,124","2,009","3,576","2,042","2,145","2,338",,,"2,181","3,759","2,145","2,849","2,350","2,336","2,338","2,806","1,915","3,069"
"Total Receivables, Net","11,898","16,316","23,109","15,436","9,986","10,976","14,356","14,914",,,"12,408","14,626","14,356","14,351","16,805","18,909","14,914","14,881","14,653","14,129"
Total Inventory,"38,810","31,253","34,798","25,344","21,306","25,783","30,052","28,459",,,"23,173","25,173","30,052","27,924","31,304","33,227","28,459","31,459","31,510","26,447"
Total Current Assets,"55,390","54,971","63,772","44,142","35,984","39,848","47,583","46,629",,,"38,756","44,396","47,583","46,208","51,373","55,089","46,629","50,557","49,420","44,572"
"Property/Plant/Equipment, Total - Net","70,077","73,148","83,141","100,872","114,807","120,171","127,061","124,737",,,"125,550","127,035","127,061","126,007","125,195","125,742","124,737","124,385","122,891","121,653"
Total Assets,"132,119","144,296","162,608","162,798","163,174","172,378","184,544","182,446",,,"176,420","182,520","184,544","182,208","186,810","191,279","182,446","185,675","183,388","177,920"
Accounts Payable,"17,408","15,528","36,337","25,815","25,741","19,792","26,031","26,212",,,"19,661","25,019","26,031","27,745","30,182","29,374","26,212","27,683","30,819","22,209"
Accrued Expenses,"2,034","1,550","1,613","1,487","2,378","2,651","2,509","2,553",,,"1,321","1,532","2,509",982.1,"1,475","2,025","2,553",810.0,633.0,"1,117"
Debt Due,"3,384","2,242","9,148","16,548","4,492","25,846","13,618","13,804",,,"18,701","21,029","13,618","9,505","17,537","19,004","13,804","17,999","16,817","16,643"
Total Current Liabilities,"27,593","22,352","49,530","46,829","36,210","52,429","49,353","48,896",,,"43,725","52,463","49,353","45,307","56,898","55,003","48,896","52,750","54,035","44,171"
Long Term Debt,"27,459","44,228","36,138","46,498","49,235","36,741","45,152","43,561",,,"50,393","44,370","45,152","44,134","38,955","44,743","43,561","42,773","39,694","45,313"
Total Liabilities,"56,197","67,815","87,081","94,894","87,296","91,373","96,894","95,066",,,"96,373","99,128","96,894","91,811","98,346","102,283","95,066","98,138","97,204","93,005"
Common Stock,"20,434","20,434","20,434","20,434","20,434","20,434","20,434","20,434",,,"20,434","20,434","20,434","20,434","20,434","20,434","20,434","20,434","20,434","20,434"
Additional Paid-In Capital,"28,569","28,569","28,569","28,569","28,569","28,569","28,569","28,569",,,"28,569","28,569","28,569","28,569","28,569","28,569","28,569","28,569","28,569","28,569"
Retained Earnings (Accumulated Deficit),"26,994","27,538","26,731","19,300","26,956","31,980","38,639","38,413",,,"30,879","34,127","38,639","41,390","39,522","40,041","38,413","38,565","37,236","35,915"
Shareholders' Equity,"75,869","76,419","75,458","67,834","75,804","80,920","87,513","87,286",,,"79,911","83,255","87,513","90,257","88,388","88,911","87,286","87,439","86,109","84,777"
Cash from Operating Activities,"12,859","3,439","17,117","4,596","27,840","7,224","20,245","18,304",,,"9,131","7,753","5,613","7,259","4,403","-1,997","8,639",-965.1,"6,244","-1,931"
Cash from Investing Activities,"-7,779","-13,429","-12,924","-21,040","-11,271","-10,686","-9,768","-6,537",,,"-3,291","-1,708",-334.8,-998.1,"-1,492","-2,781","-1,265","-1,766","-1,065","-1,990"
Cash from Financing Activities,"-6,895","13,558","-5,593","13,328","-15,001","1,929","-10,375","-11,575",,,"-5,567","-4,468","-6,892","-5,556","-3,410","4,763","-7,372","3,200","-6,070","5,075"
Net Change in Cash,"-1,815","3,568","-1,400","-3,116","1,567","-1,534",102.6,192.8,,,272.9,"1,578","-1,614",704.5,-499.0,-14.7,2.01,468.4,-891.2,"1,154"
Free Cashflows,"4,999","-4,920","2,074","-17,508","10,621","-3,193","9,023","11,851",,,"5,795","5,725","4,219","6,267","2,797","-4,768","7,555","-2,703","5,213","-4,076"
Free Cashflow per Share,0.24,-0.24,0.10,-0.86,0.52,-0.16,0.44,0.58,,,0.28,0.28,0.21,0.31,0.14,-0.24,0.37,-0.13,0.26,-0.20
