,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,17.8%,22.0%,19.3%,5.6%,0.8%,-11.2%,-62.8%,-10.3%,,,-13.3%,-10.7%,-62.8%,-63.9%,-67.8%,-68.3%,-9.0%,-6.9%,5.4%,2.9%
SG&A to Sale,20.9%,20.7%,22.1%,28.6%,27.8%,35.1%,31.1%,28.1%,,,26.6%,25.4%,44.4%,35.1%,31.9%,23.3%,23.9%,24.7%,29.4%,33.5%
Depreciation & Amortisation,503.6,506.6,496.5,717.3,774.0,768.5,845.5,500.2,,,263.3,198.4,194.7,123.8,124.8,121.3,86.1,113.8,101.5,88.9
Tax Rate,32.8%,23.8%,20.6%,23.7%,28.4%,13.0%,9.6%,-14.4%,,,13.5%,26.4%,7.7%,26.9%,-30.0%,-12.5%,81.8%,49.0%,20.1%,2.6%
Current Ratio,3.59,3.19,3.52,2.45,2.42,1.27,1.18,1.10,,,1.32,1.27,1.18,0.91,1.01,1.07,1.10,1.09,1.02,1.12
Quick Ratio,2.79,2.70,0.00,1.87,2.03,0.90,0.49,0.74,,,0.90,0.85,0.49,0.53,0.52,0.54,0.74,0.69,0.48,0.54
Days Inventory Outstanding,2.71,4.16,2.97,2.29,4.21,3.05,0.98,1.03,,,1.91,1.57,0.71,0.59,0.46,0.31,0.65,0.70,0.59,0.55
Days Sale Outstanding,97.8,95.7,,77.4,98.8,86.8,66.4,104.0,,,77.4,89.2,66.4,68.2,78.4,94.5,104.0,92.8,75.7,73.5
Days Payable Outstanding,18.7,17.0,9.33,5.01,16.5,23.1,10.8,24.9,,,15.0,17.7,9.78,8.11,11.5,15.5,33.1,34.1,35.6,35.0
Cash Conversion Cycle,104.4,75.6,52.3,31.4,81.1,93.9,74.5,59.4,,,69.7,64.3,74.1,63.0,63.1,75.8,68.2,68.3,55.0,45.2
Debt to Asset Ratio,0.28,0.29,0.29,0.42,0.37,0.36,0.42,0.45,,,0.32,0.33,0.42,0.45,0.46,0.47,0.45,0.44,0.32,0.32
Debt to Equity Ratio,0.39,0.40,0.41,0.73,0.58,0.55,0.73,0.83,,,0.47,0.50,0.73,0.83,0.86,0.88,0.83,0.79,0.46,0.47
Interest Coverage Ratio,191.2,209.3,149.0,7.94,0.74,,,,,,,,,,,,9.66,,,
Cash and Short Term Investments,"4,192","4,610",,"3,334","2,532","1,274",632.5,310.8,,,751.8,786.1,632.5,626.9,401.9,427.1,310.8,387.8,435.3,492.4
"Total Receivables, Net","1,378","1,501",,908.8,"1,018",677.7,493.6,725.5,,,563.6,675.9,493.6,491.7,544.7,623.0,725.5,656.0,529.0,503.6
Total Inventory,10.9,44.3,,33.5,28.0,17.4,7.72,4.47,,,11.8,10.6,7.72,6.99,4.17,3.00,4.47,3.67,2.84,3.28
Total Current Assets,"5,671","6,238","6,232","4,371","3,713","2,132","1,364","1,174",,,"1,439","1,590","1,364","1,340","1,189","1,307","1,174","1,159","1,268","1,150"
"Property/Plant/Equipment, Total - Net","3,004","2,926",,"2,707","2,416","2,639","1,922","1,813",,,"2,474","2,352","1,922","2,106","2,003","1,900","1,813","1,747","1,668","1,629"
Total Assets,"10,652","11,248","11,168","12,746","11,642","10,199","6,959","6,667",,,"9,206","9,240","6,959","7,115","6,872","6,824","6,667","6,601","5,788","5,517"
Accounts Payable,86.6,139.5,,73.3,167.1,176.4,99.4,194.6,,,101.5,151.2,99.4,103.4,174.2,188.9,194.6,199.8,195.0,196.7
Accrued Expenses,"1,066","1,252",,771.2,620.6,422.9,470.0,425.4,,,413.9,495.8,470.0,415.3,425.1,436.5,425.4,417.3,423.6,434.8
Debt Due,6.60,5.76,0.00,31.7,35.2,29.3,22.8,9.60,,,26.9,21.7,22.8,19.7,16.1,12.2,9.60,8.58,8.24,16.5
Total Current Liabilities,"1,578","1,958","1,770","1,784","1,534","1,677","1,152","1,070",,,"1,090","1,254","1,152","1,472","1,178","1,222","1,070","1,067","1,245","1,030"
Long Term Debt,6.33,4.52,,53.5,30.2,12.8,17.1,9.91,,,4.55,2.64,17.1,15.0,13.2,11.1,9.91,8.52,7.12,35.6
Total Liabilities,"2,994","3,209","3,208","5,381","4,260","3,633","2,945","3,031",,,"2,958","3,071","2,945","3,227","3,182","3,197","3,031","2,930","1,830","1,764"
Common Stock,"3,435","3,435","7,899","3,435","3,435","3,435","3,435","3,435",,,"3,435","3,435","3,435","3,435","3,435","3,435","3,435","3,435","3,435","3,435"
Additional Paid-In Capital,"1,107","1,107",,"1,107","1,107","1,107","1,107","1,107",,,"1,107","1,107","1,107","1,107","1,107","1,107","1,107","1,107","1,107","1,107"
Retained Earnings (Accumulated Deficit),"3,053","3,438",,"2,794","2,813","2,030",-512.0,-887.7,,,"1,720","1,639",-512.0,-635.0,-832.8,-897.6,-887.7,-851.6,-564.4,-769.8
Shareholders' Equity,"7,595","7,980","7,899","7,336","7,355","6,572","4,030","3,655",,,"6,262","6,181","4,030","3,907","3,709","3,645","3,655","3,691","3,978","3,773"
Cash from Operating Activities,"2,358","1,994","1,396",981.7,291.6,-273.7,-42.1,-151.4,,,-101.7,61.7,-147.3,-16.3,-119.5,66.1,-92.1,134.9,38.2,77.5
Cash from Investing Activities,"-1,333",-940.5,"2,013","-1,739",-527.8,325.7,196.7,-150.0,,,-430.2,8.03,330.0,-202.5,114.0,-5.40,-45.7,-74.1,28.4,-4.02
Cash from Financing Activities,"-1,458","-1,393","-1,586",-992.1,-223.1,-47.2,-34.0,-20.6,,,-7.00,-7.67,-12.8,-4.98,-5.60,-6.01,-4.05,-2.41,-1.86,-1.73
Net Change in Cash,-433.3,-340.2,"1,824","-1,750",-459.4,4.92,120.6,-322.0,,,-538.8,62.1,169.9,-223.8,-11.1,54.7,-141.9,58.4,64.8,71.7
Free Cashflows,"2,036","1,716","1,224",785.9,25.9,-677.1,-392.4,-274.0,,,-310.3,22.6,-190.4,-19.9,-127.7,12.7,-149.5,60.7,23.3,23.5
Free Cashflow per Share,2.96,2.50,1.78,1.14,0.038,-0.99,-0.57,-0.40,,,-0.45,0.033,-0.28,-0.029,-0.19,0.018,-0.22,0.088,0.034,0.034
