,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",256.1,"1,606","2,321","2,858","3,368","3,978","4,640","5,446",,,"4,266","4,437","4,640","4,846","5,069","5,262","5,446","5,666","5,869","6,096"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,305.7,"1,667","2,416","2,964","3,481","4,087","4,775","5,591",,,"4,392","4,559","4,775","4,973","5,204","5,406","5,591","5,812","6,024","6,265"
"Property/Plant/Equipment, Total - Net",36.8,65.4,68.6,74.0,79.1,83.0,89.4,86.9,,,87.0,88.7,89.4,88.2,87.1,87.2,86.9,86.0,88.8,87.7
Total Assets,703.2,"1,751","2,525","3,100","3,644","4,283","5,017","5,846",,,"4,612","4,793","5,017","5,223","5,462","5,663","5,846","6,069","6,291","6,536"
Accounts Payable,0.55,1.43,14.4,2.62,3.14,9.52,28.1,47.1,,,47.1,59.5,28.1,72.1,56.4,62.8,47.1,90.5,87.9,66.7
Accrued Expenses,8.22,23.4,30.2,26.8,32.2,46.7,50.2,49.8,,,66.2,78.1,50.2,60.6,74.0,73.9,49.8,69.9,77.0,84.8
Debt Due,89.5,591.5,952.6,"1,157","1,413","1,103","1,824","2,370",,,"1,209","1,709","1,824","1,889","2,138","2,101","2,370","2,342","2,405","2,605"
Total Current Liabilities,107.6,635.3,"1,029","1,236","1,526","1,237","1,993","2,554",,,"1,412","1,908","1,993","2,149","2,360","2,297","2,554","2,621","2,673","2,830"
Long Term Debt,131.5,555.5,651.6,804.6,391.4,"1,129",918.7,947.5,,,"1,233",887.2,918.7,856.0,916.4,"1,140",947.5,967.7,"1,156","1,203"
Total Liabilities,242.5,"1,191","1,684","2,046","1,924","2,375","2,921","3,513",,,"2,653","2,804","2,921","3,015","3,287","3,448","3,513","3,602","3,844","4,049"
Common Stock,450.0,470.0,533.0,533.0,613.0,613.0,613.0,613.0,,,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0,613.0
Additional Paid-In Capital,0.00,4.00,90.6,90.6,427.8,427.8,427.8,427.8,,,427.8,427.8,427.8,427.8,427.8,427.8,427.8,427.8,427.8,427.8
Retained Earnings (Accumulated Deficit),10.7,85.8,202.1,415.1,663.7,852.5,"1,040","1,277",,,902.9,933.0,"1,040","1,152","1,118","1,159","1,277","1,411","1,391","1,430"
Shareholders' Equity,460.7,559.8,841.0,"1,054","1,720","1,909","2,096","2,333",,,"1,959","1,989","2,096","2,208","2,174","2,215","2,333","2,467","2,447","2,486"
Cash from Operating Activities,-602.4,-920.9,-582.2,-345.6,-121.5,-191.4,-255.4,-348.5,,,-100.8,-86.7,-127.5,-5.38,-178.5,-93.9,-70.7,15.0,-90.1,-144.7
Cash from Investing Activities,-34.6,-31.7,-8.34,-9.54,-12.5,-8.76,-13.0,-3.84,,,-1.90,-3.27,-2.27,-0.44,-0.39,-1.66,-1.35,-0.63,-4.95,-0.53
Cash from Financing Activities,667.1,947.7,606.6,349.0,140.3,163.8,284.7,354.7,,,99.5,83.2,143.1,-0.99,177.3,106.7,71.6,-13.3,99.7,150.7
Net Change in Cash,30.0,-4.97,16.1,-6.13,6.31,-36.4,16.4,2.32,,,-3.14,-6.74,13.3,-6.82,-1.61,11.2,-0.41,1.08,4.68,5.42
Free Cashflows,-636.7,-952.4,-592.2,-354.6,-133.8,-201.5,-267.9,-352.2,,,-102.6,-89.9,-129.7,-5.79,-178.9,-95.5,-72.0,14.4,-95.0,-145.3
Free Cashflow per Share,-1.04,-1.55,-0.97,-0.58,-0.22,-0.33,-0.44,-0.57,,,-0.17,-0.15,-0.21,-0.009,-0.29,-0.16,-0.12,0.023,-0.16,-0.24
