,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Quick Ratio,0.37,0.36,0.028,0.078,0.070,0.079,0.087,0.088,,,0.087,0.092,0.087,0.080,0.080,0.074,0.088,0.092,0.079,0.091
Days Inventory Outstanding,23.7,23.2,25.2,27.3,28.1,27.9,27.0,26.3,,,26.6,25.2,26.1,27.0,25.8,24.8,25.9,26.7,25.4,24.4
Days Sale Outstanding,3.08,5.37,5.81,5.89,5.12,6.19,6.20,6.54,,,5.61,5.99,6.20,5.51,5.38,5.49,6.54,5.51,5.13,5.38
Days Payable Outstanding,71.8,74.2,75.6,74.0,72.6,69.7,70.7,70.9,,,63.2,64.2,70.4,71.2,66.4,63.8,67.7,70.0,65.9,62.4
Cash Conversion Cycle,-48.9,-57.6,-64.7,-44.3,-41.0,-38.5,-41.4,-40.0,,,-29.2,-36.7,-42.2,-36.3,-33.3,-33.4,-40.8,-35.6,-34.1,-31.1
Debt to Asset Ratio,0.61,0.62,0.89,0.89,0.87,0.83,0.78,0.73,,,0.82,0.79,0.78,0.74,0.75,0.74,0.73,0.72,0.74,0.72
Debt to Equity Ratio,1.57,1.65,9.43,9.46,7.70,5.30,3.72,3.23,,,5.10,3.99,3.72,3.43,3.61,3.46,3.23,3.00,3.26,2.97
Interest Coverage Ratio,"874,943","529,187",6.86,2.41,2.95,3.35,3.92,4.45,,,3.74,3.90,4.27,4.68,4.09,4.33,4.71,4.98,4.25,5.02
Cash and Short Term Investments,"24,095","35,056","25,682","33,436","22,921","34,819","30,264","35,490",,,"19,979","30,081","30,264","40,787","32,212","38,448","35,490","37,402","32,079","26,223"
"Total Receivables, Net","1,363","2,899","4,525","5,980","5,696","7,659","8,313","9,446",,,"7,170","7,820","8,313","7,542","7,497","7,759","9,446","8,115","7,756","8,285"
Total Inventory,"8,642","9,148","19,916","22,167","25,072","26,743","27,430","29,620",,,"24,297","24,929","27,430","27,850","26,015","26,441","29,620","29,407","27,957","28,178"
Total Current Assets,"36,404","48,854","53,963","64,684","56,973","69,899","66,573","74,994",,,"52,189","63,550","66,573","76,746","66,291","73,141","74,994","75,379","68,394","63,276"
"Property/Plant/Equipment, Total - Net","14,994","18,094","71,273","80,201","89,447","99,127","106,394","111,287",,,"102,415","104,283","106,394","107,001","108,161","108,652","111,287","112,962","113,526","114,201"
Total Assets,"55,341","72,168","304,008","326,410","329,083","352,268","360,299","373,742",,,"341,435","354,827","360,299","371,137","361,852","369,248","373,742","375,794","369,666","365,136"
Accounts Payable,"24,393","32,580","54,734","59,312","62,624","66,959","74,742","78,790",,,"59,311","66,373","74,742","70,960","67,455","67,504","78,790","75,612","73,411","70,097"
Accrued Expenses,"2,454","3,938","5,413","6,179","6,667","7,660","8,011","8,109",,,,,"8,011",,,,"8,109",,,
Debt Due,2.17,0.00,"135,171","19,701","23,803","31,554","21,222","26,778",,,"24,484","17,362","21,222","28,586","28,990","40,833","26,778","12,801","17,350","10,378"
Total Current Liabilities,"30,479","41,025","200,798","92,015","101,131","113,818","112,107","123,752",,,"98,438","99,968","112,107","116,133","111,953","125,007","123,752","105,563","107,238","97,562"
Long Term Debt,,,"50,166","178,779","165,684","157,552","145,816","127,486",,,"161,247","157,999","145,816","137,708","137,650","127,570","127,486","142,462","140,774","140,680"
Total Liabilities,"33,642","44,812","271,037","291,352","287,407","292,665","280,070","273,923",,,"281,475","279,912","280,070","275,869","271,803","274,936","273,923","270,868","271,843","262,326"
Common Stock,"4,493","8,983","8,983","8,983","8,983","8,983","8,983","8,983",,,"8,983","8,983","8,983","8,983","8,983","8,983","8,983","8,983","8,983","8,983"
Additional Paid-In Capital,"1,684","1,684","1,684","1,684","1,684","1,684","1,684","1,684",,,"1,684","1,684","1,684","1,684","1,684","1,684","1,684","1,684","1,684","1,684"
Retained Earnings (Accumulated Deficit),"15,675","16,945","19,363","21,432","27,794","36,244","46,628","56,631",,,"36,425","41,395","46,628","51,793","46,443","51,377","56,631","62,148","55,915","61,279"
Shareholders' Equity,"21,491","27,101","28,747","30,782","37,349","55,196","75,333","84,831",,,"55,225","70,114","75,333","80,438","75,203","79,549","84,831","90,161","83,261","88,303"
Cash from Operating Activities,"12,587","23,032","21,624","26,371","31,419","37,939","46,156","41,227",,,"8,364","17,267","15,574","6,353","6,247","10,986","17,640","8,706","8,059","7,510"
Cash from Investing Activities,"-9,638","-8,502","-191,409","-15,958","-17,409","-18,794","-20,380","-15,354",,,"-5,006","-4,334","-5,184","-3,412","-2,926","-4,263","-4,752","-5,125","-2,663","-3,886"
Cash from Financing Activities,"-4,488","-5,615","171,177","-2,830","-24,780","-7,233","-30,120","-20,714",,,"-8,056","-2,770","-10,155","7,355","-11,704",-509.2,"-15,856","-1,753","-9,791","-9,370"
Net Change in Cash,"-1,514","8,883","1,547","7,572","-10,686","11,925","-4,564","5,144",,,"-4,707","10,117",169.7,"10,203","-8,281","6,186","-2,963","1,792","-4,445","-5,763"
Free Cashflows,"8,665","16,685","10,352","12,171","15,320","20,064","30,180","26,793",,,"4,235","13,276","10,946","3,353","3,038","7,178","13,224","3,723","4,654","3,671"
Free Cashflow per Share,0.96,1.86,1.15,1.35,1.71,2.23,3.36,2.98,,,0.47,1.48,1.22,0.37,0.34,0.80,1.47,0.41,0.52,0.41
