,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,49.5,44.1,43.1,45.8,51.4,42.4,37.1,39.5,,,46.8,42.4,40.1,43.7,46.0,41.1,40.7,42.3,41.6,41.0
Days Sale Outstanding,59.4,60.1,51.8,55.0,65.2,46.4,30.5,33.8,,,62.3,57.0,30.5,36.2,38.1,36.7,33.8,49.7,63.3,40.6
Days Payable Outstanding,81.6,51.3,42.2,42.7,45.1,35.3,34.7,35.0,,,43.9,44.1,39.0,40.3,44.1,37.6,32.8,35.3,44.9,42.8
Cash Conversion Cycle,47.9,43.6,50.8,49.3,78.5,62.4,38.7,35.7,,,58.8,60.9,47.1,31.2,39.5,49.5,40.6,48.3,44.0,58.7
Debt to Asset Ratio,0.88,0.67,0.70,0.25,0.23,0.18,0.18,0.17,,,0.21,0.18,0.18,0.19,0.20,0.16,0.17,0.18,0.21,0.18
Debt to Equity Ratio,7.27,2.07,2.32,0.35,0.30,0.23,0.22,0.21,,,0.26,0.21,0.22,0.24,0.25,0.18,0.21,0.22,0.28,0.23
Interest Coverage Ratio,,7.96,11.7,70.0,"2,186","2,623","2,703","2,334",,,"3,345","2,749","2,484","3,831","2,776","1,959",996.4,597.5,504.1,449.9
Cash and Short Term Investments,29.9,69.1,88.3,568.0,238.2,585.8,"1,061","1,088",,,660.5,763.1,"1,061","1,157","1,079","1,053","1,088","1,070","1,049","1,187"
"Total Receivables, Net",231.8,300.2,341.6,429.1,455.8,349.4,227.9,266.1,,,455.6,428.1,227.9,291.5,307.1,286.4,266.1,401.2,523.8,357.0
Total Inventory,131.0,172.5,204.8,223.1,197.1,156.8,176.2,213.8,,,191.3,183.7,176.2,242.3,212.3,187.3,213.8,217.8,213.9,227.4
Total Current Assets,399.6,557.4,655.0,"1,279",976.1,"1,123","1,498","1,605",,,"1,315","1,381","1,498","1,698","1,606","1,533","1,605","1,696","1,798","1,788"
"Property/Plant/Equipment, Total - Net",351.6,586.8,663.7,763.4,"1,208","1,112","1,048","1,056",,,"1,060","1,046","1,048","1,044","1,056","1,071","1,056","1,204","1,176","1,167"
Total Assets,779.3,"1,168","1,341","2,081","2,275","2,452","2,758","2,923",,,"2,590","2,643","2,758","2,951","2,870","2,809","2,923","3,209","3,272","3,273"
Accounts Payable,166.4,187.0,181.8,216.8,151.9,142.7,168.6,176.3,,,208.0,181.6,168.6,217.0,218.7,146.9,176.3,183.8,282.2,178.8
Accrued Expenses,21.0,62.6,111.1,151.7,124.5,155.7,180.5,194.9,,,116.1,150.2,180.5,133.3,156.1,141.0,194.9,145.5,163.9,208.9
Debt Due,394.6,326.0,438.8,4.66,4.62,4.26,5.23,5.23,,,5.35,5.34,5.23,4.95,5.13,4.94,5.23,24.3,23.1,17.4
Total Current Liabilities,634.3,716.2,868.7,508.3,497.4,431.9,493.0,482.5,,,513.6,446.4,493.0,548.7,557.8,422.1,482.5,528.2,650.5,544.8
Long Term Debt,48.5,63.1,56.8,0.58,0.20,,,0.42,,,,,,0.74,0.59,0.50,0.42,17.5,15.9,14.2
Total Liabilities,685.1,786.6,938.9,524.3,515.2,451.1,506.0,499.4,,,533.9,467.6,506.0,563.0,573.0,438.1,499.4,566.9,691.8,586.0
Common Stock,5.00,225.0,225.0,300.0,300.8,301.8,303.1,304.4,,,302.3,303.1,303.1,304.4,304.4,304.4,304.4,304.4,304.4,304.4
Additional Paid-In Capital,,,,913.7,924.9,938.4,956.7,975.3,,,946.3,956.7,956.7,975.3,975.3,975.3,975.3,975.3,975.3,975.6
Retained Earnings (Accumulated Deficit),89.2,155.5,186.0,271.0,479.5,760.8,999.0,"1,141",,,810.0,921.7,999.0,"1,116","1,024","1,091","1,141","1,256","1,191","1,293"
Shareholders' Equity,94.2,380.1,405.0,"1,484","1,706","2,005","2,257","2,428",,,"2,060","2,180","2,257","2,393","2,302","2,375","2,428","2,547","2,487","2,595"
Cash from Operating Activities,-64.3,151.5,184.0,393.9,286.5,671.2,712.1,433.5,,,263.5,120.8,329.0,116.9,179.8,14.1,122.7,80.4,195.3,199.4
Cash from Investing Activities,-284.7,-263.9,-144.9,-429.3,-444.9,-276.8,-765.5,-216.9,,,112.3,-299.1,-334.5,-135.5,50.3,-42.8,-88.9,-51.3,33.8,-214.7
Cash from Financing Activities,350.4,151.3,-19.4,269.6,-79.4,-117.3,-149.4,-199.6,,,-162.3,7.23,0.11,12.6,-210.0,-0.35,-1.84,-1.43,-203.9,-1.99
Net Change in Cash,1.37,39.0,19.7,234.2,-237.7,273.7,-202.8,17.0,,,213.5,-171.0,-5.40,-6.08,20.1,-29.0,32.0,27.8,25.3,-17.3
Free Cashflows,-329.3,-119.7,40.6,214.0,-222.9,536.3,622.2,265.9,,,257.6,93.1,294.2,81.4,131.2,-27.6,80.9,47.9,179.7,159.9
Free Cashflow per Share,-1.10,-0.40,0.14,0.71,-0.74,1.78,2.05,0.87,,,0.85,0.31,0.97,0.27,0.43,-0.091,0.27,0.16,0.59,0.53
