,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,15.4%,14.6%,15.8%,19.1%,20.8%,19.7%,19.3%,21.9%,,,21.3%,18.2%,17.6%,19.9%,19.9%,31.1%,21.8%,36.9%,38.8%,31.2%
Depreciation & Amortisation,131.2,120.1,142.9,165.8,191.5,196.4,184.4,265.0,,,48.0,50.1,39.5,58.0,56.8,66.6,83.7,68.5,62.9,59.0
Tax Rate,30.8%,23.4%,20.2%,20.5%,6.4%,-52.7%,-31.1%,19.2%,,,-6.7%,-455.6%,44.5%,-29.7%,10.3%,12.6%,19.0%,-3.1%,-9.7%,17.4%
Current Ratio,3.29,3.88,4.06,0.98,0.76,0.59,2.48,2.25,,,0.79,2.55,2.48,2.50,3.11,1.82,2.25,1.56,1.20,1.36
Quick Ratio,2.19,2.83,1.68,0.43,0.31,0.32,0.61,0.62,,,0.52,0.70,0.61,0.69,0.91,0.47,0.62,0.59,0.51,0.61
Days Inventory Outstanding,80.2,72.7,71.8,65.6,54.9,55.3,50.7,48.6,,,51.1,49.2,48.3,49.9,51.8,67.6,71.2,68.2,66.6,66.6
Days Sale Outstanding,89.0,90.3,79.0,85.8,82.0,112.6,83.9,62.6,,,111.5,98.4,83.9,92.0,107.2,81.9,67.4,57.9,69.6,67.4
Days Payable Outstanding,42.5,37.4,34.9,30.1,25.5,28.6,27.2,42.8,,,20.6,16.4,20.5,24.0,23.9,57.3,77.1,70.0,67.9,66.8
Cash Conversion Cycle,128.7,120.9,124.7,120.3,112.1,124.7,119.5,40.5,,,140.5,136.6,117.0,114.9,130.1,68.6,65.1,66.7,61.5,75.7
Debt to Asset Ratio,0.21,0.19,0.18,0.63,0.73,0.84,0.30,0.34,,,0.68,0.31,0.30,0.30,0.32,0.38,0.34,0.34,0.28,0.24
Debt to Equity Ratio,0.27,0.24,0.23,1.73,2.66,5.16,0.43,0.51,,,2.13,0.46,0.43,0.43,0.48,0.61,0.51,0.51,0.39,0.32
Interest Coverage Ratio,"2,101",712.2,480.7,,,,,7.38,,,,0.92,6.89,,0.092,11.9,,,4.47,81.9
Cash and Short Term Investments,545.9,651.5,544.6,265.1,209.7,176.2,"1,328","1,045",,,83.3,"1,312","1,328","1,250","1,395","1,211","1,045",446.6,489.8,341.5
"Total Receivables, Net",461.4,530.9,446.7,445.0,442.3,598.6,514.4,588.9,,,649.5,594.8,514.4,575.8,690.4,594.4,588.9,534.4,671.3,642.3
Total Inventory,289.8,271.2,281.3,302.3,284.8,270.3,236.7,435.0,,,238.9,246.4,236.7,259.4,261.6,446.5,435.0,426.8,407.4,418.8
Total Current Assets,"1,336","1,496","1,494","1,141","1,074","1,093","2,106","2,127",,,983.9,"2,166","2,106","2,095","2,361","2,275","2,127","1,426","1,587","1,419"
"Property/Plant/Equipment, Total - Net",835.5,828.4,863.1,"1,007",903.5,880.0,863.5,"1,307",,,834.3,846.6,863.5,838.7,816.5,"1,330","1,307","1,281","1,272","1,255"
Total Assets,"2,308","2,490","2,526","5,372","5,100","4,741","5,579","6,167",,,"4,494","5,655","5,579","5,550","5,727","6,391","6,167","6,113","5,554","5,336"
Accounts Payable,149.3,139.5,129.1,139.3,133.7,153.6,118.2,474.2,,,75.3,86.6,118.2,120.9,119.6,480.4,474.2,411.0,440.2,388.9
Accrued Expenses,117.9,116.9,121.3,128.6,128.8,91.2,136.5,195.5,,,110.7,136.1,136.5,138.5,148.0,206.9,195.5,206.2,209.2,208.1
Debt Due,1.09,2.76,2.81,152.6,553.6,"1,032",216.2,16.7,,,599.4,116.1,216.2,116.3,116.3,116.6,16.7,16.8,16.9,17.5
Total Current Liabilities,406.4,385.1,367.9,"1,164","1,408","1,867",848.4,944.2,,,"1,248",849.6,848.4,837.7,759.5,"1,253",944.2,911.7,"1,326","1,047"
Long Term Debt,2.62,8.08,5.65,574.2,"1,083","1,334",48.7,32.8,,,"1,039",152.7,48.7,44.6,40.5,37.0,32.8,28.7,24.5,20.8
Total Liabilities,484.3,476.4,467.1,"3,407","3,706","3,971","1,678","2,092",,,"3,058","1,775","1,678","1,668","1,851","2,411","2,092","2,067","1,568","1,292"
Common Stock,200.0,200.0,200.0,220.0,220.0,220.0,998.3,998.3,,,420.0,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3
Additional Paid-In Capital,270.0,270.0,270.0,270.0,270.0,270.0,"2,787","2,787",,,907.4,"2,787","2,787","2,787","2,787","2,787","2,787","2,787","2,787","2,787"
Retained Earnings (Accumulated Deficit),"1,353","1,544","1,589","1,475",904.6,279.9,116.0,289.9,,,109.1,94.8,116.0,96.9,91.1,195.5,289.9,260.7,200.3,258.2
Shareholders' Equity,"1,823","2,014","2,059","1,965","1,395",769.9,"3,901","4,075",,,"1,436","3,880","3,901","3,882","3,876","3,981","4,075","4,046","3,985","4,043"
Cash from Operating Activities,404.6,386.1,467.2,57.6,-29.7,-25.9,455.2,526.5,,,-6.39,227.3,88.3,105.1,169.1,293.3,-41.0,156.5,159.6,134.6
Cash from Investing Activities,-413.1,-227.6,57.7,-893.3,-672.7,-573.1,-435.9,-537.2,,,-283.9,-72.1,-65.4,-76.0,-13.7,-429.3,-18.2,-749.0,-41.3,-278.1
Cash from Financing Activities,-162.0,-182.0,-242.9,676.2,696.9,565.5,"1,132",-272.2,,,-157.1,"1,073",-7.07,-107.1,-10.2,-48.1,-106.9,-5.67,-75.1,-4.73
Net Change in Cash,-170.5,-23.5,282.0,-159.5,-5.42,-33.5,"1,152",-282.9,,,-447.4,"1,229",15.8,-78.0,145.2,-184.1,-166.0,-598.2,43.2,-148.2
Free Cashflows,218.1,281.8,311.6,-210.1,-98.9,-63.5,331.5,457.2,,,-16.4,184.0,33.2,95.4,158.0,257.7,-53.8,137.9,125.3,108.0
Free Cashflow per Share,0.99,1.28,1.42,-0.96,-0.45,-0.29,0.33,0.46,,,-0.039,0.18,0.033,0.096,0.16,0.26,-0.054,0.14,0.13,0.11
