,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",120.5,106.3,101.9,86.5,85.9,95.1,103.1,169.0,,,28.7,26.7,25.8,34.2,38.4,48.5,47.9,50.6,40.8,46.8
Operating Income,7.69,16.3,19.0,-26.8,-25.6,-9.07,-17.8,-44.0,,,-4.54,-6.20,-11.0,-10.1,-2.26,-14.6,-16.3,-23.2,-9.56,-15.6
Net Income,-197.1,310.0,16.5,-23.6,-25.2,-17.2,9.57,-55.8,,,-4.22,-9.89,23.2,-10.1,-6.94,-17.6,-21.1,-24.5,-14.3,-21.0
EBITDA,71.7,59.7,64.6,17.0,23.5,40.7,17.2,-20.1,,,5.95,4.52,-8.33,-6.36,1.88,-2.17,-9.80,-17.6,-1.76,-9.69
Gross Profit Margin,15.6%,16.0%,18.0%,10.5%,10.8%,20.1%,21.0%,18.4%,,,24.8%,19.8%,13.8%,19.3%,21.8%,19.9%,15.3%,15.3%,14.9%,16.3%
Operating Margin,1.2%,2.4%,3.2%,-5.3%,-5.2%,-2.2%,-4.4%,-6.6%,,,-4.6%,-6.1%,-10.6%,-8.1%,-1.4%,-8.6%,-7.8%,-13.0%,-4.6%,-8.1%
Net Profit Margin,-31.8%,44.8%,2.8%,-4.6%,-5.1%,-4.1%,2.4%,-8.4%,,,-4.3%,-9.7%,22.4%,-8.1%,-4.2%,-10.3%,-10.1%,-13.7%,-6.8%,-10.9%
Return on Assets,-29.8%,44.3%,2.0%,-3.1%,-3.4%,-2.4%,1.6%,-8.5%,,,-1.9%,-2.8%,1.6%,-0.2%,-0.5%,-1.5%,-7.2%,-8.8%,-9.7%,-9.1%
Return on Equity,-52.5%,56.5%,3.0%,-4.7%,-5.3%,-3.7%,2.0%,-13.4%,,,-0.9%,-2.2%,4.9%,-2.2%,-1.5%,-4.0%,-5.1%,-6.3%,-3.9%,-3.6%
Return on Total Capital,-49.4%,46.4%,2.7%,-4.6%,-5.2%,-3.7%,2.0%,-13.3%,,,-2.7%,-4.1%,2.0%,-0.2%,-0.8%,-2.6%,-13.3%,-17.8%,-20.8%,-14.0%
SG&A to Sale,19.4%,15.4%,17.1%,17.0%,17.4%,22.7%,25.7%,25.4%,,,29.3%,26.3%,24.8%,27.4%,23.1%,28.5%,22.9%,28.3%,19.5%,24.4%
Depreciation & Amortisation,64.0,43.3,45.6,43.8,49.1,49.7,35.0,23.9,,,10.5,10.7,2.70,3.76,4.14,12.5,6.48,5.65,7.80,5.91
Tax Rate,-1.1%,9.9%,4.1%,23.3%,23.5%,-26.4%,49.4%,7.1%,,,-28.9%,-33.5%,6.9%,20.5%,-9.4%,16.7%,-8.3%,3.5%,-6.6%,-8.6%
Current Ratio,1.71,1.44,1.35,0.76,0.50,0.72,4.40,1.01,,,0.68,0.58,4.40,1.23,1.05,1.02,1.01,0.92,0.92,1.58
Quick Ratio,0.52,0.44,0.69,0.34,0.30,0.24,1.05,0.47,,,0.28,0.22,1.05,0.61,0.46,0.53,0.47,0.44,0.52,0.49
Days Inventory Outstanding,49.7,45.2,46.1,24.9,21.3,26.4,20.1,11.9,,,23.2,23.5,18.5,25.6,40.1,39.8,23.5,16.9,13.7,7.94
Days Sale Outstanding,43.0,41.4,56.9,58.8,52.3,45.9,42.5,69.0,,,49.6,43.0,42.5,102.6,86.1,97.0,68.6,62.3,69.0,64.2
Days Payable Outstanding,46.5,31.6,26.8,29.7,21.1,29.4,26.1,29.5,,,35.8,38.6,29.3,46.4,66.5,60.8,49.3,49.6,47.0,39.1
Cash Conversion Cycle,52.6,71.2,62.0,68.1,56.3,49.8,45.5,12.6,,,35.7,29.5,41.3,23.1,59.9,66.6,53.0,25.4,36.3,37.7
Debt to Asset Ratio,0.31,0.35,0.30,0.34,0.34,0.33,0.095,0.37,,,0.30,0.33,0.095,0.32,0.36,0.39,0.37,0.43,0.43,0.34
Debt to Equity Ratio,0.44,0.55,0.42,0.51,0.51,0.49,0.11,0.70,,,0.43,0.49,0.11,0.50,0.59,0.70,0.70,0.90,0.91,0.59
Interest Coverage Ratio,2.35,2.36,2.23,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,104.6,75.3,83.5,74.5,15.3,54.7,135.8,94.0,,,54.9,53.2,135.8,104.1,91.9,86.6,94.0,106.1,80.4,270.3
"Total Receivables, Net",73.1,78.5,93.2,82.0,71.0,52.6,46.7,125.9,,,53.5,46.8,46.7,120.3,117.0,150.0,125.9,123.6,145.2,138.8
Total Inventory,56.7,87.3,36.5,25.7,25.8,22.5,12.5,22.9,,,19.4,19.7,12.5,35.9,52.4,47.1,22.9,32.0,16.3,12.8
Total Current Assets,239.2,259.6,218.1,185.5,118.0,160.6,198.6,267.8,,,131.9,123.6,198.6,265.4,266.6,288.6,267.8,298.3,274.9,477.7
"Property/Plant/Equipment, Total - Net",246.4,519.9,488.9,492.2,510.4,432.8,177.3,146.1,,,412.3,410.2,177.3,180.5,177.0,166.8,146.1,150.5,144.4,151.4
Total Assets,543.9,855.4,770.6,763.8,725.1,688.7,521.2,784.3,,,657.4,667.0,521.2,725.1,754.3,773.9,784.3,813.7,781.8,997.1
Accounts Payable,77.9,22.8,49.1,25.0,25.9,27.9,17.4,70.6,,,30.8,33.5,17.4,70.3,75.8,76.3,70.6,90.9,74.9,67.9
Accrued Expenses,0.21,10.1,0.24,2.06,1.49,1.25,5.54,6.98,,,0.97,0.90,5.54,0.76,0.73,2.00,6.98,17.4,20.8,32.0
Debt Due,17.3,122.1,86.9,195.7,190.8,168.7,0.70,116.5,,,140.1,147.0,0.70,82.3,108.1,124.1,116.5,155.0,152.1,149.0
Total Current Liabilities,139.6,180.0,161.8,242.6,236.0,221.8,45.1,266.1,,,195.3,214.0,45.1,216.3,254.2,281.6,266.1,324.3,300.1,303.2
Long Term Debt,23.4,119.0,64.3,11.4,3.21,1.27,0.91,2.41,,,0.30,1.05,0.91,2.21,2.23,1.81,2.41,2.00,1.47,1.11
Total Liabilities,166.6,303.1,228.9,259.1,245.4,226.6,49.6,291.1,,,199.0,218.6,49.6,230.0,268.7,304.1,291.1,352.2,337.1,341.2
Common Stock,257.8,257.8,232.0,232.0,232.0,232.0,232.0,232.0,,,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,464.0
Additional Paid-In Capital,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,,,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,68.4
Retained Earnings (Accumulated Deficit),47.5,349.4,239.6,202.5,177.5,160.0,169.5,113.4,,,156.2,146.3,169.5,159.4,152.5,134.9,113.4,89.0,69.8,48.9
Shareholders' Equity,375.4,548.5,541.7,504.7,479.6,462.1,471.7,415.6,,,458.3,448.4,471.7,461.5,454.6,437.0,415.6,391.1,371.9,576.5
Cash from Operating Activities,170.8,264.8,110.4,9.63,10.4,67.1,79.5,-70.7,,,33.9,14.0,15.0,-39.0,-1.43,11.0,-38.2,-4.17,-21.2,-21.4
Cash from Investing Activities,-72.8,-310.8,-4.19,-37.0,-54.3,-1.27,169.6,-176.5,,,22.0,-22.1,212.4,-176.1,-16.2,-39.0,54.7,-19.0,14.1,-13.2
Cash from Financing Activities,-78.3,19.1,-115.4,34.7,-13.9,-25.9,-167.0,90.7,,,-23.3,6.35,-143.8,78.8,16.6,1.32,-9.04,35.1,-11.1,224.5
Net Change in Cash,19.7,-27.4,-9.21,7.30,-57.8,39.9,80.9,-59.2,,,32.6,-1.73,82.5,-42.7,-0.56,-23.4,7.44,11.9,-18.2,189.9
Free Cashflows,106.7,161.1,82.6,-45.2,-45.2,64.5,64.4,-77.8,,,28.7,11.9,7.28,-39.2,-3.89,7.97,-39.6,-23.9,-22.8,-36.0
Free Cashflow per Share,0.41,0.69,0.36,-0.19,-0.19,0.28,0.28,-0.34,,,0.12,0.051,0.031,-0.17,-0.017,0.034,-0.17,-0.10,-0.098,-0.078
