,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Asset Ratio,0.33,0.26,0.27,0.31,0.39,0.44,0.38,0.39,,,0.40,0.38,0.38,0.39,0.40,0.40,0.39,0.32,0.33,0.32
Debt to Equity Ratio,0.49,0.36,0.36,0.44,0.64,0.78,0.60,0.64,,,0.66,0.60,0.60,0.64,0.67,0.67,0.64,0.48,0.49,0.46
Interest Coverage Ratio,2.01,4.26,,,,,,,,,,2.48,,,,10.0,,,0.25,4.14
Cash and Short Term Investments,18.4,9.55,9.25,13.8,8.98,2.73,11.6,19.7,,,18.6,2.24,11.6,2.17,2.38,19.8,19.7,10.4,5.03,8.87
"Total Receivables, Net",72.8,46.3,37.6,47.4,71.5,116.1,110.1,125.9,,,103.4,106.7,110.1,85.3,87.2,98.3,125.9,67.6,68.4,80.9
Total Inventory,102.5,83.0,95.4,94.0,95.9,146.8,109.0,108.8,,,149.5,131.2,109.0,108.5,121.4,128.1,108.8,115.4,114.9,113.5
Total Current Assets,201.0,147.7,151.5,165.4,188.4,274.4,234.7,262.3,,,298.9,269.3,234.7,223.9,243.7,284.6,262.3,242.3,236.9,220.3
"Property/Plant/Equipment, Total - Net",440.9,438.9,422.4,408.0,358.5,598.7,580.9,568.0,,,589.3,584.6,580.9,576.0,575.1,571.0,568.0,"1,186","1,221","1,120"
Total Assets,782.5,745.0,744.5,747.9,713.9,"1,018",938.0,943.2,,,"1,013",976.7,938.0,922.9,929.5,967.0,943.2,"1,545","1,562","1,545"
Accounts Payable,74.5,20.6,15.2,31.1,52.6,94.1,47.0,58.7,,,95.5,65.7,47.0,51.9,66.0,70.2,58.7,66.4,56.0,60.5
Accrued Expenses,8.27,9.82,10.4,10.3,8.46,10.0,13.8,13.7,,,12.9,9.63,13.8,10.1,10.1,10.6,13.7,14.9,14.0,14.8
Debt Due,61.5,62.2,89.3,136.1,182.3,238.6,195.7,201.6,,,191.5,195.3,195.7,201.2,194.4,199.4,201.6,194.9,177.2,156.6
Total Current Liabilities,157.5,98.0,132.2,185.3,252.0,360.5,270.3,291.3,,,321.0,282.3,270.3,275.8,289.2,304.2,291.3,299.8,272.2,246.6
Long Term Debt,87.3,51.8,21.6,5.02,2.11,2.34,0.90,0.41,,,1.50,1.20,0.90,1.09,0.77,0.44,0.41,0.38,37.2,34.8
Total Liabilities,258.6,195.4,198.6,229.4,278.0,444.6,353.0,369.3,,,404.3,366.7,353.0,359.5,373.4,388.9,369.3,498.1,515.4,487.8
Common Stock,150.0,150.0,150.0,150.0,150.0,150.0,176.2,176.2,,,176.2,176.2,176.2,176.2,176.2,176.2,176.2,176.2,176.2,176.2
Additional Paid-In Capital,99.4,99.4,99.4,99.4,99.4,99.4,125.7,125.7,,,125.7,125.7,125.7,125.7,125.7,125.7,125.7,125.7,125.7,125.7
Retained Earnings (Accumulated Deficit),115.6,159.4,155.8,128.3,45.8,-18.8,-59.7,-70.7,,,-36.4,-34.8,-59.7,-81.3,-88.6,-66.6,-70.7,-76.9,-77.4,-66.6
Shareholders' Equity,523.9,549.5,545.9,518.4,435.9,573.4,585.0,574.0,,,608.3,610.0,585.0,563.5,556.1,578.1,574.0,"1,047","1,047","1,058"
Cash from Operating Activities,50.8,48.9,28.2,-6.18,-55.9,-61.5,-11.5,1.09,,,-16.1,-17.7,12.1,-13.4,-3.04,15.9,1.63,22.2,-8.96,38.7
Cash from Investing Activities,-17.7,-15.1,-3.83,-11.3,8.04,-1.06,12.1,2.25,,,18.3,-2.23,-2.93,-1.03,10.4,-3.11,-4.01,-24.7,-15.5,-11.8
Cash from Financing Activities,-29.8,-42.7,-24.7,22.0,43.0,56.3,8.15,4.76,,,3.48,3.55,0.10,2.14,-7.14,4.64,5.12,-6.76,19.1,-22.9
Net Change in Cash,3.25,-8.85,-0.33,4.52,-4.84,-6.26,8.82,8.10,,,5.77,-16.4,9.32,-12.3,0.21,17.4,2.74,-9.23,-5.42,4.00
Free Cashflows,24.0,27.7,9.27,-32.0,-64.4,-77.3,-19.8,-10.4,,,-18.2,-19.9,9.19,-14.4,-6.31,12.8,-2.41,-2.90,-39.2,26.1
Free Cashflow per Share,1.60,1.84,0.62,-2.13,-4.29,-5.15,-1.13,-0.59,,,-1.03,-1.13,0.52,-0.82,-0.36,0.72,-0.14,-0.16,-2.22,1.48
