,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash and Short Term Investments,15.1,146.4,66.8,67.6,83.1,971.6,377.9,325.7,,,362.6,609.3,377.9,611.0,488.4,659.5,325.7,202.3,359.2,372.3
"Total Receivables, Net",252.0,379.7,383.6,405.6,631.1,850.6,"1,103","1,387",,,"1,302","1,284","1,103","1,247","1,160","1,165","1,387","1,470","1,385",984.2
Total Inventory,76.4,93.7,93.2,90.7,83.2,135.1,179.5,382.9,,,136.6,166.1,179.5,172.1,209.2,315.9,382.9,273.2,305.2,252.8
Total Current Assets,353.7,772.5,678.0,712.1,918.8,"2,255","1,990","2,304",,,"2,188","2,358","1,990","2,324","2,175","2,481","2,304","2,144","2,289","1,875"
"Property/Plant/Equipment, Total - Net",651.2,"2,435","2,081","1,969","3,480","3,641","8,058","9,540",,,"4,827","6,127","8,058","8,716","9,493","9,594","9,540","9,415","9,155","8,971"
Total Assets,"1,941","3,329","2,867","2,749","4,489","6,004","10,241","11,987",,,"7,148","8,792","10,241","11,200","11,851","12,262","11,987","11,714","11,588","11,112"
Accounts Payable,57.9,223.3,,,627.8,518.1,"1,518",633.6,,,859.7,"1,263","1,518",567.3,644.8,770.6,633.6,588.7,467.4,419.0
Accrued Expenses,53.1,,60.6,65.7,36.2,53.0,33.6,31.7,,,12.4,12.6,33.6,6.88,8.38,9.89,31.7,6.02,7.39,7.39
Debt Due,393.2,"1,081","1,038","1,149",424.3,933.7,"1,536","2,398",,,820.1,"1,400","1,536","1,983","2,086","2,447","2,398","2,418","2,538","2,495"
Total Current Liabilities,506.5,"1,394","1,486","1,739","1,445","1,960","3,807","4,215",,,"1,961","3,114","3,807","3,881","3,589","4,109","4,215","4,085","3,445","3,437"
Long Term Debt,331.6,"1,432",880.2,296.5,"1,797","1,579","3,610","5,568",,,"2,142","2,878","3,610","4,534","5,740","5,803","5,568","5,326","5,774","5,550"
Total Liabilities,863.6,"2,971","2,527","2,360","3,749","3,753","7,663","9,821",,,"4,552","6,233","7,663","8,658","9,504","10,112","9,821","9,455","9,272","9,062"
Common Stock,430.0,430.0,430.0,500.0,750.0,"1,130","1,130","1,135",,,"1,130","1,130","1,130","1,135","1,135","1,135","1,135","1,139","1,139","1,139"
Additional Paid-In Capital,,,,,,803.5,803.5,812.7,,,803.5,803.5,803.5,812.7,812.7,812.7,812.7,819.5,819.5,819.5
Retained Earnings (Accumulated Deficit),647.6,-72.7,-90.4,-111.1,-29.2,293.5,594.9,171.6,,,628.4,586.0,594.9,556.4,360.0,160.9,171.6,263.9,322.2,55.9
Shareholders' Equity,"1,078",357.3,339.6,388.9,739.6,"2,251","2,578","2,166",,,"2,596","2,559","2,578","2,542","2,347","2,150","2,166","2,258","2,317","2,050"
Cash from Operating Activities,,,641.9,761.2,735.5,404.8,"1,939",-501.4,,,319.5,246.5,"1,177",-832.5,181.0,78.4,71.8,196.3,97.5,490.3
Cash from Investing Activities,,,-83.6,-92.8,"-1,719",-690.0,"-4,973","-2,186",,,-770.8,"-1,340","-2,137",-303.7,"-1,442",-317.9,-122.5,-93.3,-40.6,-208.4
Cash from Financing Activities,,,-634.9,-665.9,998.7,"1,124","2,457","2,666",,,541.9,"1,340",726.5,"1,370","1,158",423.0,-284.6,-225.0,98.2,-268.7
Net Change in Cash,,,-76.6,-2.23,14.7,838.5,-576.1,-21.4,,,90.7,246.6,-233.5,233.8,-103.5,183.5,-335.3,-121.9,155.1,13.0
Free Cashflows,,,535.8,677.2,"-1,002",-233.7,"-3,035","-2,769",,,-501.6,"-1,097",-937.5,"-1,137","-1,280",-252.2,-99.5,26.2,53.9,282.5
Free Cashflow per Share,,,0.47,0.60,-0.89,-0.21,-2.69,-2.44,,,-0.44,-0.97,-0.83,-1.00,-1.13,-0.22,-0.088,0.023,0.047,0.25
