,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,,,19.7%,22.6%,37.1%,19.6%,19.1%,21.2%,,,19.9%,19.6%,17.6%,21.7%,19.9%,22.5%,20.4%,21.9%,17.9%,21.4%
Current Ratio,,,1.26,1.19,1.46,0.86,2.16,2.29,,,1.07,0.99,2.16,2.26,2.31,2.37,2.29,2.41,2.48,2.56
Quick Ratio,,,1.05,0.74,0.70,0.35,0.56,0.60,,,0.41,0.38,0.56,0.56,0.56,0.62,0.60,0.65,0.62,0.66
Days Inventory Outstanding,,,57.8,60.8,71.8,72.4,74.9,78.2,,,77.9,81.6,80.0,77.9,81.9,83.2,81.2,77.8,75.3,77.2
Days Sale Outstanding,,,172.6,140.0,125.9,65.4,69.5,69.5,,,62.4,65.8,69.5,68.2,66.4,66.9,69.9,74.2,66.7,65.6
Days Payable Outstanding,,,99.8,90.1,50.1,52.0,103.4,103.1,,,0.00,0.00,52.7,51.7,0.00,0.00,52.3,52.1,0.00,0.00
Cash Conversion Cycle,,,130.6,112.9,205.7,67.3,39.0,41.7,,,142.9,146.4,42.4,146.7,149.5,149.8,45.3,149.9,145.3,143.5
Debt to Asset Ratio,,,0.60,0.70,0.61,0.92,0.40,0.37,,,0.74,0.79,0.40,0.39,0.38,0.36,0.37,0.36,0.35,0.33
Debt to Equity Ratio,,,1.51,2.39,1.62,11.0,0.67,0.59,,,2.81,3.80,0.67,0.62,0.60,0.57,0.59,0.55,0.53,0.50
Interest Coverage Ratio,,,,12.2,25.5,36.9,28.9,89.3,,,26.8,23.4,36.4,100.4,80.7,84.1,96.0,143.2,110.9,146.8
Cash and Short Term Investments,,,"1,130","1,503","2,836","2,156","6,284","6,350",,,"2,041","2,056","6,284","6,622","6,401","5,748","6,350","6,757","6,740","6,302"
"Total Receivables, Net",,,"6,761","6,419","5,875","2,962","3,014","3,131",,,"2,706","2,821","3,014","3,002","2,931","2,996","3,131","3,350","3,079","3,044"
Total Inventory,,,"1,567","2,254","1,984","2,019","2,232","2,396",,,"2,230","2,304","2,232","2,271","2,486","2,431","2,396","2,252","2,334","2,347"
Total Current Assets,,,"9,528","10,317","12,261","7,297","11,698","12,033",,,"7,144","7,315","11,698","12,085","12,007","11,469","12,033","12,526","12,314","11,846"
"Property/Plant/Equipment, Total - Net",,,"1,302","1,973","1,838","1,935","1,945","2,295",,,"1,871","1,913","1,945","1,989","2,062","2,122","2,295","2,381","2,516","2,732"
Total Assets,,,"13,562","12,637","14,408","9,644","14,095","14,936",,,"9,489","9,702","14,095","14,536","14,549","14,086","14,936","15,489","15,426","15,174"
Accounts Payable,,,"2,704","2,959",,"2,876","2,988","3,111",,,,,"2,988",,,,"3,111",,,
Accrued Expenses,,,279.4,610.5,,528.1,611.8,658.3,,,,,611.8,,,,658.3,,,
Debt Due,,,"4,080","4,741","3,794","3,727","1,371",985.0,,,"2,956","3,689","1,371","1,125","1,133","1,026",985.0,985.0,785.0,785.0
Total Current Liabilities,,,"7,539","8,706","8,398","8,441","5,422","5,245",,,"6,666","7,395","5,422","5,342","5,208","4,842","5,245","5,189","4,960","4,635"
Long Term Debt,,,500.0,23.0,198.4,166.4,,,,,83.0,41.3,,,,,,,,
Total Liabilities,,,"8,162","8,908","8,834","8,866","5,682","5,572",,,"7,011","7,701","5,682","5,600","5,471","5,110","5,572","5,510","5,373","5,057"
Common Stock,,,900.0,900.0,900.0,900.0,"2,029","2,029",,,"1,775","1,775","2,029","2,029","2,029","2,029","2,029","2,029","2,029","2,029"
Additional Paid-In Capital,,,,,,,"5,762","5,762",,,,,"5,762","5,762","5,762","5,762","5,762","5,762","5,762","5,762"
Retained Earnings (Accumulated Deficit),,,"4,508","3,875","4,987",301.5,"1,202","2,317",,,"1,195",735.6,"1,202","1,743","1,904","1,879","2,317","2,950","3,063","3,139"
Shareholders' Equity,,,"5,400","3,729","5,467",802.9,"8,438","9,420",,,"2,497","2,027","8,438","8,963","9,117","9,032","9,420","10,038","10,113","10,188"
Cash from Operating Activities,,,"2,054","1,694","3,101","2,775","1,804","1,998",,,414.1,290.6,686.4,747.5,186.2,82.4,981.9,547.9,773.9,284.9
Cash from Investing Activities,,,-577.0,-267.0,16.7,"2,920","-4,374",-829.4,,,291.9,-225.6,"-3,886",-532.1,251.1,95.9,-644.3,-615.6,-232.5,-7.98
Cash from Financing Activities,,,-947.3,"-1,790","-2,392","-6,697","2,777","-1,121",,,-519.9,-136.9,"3,621",-254.0,-282.2,-539.0,-45.5,-5.57,-570.6,-471.3
Net Change in Cash,,,530.2,-201.5,"1,017",-527.6,102.8,50.5,,,184.8,-78.3,378.8,-40.2,162.0,-351.8,280.4,-88.6,-52.6,-176.2
Free Cashflows,,,"1,957","1,249","2,885","2,311","1,433","1,325",,,347.4,157.4,555.9,607.2,87.5,-92.5,722.8,388.4,525.2,-18.2
Free Cashflow per Share,,,0.96,0.62,1.42,1.14,0.71,0.65,,,0.17,0.078,0.27,0.30,0.043,-0.046,0.36,0.19,0.26,-0.009
