,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Assets,"7,369","12,360","8,259","10,522","9,649","14,132","17,025","15,519",,,"15,666","17,105","17,025","20,501","16,499","17,681","15,519","18,818","20,309","16,498"
Accounts Payable,"1,209","2,475","2,284","3,236","3,506","3,918","3,698","4,343",,,"4,972","5,509","3,698","4,153","3,860","3,821","4,343","5,448","6,670","4,564"
Accrued Expenses,262.2,225.9,364.3,414.6,351.4,488.3,442.9,512.7,,,276.9,338.5,442.9,381.4,388.6,445.7,512.7,306.8,388.4,435.2
Debt Due,874.8,"4,730",332.4,"1,504",568.7,"3,979","7,017","3,744",,,"5,075","5,781","7,017","9,745","6,489","5,676","3,744","5,750","6,536","4,680"
Total Current Liabilities,"2,434","7,482","3,017","5,227","4,451","8,493","11,253","8,697",,,"10,422","11,672","11,253","14,470","10,860","10,009","8,697","11,729","13,770","9,716"
Long Term Debt,,,,,,,,550.0,,,,,,,,"1,750",550.0,550.0,550.0,550.0
Total Liabilities,"2,528","7,577","3,149","5,361","4,606","8,648","11,428","9,473",,,"10,596","11,843","11,428","14,648","11,045","11,951","9,473","12,465","14,533","10,489"
Common Stock,"1,992","1,992","1,992","1,992","1,992","1,992","1,992","1,992",,,"1,992","1,992","1,992","1,992","1,992","1,992","1,992","1,992","1,992","1,992"
Additional Paid-In Capital,982.2,982.2,982.2,982.2,982.2,982.2,982.2,982.2,,,982.2,982.2,982.2,982.2,982.2,982.2,982.2,982.2,982.2,982.2
Retained Earnings (Accumulated Deficit),"1,814","1,759","2,084","2,128","1,979","2,434","2,565","3,011",,,"2,029","2,227","2,565","2,822","2,413","2,695","3,011","3,318","2,750","2,982"
Shareholders' Equity,"4,838","4,781","5,108","5,159","5,041","5,481","5,594","6,044",,,"5,067","5,259","5,594","5,850","5,451","5,727","6,044","6,350","5,772","6,005"
Cash from Operating Activities,862.8,-524.0,"1,222",237.1,689.9,406.1,"-1,968","3,723",,,-282.7,-330.3,"-1,352","-1,259","2,844",955.0,"1,182",219.5,"-1,525","2,182"
Cash from Investing Activities,640.0,102.8,19.9,-114.4,84.0,108.2,-245.6,38.5,,,-14.7,-7.16,-98.1,32.7,-32.7,73.0,-34.5,-13.7,15.8,18.5
Cash from Financing Activities,-657.4,-498.3,-458.3,-717.4,-727.8,-568.3,"2,150","-3,736",,,384.6,396.4,"1,369","1,223","-2,704","-1,093","-1,162",-147.2,"1,491","-2,186"
Net Change in Cash,845.3,-922.2,785.9,-592.0,53.8,-54.7,-70.1,24.9,,,86.2,57.7,-83.0,-5.42,111.3,-66.8,-14.2,57.4,-20.8,13.8
Free Cashflows,801.8,-582.0,"1,163",179.0,634.3,350.7,"-2,036","3,698",,,-292.1,-353.2,"-1,380","-1,265","2,841",951.3,"1,170",210.5,"-1,531","2,171"
Free Cashflow per Share,0.40,-0.29,0.58,0.090,0.32,0.18,-1.02,1.86,,,-0.15,-0.18,-0.69,-0.63,1.43,0.48,0.59,0.11,-0.77,1.09
