,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,9.6%,8.7%,8.4%,6.1%,6.9%,11.5%,9.9%,10.2%,,,10.8%,8.8%,8.4%,11.2%,11.7%,9.6%,8.1%,9.4%,9.1%,9.1%
Net Profit Margin,5.9%,5.7%,6.0%,4.4%,5.1%,8.6%,7.5%,7.6%,,,8.1%,6.8%,6.3%,8.4%,8.7%,7.0%,6.4%,7.0%,6.8%,6.5%
Return on Assets,6.9%,6.2%,6.3%,3.8%,4.0%,7.3%,6.3%,6.8%,,,6.8%,6.6%,5.9%,5.8%,6.0%,6.3%,6.5%,6.4%,6.1%,5.9%
Return on Equity,11.1%,7.1%,8.6%,5.0%,5.9%,13.6%,12.0%,13.7%,,,3.4%,2.6%,2.6%,4.1%,4.2%,3.1%,2.9%,3.6%,3.5%,2.9%
Return on Total Capital,9.2%,7.0%,8.6%,4.1%,4.9%,13.6%,11.1%,12.3%,,,11.7%,11.9%,11.1%,11.4%,12.4%,12.7%,12.3%,11.6%,11.9%,11.5%
SG&A to Sale,8.4%,8.6%,9.4%,11.5%,12.2%,11.5%,13.3%,13.2%,,,13.1%,14.1%,14.2%,12.5%,12.7%,13.6%,14.1%,12.2%,13.4%,14.7%
Depreciation & Amortisation,220.6,281.5,382.4,678.6,716.1,577.5,749.9,807.9,,,182.6,189.9,210.0,195.4,201.6,201.6,209.4,220.0,222.4,235.9
Tax Rate,27.9%,23.1%,20.1%,20.0%,19.9%,19.6%,18.4%,18.8%,,,19.7%,15.9%,17.1%,18.7%,19.0%,18.4%,19.2%,18.8%,18.4%,18.5%
Current Ratio,1.14,2.02,1.38,2.66,2.18,1.09,1.05,1.07,,,1.19,1.07,1.05,1.04,1.02,1.04,1.07,1.12,1.02,1.02
Quick Ratio,0.051,0.13,0.097,0.19,0.21,0.095,0.080,0.081,,,0.088,0.083,0.080,0.079,0.078,0.078,0.081,0.087,0.082,0.071
Days Inventory Outstanding,153.2,160.6,175.3,189.4,190.0,217.2,252.1,235.2,,,253.4,252.0,263.8,282.4,284.3,267.7,248.2,230.5,223.6,236.3
Days Sale Outstanding,6.60,11.3,12.9,13.0,13.2,18.9,18.4,16.3,,,16.1,17.7,18.4,19.7,18.9,17.1,16.3,15.8,16.0,14.9
Days Payable Outstanding,59.4,67.3,58.3,43.4,43.9,48.0,46.0,36.4,,,2.24,1.48,24.4,23.3,1.13,1.10,17.8,17.3,1.98,1.52
Cash Conversion Cycle,97.3,81.0,136.4,161.2,153.6,183.4,223.4,217.4,,,270.2,267.5,235.1,299.8,303.2,284.2,231.0,244.8,237.7,251.1
Debt to Asset Ratio,0.47,0.26,0.36,0.33,0.35,0.46,0.53,0.52,,,0.47,0.50,0.53,0.54,0.55,0.53,0.52,0.50,0.52,0.54
Debt to Equity Ratio,0.88,0.35,0.56,0.50,0.54,0.87,1.11,1.10,,,0.90,1.00,1.11,1.19,1.24,1.14,1.10,1.02,1.12,1.18
Interest Coverage Ratio,6.16,6.12,17.4,7.40,8.33,13.2,11.6,10.2,,,14.6,10.0,9.00,12.5,11.9,8.61,8.06,11.7,11.0,8.59
Cash and Short Term Investments,88.5,117.8,162.5,282.6,497.8,169.0,347.0,661.6,,,443.8,446.3,347.0,331.8,614.8,367.0,661.6,710.6,504.3,361.1
"Total Receivables, Net",151.5,342.8,519.8,569.3,628.2,"1,009","1,085","1,170",,,887.3,"1,003","1,085","1,226","1,242","1,181","1,170","1,181","1,241","1,168"
Total Inventory,"3,094","4,975","6,664","7,041","7,579","10,250","12,604","13,298",,,"10,531","11,314","12,604","14,345","14,229","14,030","13,298","13,250","13,641","15,170"
Total Current Assets,"3,384","5,511","7,420","7,918","8,799","11,564","14,326","15,387",,,"11,941","12,955","14,326","16,250","16,316","15,751","15,387","15,270","15,465","16,849"
"Property/Plant/Equipment, Total - Net","4,927","6,488","8,607","13,160","13,677","10,347","12,492","13,959",,,"11,479","12,182","12,492","12,844","13,073","13,175","13,959","14,003","14,589","15,059"
Total Assets,"8,318","12,014","16,046","21,174","23,037","23,067","28,230","31,017",,,"24,090","26,040","28,230","30,549","31,033","30,591","31,017","30,949","31,762","33,603"
Accounts Payable,"1,171","2,209","1,659","1,483","1,899","2,037","2,134","1,875",,,51.0,77.5,"2,134",85.9,27.6,88.3,"1,875",112.9,125.2,60.1
Accrued Expenses,33.0,115.8,111.8,133.9,211.7,197.6,172.3,213.4,,,2.51,3.00,172.3,3.56,18.1,14.6,213.4,10.8,11.0,10.2
Debt Due,"1,641",263.9,"3,469","1,219","1,724","7,819","10,528","11,369",,,"7,489","8,796","10,528","11,861","13,465","12,510","11,369","9,698","11,447","13,188"
Total Current Liabilities,"2,972","2,734","5,370","2,974","4,037","10,649","13,637","14,435",,,"10,042","12,056","13,637","15,556","15,968","15,074","14,435","13,616","15,183","16,555"
Long Term Debt,919.1,3.00,,"3,000","3,000",,"1,105","1,554",,,"1,283",854.2,"1,105",892.5,"1,020","1,020","1,554","1,777","1,325","1,325"
Total Liabilities,"3,895","3,110","5,746","7,091","8,119","10,722","14,849","16,131",,,"11,419","13,008","14,849","16,575","17,107","16,234","16,131","15,526","16,653","18,052"
Common Stock,"1,450","2,152","2,613","3,049","3,484","3,658","3,841","4,001",,,"3,841","3,841","3,841","3,841","4,001","4,001","4,001","4,001","4,202","4,202"
Additional Paid-In Capital,447.6,"4,291","4,739","4,739","4,739","4,739","4,739","4,739",,,"4,739","4,739","4,739","4,739","4,739","4,739","4,739","4,739","4,739","4,739"
Retained Earnings (Accumulated Deficit),674.9,"1,039","1,578","2,009","2,603","3,948","4,771","5,933",,,"4,076","4,419","4,771","5,337","5,042","5,485","5,933","6,475","5,972","6,410"
Shareholders' Equity,"4,422","8,904","10,301","14,083","14,918","12,346","13,350","14,672",,,"12,656","12,999","13,350","13,914","13,787","14,226","14,672","15,209","14,898","15,334"
Cash from Operating Activities,558.1,-20.1,"-1,025",936.9,"1,545",-381.0,140.0,"2,253",,,376.6,-33.5,-981.8,-546.5,-104.3,"1,368","1,536","2,128",65.7,"-1,038"
Cash from Investing Activities,-791.9,"-1,784","-2,488","-1,429","-1,850","-2,517","-2,956","-2,257",,,-592.2,-795.1,"-1,047",-525.6,-581.9,-583.4,-566.2,-561.0,-683.3,-767.2
Cash from Financing Activities,231.3,"1,833","3,558",612.6,320.3,"2,769","2,996",317.9,,,353.1,831.7,"1,931","1,058",959.5,"-1,027",-672.7,"-1,515",416.7,"1,663"
Net Change in Cash,-2.44,29.3,44.7,120.2,14.9,-128.4,178.0,314.6,,,137.2,2.53,-99.3,-15.2,283.0,-247.8,294.6,49.0,-206.2,-143.2
Free Cashflows,-234.1,"-1,806","-3,514",-412.7,343.1,"-3,017","-2,617",52.8,,,-222.9,-620.4,"-2,024","-1,066",-572.6,804.5,886.4,"1,568",-613.8,"-1,822"
Free Cashflow per Share,-0.072,-0.45,-0.84,-0.098,0.082,-0.72,-0.62,0.013,,,-0.053,-0.15,-0.48,-0.25,-0.14,0.19,0.21,0.37,-0.15,-0.43
