,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Equity Ratio,2.45,2.44,1.80,1.11,1.31,1.68,1.99,1.61,,,2.22,2.25,1.99,1.96,1.93,1.75,1.61,1.62,1.69,1.46
Interest Coverage Ratio,1.58,0.92,1.02,,0.66,,,2.22,,,3.23,2.78,,2.26,2.08,3.16,1.32,3.03,3.03,3.04
Cash and Short Term Investments,191.7,273.5,200.3,116.6,152.8,290.9,511.6,646.8,,,222.2,175.1,511.6,280.6,234.2,198.6,646.8,348.7,296.0,351.7
"Total Receivables, Net","2,840","2,886","2,534","1,891","2,108","2,329","2,953","2,267",,,"3,260","3,334","2,953","2,964","3,223","3,050","2,267","2,777","3,046","2,605"
Total Inventory,"1,680","1,710","1,052",759.5,"1,114","1,335","1,254","1,048",,,"1,335","1,527","1,254","1,337",977.6,938.0,"1,048",958.4,975.4,952.3
Total Current Assets,"4,764","4,927","3,852","2,808","3,422","4,009","4,803","4,064",,,"4,964","5,154","4,803","4,698","4,596","4,311","4,064","4,204","4,443","4,010"
"Property/Plant/Equipment, Total - Net",192.4,182.5,176.5,143.1,153.6,140.4,142.2,137.0,,,136.5,144.4,142.2,139.6,136.9,139.0,137.0,174.7,198.2,190.9
Total Assets,"5,575","5,835","4,890","3,778","4,414","5,161","6,318","5,702",,,"6,421","6,632","6,318","6,353","6,259","5,999","5,702","5,811","5,975","5,535"
Accounts Payable,"1,004",836.9,623.9,483.3,814.4,700.1,979.5,763.0,,,872.8,"1,094",979.5,909.2,650.6,805.0,763.0,973.7,885.7,972.0
Accrued Expenses,76.7,75.0,58.2,58.6,56.1,77.7,107.0,126.9,,,65.2,75.7,107.0,105.9,103.8,102.3,126.9,117.8,111.9,114.4
Debt Due,"2,370","2,514","1,724",648.1,805.2,"1,321","1,943","1,747",,,"2,085","1,992","1,943","1,975","2,105","1,611","1,747","1,752","1,801","1,368"
Total Current Liabilities,"3,877","4,058","3,006","1,904","2,433","3,165","4,163","3,480",,,"4,354","4,520","4,163","4,165","4,077","3,760","3,480","3,552","3,693","3,221"
Long Term Debt,15.1,8.71,41.2,23.2,15.7,10.9,4.33,1.16,,,7.69,6.02,4.33,3.59,1.95,1.32,1.16,0.99,0.83,1.04
Total Liabilities,"3,959","4,140","3,125","1,989","2,506","3,233","4,208","3,521",,,"4,427","4,592","4,208","4,210","4,122","3,810","3,521","3,595","3,753","3,281"
Common Stock,947.0,947.0,947.0,947.0,947.0,947.0,947.0,947.0,,,947.0,947.0,947.0,947.0,947.0,947.0,947.0,947.0,947.0,947.0
Additional Paid-In Capital,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,,,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
Retained Earnings (Accumulated Deficit),572.0,651.8,694.4,745.7,864.2,883.8,"1,066","1,137",,,949.6,996.1,"1,066","1,099","1,093","1,137","1,137","1,173","1,177","1,210"
Shareholders' Equity,"1,616","1,696","1,739","1,790","1,908","1,928","2,110","2,181",,,"1,994","2,040","2,110","2,143","2,137","2,181","2,181","2,217","2,221","2,254"
Cash from Operating Activities,-572.3,2.56,707.3,661.3,-139.7,-293.9,-313.7,373.3,,,-214.2,74.3,407.5,-284.5,-146.4,461.6,342.6,-272.9,-78.3,496.7
Cash from Investing Activities,61.9,-0.48,-3.52,-8.54,43.7,-22.8,-64.5,6.87,,,-94.8,-27.0,-19.5,22.6,16.7,-17.9,-29.5,-42.0,17.4,-8.44
Cash from Financing Activities,599.9,79.6,-776.9,-736.4,132.2,454.9,598.9,-244.9,,,412.1,-94.4,-51.5,30.9,83.3,-494.3,135.1,4.97,20.1,-432.6
Net Change in Cash,89.5,81.7,-73.2,-83.6,36.1,138.2,220.6,135.2,,,103.1,-47.1,336.5,-231.0,-46.4,-50.5,448.2,-310.0,-40.8,55.7
Free Cashflows,-588.2,-16.6,680.8,652.3,-169.6,-302.3,-335.3,362.3,,,-215.5,61.0,403.8,-286.7,-146.5,455.2,340.3,-314.5,-109.4,498.0
Free Cashflow per Share,-0.62,-0.018,0.72,0.69,-0.18,-0.32,-0.35,0.38,,,-0.23,0.064,0.43,-0.30,-0.15,0.48,0.36,-0.33,-0.12,0.53
