,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",400.4,448.3,377.3,418.2,201.5,229.9,200.2,150.6,,,189.5,201.8,200.2,208.6,154.7,154.8,150.6,148.2,166.5,164.3
Total Inventory,442.7,419.8,357.5,349.5,86.9,77.3,72.2,104.5,,,81.7,71.8,72.2,73.8,85.2,105.9,104.5,99.6,99.0,100.7
Total Current Assets,"1,221","1,294","1,279","1,347","1,563","1,455","1,503","1,139",,,"1,459","1,491","1,503","1,553","1,314","1,231","1,139","1,170","1,115","1,006"
"Property/Plant/Equipment, Total - Net",980.6,983.9,793.8,684.5,357.3,454.9,566.7,525.2,,,437.4,429.1,566.7,559.2,554.4,540.7,525.2,512.1,634.6,629.2
Total Assets,"2,503","2,638","2,550","2,627","2,545","2,596","2,764","2,723",,,"2,616","2,614","2,764","2,802","2,726","2,739","2,723","2,740","2,718","2,664"
Accounts Payable,,197.8,170.4,171.5,,78.4,68.4,68.2,,,59.4,62.0,68.4,71.1,109.0,114.7,68.2,71.4,90.2,74.2
Accrued Expenses,,31.1,38.5,40.4,,27.2,24.4,17.2,,,19.5,28.9,24.4,16.9,18.3,27.6,17.2,14.5,16.3,24.6
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,224.0,264.1,235.6,234.6,262.9,186.4,189.3,170.5,,,184.4,157.8,189.3,202.2,189.8,200.9,170.5,161.3,202.2,212.2
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,308.2,381.2,352.9,369.6,329.9,261.0,360.2,318.8,,,263.7,240.3,360.2,376.1,364.4,354.0,318.8,310.1,356.0,339.1
Common Stock,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,,,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
Additional Paid-In Capital,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,,,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4
Retained Earnings (Accumulated Deficit),"1,714","1,764","1,752","1,793","1,824","1,956","2,010","2,015",,,"1,973","1,988","2,010","2,032","1,974","1,987","2,015","2,037","1,963","2,001"
Shareholders' Equity,"2,011","2,081","2,036","2,098","2,107","2,239","2,310","2,311",,,"2,258","2,280","2,310","2,333","2,268","2,292","2,311","2,336","2,268","2,308"
Cash from Operating Activities,189.3,244.7,277.8,200.4,262.7,120.8,145.4,85.3,,,13.7,5.19,104.7,43.0,-2.34,31.0,43.6,24.6,65.3,-12.5
Cash from Investing Activities,-278.1,-204.1,-183.5,-160.5,-211.9,128.1,-143.0,124.3,,,15.2,-35.0,-104.0,-69.8,51.9,43.4,98.9,-0.21,-9.36,25.4
Cash from Financing Activities,-43.9,-50.8,-61.5,-48.8,-94.7,-173.6,-105.5,-105.5,,,-75.6,0.00,-29.9,,-75.6,-29.9,-29.9,,-64.8,-29.9
Net Change in Cash,-132.7,-10.2,32.8,-8.86,-49.5,80.9,-103.1,104.1,,,-46.7,-29.8,-29.3,-26.8,-26.0,44.5,112.5,24.4,-8.89,-17.0
Free Cashflows,44.5,72.2,165.3,158.8,237.2,-114.8,104.7,55.0,,,2.88,-1.50,87.9,32.6,-15.2,26.7,40.9,20.5,62.1,-24.2
Free Cashflow per Share,0.41,0.67,1.53,1.47,2.20,-1.06,0.97,0.51,,,0.027,-0.014,0.81,0.30,-0.14,0.25,0.38,0.19,0.57,-0.22
