,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Common Stock,200.0,265.0,620.0,"1,000","1,000","1,000","1,000","1,000",,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
Additional Paid-In Capital,,,,"3,963","3,963","3,963","3,963","3,963",,,"3,963","3,963","3,963","3,963","3,963","3,963","3,963","3,963","3,963","3,963"
Retained Earnings (Accumulated Deficit),347.1,0.90,-0.33,633.5,938.2,"1,478","1,775","2,240",,,"1,525","1,564","1,775","1,955","1,665","1,720","2,240","2,659","2,612","2,844"
Shareholders' Equity,547.1,509.2,942.9,"6,029","6,333","6,873","7,114","7,177",,,"6,891","6,913","7,114","6,902","6,621","6,662","7,177","7,616","7,533","7,770"
Cash from Operating Activities,,463.9,989.9,876.5,"1,620","1,554",286.0,"1,290",,,-19.5,-148.4,558.5,-129.7,763.8,94.9,561.2,589.4,566.2,236.3
Cash from Investing Activities,,"-2,836","-1,249","-1,769",239.9,"-2,255","-2,431","-2,045",,,-428.0,-895.1,-861.2,-696.4,-891.9,-224.8,-231.6,-224.5,-83.5,-74.4
Cash from Financing Activities,,"2,639",244.2,934.9,"-1,010",71.1,"1,551",777.0,,,316.4,"1,161",-176.4,"1,243",-140.0,153.1,-479.0,-111.0,-494.3,-374.4
Net Change in Cash,,267.0,-14.7,42.5,849.4,-632.4,-598.3,-9.17,,,-150.9,138.4,-479.5,414.3,-268.6,-0.44,-154.4,240.9,9.73,-189.7
Free Cashflows,,"-2,235",59.7,-325.4,"1,421",-588.2,"-2,693",-762.6,,,-533.4,"-1,457",-251.1,-834.0,-125.5,-126.2,323.1,368.1,482.5,161.2
Free Cashflow per Share,,-2.23,0.060,-0.33,1.42,-0.59,-2.69,-0.76,,,-0.53,-1.46,-0.25,-0.83,-0.13,-0.13,0.32,0.37,0.48,0.16
