,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net",352.4,333.1,294.3,260.1,219.3,169.3,141.5,133.4,,,153.7,148.0,141.5,139.2,136.7,139.2,133.4,127.2,121.5,116.7
Total Assets,"1,143","1,091","1,054",936.9,937.2,992.4,"1,010","1,083",,,"1,045",989.2,"1,010",999.1,"1,023","1,033","1,083","1,049","1,212","1,163"
Accounts Payable,145.2,125.2,114.7,59.8,58.5,74.6,36.0,70.1,,,112.1,37.4,36.0,26.1,42.5,23.7,70.1,42.3,35.2,13.4
Accrued Expenses,16.7,17.9,22.5,18.2,21.2,19.0,18.5,17.2,,,12.0,14.8,18.5,11.3,13.6,15.2,17.2,9.16,11.2,11.5
Debt Due,0.007,60.0,28.9,14.0,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,175.5,203.3,202.5,94.6,80.1,94.2,55.7,88.1,,,125.0,53.1,55.7,38.3,56.9,39.7,88.1,52.3,47.3,25.9
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,268.3,292.5,253.4,144.3,122.8,137.1,97.2,124.5,,,167.2,94.9,97.2,72.8,90.8,74.3,124.5,88.6,127.1,105.3
Common Stock,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,,,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),221.3,123.6,140.0,118.0,148.4,184.6,227.5,334.5,,,202.2,216.6,227.5,236.3,248.7,269.0,334.5,334.2,461.4,436.4
Shareholders' Equity,725.2,648.1,650.7,642.6,664.4,705.3,762.9,808.3,,,727.6,744.3,762.9,776.3,782.5,809.1,808.3,810.4,934.5,907.8
Cash from Operating Activities,-100.4,4.42,18.6,47.9,11.5,108.3,-24.0,54.8,,,-19.8,-43.0,31.4,5.12,80.6,-26.0,-4.85,-72.4,-21.6,36.9
Cash from Investing Activities,25.4,-27.0,-14.7,-18.5,-9.43,-14.5,-0.94,-14.6,,,1.52,-1.54,-0.39,-4.36,-0.82,-8.70,-0.76,-0.070,28.0,-0.80
Cash from Financing Activities,-102.5,48.0,-31.1,-14.9,-14.0,,,,,,,,,,,,,,,
Net Change in Cash,-177.6,25.4,-27.2,14.6,-12.0,93.8,-24.9,40.2,,,-18.3,-44.5,31.0,0.76,79.8,-34.7,-5.61,-72.5,6.37,36.1
Free Cashflows,-150.7,-35.1,-0.82,24.6,-2.04,96.1,-27.6,37.0,,,-20.8,-44.7,31.0,0.76,76.6,-34.7,-5.61,-72.6,-22.3,36.1
Free Cashflow per Share,-3.35,-0.78,-0.018,0.55,-0.045,2.14,-0.61,0.82,,,-0.46,-0.99,0.69,0.017,1.70,-0.77,-0.12,-1.61,-0.50,0.80
