,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accounts Payable,96.9,110.3,103.0,172.0,110.0,33.0,52.0,40.0,,,35.0,48.0,52.0,45.0,36.0,34.0,40.0,46.0,65.0,76.0
Accrued Expenses,21.8,33.9,60.8,92.5,156.2,99.0,109.0,141.0,,,136.2,143.8,109.0,113.0,86.0,137.0,141.0,114.0,84.0,102.0
Debt Due,37.3,17.2,16.8,13.1,145.6,195.9,208.5,347.1,,,211.2,190.4,208.5,262.0,260.1,284.1,347.1,374.0,342.1,409.4
Total Current Liabilities,268.7,222.4,248.9,643.6,"1,019",929.2,802.4,868.4,,,752.7,848.8,802.4,820.7,558.3,803.5,868.4,917.6,"1,178","1,129"
Long Term Debt,16.1,16.6,14.6,409.1,734.2,"1,342","1,447","1,352",,,"1,490","1,469","1,447","1,440","1,419","1,386","1,352","1,328","1,290","1,199"
Total Liabilities,297.7,257.8,293.3,"2,489","2,854","3,026","2,997","3,124",,,"2,975","3,057","2,997","3,017","2,863","3,085","3,124","3,172","2,560","2,630"
Common Stock,100.0,115.5,140.0,308.0,310.1,320.1,339.1,347.1,,,334.4,334.4,339.1,339.1,347.1,347.1,347.1,347.1,347.1,347.1
Additional Paid-In Capital,,3.10,"2,699","2,699","2,749","2,936","3,441","3,633",,,"3,329","3,329","3,441","3,441","3,633","3,633","3,633","3,633","3,633","3,633"
Retained Earnings (Accumulated Deficit),315.4,490.3,406.3,57.8,-490.4,-745.7,-889.6,"-1,187",,,-771.3,-700.6,-889.6,-870.1,-960.6,"-1,031","-1,187","-1,312","-1,405","-1,583"
Shareholders' Equity,263.5,456.2,"3,093","2,911","2,424","2,366","2,739","2,641",,,"2,746","2,933","2,739","2,955","2,869","2,798","2,641","2,514","2,421","2,243"
Cash from Operating Activities,570.1,557.8,418.3,144.6,233.2,749.6,"1,186","1,189",,,286.5,379.8,283.4,278.5,283.8,349.4,277.2,237.0,324.8,251.0
Cash from Investing Activities,-50.7,-62.9,"-1,738",-615.3,"-1,033","-1,537","-1,473","-1,227",,,-544.7,-276.7,-369.3,-361.7,-259.6,-336.7,-269.0,-199.2,-242.5,-218.1
Cash from Financing Activities,-515.7,-457.6,"2,112",194.9,387.5,678.7,332.6,-2.11,,,46.5,49.3,-130.0,204.2,-156.8,-34.5,-15.0,-49.4,-91.2,-50.9
Net Change in Cash,3.72,37.0,792.6,-277.4,-403.8,-107.5,43.0,-38.6,,,-212.4,151.7,-215.9,119.5,-128.1,-23.1,-6.91,-14.3,-8.38,-18.5
Free Cashflows,535.9,515.0,310.5,-182.4,26.2,555.9,"1,111","1,152",,,271.3,374.9,259.6,266.5,272.1,331.7,281.9,228.0,313.6,232.3
Free Cashflow per Share,0.17,0.17,0.10,-0.059,0.008,0.17,0.33,0.33,,,0.081,0.11,0.077,0.079,0.078,0.096,0.081,0.066,0.090,0.067
