,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,30.6,18.2,8.02,-52.0,-22.2,39.3,70.4,87.2,,,20.0,20.0,18.3,27.4,21.1,22.2,16.4,21.4,27.9,52.0
"Selling/General/Administrative Expenses, Total",30.2,30.1,34.8,52.7,114.4,121.0,80.1,86.0,,,14.9,16.7,32.3,20.9,21.0,16.3,28.0,36.8,50.8,64.3
Operating Income,0.42,-11.9,-26.8,-174.7,-136.5,-164.8,-4.70,15.4,,,7.12,4.49,-12.1,6.48,4.94,5.93,-1.98,-15.4,-21.4,-10.1
Net Income,8.43,-6.65,-13.3,-323.1,-195.5,-134.6,-131.5,5.23,,,6.24,2.71,-135.0,-1.06,6.13,0.36,-0.20,-23.3,-15.3,166.3
EBITDA,14.6,1.31,-14.6,-164.9,-126.6,-146.8,15.9,52.2,,,10.5,7.96,-1.73,14.8,13.6,15.8,8.10,-4.61,-9.51,0.92
Gross Profit Margin,18.4%,12.9%,4.3%,-28.7%,-12.7%,21.5%,30.6%,29.2%,,,37.7%,36.1%,23.4%,36.8%,31.6%,27.7%,21.4%,27.7%,28.3%,51.6%
Operating Margin,0.3%,-8.4%,-14.3%,-96.6%,-78.3%,-89.9%,-2.0%,5.2%,,,13.4%,8.1%,-15.4%,8.7%,7.4%,7.4%,-2.6%,-20.0%,-21.6%,-10.0%
Net Profit Margin,5.1%,-4.7%,-7.1%,-178.6%,-112.2%,-73.5%,-57.2%,1.8%,,,11.8%,4.9%,-172.5%,-1.4%,9.2%,0.4%,-0.3%,-30.2%,-15.5%,165.3%
Return on Assets,1.3%,-1.1%,-2.2%,-61.9%,-41.2%,-29.8%,-21.9%,0.7%,,,-12.5%,-6.5%,-16.8%,-15.7%,-16.9%,-17.6%,0.7%,-1.8%,-3.4%,10.9%
Return on Equity,1.4%,-1.1%,-2.3%,-77.4%,-47.2%,-43.0%,-23.8%,0.9%,,,2.0%,0.4%,-24.5%,-0.2%,1.1%,0.1%,0.0%,-2.8%,-1.8%,16.7%
Return on Total Capital,1.4%,-1.1%,-2.3%,-77.4%,-44.1%,-39.3%,-22.6%,0.8%,,,-14.1%,-5.2%,-22.6%,-21.8%,-21.6%,-20.0%,0.8%,-1.8%,-4.1%,11.8%
SG&A to Sale,18.2%,21.3%,18.6%,29.2%,65.6%,66.1%,34.9%,28.9%,,,28.0%,30.1%,41.2%,28.1%,31.5%,20.3%,36.6%,47.6%,51.4%,63.9%
Depreciation & Amortisation,14.2,13.2,12.2,9.84,9.96,17.9,20.6,36.9,,,3.39,3.48,10.4,8.28,8.67,9.83,10.1,10.8,11.9,11.0
Tax Rate,0.0%,2.0%,5.1%,-0.4%,0.0%,0.0%,7.6%,63.3%,,,0.0%,0.0%,7.4%,143.3%,36.1%,90.8%,88.0%,-32.3%,25.7%,-0.7%
Current Ratio,47.1,30.2,28.8,27.8,7.26,11.4,3.01,7.72,,,9.85,33.5,3.01,3.17,11.1,8.81,7.72,2.82,2.42,2.91
Quick Ratio,7.06,4.58,5.55,9.09,2.18,3.64,1.61,3.49,,,2.17,3.40,1.61,1.61,4.87,3.89,3.49,1.21,1.09,1.19
Days Inventory Outstanding,834.3,881.7,554.0,323.7,227.2,189.0,142.7,115.6,,,185.5,197.2,159.9,139.9,141.0,128.7,124.1,131.5,120.3,127.3
Days Sale Outstanding,152.2,159.1,146.9,182.4,178.4,133.9,157.5,128.5,,,127.1,125.1,157.5,128.9,127.7,115.0,128.5,124.2,115.8,73.1
Days Payable Outstanding,14.7,14.6,10.7,10.4,19.3,26.4,16.2,13.6,,,26.9,21.3,16.9,17.2,14.5,12.0,12.9,6.29,0.00,0.00
Cash Conversion Cycle,"1,012","1,041",672.7,481.4,383.7,325.6,256.1,227.5,,,295.2,301.2,272.1,256.1,253.3,232.1,233.1,257.3,234.4,218.4
Debt to Asset Ratio,0.024,0.045,0.045,0.036,0.20,0.19,0.32,0.28,,,0.20,0.091,0.32,0.32,0.21,0.27,0.28,0.26,0.27,0.17
Debt to Equity Ratio,0.024,0.047,0.048,0.037,0.25,0.24,0.47,0.39,,,0.25,0.10,0.47,0.46,0.26,0.38,0.39,0.36,0.38,0.21
Interest Coverage Ratio,,,,,,,,2.16,,,14.1,8.90,,2.19,4.54,3.88,,,,
Cash and Short Term Investments,86.4,54.9,61.5,34.1,211.2,146.0,255.8,99.1,,,127.4,480.9,255.8,250.3,141.3,90.0,99.1,76.3,67.4,82.8
"Total Receivables, Net",69.3,61.4,75.3,90.4,85.2,67.2,99.2,104.9,,,62.4,65.7,99.2,92.3,96.2,94.5,104.9,102.3,105.5,70.8
Total Inventory,306.4,286.7,256.8,156.4,88.3,60.7,63.9,69.6,,,68.0,75.8,63.9,70.6,74.8,73.7,69.6,88.6,72.8,91.4
Total Current Assets,462.4,404.3,393.6,283.0,386.7,274.3,439.5,345.5,,,283.6,648.8,439.5,438.4,335.8,329.4,345.5,347.0,318.6,252.1
"Property/Plant/Equipment, Total - Net",151.7,144.2,137.2,146.5,122.1,107.6,311.8,370.8,,,102.6,101.5,311.8,307.6,308.0,381.1,370.8,399.4,399.7,258.3
Total Assets,623.0,622.4,610.6,433.0,516.9,387.2,812.8,776.0,,,391.5,755.6,812.8,805.5,702.0,768.7,776.0,"1,147","1,142","1,205"
Accounts Payable,6.63,3.22,7.23,6.02,14.8,6.02,8.17,7.56,,,8.98,6.58,8.17,8.41,6.58,7.31,7.56,,,
Accrued Expenses,,,4.48,2.93,10.2,13.3,21.1,14.1,,,6.77,7.53,21.1,13.1,13.5,8.99,14.1,,,
Debt Due,0.00,0.00,0.100,0.00,3.29,2.16,107.0,1.48,,,2.14,2.22,107.0,108.2,1.10,1.11,1.48,15.5,35.2,22.4
Total Current Liabilities,9.82,13.4,13.7,10.2,53.2,24.1,146.1,44.8,,,28.8,19.3,146.1,138.3,30.2,37.4,44.8,123.2,131.9,86.8
Long Term Debt,,,,,28.6,29.9,29.6,92.8,,,28.8,29.2,29.6,32.1,31.7,91.8,92.8,98.2,99.6,83.9
Total Liabilities,14.7,28.1,27.8,15.5,102.2,74.4,260.8,218.7,,,77.9,68.8,260.8,254.5,144.9,211.2,218.7,301.9,312.8,209.2
Common Stock,400.0,400.0,400.0,476.9,667.6,700.5,"3,170","3,170",,,700.5,"3,170","3,170","3,170","3,170","3,170","3,170","9,391","9,391","9,391"
Additional Paid-In Capital,93.0,93.0,93.0,167.8,167.8,167.8,,,,,167.8,,,,,,,,,
Retained Earnings (Accumulated Deficit),89.2,76.9,65.5,-257.6,-420.7,-555.4,-686.6,-681.4,,,-554.6,-551.9,-686.6,-687.7,-681.5,-681.2,-681.4,-704.7,-720.4,-554.1
Shareholders' Equity,608.3,594.3,582.9,417.5,414.6,312.8,552.1,557.3,,,313.7,686.8,552.1,551.0,557.1,557.5,557.3,845.1,829.3,995.6
Cash from Operating Activities,74.4,40.7,18.9,-6.68,-8.04,-31.6,-8.60,20.2,,,9.28,-17.4,11.4,-2.63,6.25,8.38,8.24,-18.6,-14.6,10.4
Cash from Investing Activities,-5.69,-65.9,-13.3,-173.6,-65.5,15.0,-468.6,16.3,,,7.60,0.11,-455.8,8.15,69.7,-52.4,-9.05,-344.3,-5.39,111.1
Cash from Financing Activities,-8.00,-6.00,0.100,151.5,221.6,31.0,473.1,-108.7,,,0.031,370.4,104.8,-3.76,-108.5,-6.25,9.76,345.2,19.3,-100.5
Net Change in Cash,61.3,-31.4,5.92,-28.7,148.2,14.8,-5.33,-72.4,,,17.1,353.4,-340.2,-0.58,-29.3,-51.3,8.79,-17.8,-0.96,21.0
Free Cashflows,68.5,38.7,13.4,-26.7,-19.5,-43.1,-14.9,-12.2,,,8.93,-19.8,9.31,-3.64,-2.44,-9.16,3.05,-33.8,-26.1,-18.3
Free Cashflow per Share,0.17,0.097,0.034,-0.056,-0.029,-0.062,-0.005,-0.004,,,0.013,-0.006,0.003,-0.001,-0.001,-0.003,0.001,-0.004,-0.003,-0.002
