,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,"-1,666",924.5,"1,570","2,133","2,537","3,007","3,988","6,274",,,947.3,"1,028","1,127","1,466","1,600","1,711","1,497","1,945","1,615","1,583"
Net Income,"-1,621",255.0,"1,283","1,755","2,073","2,495","3,304","5,140",,,786.6,846.1,939.1,"1,209","1,306","1,396","1,229","1,589","1,323","1,292"
EBITDA,"-1,460","1,111","1,730","2,275","2,666","3,139","4,143","6,440",,,"1,028","1,112","1,037","1,557","1,685","1,796","1,401","2,023","1,695","1,665"
Gross Profit Margin,48.3%,73.9%,57.3%,67.0%,69.9%,70.1%,72.5%,83.7%,,,71.0%,73.1%,75.8%,82.8%,86.0%,83.6%,82.4%,87.9%,79.5%,78.9%
Operating Margin,-17.3%,9.8%,15.8%,19.9%,21.5%,22.1%,26.8%,38.8%,,,25.7%,27.4%,29.0%,38.2%,40.4%,41.6%,35.3%,46.2%,37.8%,36.5%
Net Profit Margin,-33.2%,3.6%,20.3%,23.4%,23.9%,25.2%,29.7%,37.3%,,,29.2%,29.8%,31.0%,36.9%,38.0%,39.5%,34.6%,42.0%,37.5%,36.8%
Return on Assets,-3.4%,0.5%,2.5%,3.3%,3.6%,3.9%,4.7%,6.7%,,,4.3%,4.5%,4.7%,5.3%,6.1%,6.7%,6.7%,7.1%,7.2%,6.9%
Return on Equity,-33.3%,4.9%,20.9%,23.8%,23.7%,24.2%,26.3%,31.4%,,,7.3%,7.3%,7.5%,8.8%,9.5%,9.2%,7.5%,8.9%,7.7%,7.0%
Return on Total Capital,-6.7%,1.3%,4.8%,6.1%,6.4%,5.9%,6.8%,9.1%,,,6.1%,6.9%,6.8%,7.3%,8.7%,8.8%,9.1%,9.1%,9.3%,9.3%
SG&A to Sale,64.6%,62.0%,44.4%,46.8%,48.7%,47.6%,44.8%,43.5%,,,47.4%,48.3%,36.7%,47.1%,46.3%,44.3%,36.6%,43.7%,44.7%,44.5%
Depreciation & Amortisation,206.3,186.4,160.6,141.1,128.2,131.5,155.1,165.9,,,80.5,83.6,-89.7,90.9,85.6,85.2,-95.8,77.2,79.8,82.3
Tax Rate,-1.5%,56.4%,21.7%,20.5%,20.8%,20.2%,19.9%,19.9%,,,20.3%,20.1%,19.4%,19.7%,20.0%,19.9%,19.9%,19.9%,20.1%,20.0%
Current Ratio,1.95,1.63,1.96,2.04,2.07,2.54,2.87,3.36,,,3.17,2.66,2.87,3.75,3.08,3.96,3.36,4.81,4.15,3.76
Quick Ratio,1.91,1.58,1.89,2.00,2.03,2.49,2.80,3.24,,,3.13,2.61,2.80,3.67,3.01,3.84,3.24,4.66,4.01,3.71
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,"1,664","1,754","1,749","1,738","1,747","1,728","1,688","1,669",,,"1,589","1,590","1,688","1,581","1,596","1,581","1,669","1,570","1,582","1,606"
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,29.6,29.3,22.6,19.6,18.1,15.8,15.3,15.2,,,23.8,25.6,21.4,21.8,26.4,25.3,20.8,21.3,27.4,23.8
Debt to Asset Ratio,0.90,0.89,0.88,0.86,0.85,0.85,0.83,0.79,,,0.84,0.83,0.83,0.80,0.81,0.79,0.79,0.76,0.78,0.77
Debt to Equity Ratio,8.76,8.47,7.47,6.40,5.89,5.62,4.85,3.87,,,5.12,4.85,4.85,4.08,4.24,3.85,3.87,3.25,3.57,3.28
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,755.3,"1,444","1,624",735.1,940.6,"1,165","1,701","2,722",,,852.7,"1,244","1,701","1,439","1,648","2,171","2,722","2,340","2,631","1,171"
"Total Receivables, Net","43,932","45,252","47,729","51,100","56,602","64,306","68,910","73,902",,,"62,607","64,114","68,910","65,769","67,572","68,489","73,902","71,076","72,985","75,083"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"44,781","46,773","49,466","51,985","57,673","65,569","70,753","76,822",,,"63,459","65,358","70,753","67,209","69,219","70,660","76,822","73,415","75,616","76,254"
"Property/Plant/Equipment, Total - Net",556.1,444.5,444.6,370.7,336.5,464.7,516.3,529.2,,,430.0,476.9,516.3,475.4,465.2,476.4,529.2,530.4,513.1,520.4
Total Assets,"47,443","49,138","51,905","54,495","60,179","68,297","73,636","79,648",,,"66,166","68,132","73,636","69,965","71,919","73,319","79,648","76,174","78,356","79,028"
Accounts Payable,644.3,"1,081","1,382","1,039","1,349","1,367","1,678","2,285",,,700.5,"1,214","1,678","1,276","1,183","1,550","2,285","1,606","1,516",948.1
Accrued Expenses,"1,926",583.0,723.7,"1,052","1,187","1,305","1,349","1,465",,,"1,131","1,332","1,349",972.5,"1,129","1,367","1,465",929.5,"1,232","1,389"
Debt Due,"19,730","23,550","19,008","20,108","21,634","19,233","17,338","14,072",,,"14,493","18,248","17,338","11,440","16,118","10,924","14,072","8,005","10,929","13,984"
Total Current Liabilities,"22,994","28,649","25,250","25,505","27,864","25,848","24,653","22,837",,,"20,012","24,543","24,653","17,926","22,442","17,827","22,837","15,263","18,213","20,257"
Long Term Debt,"19,501","15,200","20,400","21,480","23,423","31,855","36,085","40,050",,,"35,055","31,635","36,085","37,935","35,435","40,050","40,050","42,550","42,550","39,865"
Total Liabilities,"42,581","43,947","45,776","47,127","51,446","57,976","61,059","63,296",,,"55,357","56,476","61,059","56,179","58,194","58,198","63,296","58,233","61,189","60,558"
Common Stock,"2,578","2,578","2,578","2,578","2,578","2,578","2,578","2,578",,,"2,578","2,578","2,578","2,578","2,578","2,578","2,578","2,578","2,578","2,578"
Additional Paid-In Capital,"1,892","1,892","1,892","1,892","1,892","1,892","1,892","1,892",,,"1,892","1,892","1,892","1,892","1,892","1,892","1,892","1,892","1,892","1,892"
Retained Earnings (Accumulated Deficit),223.8,478.8,"1,658","2,898","4,263","5,852","8,107","11,881",,,"6,339","7,185","8,107","9,316","9,255","10,652","11,881","13,471","12,680","13,972"
Shareholders' Equity,"4,862","5,191","6,128","7,368","8,733","10,322","12,577","16,352",,,"10,810","11,656","12,577","13,786","13,725","15,122","16,352","17,941","17,150","18,442"
Cash from Operating Activities,797.5,"1,522",-286.8,"-2,272","-2,257","-4,510",-326.8,"1,916",,,-323.1,224.5,"-2,916","3,787",-502.1,"1,130","-2,498","3,316",-463.4,"-1,744"
Cash from Investing Activities,-536.0,-302.2,-68.6,-252.9,-274.3,-437.7,-439.5,-221.7,,,-88.3,-170.5,-166.6,0.16,-100.2,-27.7,-94.0,-131.2,-70.6,-90.7
Cash from Financing Activities,-284.1,-531.5,535.0,"1,637","2,736","5,172","1,302",-673.4,,,-107.6,336.8,"3,540","-4,049",810.4,-579.2,"3,144","-3,568",825.4,375.2
Net Change in Cash,-22.6,688.6,179.6,-888.4,205.4,224.6,536.1,"1,021",,,-518.9,390.9,457.6,-261.7,208.0,523.1,551.5,-382.6,291.4,"-1,460"
Free Cashflows,498.7,"1,368",-399.2,"-2,377","-2,354","-4,768",-572.1,"1,823",,,-357.2,111.8,"-3,014","3,786",-531.2,"1,102","-2,534","3,230",-514.4,"-1,764"
Free Cashflow per Share,0.19,0.53,-0.15,-0.92,-0.91,-1.85,-0.22,0.71,,,-0.14,0.043,-1.17,1.47,-0.21,0.43,-0.98,1.25,-0.20,-0.68
