,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",,,"1,070",952.1,992.8,906.2,"1,022","1,032",,,913.2,960.0,"1,022",931.2,934.0,931.0,"1,032",921.2,948.6,875.7
Total Inventory,,,120.2,113.6,147.8,196.4,203.5,161.9,,,170.1,202.0,203.5,175.8,168.7,197.8,161.9,210.1,208.2,201.8
Total Current Assets,,,"1,526","1,988","1,640","1,659","2,074","2,374",,,"1,691","1,835","2,074","2,022","2,307","2,223","2,374","2,193","2,237","2,246"
"Property/Plant/Equipment, Total - Net",,,"2,562","2,472","2,567","2,629","2,578","2,524",,,"2,566","2,550","2,578","2,565","2,540","2,510","2,524","2,622","2,626","2,606"
Total Assets,,,"7,363","5,774","5,313","5,274","5,612","5,715",,,"5,239","5,366","5,612","5,488","5,650","5,576","5,715","5,803","5,852","5,867"
Accounts Payable,,,"1,801",730.2,952.6,756.4,832.0,793.8,,,690.1,744.3,832.0,701.8,824.0,702.2,793.8,,,
Accrued Expenses,,,,318.1,332.5,133.9,176.2,65.6,,,162.1,142.6,176.2,137.8,81.9,69.8,65.6,7.60,,
Debt Due,,,225.3,12.9,35.3,38.1,38.0,46.5,,,38.1,35.5,38.0,40.9,44.1,46.5,46.5,71.4,68.7,65.2
Total Current Liabilities,,,"2,305","2,043","1,479","1,126","1,266","1,141",,,995.2,"1,059","1,266","1,100","1,162",991.1,"1,141","1,148","1,150","1,027"
Long Term Debt,,,116.1,18.3,70.4,247.6,209.9,163.4,,,229.7,221.5,209.9,198.3,186.7,175.0,163.4,151.8,140.2,128.5
Total Liabilities,,,"4,974","5,393","4,834","4,738","4,941","4,723",,,"4,618","4,690","4,941","4,739","4,818","4,655","4,723","4,736","4,735","4,614"
Common Stock,,,"2,761","2,761","2,761","2,761",518.5,518.5,,,"2,761",518.5,518.5,518.5,518.5,518.5,518.5,518.5,518.5,518.5
Additional Paid-In Capital,,,"2,658","2,658","2,658","2,658",,,,,"2,658",,,,,,,,,
Retained Earnings (Accumulated Deficit),,,"-5,448","-5,569","-5,470","-5,414",-379.4,-57.9,,,"-5,329",-375.0,-379.4,-302.0,-218.3,-129.1,-57.9,10.9,61.6,198.0
Shareholders' Equity,,,"2,389",381.1,479.9,536.0,671.1,992.6,,,621.2,675.5,671.1,748.5,832.2,921.4,992.6,"1,061","1,112","1,248"
Cash from Operating Activities,,,,-683.7,-129.8,169.6,565.1,516.9,,,176.7,106.1,223.7,155.5,265.2,-45.1,141.3,116.0,76.2,284.8
Cash from Investing Activities,,,,-711.3,-288.6,-291.8,-245.6,-615.5,,,-61.7,-29.5,-49.1,-80.9,-79.3,-405.8,-49.5,-215.0,-45.0,-120.2
Cash from Financing Activities,,,,-44.9,74.4,180.0,-37.8,-38.0,,,-9.19,-10.6,-9.20,-8.70,-8.38,-9.26,-11.6,-12.5,-14.4,-12.7
Net Change in Cash,,,,"-1,440",-344.1,57.8,281.7,-136.7,,,105.8,66.0,165.4,65.9,177.5,-460.2,80.2,-111.5,16.8,151.9
Free Cashflows,,,,"-1,407",-381.7,-175.7,312.9,270.4,,,110.7,69.2,176.0,62.3,228.2,-103.7,83.6,44.2,30.3,161.9
Free Cashflow per Share,,,,-2.71,-0.74,-0.34,0.60,0.52,,,0.21,0.13,0.34,0.12,0.44,-0.20,0.16,0.085,0.058,0.31
