,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,39.3%,32.6%,39.0%,49.3%,52.5%,58.7%,62.7%,67.7%,,,62.3%,67.2%,56.9%,65.5%,66.1%,66.1%,82.1%,69.4%,74.8%,73.5%
Operating Margin,-79.4%,13.3%,27.3%,37.9%,41.4%,44.4%,40.9%,48.6%,,,44.1%,48.0%,22.4%,50.9%,41.1%,48.1%,53.9%,56.5%,48.6%,49.6%
Net Profit Margin,-29.1%,5.4%,13.5%,37.3%,43.6%,41.7%,71.6%,28.4%,,,77.3%,17.4%,181.0%,18.7%,5.9%,35.8%,52.5%,39.9%,20.9%,30.0%
Return on Assets,-0.3%,0.5%,3.0%,9.5%,7.8%,4.4%,3.9%,1.5%,,,4.2%,3.0%,3.7%,3.7%,2.7%,2.9%,1.5%,1.8%,2.0%,2.0%
Return on Equity,-0.5%,0.9%,6.8%,18.9%,16.2%,10.4%,9.6%,3.7%,,,2.9%,0.6%,5.7%,0.6%,0.2%,1.2%,1.8%,1.4%,0.7%,1.0%
Return on Total Capital,-0.4%,0.7%,4.6%,12.8%,9.7%,6.6%,6.0%,2.3%,,,8.1%,5.4%,6.0%,6.1%,4.3%,4.7%,2.3%,2.8%,3.1%,3.1%
SG&A to Sale,118.7%,19.3%,11.8%,11.5%,11.1%,14.4%,21.8%,19.1%,,,18.2%,19.2%,34.5%,14.6%,24.9%,18.0%,28.2%,12.9%,26.3%,23.9%
Depreciation & Amortisation,38.4,30.8,46.4,15.0,19.3,18.0,24.4,22.4,,,6.44,6.42,4.95,5.93,5.81,5.65,5.02,5.11,5.03,4.57
Tax Rate,2918.8%,41.5%,21.7%,20.7%,22.3%,22.6%,21.7%,30.3%,,,30.7%,7.4%,18.3%,29.0%,43.7%,26.4%,30.5%,19.5%,31.3%,31.8%
Current Ratio,1.98,1.31,0.96,1.06,0.63,0.27,0.62,0.68,,,0.37,0.46,0.62,0.59,0.79,0.69,0.68,0.68,0.64,0.55
Quick Ratio,0.009,0.021,0.013,0.039,0.041,0.042,0.061,0.10,,,0.035,0.052,0.061,0.070,0.083,0.11,0.10,0.10,0.093,0.082
Days Inventory Outstanding,"30,977","2,870","1,003",661.3,508.2,516.6,758.3,791.2,,,658.0,711.7,738.5,727.7,741.4,719.1,827.0,814.8,858.9,906.6
Days Sale Outstanding,92.9,23.2,4.50,10.2,14.6,38.8,55.6,71.6,,,37.3,50.8,55.6,68.4,71.5,79.3,71.6,69.8,63.9,64.5
Days Payable Outstanding,"2,614",516.3,223.8,150.6,171.2,329.8,689.7,716.1,,,591.2,624.1,657.2,682.8,705.4,663.2,751.5,371.2,227.6,440.4
Cash Conversion Cycle,"27,423","2,151",819.6,533.9,348.7,184.5,157.2,176.9,,,133.8,140.9,130.8,97.5,126.5,142.1,171.4,886.8,471.9,573.7
Debt to Asset Ratio,0.37,0.52,0.56,0.48,0.53,0.57,0.59,0.58,,,0.60,0.60,0.59,0.59,0.60,0.58,0.58,0.57,0.57,0.56
Debt to Equity Ratio,0.66,1.18,1.41,1.01,1.22,1.41,1.53,1.46,,,1.62,1.61,1.53,1.53,1.58,1.50,1.46,1.43,1.40,1.38
Interest Coverage Ratio,,3.40,6.26,6.39,5.04,2.39,1.32,1.95,,,1.50,1.59,0.89,2.28,1.61,1.97,1.98,2.55,2.98,3.04
Cash and Short Term Investments,137.4,169.9,421.2,"1,071",751.4,412.6,493.8,178.4,,,544.4,555.4,493.8,487.6,924.4,236.6,178.4,176.1,163.6,129.8
"Total Receivables, Net",25.3,69.9,42.5,131.3,159.2,283.2,227.9,298.3,,,186.4,229.4,227.9,278.8,286.3,322.3,298.3,296.4,275.5,282.0
Total Inventory,"5,370","6,268","5,298","3,343","1,916","1,197","1,118","1,010",,,"1,153","1,136","1,118","1,077","1,065","1,053","1,010",993.7,996.2,998.5
Total Current Assets,"5,791","6,895","6,110","4,678","3,062","2,051","2,320","1,956",,,"2,353","2,384","2,320","2,317","2,743","2,078","1,956","1,933","1,912","1,896"
"Property/Plant/Equipment, Total - Net",17.6,24.5,124.3,137.2,503.6,479.2,501.8,498.9,,,481.2,478.3,501.8,502.0,500.5,500.5,498.9,496.5,493.1,490.7
Total Assets,"10,079","14,188","17,223","19,660","24,551","26,398","29,056","29,263",,,"28,123","28,240","29,056","29,223","29,712","29,194","29,263","29,303","29,361","29,319"
Accounts Payable,603.8,"1,490","1,092",876.6,895.0,"1,092","1,014",913.0,,,"1,014",993.0,"1,014","1,046",991.8,962.3,913.0,,527.3,441.6
Accrued Expenses,18.9,77.9,191.5,98.2,160.8,242.7,312.9,363.0,,,234.1,267.7,312.9,323.0,411.3,304.5,363.0,0.52,33.8,55.8
Debt Due,"1,563","2,535","4,079","2,694","3,273","5,910","1,842","1,043",,,"4,593","3,371","1,842","2,063","1,527","1,163","1,043","1,014","1,190","1,760"
Total Current Liabilities,"2,918","5,246","6,343","4,410","4,843","7,636","3,740","2,885",,,"6,435","5,179","3,740","3,960","3,466","2,998","2,885","2,844","2,970","3,444"
Long Term Debt,844.0,"2,106","3,225","4,371","7,157","6,146","6,491","7,164",,,"3,631","4,994","6,491","6,380","7,418","7,240","7,164","7,092","6,906","6,376"
Total Liabilities,"3,770","7,371","9,666","9,431","13,081","15,076","17,157","16,903",,,"16,959","17,005","17,157","17,235","17,734","17,065","16,903","16,755","16,650","16,550"
Common Stock,"4,931","5,164","5,318","5,529","5,875","5,909","5,951","6,500",,,"5,909","5,951","5,951","5,951","5,951","6,500","6,500","6,500","6,500","6,500"
Additional Paid-In Capital,"1,169","1,532","1,532","1,532","1,532","1,532","1,532","1,532",,,"1,532","1,532","1,532","1,532","1,532","1,532","1,532","1,532","1,532","1,532"
Retained Earnings (Accumulated Deficit),-181.9,-225.4,551.6,"2,823","3,876","3,813","4,294","4,131",,,"3,591","3,652","4,294","4,366","3,793","3,925","4,131","4,298","4,446","4,498"
Shareholders' Equity,"5,724","6,231","6,836","9,320","10,707","10,678","11,200","11,586",,,"10,498","10,559","11,200","11,273","11,248","11,380","11,586","11,752","11,900","11,953"
Cash from Operating Activities,-942.8,-386.9,"1,025","2,817","2,221","1,401","5,344",60.0,,,"5,291",-51.7,22.3,142.9,119.3,-11.5,147.1,210.2,12.4,-131.6
Cash from Investing Activities,-598.3,"-1,465","-2,267","-1,877","-5,227","-1,978",-946.3,-198.3,,,-795.6,-78.0,-10.8,-142.1,-34.5,-13.9,-7.67,13.5,43.8,31.1
Cash from Financing Activities,"1,444","1,845","1,494",-292.0,"2,686",239.7,"-4,276",-177.1,,,"-4,556",140.5,-32.6,-6.88,352.0,-662.4,-197.7,-226.0,-68.7,66.8
Net Change in Cash,-97.2,-7.59,252.2,648.6,-320.5,-337.9,121.7,-315.4,,,-61.4,10.8,-21.0,-6.11,436.8,-687.8,-58.3,-2.32,-12.4,-33.8
Free Cashflows,-955.9,-400.1,998.8,"2,789","2,185","1,393","5,310",49.1,,,"5,290",-49.6,-3.74,139.1,117.2,-14.8,145.5,209.4,11.3,-131.7
Free Cashflow per Share,-0.19,-0.077,0.19,0.50,0.37,0.24,0.89,0.008,,,0.90,-0.008,-0.001,0.023,0.020,-0.002,0.022,0.032,0.002,-0.020
