,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,3.50,3.46,3.78,4.09,3.80,3.88,4.01,3.77,,,3.53,3.86,4.37,3.82,3.57,3.39,3.30,3.34,2.91,2.84
Days Sale Outstanding,2.26,2.24,3.00,4.49,4.05,4.52,4.36,6.09,,,3.64,4.41,4.36,3.75,5.19,6.14,6.09,5.54,6.24,5.60
Days Payable Outstanding,6.88,7.78,11.7,12.2,8.07,7.86,5.13,3.29,,,9.66,8.69,5.80,5.54,7.74,6.07,4.49,5.52,9.06,9.54
Cash Conversion Cycle,1.71,-2.79,-8.68,-0.95,0.70,-0.26,5.62,4.95,,,-1.75,-1.15,6.02,-0.60,0.87,4.05,5.44,2.18,-2.46,0.84
Debt to Asset Ratio,0.010,0.17,0.15,0.15,0.13,0.13,0.12,0.13,,,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13
Debt to Equity Ratio,0.010,0.20,0.17,0.17,0.15,0.15,0.14,0.16,,,0.15,0.15,0.14,0.15,0.14,0.15,0.16,0.15,0.15,0.15
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,37.6,31.7,57.7,85.0,103.5,92.8,52.6,37.3,,,82.5,80.2,52.6,88.3,29.9,36.9,37.3,71.2,58.7,98.6
"Total Receivables, Net",0.82,0.93,1.35,1.91,1.77,1.91,1.96,2.77,,,1.60,1.96,1.96,1.70,2.37,2.83,2.77,2.53,2.82,2.49
Total Inventory,0.53,0.56,0.63,0.61,0.54,0.65,0.73,0.64,,,0.54,0.76,0.73,0.63,0.66,0.56,0.64,0.56,0.51,0.55
Total Current Assets,38.9,33.4,59.9,87.7,106.0,95.6,55.9,40.7,,,86.1,84.6,55.9,90.7,33.9,40.6,40.7,74.6,63.6,101.6
"Property/Plant/Equipment, Total - Net","1,358","1,213","1,216","1,223","1,142","1,159","1,183","1,215",,,"1,158","1,160","1,183","1,180","1,181","1,191","1,215","1,199","1,196","1,195"
Total Assets,"1,853","1,747","1,783","1,814","1,403","1,435","1,467","1,491",,,"1,430","1,451","1,467","1,498","1,454","1,472","1,491","1,512","1,476","1,487"
Accounts Payable,1.13,1.31,2.36,1.34,1.11,1.31,0.46,0.73,,,1.41,1.52,0.46,1.50,1.29,0.90,0.73,1.25,2.06,1.48
Accrued Expenses,3.42,3.85,2.95,2.96,3.23,2.68,2.69,3.10,,,2.35,4.98,2.69,3.66,2.55,2.55,3.10,3.93,2.57,3.31
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,14.7,17.1,19.9,20.8,20.9,23.6,20.7,34.7,,,22.0,29.0,20.7,32.5,19.9,24.2,34.7,33.0,21.1,23.7
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,18.6,293.8,259.6,267.1,181.3,184.9,182.7,200.4,,,183.8,191.2,182.7,194.6,182.2,186.6,200.4,199.0,190.2,193.0
Common Stock,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,,,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0
Additional Paid-In Capital,93.2,93.2,93.2,93.2,93.2,93.2,93.2,93.2,,,93.2,93.2,93.2,93.2,93.2,93.2,93.2,93.2,93.2,93.2
Retained Earnings (Accumulated Deficit),204.4,240.6,278.6,300.2,326.9,347.2,379.0,387.0,,,343.2,355.5,379.0,398.4,367.8,380.0,387.0,408.4,380.4,389.3
Shareholders' Equity,"1,835","1,453","1,524","1,547","1,222","1,250","1,284","1,291",,,"1,246","1,260","1,284","1,304","1,272","1,285","1,291","1,313","1,286","1,294"
Cash from Operating Activities,49.0,53.7,67.0,34.8,59.0,48.6,77.3,78.6,,,41.7,26.9,12.3,24.7,24.7,19.0,10.3,-0.28,42.7,-21.3
Cash from Investing Activities,-5.58,-18.3,7.51,12.7,-15.0,-44.7,-48.4,-18.5,,,-7.86,-20.7,-27.9,1.48,3.57,-12.1,-11.4,15.1,-16.7,42.1
Cash from Financing Activities,-36.9,-28.7,-41.0,-47.6,-42.3,-41.4,-40.4,-42.0,,,-36.9,-0.004,0.50,-0.15,-41.4,0.00,-0.48,-17.4,-35.0,-0.13
Net Change in Cash,6.56,6.65,33.5,-0.16,1.59,-37.5,-11.6,18.1,,,-3.05,6.19,-15.2,26.0,-13.2,6.90,-1.56,-2.56,-8.93,20.7
Free Cashflows,47.7,44.4,58.8,22.6,-291.3,32.7,41.0,46.4,,,37.0,23.7,-16.1,23.0,21.1,5.06,-2.85,-2.07,41.2,-26.9
Free Cashflow per Share,2.33,2.17,2.87,1.10,-14.2,1.59,2.00,2.26,,,1.81,1.16,-0.78,1.12,1.03,0.25,-0.14,-0.10,2.01,-1.31
