,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Depreciation & Amortisation,13.2,14.4,15.9,37.1,43.0,47.9,56.8,61.2,,,14.4,14.3,14.4,14.9,15.2,15.4,15.6,12.3,12.5,13.0
Tax Rate,31.1%,23.8%,20.4%,20.2%,20.7%,20.1%,20.2%,20.1%,,,20.1%,20.3%,20.1%,20.1%,20.0%,19.9%,20.3%,20.1%,22.4%,20.4%
Current Ratio,8.26,12.0,10.2,3.90,4.38,3.48,3.49,4.78,,,3.39,3.24,3.49,3.93,4.10,4.11,4.78,3.61,3.79,3.42
Quick Ratio,0.006,0.005,0.002,0.000,0.000,0.001,0.001,0.001,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Days Inventory Outstanding,"1,346","1,619","1,373","1,499","1,871","1,641","1,387","1,262",,,"1,686","1,550","1,417","1,335","1,255","1,250","1,245","1,142","1,267","1,304"
Days Sale Outstanding,0.63,0.46,0.17,0.043,0.042,0.17,0.18,0.13,,,0.20,0.20,0.18,0.17,0.19,0.20,0.13,0.100,0.13,0.16
Days Payable Outstanding,7.19,10.5,11.7,14.7,18.9,17.0,15.9,14.1,,,14.7,12.4,14.4,14.9,13.3,14.9,14.6,14.2,20.1,21.4
Cash Conversion Cycle,"1,339","1,606","1,359","1,483","1,852","1,622","1,370","1,249",,,"1,674","1,537","1,400","1,321","1,241","1,234","1,232","1,126","1,245","1,283"
Debt to Asset Ratio,0.23,0.31,0.38,0.39,0.42,0.46,0.44,0.43,,,0.46,0.46,0.44,0.45,0.43,0.42,0.43,0.43,0.44,0.45
Debt to Equity Ratio,0.30,0.44,0.61,0.63,0.71,0.85,0.79,0.74,,,0.84,0.85,0.79,0.82,0.76,0.72,0.74,0.76,0.79,0.83
Interest Coverage Ratio,17.9,11.0,14.5,18.9,34.8,79.7,50.9,43.1,,,115.0,39.2,38.0,40.9,48.4,39.5,43.2,53.7,34.8,56.1
Cash and Short Term Investments,31.6,76.1,73.5,22.9,58.5,45.0,49.7,109.9,,,130.1,102.8,49.7,158.4,337.4,72.2,109.9,312.2,313.0,228.5
"Total Receivables, Net",3.22,2.17,1.06,0.28,0.24,1.30,1.81,1.50,,,1.63,1.76,1.81,1.82,2.15,2.25,1.50,1.21,1.49,1.96
Total Inventory,"4,437","4,771","5,814","6,122","6,880","7,915","8,500","8,536",,,"8,296","8,319","8,500","8,711","8,433","8,348","8,536","8,362","9,318","9,975"
Total Current Assets,"4,510","4,914","5,942","6,200","6,974","8,015","8,611","8,705",,,"8,485","8,485","8,611","8,936","8,834","8,485","8,705","8,742","9,705","10,289"
"Property/Plant/Equipment, Total - Net",87.3,143.1,233.5,372.5,397.1,411.6,397.9,372.0,,,407.5,401.4,397.9,392.0,386.6,378.2,372.0,366.8,371.3,369.8
Total Assets,"5,118","5,878","6,910","7,348","8,021","9,185","9,894","10,430",,,"9,671","9,852","9,894","10,387","10,138","9,971","10,430","10,998","11,135","11,535"
Accounts Payable,21.8,38.0,52.6,64.3,67.0,86.3,101.6,89.4,,,63.7,69.0,101.6,90.3,91.8,108.1,89.4,120.9,159.7,157.5
Accrued Expenses,45.3,59.9,71.1,81.0,113.8,138.0,176.8,216.9,,,128.1,164.0,176.8,137.6,207.8,236.0,216.9,220.2,239.5,277.4
Debt Due,200.5,17.4,9.20,"1,012",862.7,"1,437","1,436",819.2,,,"1,639","1,705","1,436","1,177","1,101","1,061",819.2,"1,325","1,409","1,681"
Total Current Liabilities,545.9,409.1,583.6,"1,590","1,593","2,305","2,467","1,821",,,"2,503","2,619","2,467","2,273","2,154","2,065","1,821","2,421","2,560","3,005"
Long Term Debt,553.2,"1,298","1,927","1,128","1,608","1,758","1,739","2,437",,,"1,758","1,738","1,739","2,238","2,038","1,938","2,437","2,137","2,137","1,997"
Total Liabilities,"1,192","1,805","2,616","2,835","3,339","4,216","4,370","4,433",,,"4,429","4,531","4,370","4,681","4,364","4,176","4,433","4,749","4,898","5,220"
Common Stock,825.0,825.0,825.0,825.0,825.0,825.0,925.0,925.0,,,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0
Additional Paid-In Capital,499.2,499.2,499.2,499.2,499.2,499.2,499.2,499.2,,,499.2,499.2,499.2,499.2,499.2,499.2,499.2,499.2,499.2,499.2
Retained Earnings (Accumulated Deficit),"2,601","2,748","2,969","3,189","3,358","3,644","4,100","4,572",,,"3,817","3,897","4,100","4,282","4,349","4,370","4,572","4,825","4,813","4,890"
Shareholders' Equity,"3,925","4,073","4,294","4,513","4,683","4,968","5,524","5,996",,,"5,242","5,321","5,524","5,706","5,773","5,794","5,996","6,249","6,237","6,314"
Cash from Operating Activities,301.6,356.4,392.2,496.6,321.9,452.8,899.7,"1,373",,,200.8,366.5,336.9,279.8,473.9,303.4,315.6,546.4,-529.7,-215.9
Cash from Investing Activities,-347.9,-711.8,-785.7,-508.9,-401.9,-969.8,-728.9,"-1,068",,,-184.3,-311.7,-117.8,-410.2,132.7,-255.0,-535.2,-543.4,616.0,168.1
Cash from Financing Activities,66.4,399.9,390.7,-38.2,115.6,503.5,-166.0,-244.8,,,28.2,-82.1,-272.3,239.1,-427.6,-313.6,257.3,199.4,-85.5,-36.8
Net Change in Cash,20.1,44.5,-2.68,-50.6,35.6,-13.5,4.66,60.2,,,44.7,-27.2,-53.2,108.7,179.0,-265.3,37.7,202.3,0.83,-84.6
Free Cashflows,285.3,286.1,286.0,295.6,254.2,390.4,854.3,"1,335",,,189.5,357.9,324.2,270.6,463.4,296.0,305.2,538.0,-547.1,-227.9
Free Cashflow per Share,0.31,0.31,0.31,0.32,0.27,0.42,0.92,1.44,,,0.20,0.39,0.35,0.29,0.50,0.32,0.33,0.58,-0.59,-0.25
