,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,26.0%,30.6%,27.7%,26.6%,24.3%,19.5%,29.6%,21.5%,,,27.6%,29.7%,29.6%,25.5%,21.0%,21.5%,21.5%,20.6%,20.6%,17.9%
SG&A to Sale,16.0%,14.9%,16.3%,15.3%,14.9%,15.4%,17.1%,18.1%,,,19.2%,17.0%,18.5%,15.7%,22.4%,16.9%,17.5%,16.1%,25.9%,22.5%
Depreciation & Amortisation,12.9,13.2,15.4,18.4,28.1,38.2,41.9,48.3,,,9.93,11.3,11.1,11.3,11.7,12.4,12.9,13.3,14.4,15.2
Tax Rate,30.1%,23.0%,17.0%,16.5%,14.1%,24.4%,7.8%,20.8%,,,-9.3%,5.9%,25.6%,22.5%,26.9%,17.1%,19.0%,20.1%,29.6%,24.5%
Current Ratio,1.96,2.37,2.61,2.73,2.65,2.15,2.26,2.32,,,2.43,2.47,2.26,2.34,2.24,2.22,2.32,2.47,2.55,2.38
Quick Ratio,0.93,1.47,2.05,2.08,2.09,1.56,1.51,1.50,,,1.46,1.53,1.51,1.58,1.48,1.36,1.50,1.63,1.56,1.48
Days Inventory Outstanding,29.1,29.9,31.7,33.2,30.8,31.1,40.6,49.0,,,43.5,48.8,47.0,50.7,50.5,51.8,53.4,54.2,58.5,58.4
Days Sale Outstanding,58.7,59.4,62.7,60.2,60.5,72.2,67.3,62.1,,,57.7,58.0,67.3,72.4,70.9,62.3,62.1,60.1,50.9,54.9
Days Payable Outstanding,55.4,53.2,52.3,51.2,46.2,48.1,50.8,46.9,,,47.5,42.5,46.1,52.7,50.9,49.9,47.3,44.0,41.7,38.6
Cash Conversion Cycle,20.8,32.5,39.7,44.1,46.7,48.0,57.1,67.8,,,64.1,67.1,57.4,68.3,71.8,66.4,71.2,71.3,77.3,74.2
Debt to Asset Ratio,0.39,0.35,0.32,0.30,0.30,0.31,0.33,0.33,,,0.28,0.29,0.33,0.32,0.35,0.35,0.33,0.33,0.35,0.35
Debt to Equity Ratio,0.64,0.54,0.47,0.43,0.43,0.44,0.49,0.50,,,0.39,0.41,0.49,0.48,0.54,0.54,0.50,0.49,0.53,0.55
Interest Coverage Ratio,64.3,88.3,104.1,114.4,128.8,135.8,123.1,121.3,,,83.4,98.5,119.6,153.1,69.9,133.7,132.6,144.6,35.5,35.3
Cash and Short Term Investments,423.9,514.4,573.8,586.1,594.1,200.5,264.4,265.5,,,121.7,124.1,264.4,311.4,189.2,182.6,265.5,409.3,334.8,244.3
"Total Receivables, Net",541.2,638.7,692.4,673.8,699.4,807.1,777.8,762.5,,,665.0,664.9,777.8,829.6,830.1,752.3,762.5,741.5,610.8,638.7
Total Inventory,212.4,249.6,248.3,283.8,228.3,271.9,407.2,458.7,,,424.3,380.4,407.2,441.3,418.7,484.2,458.7,499.9,499.5,465.8
Total Current Assets,"1,197","1,434","1,541","1,568","1,543","1,321","1,476","1,523",,,"1,241","1,203","1,476","1,614","1,479","1,458","1,523","1,688","1,481","1,381"
"Property/Plant/Equipment, Total - Net",343.5,350.7,440.1,515.7,719.5,722.3,732.2,816.6,,,719.7,721.3,732.2,731.2,729.8,735.7,816.6,838.8,851.0,855.8
Total Assets,"1,784","2,037","2,223","2,305","2,516","2,559","2,553","2,565",,,"2,459","2,325","2,553","2,693","2,427","2,424","2,565","2,708","2,519","2,430"
Accounts Payable,413.9,408.5,414.6,406.4,363.4,409.9,440.0,388.9,,,369.9,331.7,440.0,442.6,424.1,445.7,388.9,389.8,322.7,315.1
Accrued Expenses,90.7,95.9,91.4,81.8,108.9,110.0,129.0,137.0,,,77.0,91.9,129.0,135.5,93.3,117.5,137.0,154.9,94.8,109.0
Debt Due,7.98,8.04,12.7,0.33,4.27,0.24,0.00,0.00,,,7.70,0.00,0.00,5.78,20.2,0.00,0.00,0.00,39.5,45.5
Total Current Liabilities,611.9,605.9,590.7,574.6,583.1,615.5,652.3,656.6,,,510.4,486.0,652.3,689.4,659.8,657.8,656.6,683.8,581.9,581.1
Long Term Debt,20.2,12.4,0.93,0.60,15.6,,,,,,,,,,,,,,59.8,46.4
Total Liabilities,697.0,718.3,708.7,697.3,751.2,786.3,834.2,858.4,,,689.1,668.5,834.2,873.2,846.0,848.3,858.4,888.9,872.9,859.0
Common Stock,650.0,650.0,650.0,598.2,598.2,598.2,598.2,598.2,,,598.2,598.2,598.2,598.2,598.2,598.2,598.2,598.2,598.2,598.2
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),529.7,794.1,952.2,967.3,"1,004",986.9,924.2,903.3,,,969.6,864.7,924.2,"1,025",815.4,807.0,903.3,"1,012",835.4,764.2
Shareholders' Equity,"1,087","1,319","1,514","1,607","1,765","1,772","1,715","1,707",,,"1,761","1,648","1,715","1,817","1,580","1,576","1,707","1,821","1,648","1,575"
Cash from Operating Activities,286.8,247.3,351.2,424.0,537.6,406.1,420.7,362.4,,,7.57,129.5,100.6,49.6,29.6,157.8,125.4,126.6,66.5,68.2
Cash from Investing Activities,-178.6,-265.7,-84.6,-68.2,-126.4,-49.1,150.9,21.4,,,302.8,91.3,-89.1,-65.8,232.1,-31.6,-125.4,-133.2,55.0,45.0
Cash from Financing Activities,-199.8,-164.6,-271.9,-346.1,-397.1,-384.5,-562.5,-401.3,,,-345.3,-217.0,-0.013,5.72,-267.0,-127.8,-0.020,,-116.6,-128.1
Net Change in Cash,-91.6,-182.9,-5.28,9.80,14.1,-27.5,9.14,-17.5,,,-34.9,3.79,11.5,-10.6,-5.25,-1.61,-0.080,-6.62,4.90,-14.9
Free Cashflows,271.8,228.7,294.4,327.1,468.2,363.2,376.3,280.4,,,1.96,116.4,78.6,39.3,19.5,139.8,81.8,91.5,40.4,45.5
Free Cashflow per Share,0.45,0.38,0.49,0.55,0.78,0.61,0.63,0.47,,,0.003,0.19,0.13,0.066,0.033,0.23,0.14,0.15,0.068,0.076
