,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Interest Coverage Ratio,8.12,8.91,11.2,14.8,25.2,67.7,210.4,312.8,,,141.7,641.6,654.7,821.5,573.5,381.4,122.3,90.5,80.9,57.4
Cash and Short Term Investments,84.8,110.0,108.0,150.8,115.0,157.7,468.5,359.4,,,207.6,280.0,468.5,429.2,270.5,271.5,359.4,268.0,238.0,212.7
"Total Receivables, Net",532.9,493.1,368.1,309.2,334.2,318.8,350.5,465.6,,,366.0,419.5,350.5,409.5,463.8,496.6,465.6,518.6,514.7,499.1
Total Inventory,"1,070","1,088","1,182","1,225","1,148","1,151",975.6,"1,118",,,"1,046",984.2,975.6,"1,010","1,012",984.5,"1,118","1,241","1,386","1,490"
Total Current Assets,"1,716","1,739","1,727","1,757","1,671","1,706","1,869","2,029",,,"1,692","1,760","1,869","1,928","1,823","1,880","2,029","2,124","2,233","2,377"
"Property/Plant/Equipment, Total - Net",375.9,367.9,368.4,345.0,330.6,305.7,283.5,293.7,,,292.8,284.6,283.5,283.8,291.9,294.6,293.7,293.8,287.2,286.1
Total Assets,"2,136","2,265","2,293","2,308","2,216","2,238","2,387","2,602",,,"2,204","2,281","2,387","2,461","2,370","2,438","2,602","2,714","2,822","2,991"
Accounts Payable,132.2,105.8,126.7,112.6,122.6,131.5,152.8,184.2,,,128.6,148.6,152.8,187.4,183.6,181.8,184.2,213.1,235.6,189.9
Accrued Expenses,96.2,99.9,101.3,106.2,107.2,116.8,169.0,222.1,,,79.8,103.4,169.0,81.3,108.1,145.2,222.1,86.8,112.1,141.5
Debt Due,614.0,581.0,532.0,431.0,219.0,108.0,18.0,156.2,,,51.0,19.0,18.0,34.0,78.0,102.5,156.2,232.5,400.8,598.0
Total Current Liabilities,878.2,840.9,800.1,687.9,485.9,408.0,403.7,664.5,,,299.4,344.9,403.7,395.0,443.5,565.9,664.5,670.9,838.1,"1,090"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,897.8,863.0,821.1,741.2,552.3,483.9,491.9,766.6,,,382.4,431.7,491.9,487.7,540.6,667.6,766.6,777.4,964.8,"1,220"
Common Stock,347.5,347.5,347.5,347.5,347.5,347.5,347.5,347.5,,,347.5,347.5,347.5,347.5,347.5,347.5,347.5,347.5,347.5,347.5
Additional Paid-In Capital,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,,,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2
Retained Earnings (Accumulated Deficit),454.2,612.6,689.7,768.1,868.2,970.9,"1,117","1,068",,,"1,036","1,066","1,117","1,196","1,056",992.8,"1,068","1,163","1,080",998.8
Shareholders' Equity,"1,239","1,402","1,472","1,566","1,664","1,754","1,895","1,835",,,"1,821","1,850","1,895","1,973","1,829","1,771","1,835","1,937","1,857","1,771"
Cash from Operating Activities,-130.6,139.4,163.7,199.1,279.9,270.8,535.1,236.7,,,153.4,162.6,207.1,-42.0,58.6,159.8,60.3,-163.9,-9.94,-9.58
Cash from Investing Activities,-44.0,-72.6,-54.5,-51.4,-9.93,-85.3,-344.9,51.9,,,-26.0,-91.5,-196.0,20.2,132.0,21.7,-122.0,79.7,35.0,-2.23
Cash from Financing Activities,182.2,-66.0,-89.0,-147.9,-274.5,-184.0,-187.3,-272.0,,,-125.6,-80.6,-1.00,16.0,-192.3,-149.3,53.5,76.3,-19.4,-1.03
Net Change in Cash,7.58,0.70,20.3,-0.25,-4.56,1.54,2.96,16.5,,,1.80,-9.50,10.1,-5.81,-1.72,32.3,-8.19,-7.97,5.66,-12.8
Free Cashflows,-172.6,98.3,111.2,170.9,241.1,241.0,507.6,182.6,,,147.5,158.4,196.6,-53.2,39.2,145.8,50.3,-174.6,-13.9,-19.3
Free Cashflow per Share,-0.50,0.28,0.32,0.49,0.69,0.69,1.46,0.53,,,0.42,0.46,0.57,-0.15,0.11,0.42,0.14,-0.50,-0.040,-0.055
