,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,195.7,271.5,411.6,413.8,304.0,350.9,556.0,"1,052",,,111.7,145.8,181.8,234.7,263.1,296.2,257.5,268.2,311.2,295.2
Gross Profit Margin,5.8%,9.4%,15.6%,15.7%,13.5%,15.7%,18.7%,26.1%,,,17.5%,18.6%,20.1%,22.8%,25.8%,28.9%,26.7%,26.7%,33.2%,32.8%
Operating Margin,2.2%,5.8%,12.2%,12.1%,9.5%,11.7%,15.0%,23.0%,,,13.4%,15.1%,16.6%,20.2%,22.8%,26.0%,22.8%,23.4%,29.8%,29.2%
Net Profit Margin,0.6%,4.8%,10.7%,11.0%,8.9%,10.3%,14.4%,20.9%,,,14.2%,14.5%,14.4%,18.2%,20.1%,23.5%,21.7%,21.4%,27.1%,26.2%
Return on Assets,0.6%,5.9%,11.3%,10.1%,6.9%,6.6%,10.9%,22.2%,,,7.0%,8.4%,10.4%,13.0%,16.1%,19.9%,22.2%,22.6%,24.5%,25.1%
Return on Equity,0.8%,7.2%,12.2%,11.9%,8.4%,9.4%,17.8%,29.0%,,,3.7%,4.6%,5.5%,7.5%,8.4%,9.0%,7.4%,6.9%,8.7%,7.4%
Return on Total Capital,0.8%,7.2%,12.2%,11.9%,8.4%,7.1%,12.5%,26.5%,,,7.9%,9.8%,12.5%,15.3%,19.4%,23.8%,26.5%,26.1%,29.9%,28.1%
SG&A to Sale,3.5%,3.6%,3.4%,3.6%,4.0%,4.0%,3.7%,3.1%,,,4.2%,3.5%,3.5%,2.6%,3.0%,3.0%,3.9%,3.3%,3.4%,3.6%
Depreciation & Amortisation,157.0,158.7,164.8,170.2,129.0,134.1,172.7,197.2,,,39.7,43.5,50.4,48.8,49.3,49.5,49.5,52.4,52.4,52.6
Tax Rate,78.2%,30.9%,22.4%,19.9%,20.1%,20.0%,4.3%,10.2%,,,-1.3%,1.7%,10.9%,11.0%,10.6%,9.8%,9.4%,10.1%,10.4%,11.8%
Current Ratio,2.29,2.84,3.82,4.29,1.64,1.90,2.75,2.69,,,2.76,2.33,2.75,2.79,2.72,2.78,2.69,3.38,3.07,4.14
Quick Ratio,1.28,1.46,1.78,1.87,0.93,1.08,1.44,1.37,,,1.61,1.35,1.44,1.46,1.55,1.55,1.37,1.74,1.77,2.25
Days Inventory Outstanding,60.7,55.2,56.7,62.5,77.7,83.3,78.6,73.1,,,79.8,89.0,90.8,83.4,75.1,67.7,69.2,69.5,64.4,69.7
Days Sale Outstanding,81.3,80.9,90.0,85.7,98.3,100.8,103.6,79.4,,,109.4,121.6,103.6,98.9,94.4,84.4,79.4,85.4,82.8,85.3
Days Payable Outstanding,35.8,40.2,49.0,42.7,38.5,33.9,31.5,35.2,,,38.9,45.4,42.1,36.7,35.9,36.3,39.4,37.7,33.6,36.2
Cash Conversion Cycle,120.7,81.2,95.1,110.8,139.3,149.8,128.5,107.0,,,147.3,146.1,156.0,138.7,129.6,115.4,108.5,118.1,117.3,116.3
Debt to Asset Ratio,0.20,0.21,0.19,0.16,0.24,0.37,0.41,0.24,,,0.39,0.40,0.41,0.37,0.36,0.29,0.24,0.21,0.19,0.14
Debt to Equity Ratio,0.25,0.26,0.23,0.19,0.32,0.60,0.68,0.32,,,0.63,0.67,0.68,0.59,0.56,0.40,0.32,0.26,0.23,0.16
Interest Coverage Ratio,3.17,29.1,,,650.3,190.5,11.0,25.9,,,9.12,12.2,11.9,17.4,22.4,31.2,42.8,54.6,71.7,143.7
Cash and Short Term Investments,41.2,132.0,277.3,273.5,18.3,22.9,116.4,190.5,,,40.1,25.7,116.4,166.6,103.3,175.3,190.5,353.9,150.4,191.5
"Total Receivables, Net",385.4,431.4,498.3,472.3,494.4,511.9,724.0,809.3,,,588.1,725.7,724.0,793.4,859.8,832.5,809.3,871.2,829.0,825.9
Total Inventory,262.5,271.2,258.3,322.6,353.1,359.6,534.0,566.4,,,374.8,498.7,534.0,534.2,530.8,475.6,566.4,467.7,450.2,498.8
Total Current Assets,693.5,839.1,"1,066","1,082",871.2,903.1,"1,384","1,584",,,"1,009","1,254","1,384","1,513","1,504","1,490","1,584","1,699","1,435","1,520"
"Property/Plant/Equipment, Total - Net",849.3,737.4,"1,051","1,074","1,656","2,313","2,040","1,912",,,"2,326","2,300","2,040","2,000","1,967","1,942","1,912","1,875","1,868","1,845"
Total Assets,"1,543","1,627","2,174","2,207","2,572","3,259","3,467","3,537",,,"3,377","3,596","3,467","3,555","3,513","3,473","3,537","3,616","3,345","3,407"
Accounts Payable,143.5,244.9,212.7,184.5,150.3,139.7,218.7,310.8,,,186.5,259.7,218.7,252.0,256.6,283.0,310.8,250.8,228.2,264.7
Accrued Expenses,,,31.7,36.6,52.8,46.3,38.3,55.8,,,28.1,26.9,38.3,24.8,30.1,28.9,55.8,28.8,28.8,36.4
Debt Due,123.5,0.00,0.00,0.00,301.0,192.4,179.0,136.7,,,94.2,221.6,179.0,179.0,179.0,136.7,136.7,136.7,136.7,25.1
Total Current Liabilities,302.2,295.0,279.2,252.1,530.9,475.8,504.1,588.7,,,365.8,537.4,504.1,542.6,553.7,535.8,588.7,501.9,467.2,367.2
Long Term Debt,,,,,,660.0,876.9,252.5,,,865.8,826.8,876.9,761.6,681.6,436.6,252.5,218.3,134.1,76.7
Total Liabilities,311.9,336.5,403.4,358.7,622.4,"1,216","1,406",861.0,,,"1,306","1,438","1,406","1,326","1,258",995.1,861.0,742.5,626.0,471.1
Common Stock,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,,,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0
Additional Paid-In Capital,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,,,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5
Retained Earnings (Accumulated Deficit),211.2,345.3,497.3,660.7,818.9,972.3,"1,237","1,852",,,"1,026","1,126","1,237","1,404","1,430","1,654","1,852","2,049","1,895","2,112"
Shareholders' Equity,"1,231","1,290","1,771","1,849","1,949","2,043","2,061","2,676",,,"2,071","2,158","2,061","2,229","2,255","2,478","2,676","2,874","2,719","2,936"
Cash from Operating Activities,234.1,223.3,371.0,76.2,448.2,269.0,198.6,970.1,,,57.7,-43.0,115.7,178.9,185.7,382.3,223.2,241.7,312.8,293.3
Cash from Investing Activities,-28.8,-43.6,-21.6,-165.3,-710.9,-718.2,-211.0,-67.0,,,-63.4,-59.7,-32.4,-13.6,-6.54,-23.0,-23.9,-44.2,-42.2,-83.2
Cash from Financing Activities,-192.4,-169.0,-104.0,-143.0,235.7,453.8,106.0,-829.2,,,12.1,88.4,7.42,-115.2,-242.5,-287.3,-184.2,-34.2,-474.1,-169.0
Net Change in Cash,12.9,10.7,245.4,-232.1,-26.9,4.59,93.5,73.9,,,6.35,-14.3,90.7,50.0,-63.3,72.0,15.2,163.4,-203.5,41.1
Free Cashflows,214.4,169.0,349.3,-90.3,-263.4,-449.6,-15.9,901.7,,,-5.75,-105.9,82.9,164.6,178.4,359.3,199.4,197.5,270.5,260.1
Free Cashflow per Share,0.33,0.26,0.54,-0.14,-0.41,-0.69,-0.024,1.39,,,-0.009,-0.16,0.13,0.25,0.27,0.55,0.31,0.30,0.42,0.40
