,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,32.1%,24.7%,16.4%,19.0%,27.5%,22.4%,15.9%,9.3%,,,15.7%,12.3%,18.5%,14.4%,3.3%,25.4%,48.6%,18.0%,2.6%,19.5%
Current Ratio,0.78,1.24,1.24,1.08,0.93,0.66,0.48,0.41,,,0.46,0.44,0.48,0.45,0.59,0.47,0.41,0.39,0.43,0.60
Quick Ratio,0.52,0.87,0.66,0.45,0.42,0.37,0.26,0.29,,,0.30,0.31,0.26,0.31,0.30,0.34,0.29,0.28,0.30,0.29
Days Inventory Outstanding,14.3,4.65,3.61,2.59,0.59,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,181.5,152.3,123.1,96.2,180.3,85.2,84.1,83.8,,,82.9,87.2,84.1,84.1,86.5,84.0,83.8,79.7,79.2,79.5
Days Payable Outstanding,218.5,185.0,178.9,173.2,116.6,108.7,103.1,100.9,,,92.5,102.8,112.7,100.3,72.1,69.9,80.8,90.2,81.5,67.6
Cash Conversion Cycle,-7.61,-8.60,-40.7,-71.6,-0.86,21.2,-36.1,-4.68,,,-23.2,-20.7,-31.3,1.87,23.9,6.92,-3.68,-10.7,9.77,14.2
Debt to Asset Ratio,0.59,0.49,0.43,0.44,0.67,0.76,0.71,0.65,,,0.75,0.76,0.71,0.68,0.68,0.66,0.65,0.64,0.63,0.63
Debt to Equity Ratio,1.61,0.96,0.81,0.85,2.13,3.54,2.64,1.99,,,3.31,3.41,2.64,2.32,2.29,2.07,1.99,1.85,1.81,1.76
Interest Coverage Ratio,4.67,7.26,12.6,15.2,10.9,4.68,3.28,2.92,,,2.69,2.35,4.92,2.38,2.45,3.45,3.75,2.94,1.86,2.28
Cash and Short Term Investments,"1,835","2,239","3,646","2,129","8,635","2,843","3,068",912.1,,,"1,713","1,808","3,068","1,404","3,622",996.5,912.1,881.1,"1,064","1,190"
"Total Receivables, Net","4,722","4,328","3,765","3,232","6,984","3,694","4,081","4,227",,,"3,851","4,158","4,081","4,102","4,264","4,181","4,227","4,042","4,007","4,034"
Total Inventory,70.4,48.9,39.5,27.4,,,,,,,,,,,,,,,,
Total Current Assets,"7,420","7,284","8,260","9,209","17,027","7,208","7,674","5,832",,,"6,528","6,563","7,674","6,072","8,522","5,893","5,832","5,706","5,880","8,473"
"Property/Plant/Equipment, Total - Net","10,874","11,078","12,288","12,502","18,958","27,976","31,098","37,487",,,"29,385","29,924","31,098","34,419","35,485","36,717","37,487","37,439","37,412","35,072"
Total Assets,"19,567","19,752","21,733","22,982","50,796","47,531","50,549","52,890",,,"47,725","48,484","50,549","52,182","53,775","52,281","52,890","52,742","51,769","52,030"
Accounts Payable,"2,534","2,215","2,171","2,302","3,071","2,711","3,519","2,711",,,"3,168","3,293","3,519","2,440","1,799","2,277","2,711","2,890","2,212","2,100"
Accrued Expenses,737.6,841.8,726.7,647.5,633.9,519.7,534.7,665.4,,,720.4,701.6,534.7,542.9,563.3,603.0,665.4,666.9,633.2,650.9
Debt Due,"3,164","1,125","2,052","3,549","1,684","3,691","6,696","2,773",,,"4,883","5,762","6,696","4,508","3,184","3,011","2,773","2,848","3,604","4,286"
Total Current Liabilities,"9,487","5,868","6,667","8,559","18,279","10,874","15,993","14,389",,,"14,055","14,780","15,993","13,440","14,457","12,518","14,389","14,803","13,593","14,134"
Long Term Debt,"1,320","3,236","2,267","1,232",784.8,"5,195","3,989","5,037",,,"4,620","4,570","3,989","4,842","5,095","5,427","5,037","4,637","5,402","5,461"
Total Liabilities,"11,468","9,689","9,264","10,055","33,785","36,264","35,920","34,514",,,"35,855","36,695","35,920","35,728","36,707","34,540","34,514","33,587","32,666","32,543"
Common Stock,"3,622","3,622","3,569","3,569","3,567","2,968","3,335","3,992",,,"3,189","3,247","3,335","3,709","3,849","3,954","3,992","4,069","4,075","4,077"
Additional Paid-In Capital,275.6,,275.6,275.6,578.5,590.4,"3,088","7,467",,,"2,090","2,490","3,088","5,633","6,556","7,224","7,467","7,954","7,991","8,001"
Retained Earnings (Accumulated Deficit),"3,409",913.1,"7,789","9,276","11,754","5,430","4,259","5,324",,,"5,111","4,343","4,259","5,017","4,868","5,256","5,324","6,058","6,000","6,342"
Shareholders' Equity,"7,114","10,063","11,391","11,886","15,882","10,236","13,584","17,330",,,"10,830","10,749","13,584","15,404","16,028","16,698","17,330","18,107","18,060","18,444"
Cash from Operating Activities,"3,143","4,616","5,625","6,809","-2,721","-2,467","3,418","4,001",,,807.2,"1,350",701.9,947.6,2.59,"1,754","1,297","1,367",985.6,"1,247"
Cash from Investing Activities,"-2,315","-1,795","-1,566","-2,761","28,404","2,832","-2,503","1,900",,,-592.8,-866.4,-253.4,"-1,549","4,957",-916.6,-591.9,-562.7,"2,023",-653.3
Cash from Financing Activities,"-1,166","-2,923","-2,541","-5,544","-19,303","-5,763",-358.1,"-8,040",,,-379.0,-472.0,"1,248","-1,076","-2,742","-3,465",-758.4,-855.5,"-2,819",-468.0
Net Change in Cash,-339.0,-102.5,"1,519","-1,496","6,379","-5,398",556.1,"-2,139",,,-164.6,11.5,"1,696","-1,677","2,218","-2,627",-53.6,-51.0,189.3,125.6
Free Cashflows,856.1,"3,214","3,903","4,207","-6,321","-6,284",163.4,16.0,,,13.1,584.6,-156.7,-584.3,-729.7,833.8,496.1,798.5,516.7,579.2
Free Cashflow per Share,0.12,0.45,0.55,0.60,-0.89,-1.06,0.024,0.002,,,0.002,0.090,-0.023,-0.079,-0.095,0.11,0.062,0.098,0.063,0.071
