,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",275.4,584.3,629.7,680.3,746.6,860.2,869.0,915.9,,,221.6,219.0,202.0,227.8,233.9,226.7,227.3,243.5,252.2,219.7
Operating Income,210.5,691.6,876.8,928.4,"1,144","1,119","1,178","1,125",,,225.1,415.9,347.0,301.2,261.6,291.8,269.9,127.8,212.4,297.5
Net Income,135.1,391.5,546.2,596.1,735.7,678.6,868.5,723.7,,,187.5,298.2,229.3,195.2,194.3,221.9,112.3,109.8,153.8,377.8
EBITDA,334.3,945.6,"1,166","1,243","1,476","1,482","1,569","1,532",,,322.9,514.4,445.8,401.8,363.4,393.0,373.4,229.3,314.1,399.2
Gross Profit Margin,29.9%,31.7%,33.0%,32.4%,34.6%,34.0%,33.0%,31.1%,,,31.2%,37.0%,33.5%,31.9%,31.3%,30.6%,30.4%,23.9%,28.6%,29.6%
Operating Margin,13.0%,17.2%,19.2%,18.7%,20.9%,19.2%,19.0%,17.1%,,,15.7%,24.3%,21.2%,18.2%,16.5%,17.2%,16.5%,8.2%,13.1%,17.0%
Net Profit Margin,8.3%,9.7%,12.0%,12.0%,13.5%,11.7%,14.0%,11.0%,,,13.1%,17.4%,14.0%,11.8%,12.3%,13.1%,6.9%,7.1%,9.5%,21.6%
Return on Assets,3.4%,5.7%,6.5%,6.1%,6.7%,5.2%,5.8%,4.7%,,,5.4%,5.5%,5.6%,5.9%,5.9%,5.4%,4.6%,3.8%,3.2%,3.9%
Return on Equity,4.3%,10.8%,12.7%,12.3%,13.9%,10.0%,12.4%,10.2%,,,2.9%,4.4%,3.3%,2.7%,2.9%,3.1%,1.6%,1.4%,2.0%,5.0%
Return on Total Capital,4.1%,9.3%,10.7%,10.9%,12.1%,8.7%,10.0%,8.5%,,,9.4%,9.8%,10.0%,10.5%,11.3%,9.9%,8.5%,6.3%,6.0%,7.5%
SG&A to Sale,17.0%,14.5%,13.8%,13.7%,13.7%,14.8%,14.0%,13.9%,,,15.5%,12.8%,12.3%,13.8%,14.8%,13.4%,13.9%,15.7%,15.5%,12.6%
Depreciation & Amortisation,123.8,253.9,288.9,314.5,332.2,363.0,391.6,407.2,,,97.8,98.6,98.8,100.6,101.8,101.2,103.6,101.5,101.7,101.7
Tax Rate,31.8%,23.1%,18.1%,18.1%,18.3%,20.6%,15.6%,17.8%,,,13.5%,16.6%,16.3%,16.6%,16.4%,16.6%,23.3%,18.4%,11.3%,18.9%
Current Ratio,0.33,0.43,0.61,0.45,0.44,0.32,0.41,0.38,,,0.32,0.41,0.41,0.39,0.34,0.36,0.38,0.40,0.31,0.34
Quick Ratio,0.17,0.26,0.41,0.31,0.27,0.20,0.23,0.25,,,0.20,0.25,0.23,0.24,0.21,0.24,0.25,0.23,0.21,0.19
Days Inventory Outstanding,22.2,15.1,14.6,14.6,13.5,12.7,13.0,12.9,,,13.8,13.7,13.6,12.9,12.7,12.7,13.0,13.1,12.9,12.5
Days Sale Outstanding,61.5,40.5,68.3,65.1,51.6,40.3,48.2,56.3,,,45.1,54.8,48.2,52.0,50.2,57.1,56.3,64.2,62.8,61.3
Days Payable Outstanding,39.5,28.0,28.1,26.7,26.9,26.4,26.2,25.0,,,25.7,26.4,27.3,26.4,25.5,25.9,25.9,25.1,24.7,24.9
Cash Conversion Cycle,1.78,16.6,39.4,51.5,42.0,30.5,29.5,39.5,,,33.3,35.8,38.2,36.4,38.6,40.0,45.5,49.4,52.9,49.6
Debt to Asset Ratio,0.33,0.38,0.38,0.39,0.38,0.36,0.39,0.40,,,0.42,0.41,0.39,0.39,0.42,0.40,0.40,0.44,0.46,0.48
Debt to Equity Ratio,0.62,0.81,0.81,0.85,0.83,0.77,0.87,0.87,,,0.98,0.93,0.87,0.85,0.95,0.90,0.87,1.05,1.16,1.22
Interest Coverage Ratio,12.5,11.0,10.8,9.38,10.6,9.20,7.67,7.04,,,6.18,9.74,8.38,7.59,6.57,7.21,6.79,3.09,4.09,5.60
Cash and Short Term Investments,136.0,206.8,256.6,250.2,324.5,242.4,433.3,307.9,,,280.4,413.5,433.3,374.0,358.8,297.7,307.9,577.0,315.7,661.4
"Total Receivables, Net",273.3,447.5,855.1,885.2,773.0,642.4,818.7,"1,014",,,729.9,911.1,818.7,917.0,906.1,"1,029","1,014","1,137","1,119","1,102"
Total Inventory,113.9,113.7,131.2,136.2,127.9,140.4,154.6,165.3,,,149.2,154.6,154.6,148.8,155.4,156.2,165.3,164.1,164.0,157.3
Total Current Assets,536.1,786.9,"1,255","1,288","1,261","1,048","1,433","1,526",,,"1,190","1,506","1,433","1,461","1,458","1,523","1,526","1,925","1,657","1,971"
"Property/Plant/Equipment, Total - Net","3,719","3,799","3,923","4,143","4,577","5,613","6,276","6,374",,,"6,274","6,260","6,276","6,339","6,338","6,364","6,374","6,448","6,920","6,973"
Total Assets,"5,944","7,682","9,102","10,560","11,385","14,487","15,446","15,547",,,"14,922","15,431","15,446","15,575","15,369","15,893","15,547","18,455","18,994","19,501"
Accounts Payable,184.2,238.4,233.3,257.9,269.9,287.1,308.8,311.1,,,275.0,311.6,308.8,310.4,303.4,332.7,311.1,319.6,310.5,332.0
Accrued Expenses,146.8,191.7,193.6,200.7,220.9,208.2,241.1,245.0,,,229.9,261.6,241.1,261.3,259.5,283.7,245.0,261.7,267.5,282.2
Debt Due,"1,135","1,211","1,425","2,188","2,181","2,554","2,784","3,189",,,"3,032","2,983","2,784","2,926","3,518","3,415","3,189","3,788","4,325","4,697"
Total Current Liabilities,"1,624","1,826","2,068","2,848","2,863","3,291","3,534","4,003",,,"3,709","3,715","3,534","3,769","4,249","4,271","4,003","4,856","5,278","5,734"
Long Term Debt,163.0,579.7,808.3,626.7,803.9,"1,032","1,700","1,373",,,"1,756","1,769","1,700","1,523","1,351","1,322","1,373","2,318","2,470","2,493"
Total Liabilities,"1,939","2,937","3,456","4,147","4,369","5,258","6,079","6,172",,,"6,296","6,328","6,079","6,108","6,388","6,430","6,172","8,152","8,813","9,288"
Common Stock,"1,048","1,048","1,258","1,258","1,261","1,316","1,320","1,320",,,"1,316","1,316","1,320","1,320","1,320","1,320","1,320","1,320","1,320","1,320"
Additional Paid-In Capital,"1,818","1,818","1,818","1,818","1,846","2,346","2,377","2,379",,,"2,346","2,346","2,377","2,377","2,377","2,377","2,379","2,379","2,379","2,379"
Retained Earnings (Accumulated Deficit),238.7,448.5,737.1,"1,025","1,387","1,674","2,085","2,342",,,"1,559","1,858","2,085","2,280","2,008","2,229","2,342","2,452","2,088","2,466"
Shareholders' Equity,"3,138","3,633","4,284","4,856","5,292","6,800","7,013","7,107",,,"6,403","6,809","7,013","7,147","6,743","7,143","7,107","7,754","7,574","7,599"
Cash from Operating Activities,304.0,855.1,979.5,949.6,"1,304","1,250","1,376","1,198",,,99.7,460.8,527.3,317.6,215.0,345.4,319.7,354.7,234.3,393.6
Cash from Investing Activities,-178.7,-871.3,"-1,156","-1,047",-874.2,"-1,908","-1,407",-662.8,,,-707.8,-278.5,-197.8,-302.2,-35.6,-235.1,-89.9,"-1,616",-559.0,-452.7
Cash from Financing Activities,-47.5,66.9,244.8,91.4,-355.4,570.2,228.5,-660.3,,,606.1,-49.2,-309.6,-74.8,-194.5,-171.4,-219.5,"1,530",63.4,404.8
Net Change in Cash,77.9,50.7,68.6,-6.49,74.3,-88.1,197.5,-125.5,,,-2.08,133.1,19.8,-59.4,-15.2,-61.1,10.2,269.1,-261.3,345.7
Free Cashflows,53.6,620.6,606.3,328.2,611.6,-112.6,296.1,724.2,,,-702.8,378.4,415.1,150.9,106.0,226.1,241.2,174.0,-313.2,248.7
Free Cashflow per Share,0.005,0.059,0.048,0.026,0.049,-0.009,0.022,0.055,,,-0.053,0.029,0.031,0.011,0.008,0.017,0.018,0.013,-0.024,0.019
