,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,24.2,28.1,30.0,33.0,31.2,30.9,30.1,31.7,,,45.5,37.0,34.2,33.6,39.5,39.0,33.8,37.6,38.4,34.0
Days Sale Outstanding,43.9,51.8,53.0,60.2,57.6,69.2,57.1,66.2,,,62.4,60.1,57.1,64.5,63.6,66.3,66.2,65.4,62.4,66.6
Days Payable Outstanding,22.6,26.2,30.5,30.3,23.9,26.5,21.6,23.4,,,33.3,31.2,26.1,24.6,33.9,33.2,28.7,29.9,26.8,25.6
Cash Conversion Cycle,37.8,50.4,51.4,61.2,63.9,59.1,64.6,58.8,,,74.7,62.7,72.6,63.6,63.5,73.9,67.7,72.8,81.6,71.7
Debt to Asset Ratio,0.62,0.60,0.56,0.62,0.58,0.67,0.69,0.74,,,0.72,0.72,0.69,0.71,0.75,0.74,0.74,0.74,0.72,0.72
Debt to Equity Ratio,1.65,1.49,1.26,1.66,1.37,2.05,2.25,2.79,,,2.58,2.54,2.25,2.41,2.94,2.79,2.79,2.79,2.54,2.52
Interest Coverage Ratio,10.4,9.29,10.4,7.71,10.2,16.1,11.1,13.4,,,11.0,9.48,10.7,16.3,14.3,11.9,11.5,11.0,5.93,3.90
Cash and Short Term Investments,89.5,35.1,93.7,64.9,78.1,206.3,204.6,256.9,,,186.9,161.2,204.6,296.6,249.8,216.7,256.9,173.3,161.6,196.0
"Total Receivables, Net","2,435","2,918","2,724","3,151","3,394","4,515","5,075","6,927",,,"5,084","5,215","5,075","5,858","6,010","6,492","6,927","6,956","6,354","6,524"
Total Inventory,"1,449","1,562","1,360","1,948","1,544","2,306","2,799","3,561",,,"3,134","3,001","2,799","3,031","4,087","3,223","3,561","4,114","3,384","3,002"
Total Current Assets,"3,998","4,532","4,188","5,194","5,045","7,029","8,078","10,745",,,"8,405","8,377","8,078","9,186","10,348","9,931","10,745","11,243","9,900","9,722"
"Property/Plant/Equipment, Total - Net",333.7,311.3,352.3,330.1,303.5,405.7,402.8,377.9,,,411.1,404.7,402.8,397.9,392.0,385.9,377.9,370.1,370.3,367.2
Total Assets,"4,380","4,932","4,655","5,647","5,486","7,578","9,008","11,701",,,"9,244","9,244","9,008","10,191","11,323","10,939","11,701","12,418","11,051","10,874"
Accounts Payable,"1,454","1,348","1,632","1,402","1,277","2,018","1,649","3,037",,,"2,389","2,788","1,649","2,614","3,501","2,709","3,037","3,066","2,172","2,635"
Accrued Expenses,129.8,167.6,145.3,190.2,302.6,324.8,340.0,346.2,,,295.4,289.9,340.0,332.3,314.2,321.8,346.2,384.2,318.8,328.5
Debt Due,"1,007","1,221",652.1,"1,767","1,388","2,191","3,487","4,503",,,"3,034","2,718","3,487","3,407","3,829","4,303","4,503","4,940","4,796","4,096"
Total Current Liabilities,"2,693","2,829","2,514","3,444","3,108","4,687","5,788","8,380",,,"6,063","6,135","5,788","6,809","8,101","7,760","8,380","8,966","7,805","7,689"
Long Term Debt,,78.5,38.5,18.5,,333.3,372.3,161.2,,,477.8,425.0,372.3,319.5,266.7,214.0,161.2,108.4,55.6,27.7
Total Liabilities,"2,729","2,949","2,598","3,517","3,170","5,095","6,235","8,616",,,"6,659","6,636","6,235","7,205","8,448","8,055","8,616","9,143","7,925","7,784"
Common Stock,688.6,693.5,770.3,770.3,770.3,770.3,770.3,770.3,,,770.3,770.3,770.3,770.3,770.3,770.3,770.3,770.3,847.4,847.4
Additional Paid-In Capital,336.7,395.2,403.7,403.7,403.7,403.7,403.7,403.7,,,403.7,403.7,403.7,403.7,403.7,403.7,403.7,403.7,403.7,403.7
Retained Earnings (Accumulated Deficit),606.0,878.6,877.6,942.9,"1,138","1,298","1,583","1,889",,,"1,397","1,418","1,583","1,792","1,684","1,691","1,889","2,073","1,853","1,819"
Shareholders' Equity,"1,651","1,984","2,057","2,124","2,317","2,483","2,773","3,085",,,"2,585","2,608","2,773","2,986","2,875","2,884","3,085","3,275","3,125","3,090"
Cash from Operating Activities,385.9,-218.0,918.0,-977.7,615.4,-600.4,-635.8,-71.0,,,391.7,499.8,-652.7,307.6,-107.3,-177.8,-93.6,-289.3,504.3,"1,018"
Cash from Investing Activities,-4.05,-12.8,-81.5,-15.8,-10.1,-135.5,-306.8,-199.8,,,-292.3,-1.98,-5.62,-66.0,-29.9,-105.0,1.13,-160.3,-38.2,-108.8
Cash from Financing Activities,-407.8,176.4,-777.9,964.7,-592.5,864.0,941.7,323.5,,,-73.3,-523.7,702.0,-147.1,87.2,251.4,132.0,366.7,-477.5,-875.2
Net Change in Cash,-25.9,-54.4,58.6,-28.8,13.1,128.2,-1.68,52.2,,,25.5,-25.7,43.4,91.9,-46.8,-33.1,40.2,-83.6,-11.6,34.4
Free Cashflows,365.4,-244.7,829.8,-996.5,601.7,-739.1,-671.4,-87.0,,,374.7,496.7,-661.5,302.1,-112.1,-181.2,-96.0,-291.4,493.9,"1,010"
Free Cashflow per Share,0.45,-0.29,0.98,-1.18,0.71,-0.87,-0.79,-0.10,,,0.44,0.59,-0.78,0.35,-0.13,-0.21,-0.11,-0.34,0.58,1.19
