,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,702.4,-41.3,102.5,363.0,115.3,510.7,574.6,394.4,,,98.2,193.8,132.1,130.1,116.3,119.9,28.1,53.7,42.7,-101.1
Gross Profit Margin,8.9%,0.0%,1.9%,4.9%,2.0%,8.6%,7.5%,3.8%,,,6.1%,8.4%,6.5%,6.6%,4.2%,4.3%,1.5%,1.7%,1.9%,-4.5%
Operating Margin,4.2%,-3.6%,-2.0%,1.1%,-2.5%,3.6%,3.5%,0.4%,,,1.4%,4.6%,2.8%,2.2%,1.0%,1.1%,-1.7%,-1.3%,-1.7%,-8.8%
Net Profit Margin,2.7%,-4.2%,-6.3%,0.4%,-6.2%,1.1%,2.5%,-0.3%,,,-1.3%,2.6%,6.1%,0.1%,1.3%,0.4%,-2.6%,-1.2%,-1.9%,-7.8%
Return on Assets,2.2%,-3.8%,-5.9%,0.4%,-5.5%,1.0%,2.5%,-0.4%,,,0.4%,0.7%,2.4%,1.9%,2.6%,2.1%,-0.5%,-0.9%,-2.0%,-4.6%
Return on Equity,3.7%,-6.6%,-10.6%,0.6%,-8.8%,1.4%,3.5%,-0.7%,,,-0.4%,1.2%,2.1%,0.0%,0.6%,0.2%,-1.5%,-0.6%,-0.9%,-3.3%
Return on Total Capital,3.3%,-6.6%,-10.0%,0.5%,-8.4%,1.3%,3.5%,-0.7%,,,0.6%,0.9%,3.5%,2.9%,3.9%,2.9%,-0.7%,-1.3%,-2.8%,-6.4%
SG&A to Sale,4.3%,3.8%,4.0%,3.8%,4.5%,5.0%,4.4%,3.5%,,,4.8%,3.8%,4.5%,4.5%,3.3%,3.2%,3.2%,3.0%,3.8%,3.6%
Depreciation & Amortisation,334.9,298.3,284.8,269.7,290.8,287.3,312.7,351.0,,,75.5,83.9,80.1,86.8,90.3,90.2,83.7,87.6,81.3,85.7
Tax Rate,0.0%,0.2%,-9.3%,47.5%,-0.4%,34.5%,-10.5%,-24.7%,,,-1.6%,13.7%,-43.9%,83.7%,-39.1%,44.5%,1.3%,13.6%,22.2%,21.9%
Current Ratio,1.35,1.02,0.96,1.03,1.00,1.15,1.26,1.32,,,1.20,1.22,1.26,1.27,1.37,1.38,1.32,1.45,1.48,1.43
Quick Ratio,0.13,0.10,0.12,0.30,0.18,0.19,0.33,0.32,,,0.33,0.36,0.33,0.32,0.33,0.35,0.32,0.38,0.36,0.38
Days Inventory Outstanding,157.4,134.3,120.3,104.2,87.0,76.1,76.6,70.5,,,68.9,76.9,87.8,95.0,89.8,85.0,73.9,64.1,60.4,59.6
Days Sale Outstanding,18.6,18.4,15.4,41.5,18.0,18.4,38.2,30.1,,,38.2,44.6,38.2,39.1,33.4,31.2,30.1,26.0,23.5,24.4
Days Payable Outstanding,43.3,33.6,43.8,45.4,32.6,20.7,14.6,17.2,,,28.2,35.2,23.0,10.3,13.4,15.1,18.7,25.0,25.3,19.5
Cash Conversion Cycle,146.7,108.8,95.3,90.5,104.5,74.0,91.9,73.1,,,65.4,79.0,116.4,123.3,105.8,104.1,76.3,65.7,61.0,70.6
Debt to Asset Ratio,0.40,0.44,0.39,0.39,0.30,0.26,0.32,0.34,,,0.29,0.33,0.32,0.33,0.32,0.30,0.34,0.29,0.28,0.28
Debt to Equity Ratio,0.66,0.77,0.64,0.64,0.42,0.35,0.47,0.52,,,0.41,0.49,0.47,0.50,0.47,0.42,0.52,0.41,0.39,0.38
Interest Coverage Ratio,3.38,,,1.30,,4.16,4.45,0.55,,,1.70,7.56,2.89,2.32,1.21,1.62,,,,
Cash and Short Term Investments,549.0,669.5,167.3,193.2,315.5,397.2,471.2,584.7,,,513.4,507.1,471.2,428.0,516.4,288.1,584.7,491.0,391.6,349.7
"Total Receivables, Net",442.4,476.9,389.1,956.2,352.5,313.0,788.6,856.9,,,645.4,861.5,788.6,838.9,801.7,772.1,856.9,792.1,697.6,688.0
Total Inventory,"3,459","3,503","2,457","2,113","1,225","1,145","1,780","2,076",,,"1,169","1,572","1,780","2,016","2,022","1,968","2,076","1,711","1,785","1,563"
Total Current Assets,"4,502","4,720","3,093","3,289","1,903","1,860","3,043","3,522",,,"2,335","2,947","3,043","3,291","3,364","3,034","3,522","3,002","2,882","2,608"
"Property/Plant/Equipment, Total - Net","5,706","5,431","5,185","5,025","4,782","4,479","4,210","3,961",,,"4,346","4,277","4,210","4,053","3,974","4,063","3,961","3,887","3,823","3,760"
Total Assets,"10,498","10,730","9,014","9,061","7,199","6,974","7,850","8,020",,,"7,261","7,771","7,850","8,015","7,895","7,641","8,020","7,438","7,266","6,964"
Accounts Payable,620.0,"1,123","1,045",945.3,306.5,337.0,218.6,721.3,,,596.3,658.4,218.6,193.2,410.8,299.9,721.3,755.7,711.6,381.6
Accrued Expenses,110.6,109.2,75.2,83.6,78.0,79.3,96.1,109.7,,,92.0,107.1,96.1,115.7,109.4,111.7,109.7,113.3,96.6,105.1
Debt Due,"2,500","3,238","2,034","2,056","1,457","1,138","2,013","1,725",,,"1,176","1,576","2,013","2,162","1,816","1,684","1,725","1,070","1,062","1,277"
Total Current Liabilities,"3,341","4,617","3,232","3,179","1,908","1,621","2,417","2,660",,,"1,947","2,423","2,417","2,594","2,453","2,193","2,660","2,072","1,950","1,828"
Long Term Debt,804.1,45.3,286.6,352.7,198.5,189.6,78.1,46.0,,,135.3,108.2,78.1,64.0,58.0,52.0,46.0,84.2,70.2,56.0
Total Liabilities,"4,156","4,676","3,533","3,549","2,125","1,826","2,516","2,729",,,"2,099","2,548","2,516","2,679","2,532","2,267","2,729","2,179","2,051","1,916"
Common Stock,"6,035","6,035","6,035","6,035","5,967","5,967","5,967","5,967",,,"5,967","5,967","5,967","5,967","5,967","5,967","5,967","5,967","5,967","5,967"
Additional Paid-In Capital,,,,,20.0,20.0,20.0,20.0,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Retained Earnings (Accumulated Deficit),311.1,72.0,-507.4,-476.4,-921.4,-847.0,-660.5,-695.9,,,-833.1,-772.3,-660.5,-658.6,-624.4,-614.1,-695.9,-728.8,-773.3,-940.0
Shareholders' Equity,"6,342","6,054","5,481","5,512","5,073","5,148","5,334","5,292",,,"5,162","5,223","5,334","5,336","5,363","5,373","5,292","5,259","5,214","5,048"
Cash from Operating Activities,-84.7,418.7,"1,011",130.2,939.8,673.8,-624.4,572.5,,,84.3,-342.7,-442.6,-171.3,421.7,64.7,257.3,545.1,-56.2,-195.1
Cash from Investing Activities,-150.5,-122.6,-404.1,-118.1,11.6,-205.7,-20.6,-72.8,,,-7.55,-15.0,4.60,-13.1,105.9,-176.5,10.9,-9.70,-20.4,-21.8
Cash from Financing Activities,435.7,-175.6,"-1,109",13.8,-829.2,-386.4,718.9,-378.9,,,28.3,351.4,402.1,141.2,-432.0,-116.6,28.4,-629.1,-22.9,175.1
Net Change in Cash,200.5,120.5,-502.2,26.0,122.3,81.7,74.0,113.5,,,105.1,-6.28,-35.9,-43.2,88.4,-228.3,296.7,-93.7,-99.5,-41.8
Free Cashflows,-187.6,317.2,868.7,18.6,845.9,650.2,-664.7,364.5,,,73.6,-357.7,-454.7,-184.5,393.1,-111.8,267.6,535.4,-77.5,-217.2
Free Cashflow per Share,-0.31,0.53,1.46,0.031,1.42,1.09,-1.11,0.61,,,0.12,-0.60,-0.76,-0.31,0.66,-0.19,0.45,0.90,-0.13,-0.36
