,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,4.3%,43.1%,13.2%,18.5%,26.8%,10.6%,14.6%,17.4%,,,8.1%,16.0%,-203.5%,28.1%,8.6%,21.5%,19.2%,-47.8%,7.2%,52.1%
Current Ratio,22.2,6.46,1.38,0.85,0.50,0.56,0.55,0.59,,,0.53,0.50,0.55,0.51,0.57,0.58,0.59,0.54,0.64,0.63
Quick Ratio,0.20,0.17,0.12,0.19,0.16,0.13,0.15,0.15,,,0.11,0.12,0.15,0.097,0.11,0.092,0.15,0.099,0.13,0.11
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,67.3,79.3,44.9,60.8,70.2,50.7,62.2,67.4,,,50.1,50.1,62.2,44.2,57.4,45.8,67.4,48.4,60.4,53.7
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,13.8,14.0,5.50,4.43,5.08,2.43,2.46,1.10,,,3.33,3.81,1.41,1.12,0.00,0.040,0.039,0.00,0.58,0.57
Debt to Asset Ratio,0.96,0.90,0.67,0.56,0.62,0.62,0.58,0.60,,,0.60,0.57,0.58,0.59,0.62,0.61,0.60,0.61,0.61,0.62
Debt to Equity Ratio,22.7,8.66,2.01,1.28,1.66,1.64,1.38,1.48,,,1.51,1.34,1.38,1.41,1.60,1.54,1.48,1.57,1.54,1.62
Interest Coverage Ratio,,13.1,518.6,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,93.2,190.7,551.4,594.8,225.9,137.7,110.5,119.4,,,88.9,110.5,110.5,161.8,151.7,153.2,119.4,97.4,496.1,468.2
"Total Receivables, Net",362.0,451.0,289.2,401.6,532.4,399.3,413.6,441.3,,,362.0,341.7,413.6,288.2,371.0,300.2,441.3,321.1,410.0,364.0
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"39,418","17,504","3,244","1,806","1,681","1,782","1,511","1,738",,,"1,689","1,423","1,511","1,511","1,870","1,906","1,738","1,763","2,012","2,048"
"Property/Plant/Equipment, Total - Net",234.0,221.2,209.4,262.4,268.7,278.6,270.4,258.4,,,271.7,272.4,270.4,274.5,270.7,265.3,258.4,251.7,249.6,248.3
Total Assets,"42,998","20,515","6,509","5,130","5,697","5,532","5,165","5,228",,,"5,412","5,162","5,165","5,258","5,482","5,543","5,228","5,472","5,390","5,513"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,92.5,119.6,156.5,156.1,178.2,146.2,132.4,165.6,,,142.8,146.9,132.4,137.9,129.4,108.7,165.6,126.4,131.9,137.5
Debt Due,2.29,201.6,1.67,1.76,0.00,0.00,2.98,6.85,,,0.00,0.00,2.98,0.00,0.00,0.00,6.85,0.00,0.00,0.00
Total Current Liabilities,"1,772","2,711","2,348","2,124","3,367","3,171","2,770","2,927",,,"3,177","2,818","2,770","2,975","3,273","3,262","2,927","3,244","3,134","3,266"
Long Term Debt,9.21,7.57,5.89,4.12,,,6.50,11.1,,,,,6.50,19.0,19.7,19.6,11.1,16.3,18.2,17.9
Total Liabilities,"41,184","18,391","4,347","2,881","3,558","3,436","2,993","3,121",,,"3,259","2,958","2,993","3,079","3,377","3,365","3,121","3,345","3,264","3,412"
Common Stock,300.0,300.0,300.0,310.0,320.0,330.0,330.0,340.0,,,330.0,330.0,330.0,330.0,340.0,340.0,340.0,340.0,350.0,350.0
Additional Paid-In Capital,647.2,647.2,647.2,647.2,647.2,647.2,647.2,647.3,,,647.2,647.2,647.2,647.2,647.3,647.3,647.3,647.3,647.3,647.3
Retained Earnings (Accumulated Deficit),742.6,780.4,998.2,"1,134","1,079",982.8,"1,112","1,138",,,"1,081","1,120","1,112","1,137","1,128","1,156","1,138","1,129","1,096","1,090"
Shareholders' Equity,"1,814","2,124","2,162","2,249","2,139","2,096","2,172","2,107",,,"2,153","2,205","2,172","2,180","2,105","2,178","2,107","2,127","2,125","2,100"
Cash from Operating Activities,300.6,"-1,185","1,056",245.6,-240.4,30.4,17.9,99.7,,,5.33,30.2,1.42,52.7,67.0,9.89,-29.9,-19.8,85.3,8.45
Cash from Investing Activities,-189.0,"1,085",-463.7,-110.2,-33.5,-50.4,-10.7,-34.1,,,-1.67,-8.26,-0.65,0.10,-25.7,-6.56,-1.91,-0.33,-1.07,-1.17
Cash from Financing Activities,-108.4,197.2,-232.0,-92.0,-95.0,-68.1,-34.4,-56.6,,,-33.2,-0.32,-0.85,-1.53,-51.4,-1.84,-1.91,-1.91,-52.9,-2.11
Net Change in Cash,3.20,97.5,360.7,43.4,-368.9,-88.2,-27.2,8.99,,,-29.6,21.6,-0.084,51.3,-10.1,1.49,-33.7,-22.0,31.3,5.17
Free Cashflows,241.2,"-1,198","1,045",170.8,-274.1,-8.01,8.60,97.8,,,2.99,23.9,0.87,52.5,65.9,9.66,-30.3,-20.1,84.4,6.81
Free Cashflow per Share,6.89,-34.2,29.9,4.88,-7.83,-0.23,0.25,2.79,,,0.085,0.68,0.025,1.50,1.88,0.28,-0.87,-0.57,2.41,0.19
