,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,5.6%,7.2%,7.9%,6.8%,5.8%,6.1%,6.0%,6.9%,,,10.4%,5.1%,3.9%,5.5%,10.1%,4.8%,7.5%,7.0%,9.7%,10.1%
Net Profit Margin,1.9%,3.5%,3.4%,4.5%,3.8%,4.0%,4.7%,5.2%,,,8.2%,4.2%,2.9%,3.9%,6.9%,4.4%,5.7%,5.8%,7.5%,8.4%
Return on Assets,3.2%,5.0%,4.8%,7.4%,5.7%,5.6%,6.7%,6.8%,,,6.7%,6.6%,6.6%,7.0%,6.3%,6.4%,7.2%,7.5%,7.5%,8.4%
Return on Equity,7.7%,11.2%,9.9%,13.8%,10.8%,10.5%,11.9%,10.5%,,,5.5%,2.6%,2.0%,2.3%,3.7%,2.1%,2.8%,2.4%,3.6%,3.3%
Return on Total Capital,7.4%,11.1%,9.2%,13.5%,10.1%,10.1%,11.8%,10.4%,,,12.3%,12.3%,11.8%,11.9%,10.2%,9.7%,10.4%,10.5%,11.0%,11.9%
SG&A to Sale,9.4%,9.9%,11.3%,10.3%,10.7%,10.1%,9.9%,11.3%,,,9.6%,10.3%,10.0%,9.0%,10.2%,10.6%,11.5%,10.6%,11.3%,10.5%
Depreciation & Amortisation,237.2,251.1,256.2,263.6,241.8,244.6,238.5,230.8,,,59.8,60.9,57.4,59.9,60.0,57.4,53.4,55.7,55.4,54.9
Tax Rate,34.3%,23.6%,25.6%,17.2%,23.4%,21.1%,14.7%,17.0%,,,14.1%,14.7%,11.2%,21.6%,15.6%,9.6%,18.8%,18.0%,19.3%,14.4%
Current Ratio,1.08,1.18,1.19,1.29,1.18,1.27,1.43,2.23,,,1.30,1.36,1.43,1.54,1.75,1.88,2.23,2.18,2.06,2.24
Quick Ratio,0.36,0.38,0.50,0.47,0.48,0.40,0.51,0.83,,,0.35,0.39,0.51,0.48,0.60,0.66,0.83,0.76,0.74,0.72
Days Inventory Outstanding,63.6,90.1,82.1,61.9,63.9,66.8,72.4,76.6,,,87.2,97.1,80.9,70.7,70.8,76.6,75.4,71.9,73.5,77.8
Days Sale Outstanding,43.6,42.5,50.3,38.6,50.7,40.0,46.7,42.7,,,40.4,42.0,46.7,38.5,39.8,42.0,43.1,45.5,47.8,44.8
Days Payable Outstanding,16.5,17.4,18.1,15.2,13.9,15.5,14.5,14.0,,,22.1,17.0,15.3,17.2,20.7,18.5,14.8,14.6,16.8,17.1
Cash Conversion Cycle,85.9,123.4,109.2,90.6,94.8,96.2,102.0,113.9,,,114.4,121.2,111.6,93.2,91.5,102.5,108.1,101.6,104.0,108.6
Debt to Asset Ratio,0.56,0.47,0.45,0.40,0.45,0.41,0.38,0.23,,,0.44,0.41,0.38,0.35,0.31,0.29,0.23,0.24,0.26,0.24
Debt to Equity Ratio,1.45,1.01,0.92,0.74,0.92,0.78,0.68,0.33,,,0.86,0.76,0.68,0.58,0.49,0.44,0.33,0.34,0.37,0.34
Interest Coverage Ratio,5.96,7.54,11.0,11.0,10.0,11.6,13.1,22.5,,,21.6,9.77,9.74,15.6,29.3,16.6,30.0,31.1,43.1,43.5
Cash and Short Term Investments,508.3,259.3,233.7,212.8,479.9,420.4,414.1,197.4,,,438.2,468.4,414.1,543.8,271.9,109.9,197.4,282.5,349.1,434.9
"Total Receivables, Net","1,070",901.0,"1,011",901.6,"1,152",911.8,"1,105",861.6,,,939.0,961.5,"1,105",901.3,891.2,897.7,861.6,851.8,883.1,804.3
Total Inventory,"1,599","1,567","1,103","1,295","1,127","1,426","1,452","1,079",,,"1,957","1,764","1,452","1,330","1,339","1,415","1,079","1,127","1,094","1,152"
Total Current Assets,"3,235","2,785","2,396","2,448","2,826","2,880","3,078","2,316",,,"3,481","3,319","3,078","2,902","2,618","2,534","2,316","2,447","2,455","2,510"
"Property/Plant/Equipment, Total - Net","1,876","1,865","2,181","2,086","2,426","2,414","2,351","2,240",,,"2,398","2,372","2,351","2,323","2,285","2,263","2,240","2,251","2,267","2,262"
Total Assets,"5,671","5,221","5,163","5,124","5,871","5,948","6,040","5,153",,,"6,473","6,291","6,040","5,842","5,498","5,400","5,153","5,297","5,316","5,370"
Accounts Payable,365.0,246.0,342.3,245.7,281.3,311.5,266.6,195.9,,,310.8,341.7,266.6,408.8,370.9,294.7,195.9,253.0,254.6,240.1
Accrued Expenses,116.5,115.0,108.3,122.6,123.5,130.4,121.7,114.3,,,136.4,144.4,121.7,105.8,131.6,152.3,114.3,102.3,141.9,157.9
Debt Due,"2,319","1,807","1,408","1,340","1,786","1,659","1,584",563.0,,,"2,079","1,836","1,584","1,207",832.6,777.9,563.0,575.4,628.5,584.2
Total Current Liabilities,"3,000","2,359","2,013","1,900","2,403","2,259","2,147","1,040",,,"2,687","2,447","2,147","1,879","1,492","1,351","1,040","1,121","1,193","1,119"
Long Term Debt,85.2,17.1,200.0,75.0,177.7,134.3,30.9,33.3,,,82.6,56.8,30.9,6.52,83.4,58.3,33.3,8.26,,
Total Liabilities,"3,163","2,468","2,311","2,030","2,648","2,455","2,310","1,192",,,"2,836","2,570","2,310","2,022","1,708","1,542","1,192","1,252","1,362","1,289"
Common Stock,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,,,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0
Additional Paid-In Capital,247.2,247.2,247.2,247.2,247.2,247.2,247.2,247.2,,,247.2,247.2,247.2,247.2,247.2,247.2,247.2,247.2,247.2,247.2
Retained Earnings (Accumulated Deficit),"1,113","1,366","1,452","1,685","1,833","2,074","2,333","2,567",,,"2,234","2,321","2,333","2,412","2,391","2,466","2,567","2,658","2,575","2,701"
Shareholders' Equity,"2,181","2,434","2,520","2,754","2,893","3,134","3,394","3,628",,,"3,294","3,381","3,394","3,473","3,452","3,527","3,628","3,718","3,636","3,761"
Cash from Operating Activities,-81.2,730.4,"1,097",595.9,567.1,531.2,373.2,"1,087",,,-404.0,306.2,260.7,563.1,211.6,-49.2,361.6,151.7,294.4,183.3
Cash from Investing Activities,-207.6,-226.5,-692.6,-197.9,-667.8,-286.6,-104.4,-127.8,,,-56.1,-7.13,-37.1,-32.7,-28.0,-32.9,-34.3,-53.9,-59.2,-53.2
Cash from Financing Activities,436.1,-753.0,-429.7,-410.4,367.8,-304.1,-275.0,"-1,176",,,507.6,-268.8,-277.9,-400.9,-455.5,-79.9,-239.9,-12.6,-168.5,-44.3
Net Change in Cash,147.2,-249.1,-25.5,-12.4,267.1,-59.6,-6.24,-216.8,,,47.5,30.2,-54.3,129.6,-271.9,-162.0,87.5,85.1,66.7,85.7
Free Cashflows,-300.3,501.8,395.7,392.9,-48.7,239.4,210.2,947.9,,,-488.2,297.1,217.1,526.9,178.4,-84.2,326.8,96.8,227.0,126.2
Free Cashflow per Share,-0.37,0.61,0.48,0.48,-0.059,0.29,0.26,1.16,,,-0.60,0.36,0.26,0.64,0.22,-0.10,0.40,0.12,0.28,0.15
