,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Cost of Revenue, Total","5,785","5,666","6,424","7,318","7,542","7,469","7,146","4,498",,,"1,787","1,731","1,727","1,170","1,076","1,058","1,194",992.2,962.0,953.4
Gross Profit,"2,233","2,879","3,222","4,876","5,124","4,177","2,482","1,891",,,531.7,618.4,463.9,596.7,451.6,478.8,364.3,343.0,291.0,268.3
"Selling/General/Administrative Expenses, Total","1,794","1,888","1,962","3,104","2,580","2,649","2,751","1,919",,,532.6,571.9,"1,003",662.4,321.5,365.3,570.2,327.9,399.9,379.0
Operating Income,439.1,991.0,"1,259","1,772","2,544","1,529",-269.7,-28.0,,,-0.87,46.5,-539.4,-65.6,130.1,113.5,-205.9,15.1,-108.9,-110.8
Net Income,"16,559","13,787","14,568","14,761","16,078","16,398","10,673","11,491",,,"2,871","2,928","1,755","3,640","3,298","2,705","1,847","2,904","2,940","3,348"
EBITDA,"3,079","3,583","3,363","4,375","5,387","4,501","2,835","1,992",,,777.8,826.2,240.4,424.5,633.3,618.0,316.2,479.4,356.1,354.4
Gross Profit Margin,27.9%,33.7%,33.4%,40.0%,40.5%,35.9%,25.8%,29.6%,,,22.9%,26.3%,21.2%,33.8%,29.6%,31.2%,23.4%,25.7%,23.2%,22.0%
Operating Margin,5.5%,11.6%,13.1%,14.5%,20.1%,13.1%,-2.8%,-0.4%,,,0.0%,2.0%,-24.6%,-3.7%,8.5%,7.4%,-13.2%,1.1%,-8.7%,-9.1%
Net Profit Margin,206.5%,161.3%,151.0%,121.1%,126.9%,140.8%,110.9%,179.8%,,,123.8%,124.6%,80.1%,206.0%,215.9%,176.0%,118.6%,217.5%,234.7%,274.1%
Return on Assets,32.2%,26.6%,29.5%,27.7%,28.3%,29.2%,20.2%,22.8%,,,20.2%,21.9%,21.0%,21.4%,22.0%,22.6%,23.2%,20.8%,19.7%,21.4%
Return on Equity,78.3%,61.2%,61.2%,59.8%,63.1%,60.4%,36.9%,37.3%,,,10.3%,10.9%,6.1%,13.2%,10.7%,9.4%,6.0%,8.5%,8.8%,10.3%
Return on Total Capital,61.8%,46.6%,52.3%,43.1%,45.3%,45.1%,29.8%,32.8%,,,30.7%,34.1%,29.8%,32.7%,30.9%,32.1%,32.8%,28.1%,27.8%,30.5%
SG&A to Sale,22.4%,22.1%,20.3%,25.5%,20.4%,22.7%,28.6%,30.0%,,,23.0%,24.3%,45.8%,37.5%,21.0%,23.8%,36.6%,24.6%,31.9%,31.0%
Depreciation & Amortisation,"2,640","2,592","2,104","2,604","2,844","2,972","3,105","2,020",,,778.7,779.7,779.9,490.2,503.3,504.5,522.1,464.3,465.0,465.2
Tax Rate,3.0%,2.4%,2.2%,3.2%,2.6%,2.0%,-4.2%,-2.2%,,,2.1%,2.4%,89.5%,1.3%,1.5%,1.8%,-162.5%,2.6%,3.0%,2.1%
Current Ratio,0.82,0.99,0.72,1.00,0.98,1.84,2.12,1.85,,,1.96,1.95,2.12,1.63,2.42,2.72,1.85,2.44,1.97,2.07
Quick Ratio,0.22,0.51,0.45,0.61,0.61,1.28,1.36,1.35,,,1.29,1.42,1.36,1.34,1.71,1.80,1.35,1.82,1.46,1.26
Days Inventory Outstanding,20.8,18.8,16.9,12.2,11.3,13.5,11.5,10.0,,,8.80,7.81,7.15,8.12,9.89,9.76,9.87,10.1,10.7,11.5
Days Sale Outstanding,84.3,65.1,70.5,62.8,72.0,72.8,71.3,131.5,,,83.3,98.4,71.3,280.0,100.7,113.6,131.5,420.1,192.2,210.7
Days Payable Outstanding,48.5,39.0,31.7,26.5,22.3,24.8,18.8,15.6,,,17.6,16.4,15.2,9.37,4.72,5.24,9.30,15.4,17.6,16.3
Cash Conversion Cycle,50.9,61.3,43.6,51.3,52.4,64.8,78.9,117.9,,,170.5,83.5,82.1,182.9,210.6,116.6,126.4,272.1,310.9,202.5
Debt to Asset Ratio,0.47,0.36,0.36,0.38,0.39,0.31,0.27,0.24,,,0.30,0.27,0.27,0.34,0.25,0.24,0.24,0.22,0.23,0.23
Debt to Equity Ratio,1.24,0.77,0.77,0.87,0.88,0.62,0.47,0.39,,,0.57,0.51,0.47,0.65,0.41,0.41,0.39,0.35,0.36,0.36
Interest Coverage Ratio,0.97,2.34,4.70,4.59,8.29,4.27,,,,,,0.46,,,1.50,1.38,,0.18,,
Cash and Short Term Investments,"14,028","5,701","6,916","7,862","8,070","9,181","8,444","10,240",,,"9,831","8,376","8,444","10,320","10,043","9,807","10,240","10,430","10,904","11,231"
"Total Receivables, Net","1,852","1,524","1,863","2,099","2,498","2,323","1,882","2,302",,,"2,409","2,720","1,882","6,617","2,162","2,186","2,302","6,856","2,992","3,099"
Total Inventory,242.7,342.3,252.0,236.5,229.8,323.9,124.8,122.5,,,166.7,155.1,124.8,160.6,148.5,120.7,122.5,116.9,130.7,127.1
Total Current Assets,"16,266","9,504","9,407","10,685","11,150","12,159","12,572","12,954",,,"12,460","11,305","12,572","17,150","12,406","12,167","12,954","17,404","14,027","14,457"
"Property/Plant/Equipment, Total - Net","19,497","17,189","3,261","8,448","9,146","9,441","7,943","4,876",,,"9,108","8,957","7,943","7,767","7,645","7,466","4,876","4,747","4,627","4,496"
Total Assets,"55,527","48,003","50,810","55,610","57,827","54,607","50,960","50,009",,,"54,211","50,807","50,960","53,627","51,885","49,076","50,009","53,296","52,357","51,017"
Accounts Payable,751.0,460.0,657.0,404.0,519.0,497.0,241.0,144.0,,,323.8,352.9,241.0,88.3,59.3,85.2,144.0,220.1,185.0,180.3
Accrued Expenses,"5,803","6,194","6,706","7,330","7,952","4,164","3,811","3,737",,,"3,688","2,945","3,811","3,358","3,575","2,941","3,737","3,316","3,469","2,927"
Debt Due,"4,706",380.3,"4,488","1,511","1,720",958.9,421.8,"2,652",,,924.4,933.0,421.8,403.4,428.7,420.9,"2,652","2,638","2,616","2,616"
Total Current Liabilities,"19,869","9,644","13,127","10,687","11,321","6,608","5,935","7,005",,,"6,361","5,803","5,935","10,498","5,128","4,477","7,005","7,145","7,123","6,990"
Long Term Debt,"5,653","7,047","4,029","9,590","10,004","9,209","6,913","4,306",,,"8,545","6,807","6,913","6,707","6,802","6,536","4,306","4,062","4,000","3,791"
Total Liabilities,"26,201","17,457","18,398","21,379","22,486","16,932","13,633","12,068",,,"15,996","13,692","13,633","17,981","12,736","11,809","12,068","11,957","11,933","11,580"
Common Stock,"3,206","3,206","3,206","3,206","3,206","3,206","3,206","3,206",,,"3,206","3,206","3,206","3,206","3,206","3,206","3,206","3,206","3,206","3,206"
Additional Paid-In Capital,"10,342","10,342","10,342","10,342","10,342","10,348","10,348","10,348",,,"10,349","10,349","10,348","10,348","10,348","10,348","10,348","10,348","10,348","10,348"
Retained Earnings (Accumulated Deficit),"3,506","4,885","5,880","6,587","7,557","9,233","11,075","13,569",,,"10,061","8,984","11,075","10,034","13,339","11,724","13,569","17,022","16,211","15,231"
Shareholders' Equity,"21,159","22,543","23,816","24,678","25,484","27,157","28,915","30,768",,,"27,935","26,847","28,915","27,506","30,819","28,919","30,768","34,205","33,391","32,460"
Cash from Operating Activities,"13,263","15,774","17,082","18,794","19,771","19,377","12,253","10,591",,,"6,598","4,470",576.6,150.5,"5,449","4,397",594.3,527.0,"4,384","4,843"
Cash from Investing Activities,"4,731","-3,045","-3,409","-6,110","-4,375","-2,785",-537.1,831.2,,,-286.1,203.1,-764.8,794.4,675.3,733.0,"-1,372",973.1,"-1,316","1,823"
Cash from Financing Activities,"-9,041","-21,831","-13,142","-12,271","-15,226","-17,148","-12,191","-10,611",,,"-5,814","-5,844",-100.7,-293.5,"-5,616","-4,594",-107.6,-326.0,"-3,859","-4,654"
Net Change in Cash,"8,947","-9,114",537.2,415.8,167.1,-555.5,-804.4,811.1,,,498.8,"-1,171",-618.5,651.5,508.4,536.0,-884.8,"1,227",-790.5,"2,012"
Free Cashflows,"10,850","13,684","14,543","12,416","18,476","18,276","11,937","10,498",,,"6,511","4,385",494.6,143.4,"5,398","4,381",576.5,516.8,"4,368","4,830"
Free Cashflow per Share,3.38,4.27,4.54,3.87,5.76,5.70,3.72,3.27,,,2.03,1.37,0.15,0.045,1.68,1.37,0.18,0.16,1.36,1.51
