,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,"3,949","2,550","2,522","3,359","1,706","1,809","2,444","2,054",,,735.5,515.4,810.9,372.6,502.5,681.1,497.7,405.1,415.2,548.7
"Selling/General/Administrative Expenses, Total","2,213","2,253","2,338","2,664","3,304","2,084","2,077","2,334",,,508.2,572.7,591.9,464.1,547.0,616.1,594.7,576.1,633.7,660.8
Operating Income,156.5,413.6,257.7,799.9,"-1,533",-191.3,466.5,-236.5,,,231.6,-34.2,233.3,-85.0,-30.7,81.5,-90.1,-152.2,-214.6,-69.8
Net Income,173.2,"-4,494","-5,119",885.6,"-11,335",-418.3,588.4,210.0,,,214.7,49.1,237.3,8.19,94.2,148.3,-40.7,-91.9,-174.3,652.8
EBITDA,"2,657","1,926","1,813","2,401",669.4,"1,211","1,530",960.7,,,565.9,314.2,308.8,241.9,318.0,440.6,72.4,222.5,162.9,318.6
Gross Profit Margin,22.5%,15.6%,13.7%,14.9%,8.0%,13.2%,18.2%,14.7%,,,20.4%,16.4%,22.9%,12.0%,14.8%,19.2%,12.7%,10.9%,11.3%,14.1%
Operating Margin,0.9%,2.5%,1.4%,3.5%,-7.2%,-1.4%,3.5%,-1.7%,,,6.4%,-1.1%,6.6%,-2.7%,-0.9%,2.3%,-2.3%,-4.1%,-5.8%,-1.8%
Net Profit Margin,1.0%,-27.5%,-27.7%,3.9%,-52.9%,-3.1%,4.4%,1.5%,,,6.0%,1.6%,6.7%,0.3%,2.8%,4.2%,-1.0%,-2.5%,-4.7%,16.8%
Return on Assets,0.4%,-10.1%,-12.2%,1.9%,-23.4%,-1.0%,1.5%,0.6%,,,0.4%,0.5%,1.6%,1.4%,1.1%,1.3%,0.6%,0.3%,-0.5%,1.0%
Return on Equity,0.7%,-24.1%,-28.2%,3.7%,-52.4%,-2.0%,3.0%,1.1%,,,1.1%,0.2%,1.2%,0.0%,0.5%,0.8%,-0.2%,-0.5%,-1.0%,3.5%
Return on Total Capital,0.5%,-16.0%,-17.8%,2.6%,-39.4%,-1.5%,2.5%,0.8%,,,0.5%,0.8%,2.5%,2.1%,1.5%,1.9%,0.8%,0.4%,-0.6%,1.3%
SG&A to Sale,12.6%,13.8%,12.7%,11.8%,15.4%,15.3%,15.5%,16.7%,,,14.1%,18.2%,16.7%,14.9%,16.1%,17.4%,15.2%,15.5%,17.2%,17.0%
Depreciation & Amortisation,"2,500","1,513","1,555","1,601","2,202","1,402","1,063","1,197",,,334.2,348.4,75.4,326.8,348.7,359.1,162.6,374.6,377.4,388.4
Tax Rate,76.9%,-3.9%,-5.1%,13.3%,-0.1%,23.5%,12.4%,-254.7%,,,9.5%,-11.1%,18.2%,-54.6%,142.6%,-1.8%,-44.1%,5.9%,4.7%,21.4%
Current Ratio,1.81,1.43,2.23,1.69,1.91,2.04,1.75,2.44,,,3.06,1.71,1.75,2.01,2.14,2.39,2.44,2.37,2.55,3.08
Quick Ratio,0.65,0.49,0.73,0.59,1.17,0.89,0.81,1.13,,,1.51,0.75,0.81,0.89,1.14,1.19,1.13,1.27,1.38,1.68
Days Inventory Outstanding,62.2,64.3,45.4,30.4,23.3,30.3,33.3,40.5,,,34.9,34.4,35.1,37.3,36.0,35.6,41.2,45.3,40.8,34.5
Days Sale Outstanding,66.7,62.3,89.2,77.7,90.3,87.5,80.2,77.2,,,83.8,79.7,80.2,51.8,82.9,94.8,77.2,78.5,81.3,104.5
Days Payable Outstanding,20.8,27.9,30.4,29.3,24.6,26.3,24.8,24.4,,,22.0,19.8,20.8,24.1,23.2,24.4,25.8,26.6,26.9,24.2
Cash Conversion Cycle,95.0,97.7,85.9,73.4,91.8,121.6,93.7,91.2,,,89.7,100.6,90.8,79.3,81.2,96.5,99.7,93.5,93.4,103.8
Debt to Asset Ratio,0.36,0.41,0.41,0.38,0.40,0.36,0.30,0.34,,,0.30,0.29,0.30,0.33,0.33,0.31,0.34,0.34,0.33,0.33
Debt to Equity Ratio,0.68,0.90,0.99,0.80,0.85,0.72,0.53,0.64,,,0.55,0.53,0.53,0.63,0.63,0.56,0.64,0.64,0.62,0.61
Interest Coverage Ratio,0.23,0.55,0.51,1.62,,,1.16,,,,1.83,,2.39,,,0.78,,,,
Cash and Short Term Investments,"4,781","4,392","7,962","8,280","13,423","10,671","6,423","6,867",,,"7,557","6,956","6,423","7,942","7,395","5,143","6,867","6,158","5,403","6,927"
"Total Receivables, Net","3,211","2,788","4,511","4,802","5,303","3,276","2,941","2,951",,,"3,185","2,936","2,941","1,901","2,997","3,530","2,951","3,129","3,305","4,344"
Total Inventory,"2,646","2,212","1,756","1,444","1,078",891.1,"1,106","1,532",,,"1,118",997.9,"1,106","1,134","1,035","1,156","1,532","1,558","1,312","1,205"
Total Current Assets,"11,636","10,517","15,355","15,408","20,810","16,124","10,915","11,700",,,"12,635","11,650","10,915","12,160","12,240","10,678","11,700","11,308","10,533","12,928"
"Property/Plant/Equipment, Total - Net","27,002","23,985","20,935","27,261","18,387","16,578","15,561","15,617",,,"15,873","15,909","15,561","15,032","16,179","15,768","15,617","15,127","14,488","14,219"
Total Assets,"48,032","40,797","43,298","51,679","45,346","41,620","35,585","37,112",,,"36,876","35,927","35,585","36,017","37,723","35,973","37,112","36,024","34,229","34,846"
Accounts Payable,838.1,"1,270","1,382","1,703",953.8,757.1,730.2,859.5,,,700.9,518.9,730.2,717.7,678.9,822.3,859.5,957.0,935.3,828.7
Accrued Expenses,955.6,892.2,"1,432","1,465","1,928","1,536",962.2,"1,092",,,"1,173","1,176",962.2,894.6,956.9,"1,049","1,092","1,105","1,064","1,126"
Debt Due,"3,689","4,594","3,464","5,024","7,259","5,133","4,025","2,334",,,"1,796","4,623","4,025","3,973","3,669","2,100","2,334","2,325","1,680","1,627"
Total Current Liabilities,"6,418","7,367","6,895","9,127","10,912","7,900","6,242","4,787",,,"4,127","6,823","6,242","6,038","5,724","4,460","4,787","4,769","4,126","4,194"
Long Term Debt,"10,692","9,395","10,634","9,954","7,142","7,032","4,084","7,491",,,"6,793","3,558","4,084","5,670","6,645","6,395","7,491","7,072","6,897","6,956"
Total Liabilities,"17,216","16,904","17,856","19,433","18,358","15,125","10,531","12,525",,,"11,156","10,595","10,531","11,915","12,584","11,094","12,525","12,090","11,288","11,436"
Common Stock,708.0,708.0,991.8,"1,301","1,822","1,822","1,822","1,822",,,"1,822","1,822","1,822","1,822","1,822","1,822","1,822","1,822","1,822","1,822"
Additional Paid-In Capital,"1,540","1,540","5,232","9,282","16,060","16,060","16,060","16,060",,,"16,060","16,060","16,060","16,060","16,060","16,060","16,060","16,060","16,060","16,060"
Retained Earnings (Accumulated Deficit),"21,487","16,282","11,392","12,334",632.8,126.5,628.6,702.4,,,336.9,386.0,628.6,636.3,593.8,741.6,702.4,610.2,343.0,998.3
Shareholders' Equity,"25,463","18,680","18,123","24,250","21,616","20,870","19,738","19,559",,,"20,199","19,922","19,738","19,059","19,924","19,712","19,559","19,019","18,260","18,822"
Cash from Operating Activities,145.0,"1,969","1,143","1,870",635.5,"2,371","1,481","1,629",,,332.2,502.4,495.5,603.4,56.6,199.0,769.9,-107.1,175.8,782.4
Cash from Investing Activities,"-3,955","-1,606","-2,672","-7,523","-8,051","1,720",-497.9,"-2,483",,,687.8,373.8,"-1,056","-2,090",-768.5,"1,429","-1,054",-675.6,408.7,467.0
Cash from Financing Activities,-884.9,-676.6,"5,406","4,496","5,555","-3,030","-3,194",826.2,,,"-2,629",-390.7,188.6,"1,701",-72.0,"-2,035","1,232",-356.0,-782.7,-63.7
Net Change in Cash,"-4,658",-217.7,"3,864","-1,191","-1,769","1,021","-2,620",96.2,,,"-1,655",261.0,-452.0,116.8,-598.7,-489.9,"1,068","-1,186",-228.6,"1,194"
Free Cashflows,"-3,977",515.1,-508.5,"-5,073",-697.4,"1,793",-523.0,-22.7,,,-200.2,-124.4,-156.5,-42.1,-446.5,-9.13,475.0,-285.0,-3.53,697.8
Free Cashflow per Share,-5.62,0.73,-0.51,-3.90,-0.38,0.98,-0.29,-0.012,,,-0.11,-0.068,-0.086,-0.023,-0.24,-0.005,0.26,-0.16,-0.002,0.38
