,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,"7,535","7,342","5,380","7,875","8,372","7,634","5,965","4,039",,,"1,813","1,697","1,383",256.6,118.8,"1,972","1,776","1,318",93.1,"1,820"
Net Income,"5,117","4,694","2,853","5,092","5,373","5,254","5,989","3,256",,,"1,421","1,723","1,413",869.0,9.64,"1,310","1,067","1,273",111.5,"1,374"
EBITDA,"9,120","9,143","7,456","10,291","10,977","10,474","8,598","6,890",,,"2,491","2,379","1,979",965.9,846.8,"2,715","2,446","2,191","1,023","2,734"
Gross Profit Margin,16.6%,15.7%,13.7%,15.7%,16.0%,14.8%,14.3%,14.2%,,,14.7%,14.2%,13.9%,11.6%,14.0%,15.8%,15.1%,14.9%,16.7%,15.9%
Operating Margin,7.6%,6.9%,4.7%,6.5%,6.7%,5.7%,4.4%,3.0%,,,5.3%,4.9%,4.0%,0.9%,0.4%,5.8%,4.9%,4.5%,0.3%,5.7%
Net Profit Margin,5.2%,4.4%,2.5%,4.2%,4.3%,3.9%,4.4%,2.4%,,,4.2%,4.9%,4.1%,3.0%,0.0%,3.8%,3.0%,4.3%,0.3%,4.3%
Return on Assets,6.5%,5.3%,2.8%,4.6%,4.8%,4.1%,4.2%,2.3%,,,3.7%,3.7%,4.1%,3.8%,2.8%,2.5%,2.3%,2.6%,2.7%,2.7%
Return on Equity,20.9%,12.6%,7.2%,11.7%,11.9%,12.2%,13.5%,7.5%,,,3.2%,3.9%,3.2%,2.0%,0.0%,3.1%,2.5%,2.9%,0.3%,3.3%
Return on Total Capital,10.5%,9.6%,5.8%,8.1%,8.8%,7.6%,6.3%,3.8%,,,5.6%,5.7%,6.3%,5.9%,4.4%,4.3%,3.8%,4.4%,4.6%,4.7%
SG&A to Sale,9.0%,8.9%,9.0%,9.9%,9.7%,9.8%,10.7%,11.7%,,,9.7%,10.3%,11.0%,11.2%,14.7%,10.4%,10.7%,11.4%,17.5%,11.0%
Depreciation & Amortisation,"1,585","1,801","2,076","2,416","2,606","2,840","2,633","2,851",,,677.3,681.6,595.6,709.3,728.0,743.2,670.2,873.3,929.5,914.1
Tax Rate,3.1%,2.1%,12.4%,15.3%,16.2%,8.7%,-1.0%,2.7%,,,2.5%,-4.2%,-15.7%,-1.3%,12.8%,7.3%,-2.5%,1.9%,799.7%,15.8%
Current Ratio,1.59,1.36,1.18,1.51,1.48,1.01,1.71,1.36,,,1.74,1.67,1.71,1.62,1.50,1.32,1.36,1.27,1.24,1.23
Quick Ratio,0.47,0.35,0.33,0.49,0.42,0.27,0.44,0.37,,,0.49,0.45,0.44,0.37,0.38,0.34,0.37,0.34,0.34,0.34
Days Inventory Outstanding,105.4,120.1,130.0,132.7,126.4,119.3,130.7,130.1,,,126.1,131.1,134.7,133.5,127.8,128.0,125.1,121.1,121.5,123.9
Days Sale Outstanding,43.6,42.1,44.9,47.5,47.3,44.0,43.6,43.9,,,46.8,47.0,43.6,36.0,40.3,41.9,43.9,40.9,43.1,44.0
Days Payable Outstanding,27.5,31.3,31.2,28.9,29.2,31.8,39.6,42.7,,,37.0,39.4,41.3,38.9,34.6,36.5,39.9,21.5,0.41,17.1
Cash Conversion Cycle,116.6,125.0,143.7,147.8,143.9,126.6,131.5,132.1,,,131.1,138.3,136.8,139.1,131.2,131.3,125.8,162.9,163.5,133.8
Debt to Asset Ratio,0.67,0.57,0.60,0.59,0.57,0.67,0.67,0.67,,,0.66,0.67,0.67,0.66,0.68,0.68,0.67,0.66,0.67,0.68
Debt to Equity Ratio,2.30,1.46,1.64,1.54,1.39,2.20,2.21,2.21,,,2.16,2.22,2.21,2.11,2.26,2.28,2.21,2.13,2.21,2.25
Interest Coverage Ratio,3.32,3.27,3.46,4.71,7.24,5.80,3.19,2.14,,,3.22,3.10,5.28,0.51,0.24,3.94,4.73,2.49,0.18,3.58
Cash and Short Term Investments,902.5,"1,400","3,214","6,156","2,816",976.1,878.5,"1,586",,,610.2,"1,098",878.5,542.3,972.3,764.2,"1,586",802.7,"1,063","2,106"
"Total Receivables, Net","11,790","12,351","14,051","15,805","16,193","16,204","16,136","16,031",,,"17,189","17,229","16,136","13,093","14,638","15,159","16,031","14,922","15,546","15,585"
Total Inventory,"26,180","33,290","36,917","37,518","35,180","39,626","43,184","38,371",,,"40,418","42,155","43,184","40,691","39,708","39,996","38,371","36,859","37,126","36,951"
Total Current Assets,"39,978","48,337","55,544","60,864","57,097","60,079","62,571","59,021",,,"61,274","63,379","62,571","57,824","58,357","59,061","59,021","55,078","56,652","56,455"
"Property/Plant/Equipment, Total - Net","15,655","17,923","21,473","23,052","22,118","23,281","25,261","26,476",,,"23,814","24,593","25,261","25,425","26,320","26,166","26,476","28,130","27,479","27,616"
Total Assets,"83,277","94,759","108,290","114,916","110,911","142,365","146,092","141,916",,,"144,886","147,443","146,092","142,052","143,390","142,421","141,916","138,671","140,116","139,323"
Accounts Payable,"6,472","9,026","7,828","8,362","8,423","11,498","13,613","13,165",,,"12,312","12,525","13,613","10,837","10,947","11,806","13,165",189.9,58.2,"10,163"
Accrued Expenses,"1,351","1,330","1,809","2,193",80.5,,,,,,,,,,,,,,,
Debt Due,"15,461","23,410","33,452","27,189","23,039","40,330","16,262","22,803",,,"14,284","16,487","16,262","18,069","18,060","23,088","22,803","25,232","25,728","26,492"
Total Current Liabilities,"25,142","35,549","46,930","40,354","38,674","59,242","36,657","43,527",,,"35,250","38,002","36,657","35,724","38,930","44,646","43,527","43,478","45,509","45,734"
Long Term Debt,"24,306","11,598","9,598","19,535","16,140","25,589","51,035","41,697",,,"51,193","50,962","51,035","47,646","47,863","41,742","41,697","39,596","39,563","39,540"
Total Liabilities,"56,161","54,415","64,943","67,449","62,941","94,930","98,040","95,422",,,"96,286","98,876","98,040","93,783","97,276","96,814","95,422","92,054","94,103","94,144"
Common Stock,956.3,"1,148","1,148","1,193","1,193","1,193","1,193","1,193",,,"1,193","1,193","1,193","1,193","1,193","1,193","1,193","1,193","1,193","1,193"
Additional Paid-In Capital,"8,159","17,501","17,501","19,948","19,948","19,948","19,948","19,948",,,"19,948","19,948","19,948","19,948","19,948","19,948","19,948","19,948","19,948","19,948"
Retained Earnings (Accumulated Deficit),"15,347","17,820","18,836","21,647","24,459","26,677","29,194","29,697",,,"28,088","28,298","29,194","30,063","28,450","28,568","29,697","30,864","30,612","30,798"
Shareholders' Equity,"24,458","37,215","39,536","43,665","45,216","43,243","44,284","43,233",,,"44,606","44,530","44,284","44,548","42,974","42,470","43,233","43,289","42,511","41,794"
Cash from Operating Activities,"5,460","4,451","3,871","9,398","15,727","7,770","6,818","12,866",,,"2,581","1,217","1,325","2,532","4,997","3,122","2,215","2,558","2,096","2,095"
Cash from Investing Activities,"-3,178","-4,283","-5,564","-8,677",741.7,"-29,400","-2,424","-3,403",,,-947.9,-725.6,141.0,"-1,052","-1,072",-673.4,-606.0,"-1,106","-1,201","-1,058"
Cash from Financing Activities,"-2,366",-168.0,"2,348",886.0,"-15,701","19,801","-4,552","-8,704",,,"-1,171",-112.6,"-1,736","-1,857","-3,451","-2,578",-818.3,"-2,449",-555.0,-927.5
Net Change in Cash,-134.8,497.5,220.7,502.7,692.5,"-1,859",-158.3,738.0,,,485.8,385.1,-284.3,-382.7,481.8,-142.6,781.4,"-1,016",299.7,99.4
Free Cashflows,"2,095",835.7,-335.3,"6,145","12,791","4,032","1,147","7,903",,,"1,176",-298.0,-416.0,"1,287","3,666","1,922","1,027","1,563",903.3,857.3
Free Cashflow per Share,0.55,0.18,-0.073,1.29,2.68,0.85,0.24,1.66,,,0.25,-0.062,-0.087,0.27,0.77,0.40,0.22,0.33,0.19,0.18
