,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accounts Payable,,,,107.8,120.1,121.6,176.1,189.8,,,,,176.1,,152.3,189.7,189.8,182.1,211.3,198.4
Accrued Expenses,,,,29.6,65.5,55.0,75.7,71.4,,,,,75.7,,67.2,77.4,71.4,59.4,74.4,92.6
Debt Due,,,,54.4,455.9,556.6,699.4,631.1,,,,,699.4,,670.7,640.9,631.1,1.48,0.56,0.58
Total Current Liabilities,,,,359.8,662.9,"1,078","1,091","1,008",,,,,"1,091",,"1,019","1,038","1,008",377.5,436.5,453.8
Long Term Debt,,,,317.4,2.65,1.94,1.19,1.28,,,,,1.19,,1.95,1.62,1.28,0.79,0.59,0.44
Total Liabilities,,,,759.9,769.6,"1,181","1,223","1,095",,,,,"1,223",,"1,102","1,124","1,095",467.5,531.9,562.4
Common Stock,,,,135.0,135.0,140.6,140.6,225.0,,,,,140.6,,140.6,225.0,225.0,300.0,300.0,300.0
Additional Paid-In Capital,,,,,,78.3,78.3,78.3,,,,,78.3,,78.3,78.3,78.3,955.4,955.4,955.4
Retained Earnings (Accumulated Deficit),,,,23.4,133.8,-78.0,2.24,20.3,,,,,2.24,,43.2,-13.3,20.3,-48.9,-15.7,6.47
Shareholders' Equity,,,,286.3,398.4,269.1,365.6,468.6,,,,,365.6,,406.6,434.9,468.6,"1,352","1,386","1,410"
Cash from Operating Activities,,,,343.9,96.1,251.7,398.0,264.7,,,88.6,56.8,164.1,36.8,57.8,99.0,71.1,24.3,113.1,81.9
Cash from Investing Activities,,,,-747.7,-215.7,-277.6,-206.4,-121.2,,,-37.3,-61.8,-70.0,-23.3,-10.8,-13.2,-74.0,-11.8,-85.1,-111.7
Cash from Financing Activities,,,,426.5,64.8,88.2,-186.2,-134.5,,,-51.5,-75.6,-7.57,-36.3,-36.3,-46.1,-15.9,217.0,-1.19,-0.17
Net Change in Cash,,,,22.7,-54.8,53.8,5.40,8.94,,,-0.26,-80.6,86.5,-22.8,10.7,39.8,-18.7,229.5,26.8,-30.0
Free Cashflows,,,,-185.7,-117.0,155.3,253.2,149.2,,,72.9,11.1,96.4,15.0,42.3,90.6,1.30,11.9,23.5,-34.5
Free Cashflow per Share,,,,-0.62,-0.39,0.52,0.84,0.50,,,,,0.32,,0.14,0.30,0.004,0.040,0.078,-0.12
