,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,31.2%,31.6%,33.1%,34.4%,35.0%,36.9%,38.7%,36.1%,35.6%,,39.6%,37.5%,36.1%,36.3%,36.2%,35.9%,35.9%,36.2%,37.3%,32.8%
Operating Margin,8.9%,6.5%,5.2%,4.7%,6.5%,9.1%,11.3%,7.9%,9.4%,,12.5%,10.9%,9.9%,6.4%,9.3%,5.7%,9.5%,12.1%,12.1%,3.0%
Net Profit Margin,8.5%,5.6%,3.7%,4.2%,5.5%,8.2%,10.6%,8.0%,9.0%,,11.8%,10.0%,9.4%,7.8%,8.8%,5.9%,9.7%,11.4%,11.6%,2.7%
Return on Assets,15.4%,10.1%,6.0%,6.2%,7.8%,12.3%,15.3%,10.5%,13.6%,,13.3%,15.4%,15.2%,13.5%,12.3%,10.5%,10.9%,12.8%,14.2%,13.9%
Return on Equity,27.8%,20.9%,13.4%,14.5%,17.5%,24.6%,26.0%,17.0%,18.6%,,7.9%,6.2%,5.1%,4.3%,5.1%,3.0%,5.2%,6.3%,6.5%,1.3%
Return on Total Capital,27.8%,20.9%,8.4%,9.9%,12.7%,17.1%,19.2%,17.0%,18.6%,,17.0%,19.2%,21.5%,19.5%,17.4%,17.0%,16.5%,18.8%,20.2%,18.6%
SG&A to Sale,22.3%,25.2%,28.0%,29.8%,28.5%,27.8%,27.4%,28.3%,26.3%,,27.1%,26.6%,26.2%,29.9%,26.9%,30.3%,26.4%,24.0%,25.3%,29.8%
Depreciation & Amortisation,472.1,507.4,699.9,824.7,983.5,"1,020","1,017",866.0,871.0,,253.1,252.1,237.6,215.9,205.7,206.7,209.1,218.8,221.5,221.6
Tax Rate,5.9%,-4.1%,-7.1%,-4.4%,0.4%,3.4%,3.2%,10.5%,5.7%,,3.0%,5.2%,3.3%,6.8%,16.9%,14.7%,6.0%,5.7%,3.8%,12.8%
Current Ratio,0.82,0.53,0.51,0.35,0.48,0.67,1.30,0.95,1.36,,1.04,1.30,1.24,1.24,1.33,0.95,0.91,0.98,1.12,1.36
Quick Ratio,0.70,0.41,0.27,0.18,0.18,0.22,0.37,0.44,0.58,,0.45,0.37,0.61,0.65,0.76,0.44,0.56,0.45,0.47,0.58
Days Inventory Outstanding,20.1,12.2,15.1,18.1,18.0,18.6,18.5,17.2,17.7,,20.0,18.0,15.5,15.4,14.5,16.2,17.0,15.9,16.5,17.7
Days Sale Outstanding,73.2,52.5,19.3,19.5,17.3,14.8,20.1,45.1,24.1,,22.2,20.1,45.5,50.0,59.3,45.1,47.9,34.0,33.9,24.1
Days Payable Outstanding,40.0,35.8,50.1,55.7,47.2,41.5,42.4,40.2,29.4,,40.8,40.5,39.8,38.0,36.9,36.6,36.0,34.1,32.3,28.5
Cash Conversion Cycle,33.3,26.2,-8.73,-15.0,-7.17,-6.52,-6.37,14.4,25.4,,8.08,-3.28,11.3,25.7,34.1,33.5,27.2,23.6,18.1,21.3
Debt to Asset Ratio,0.49,0.57,0.57,0.60,0.55,0.50,0.42,0.38,0.21,,0.43,0.42,0.40,0.41,0.40,0.38,0.33,0.31,0.30,0.21
Debt to Equity Ratio,0.97,1.33,1.32,1.52,1.23,1.02,0.74,0.62,0.27,,0.75,0.74,0.66,0.68,0.67,0.62,0.50,0.46,0.43,0.27
Interest Coverage Ratio,54.0,16.7,7.34,6.03,7.96,14.5,28.7,22.2,61.7,,33.8,32.0,26.5,17.3,25.3,18.7,34.0,78.1,80.5,224.2
Cash and Short Term Investments,56.0,93.6,122.3,142.0,598.9,597.3,"1,447","1,289",710.2,,548.1,"1,447","1,378","1,241","1,250","1,289",569.1,984.5,"1,229",710.2
"Total Receivables, Net","1,912","1,688",647.1,668.8,614.2,558.4,751.8,"1,568",905.8,,822.8,751.8,"1,699","1,819","2,137","1,568","1,693","1,236","1,260",905.8
Total Inventory,225.2,309.6,370.9,441.9,392.8,490.5,359.7,403.8,450.9,,469.1,359.7,353.7,347.3,316.2,403.8,364.6,375.2,403.8,450.9
Total Current Assets,"2,251","2,176","1,214","1,308","1,633","1,718","2,641","3,396","2,136",,"1,899","2,641","3,476","3,459","3,763","3,396","2,763","2,726","2,999","2,136"
"Property/Plant/Equipment, Total - Net","3,130","4,742","6,145","7,376","7,003","7,155","6,676","5,924","5,886",,"6,866","6,676","5,893","5,729","5,607","5,924","6,333","6,164","6,020","5,886"
Total Assets,"5,719","7,260","7,908","9,132","9,089","9,278","9,707","9,680","8,407",,"9,162","9,707","9,767","9,583","9,745","9,680","9,472","9,267","9,395","8,407"
Accounts Payable,643.5,932.9,"1,322","1,179","1,004",970.4,977.1,809.1,613.4,,886.1,977.1,857.8,872.9,815.2,809.1,819.0,766.0,762.7,613.4
Accrued Expenses,255.6,410.0,503.6,313.8,212.1,786.5,629.0,642.8,614.1,,186.2,629.0,187.8,182.2,223.3,642.8,202.5,234.6,221.8,614.1
Debt Due,"1,181","1,836",63.0,"1,290","1,620",522.7,13.0,"1,701",0.00,,19.5,13.0,"1,006","1,000","1,000","1,701","1,000","1,000","1,000",0.00
Total Current Liabilities,"2,748","4,081","2,403","3,746","3,416","2,576","2,030","3,573","1,575",,"1,832","2,030","2,798","2,799","2,827","3,573","3,032","2,776","2,680","1,575"
Long Term Debt,,,"2,000","1,650","1,530","2,013","2,000",,,,"2,000","2,000","1,000","1,000","1,000",,,,,
Total Liabilities,"2,814","4,139","4,499","5,497","5,006","4,669","4,116","3,690","1,768",,"3,916","4,116","3,879","3,884","3,923","3,690","3,156","2,906","2,818","1,768"
Common Stock,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0
Additional Paid-In Capital,609.4,609.4,609.4,609.4,609.4,609.4,609.4,609.4,609.4,,609.4,609.4,609.4,609.4,609.4,609.4,609.4,609.4,609.4,609.4
Retained Earnings (Accumulated Deficit),"1,884","2,100","2,387","2,608","3,045","3,450","4,431","4,838","5,489",,"4,085","4,431","4,729","4,544","4,669","4,838","5,166","5,208","5,426","5,489"
Shareholders' Equity,"2,905","3,121","3,408","3,627","4,065","4,597","5,578","5,985","6,636",,"5,233","5,578","5,878","5,691","5,816","5,985","6,313","6,355","6,572","6,636"
Cash from Operating Activities,"1,311","1,616","2,177","1,375","1,394","2,359","2,389","1,561","2,609",,853.6,976.7,102.9,411.1,240.5,806.3,365.0,"1,048",658.8,538.0
Cash from Investing Activities,"-1,530","-1,756","-2,133","-1,842",-747.8,-992.3,-499.9,-758.2,-897.9,,-84.2,-61.4,-154.0,-97.3,-50.2,-456.7,-374.7,-269.5,-207.8,-45.8
Cash from Financing Activities,-34.1,178.1,-15.7,489.2,-193.6,-823.2,"-1,036",-960.0,"-2,290",,-525.3,-17.4,-19.1,-448.8,-181.3,-310.9,-709.6,-363.1,-206.2,"-1,011"
Net Change in Cash,-253.4,37.6,28.6,19.7,453.2,543.9,852.9,-157.6,-578.7,,243.6,898.4,-68.8,-136.7,8.65,39.2,-719.8,415.4,244.5,-518.8
Free Cashflows,-401.7,-150.2,45.9,-484.2,624.8,"1,383","1,876",781.9,"1,681",,766.9,910.4,-55.1,309.1,178.8,349.1,-15.4,778.1,444.8,473.0
Free Cashflow per Share,-2.14,-0.80,0.24,-2.58,3.33,7.38,10.0,4.17,8.96,,4.09,4.86,-0.29,1.65,0.96,1.86,-0.082,4.15,2.37,2.52
