,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,-15.3,28.6,64.2,70.3,386.3,637.6,"2,021","3,338",,,238.7,556.1,"1,054",488.8,"1,019",891.6,938.2,720.6,737.3,687.3
EBITDA,-15.1,37.5,89.3,101.3,529.9,849.4,"2,318","4,662",,,320.0,457.2,"1,311",906.3,"1,163","1,168","1,425",832.7,"1,047","1,118"
Gross Profit Margin,,43.3%,46.5%,42.8%,44.1%,46.1%,39.4%,46.2%,,,46.8%,47.7%,34.1%,51.1%,44.7%,48.3%,43.8%,47.5%,50.8%,50.0%
Operating Margin,0.0%,16.9%,19.9%,16.3%,24.4%,25.3%,23.9%,28.3%,,,26.1%,26.0%,22.6%,35.5%,29.3%,30.4%,23.3%,24.8%,31.0%,30.3%
Net Profit Margin,0.0%,14.9%,15.3%,12.6%,18.8%,19.9%,21.6%,20.8%,,,20.3%,32.8%,18.8%,19.8%,26.3%,24.0%,15.8%,22.2%,22.5%,19.1%
Return on Assets,-13.2%,9.9%,8.7%,4.8%,14.7%,12.6%,13.6%,13.3%,,,9.8%,12.4%,11.9%,9.7%,12.0%,13.0%,12.4%,13.0%,11.7%,10.4%
Return on Equity,-51.5%,13.6%,21.3%,24.5%,22.1%,28.9%,39.3%,44.7%,,,9.3%,18.1%,20.5%,8.6%,17.6%,13.2%,12.6%,8.4%,8.6%,7.8%
Return on Total Capital,-21.2%,10.5%,11.3%,11.1%,19.0%,15.8%,22.5%,27.9%,,,17.7%,21.4%,22.5%,22.0%,24.6%,26.9%,27.9%,23.7%,19.3%,18.2%
SG&A to Sale,0.0%,26.4%,26.6%,26.5%,19.7%,20.8%,15.5%,17.9%,,,20.7%,21.7%,11.5%,15.6%,15.5%,17.9%,20.5%,22.7%,19.7%,19.6%
Depreciation & Amortisation,,4.93,6.01,10.2,27.8,40.9,86.6,134.0,,,12.8,17.4,45.1,27.9,30.2,34.8,41.0,28.8,30.2,27.8
Tax Rate,0.0%,7.6%,21.0%,20.7%,20.3%,20.2%,22.4%,22.5%,,,22.0%,20.9%,23.4%,25.2%,21.6%,24.0%,20.6%,21.0%,21.8%,21.9%
Current Ratio,2.61,2.43,2.17,1.43,2.38,2.87,1.71,1.78,,,2.18,2.04,1.71,1.77,2.10,2.05,1.78,2.22,2.47,2.16
Quick Ratio,0.41,0.054,0.014,0.001,0.005,0.051,0.025,0.011,,,0.008,0.032,0.025,0.033,0.036,0.075,0.011,0.021,0.066,0.052
Days Inventory Outstanding,,553.0,821.2,"1,394",653.7,736.7,728.5,810.4,,,"1,114","1,040",836.1,"1,053",910.5,839.4,863.3,802.0,864.1,917.1
Days Sale Outstanding,0.00,3.24,5.12,0.41,1.06,1.28,11.5,3.24,,,2.62,10.6,11.5,14.0,10.8,20.0,3.24,4.86,14.6,13.9
Days Payable Outstanding,,75.7,91.8,112.9,38.6,41.6,32.0,32.2,,,0.00,0.00,23.7,20.9,0.00,0.00,16.6,15.7,0.00,0.00
Cash Conversion Cycle,,493.1,677.8,"1,273",611.3,683.1,687.0,782.2,,,"1,116","1,047",797.4,"1,065",921.6,854.4,841.7,806.0,874.2,931.8
Debt to Asset Ratio,0.74,0.54,0.70,0.85,0.48,0.59,0.72,0.68,,,0.67,0.67,0.72,0.73,0.72,0.69,0.68,0.64,0.66,0.67
Debt to Equity Ratio,2.90,1.17,2.36,5.66,0.91,1.82,3.21,2.47,,,2.50,2.44,3.21,3.29,3.26,2.72,2.47,2.04,2.20,2.34
Interest Coverage Ratio,,20.2,40.5,38.1,29.1,119.1,43.8,17.3,,,239.4,231.6,26.5,18.7,19.9,15.4,16.3,13.4,16.0,14.6
Cash and Short Term Investments,3.19,26.2,20.1,38.2,296.0,620.9,829.7,"1,819",,,523.4,778.3,829.7,"1,639","1,066",732.3,"1,819","1,370",987.0,"1,318"
"Total Receivables, Net",14.9,1.71,5.88,0.63,5.95,11.2,293.5,142.3,,,30.4,146.8,293.5,420.1,404.2,858.6,142.3,223.2,645.5,612.9
Total Inventory,95.2,235.2,772.7,"1,672","2,442","4,517","18,085","20,151",,,"7,233","7,858","18,085","18,897","20,642","20,582","20,151","19,856","20,764","21,712"
Total Current Assets,113.9,448.4,964.6,"1,822","3,128","6,269","20,335","23,505",,,"8,776","9,349","20,335","22,715","23,507","23,497","23,505","23,190","23,973","25,356"
"Property/Plant/Equipment, Total - Net",2.15,3.53,20.8,44.8,66.6,359.0,439.8,765.9,,,392.6,432.5,439.8,511.1,570.7,539.1,765.9,983.3,"1,207","1,616"
Total Assets,116.1,459.6,"1,011","1,910","3,347","6,758","22,925","27,203",,,"9,573","11,121","22,925","25,509","26,321","26,746","27,203","27,516","28,575","30,576"
Accounts Payable,,22.6,90.1,108.0,135.2,257.6,735.8,782.6,,,,,735.8,,,,782.6,,,
Accrued Expenses,9.87,7.05,7.86,10.9,60.4,143.8,162.9,200.7,,,,,162.9,,,2.79,200.7,0.11,,
Debt Due,0.00,68.4,126.6,687.5,410.1,753.3,"5,243","8,017",,,"1,903","2,389","5,243","7,127","5,600","6,434","8,017","6,126","5,144","7,358"
Total Current Liabilities,43.6,184.2,443.8,"1,276","1,317","2,188","11,906","13,183",,,"4,025","4,581","11,906","12,802","11,189","11,468","13,183","10,432","9,708","11,712"
Long Term Debt,42.7,62.6,266.1,346.0,281.2,"1,823","3,827","4,513",,,"2,422","2,916","3,827","4,990","6,893","6,111","4,513","6,438","8,453","8,183"
Total Liabilities,86.3,247.0,710.2,"1,623","1,599","4,015","16,513","18,402",,,"6,452","7,503","16,513","18,582","18,854","18,326","18,402","17,579","18,866","20,602"
Common Stock,50.0,200.0,225.0,225.0,300.0,550.6,813.1,"1,225",,,771.4,772.6,813.1,814.6,814.6,816.4,"1,225","1,225","1,225","1,225"
Additional Paid-In Capital,,,,,"1,248","1,254","2,234","2,299",,,"1,257","1,274","2,234","2,260","2,260","2,299","2,299","2,299","2,299","2,299"
Retained Earnings (Accumulated Deficit),-20.2,10.8,75.0,60.9,196.6,393.1,"2,068","3,888",,,539.3,"1,014","2,068","2,557","2,680","3,572","3,888","5,015","5,018","5,203"
Shareholders' Equity,29.8,210.8,300.8,286.7,"1,748","2,203","5,139","7,464",,,"2,580","3,077","5,139","5,654","5,790","6,731","7,464","8,600","8,573","8,792"
Cash from Operating Activities,,-221.5,-259.0,-507.9,-321.1,"-1,659",-77.8,"1,385",,,-728.0,-828.1,"2,337",-811.7,662.6,-52.8,"1,587",-926.3,-398.5,-256.4
Cash from Investing Activities,,-1.54,-24.6,-27.6,-141.1,-351.5,"-1,571","-3,556",,,-80.1,-767.5,-685.7,"-1,429","-1,126",-596.0,-405.6,-149.1,-345.6,-637.6
Cash from Financing Activities,,237.7,285.5,553.5,720.2,"2,235","1,948","3,170",,,955.8,"1,851","-1,609","3,059",-109.3,314.9,-94.7,626.5,360.8,"1,225"
Net Change in Cash,,14.7,1.87,18.0,257.9,224.9,299.6,998.8,,,147.8,254.9,42.2,818.2,-572.4,-333.9,"1,087",-449.0,-383.2,330.8
Free Cashflows,,-228.7,-281.2,-538.8,-378.1,"-1,910",-328.7,856.2,,,-805.5,-893.7,"2,252",-884.8,576.1,-164.2,"1,329","-1,206",-640.9,-676.6
Free Cashflow per Share,,-0.099,-0.12,-0.23,-0.16,-0.83,-0.13,0.35,,,-0.35,-0.39,0.92,-0.36,0.24,-0.067,0.54,-0.49,-0.26,-0.28
