,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Current Ratio,1.46,1.79,0.57,0.95,1.90,2.43,3.09,4.34,,,2.53,2.97,3.09,1.92,3.40,3.65,4.34,2.47,4.77,4.84
Quick Ratio,0.42,1.29,0.31,0.50,1.49,2.02,2.77,3.90,,,2.26,2.68,2.77,1.74,3.06,3.28,3.90,2.25,4.31,4.50
Days Inventory Outstanding,10.9,11.2,11.9,11.9,11.3,9.20,9.33,10.9,,,7.89,7.63,9.20,9.66,9.26,9.72,11.0,11.4,10.7,9.74
Days Sale Outstanding,19.4,22.7,23.2,21.2,21.9,22.3,26.2,26.3,,,21.8,24.6,26.2,23.2,23.9,28.2,26.3,25.1,24.8,28.7
Days Payable Outstanding,14.1,14.4,15.8,16.1,16.2,14.6,14.0,13.4,,,13.2,14.1,14.5,13.2,12.6,13.3,13.5,12.7,11.5,11.7
Cash Conversion Cycle,15.1,14.9,18.2,17.0,17.2,17.0,19.0,23.4,,,14.9,15.9,20.2,21.8,19.8,21.8,25.3,24.9,25.0,24.1
Debt to Asset Ratio,0.17,0.19,0.24,0.16,0.15,0.14,0.13,0.12,,,0.13,0.14,0.13,0.22,0.13,0.13,0.12,0.21,0.11,0.12
Debt to Equity Ratio,0.21,0.23,0.32,0.19,0.17,0.16,0.16,0.13,,,0.15,0.16,0.16,0.28,0.14,0.15,0.13,0.26,0.13,0.14
Interest Coverage Ratio,,,222.7,100.0,,,,,,,,,,,,,,,,
Cash and Short Term Investments,151.8,265.9,39.1,37.2,246.6,348.7,503.9,764.7,,,335.1,467.5,503.9,649.5,513.5,643.9,764.7,905.7,743.6,916.1
"Total Receivables, Net",77.6,107.9,114.0,110.2,114.7,121.5,148.5,159.6,,,119.0,136.9,148.5,135.9,142.5,171.1,159.6,153.4,151.8,178.2
Total Inventory,32.7,39.7,40.7,43.7,36.0,31.2,39.0,46.8,,,26.3,30.3,39.0,35.6,36.6,39.9,46.8,43.8,41.4,37.1
Total Current Assets,273.2,429.8,208.8,207.5,416.8,516.4,708.6,990.3,,,494.7,648.0,708.6,838.1,707.2,872.0,990.3,"1,123",954.6,"1,148"
"Property/Plant/Equipment, Total - Net",923.9,972.8,"1,421","1,403","1,344","1,387","1,385","1,279",,,"1,353","1,329","1,385","1,356","1,347","1,339","1,279","1,258","1,252","1,234"
Total Assets,"1,242","1,463","1,687","1,664","1,807","1,947","2,133","2,304",,,"1,889","2,018","2,133","2,231","2,093","2,249","2,304","2,416","2,242","2,415"
Accounts Payable,41.4,51.5,55.6,59.2,55.4,51.2,54.1,51.7,,,49.0,55.3,54.1,47.7,50.4,54.6,51.7,49.0,43.3,51.1
Accrued Expenses,69.5,88.4,78.8,86.5,93.5,102.0,103.5,104.6,,,90.4,110.5,103.5,92.9,97.8,121.2,104.6,89.7,94.2,120.4
Debt Due,0.00,0.00,160.0,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,186.8,240.5,367.4,219.0,219.6,212.3,229.3,228.0,,,195.4,218.2,229.3,435.7,208.0,239.2,228.0,455.6,200.1,237.3
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,212.1,275.6,406.8,264.1,263.9,263.4,286.4,266.6,,,248.8,273.6,286.4,490.0,264.3,297.5,266.6,504.0,250.5,289.9
Common Stock,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,,,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
Additional Paid-In Capital,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,,,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0
Retained Earnings (Accumulated Deficit),696.3,851.9,944.3,"1,064","1,206","1,344","1,508","1,699",,,"1,301","1,405","1,508","1,403","1,491","1,613","1,699","1,573","1,652","1,786"
Shareholders' Equity,"1,030","1,187","1,280","1,400","1,543","1,684","1,847","2,037",,,"1,640","1,744","1,847","1,741","1,829","1,951","2,037","1,912","1,991","2,125"
Cash from Operating Activities,279.0,137.7,516.9,413.7,226.9,362.9,289.1,288.6,,,192.8,16.9,85.3,13.2,229.5,25.8,20.0,7.89,255.6,5.62
Cash from Investing Activities,-163.3,-128.0,-554.7,-108.6,-70.7,-174.7,-124.0,-58.3,,,-23.2,-10.0,-88.3,-1.80,-24.5,-16.5,-15.5,-9.37,-20.7,-13.2
Cash from Financing Activities,-116.8,-97.8,11.2,-305.6,-160.0,-179.2,-190.4,-212.8,,,-190.4,0.00,0.00,,-212.8,0.00,0.00,,-233.6,0.00
Net Change in Cash,-1.07,-88.1,-26.6,-0.52,-3.82,8.93,-25.3,17.5,,,-20.8,6.92,-2.98,11.4,-7.74,9.35,4.46,-1.48,1.29,-7.54
Free Cashflows,118.9,17.4,-28.4,308.4,158.9,190.6,165.6,232.6,,,169.4,6.90,-2.39,11.4,207.6,9.32,4.38,-1.57,234.3,-7.69
Free Cashflow per Share,0.74,0.11,-0.18,1.93,0.99,1.19,1.04,1.45,,,1.06,0.043,-0.015,0.071,1.30,0.058,0.027,-0.010,1.46,-0.048
