,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accrued Expenses,,,,,,5.99,251.2,145.5,,,5.99,5.99,251.2,13.4,268.6,244.5,145.5,59.5,97.3,75.5
Debt Due,"1,180",950.8,"1,164",580.1,300.0,860.0,"4,080",980.0,,,"4,410","3,970","4,080","4,200","3,850","2,714",980.0,"1,070","1,980","2,770"
Total Current Liabilities,"1,563","1,340","1,424",833.3,635.5,"1,119","4,414","1,327",,,"4,780","4,324","4,414","4,450","4,157","2,988","1,327","1,333","2,293","3,032"
Long Term Debt,,333.3,500.0,966.6,"1,500",900.0,"5,032","8,037",,,"4,999","5,000","5,032","5,049","2,156","4,393","8,037","7,532","6,532","6,042"
Total Liabilities,"1,731","2,322","2,423","2,501","2,731","2,638","9,847","9,783",,,"10,675","10,323","9,847","9,911","6,679","7,810","9,783","9,307","9,248","9,571"
Common Stock,494.0,494.0,494.0,494.0,494.0,494.0,494.0,571.5,,,494.0,494.0,494.0,494.0,568.0,568.0,571.5,571.9,571.9,571.9
Additional Paid-In Capital,"1,048","1,048","1,059","1,061","1,048","1,048","1,048","4,522",,,"1,048","1,048","1,048","1,048","4,363","4,363","4,522","4,539","4,539","4,539"
Retained Earnings (Accumulated Deficit),"10,430","12,062","13,246","14,284","15,538","17,154","20,400","22,629",,,"19,161","19,546","20,400","20,915","21,315","22,169","22,629","23,159","23,581","24,028"
Shareholders' Equity,"14,926","16,970","17,577","19,354","20,357","22,488","25,035","28,991",,,"24,367","24,697","25,035","25,491","28,468","29,047","28,991","29,560","29,921","30,403"
Cash from Operating Activities,446.5,741.3,853.7,746.8,851.4,971.6,166.8,171.7,,,-57.3,89.3,196.6,-25.5,69.5,78.5,174.7,-3.80,-118.6,96.6
Cash from Investing Activities,-623.3,-735.6,"-1,111",-502.4,-734.8,"-1,002","-7,686","-2,420",,,"-7,182",-188.3,-177.1,-53.3,589.2,"-1,116","-1,840",307.5,552.0,-191.1
Cash from Financing Activities,198.4,-9.26,266.2,-230.9,139.7,-203.0,"7,514","2,361",,,"7,743",-440.0,-28.4,67.1,-661.8,"1,048","1,782",-471.3,-421.2,624.7
Net Change in Cash,21.6,-3.60,9.09,13.6,256.3,-233.4,-5.38,112.8,,,503.4,-539.1,-8.96,-11.6,-3.11,11.3,116.2,-167.7,12.2,530.3
Free Cashflows,446.5,741.3,853.7,746.8,851.4,971.6,166.8,171.7,,,-57.3,89.3,196.6,-25.5,69.5,78.5,174.7,-3.80,-118.6,96.6
Free Cashflow per Share,0.90,1.50,1.73,1.51,1.72,1.97,0.34,0.30,,,-0.12,0.18,0.40,-0.052,0.12,0.14,0.31,-0.007,-0.21,0.17
